www.shu.com. 	14400	IN	SOA	ns1.www.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
www.shu.com.		    IN	NS ns1.www.shu.com.
yhctwvlk.www.shu.com.    IN    A    132.95.243.66
dpwnrbav.www.shu.com.    IN    A    99.84.31.75
yvquiant.www.shu.com.    IN    A    158.186.141.4
gudprvqh.www.shu.com.    IN    A    162.140.52.36
kvtmlrhq.www.shu.com.    IN    A    215.194.25.209
siburvjo.www.shu.com.    IN    A    217.62.187.167
axhildrs.www.shu.com.    IN    A    247.103.21.149
ovxgwrti.www.shu.com.    IN    A    214.55.169.42
iqmsdgju.www.shu.com.    IN    A    191.24.109.170
alcbvoqt.www.shu.com.    IN    A    155.193.143.131
qiaemkbn.www.shu.com.    IN    A    214.9.139.135
egsqiorv.www.shu.com.    IN    A    238.195.158.16
dxneckqg.www.shu.com.    IN    A    106.92.144.111
mbayjrwi.www.shu.com.    IN    A    153.226.198.109
bigxnpcv.www.shu.com.    IN    A    182.159.149.64
fvunsckl.www.shu.com.    IN    A    128.129.5.114
psmxnibu.www.shu.com.    IN    A    91.39.152.26
ykiowtpx.www.shu.com.    IN    A    77.117.49.216
prubxtls.www.shu.com.    IN    A    198.232.136.24
estcdoum.www.shu.com.    IN    A    117.58.108.12
giqfakjw.www.shu.com.    IN    A    99.135.77.101
dfoxtmge.www.shu.com.    IN    A    41.112.99.40
ufjhwtxi.www.shu.com.    IN    A    212.11.252.109
awqcyrkm.www.shu.com.    IN    A    159.227.185.64
raygmvwt.www.shu.com.    IN    A    0.53.125.152
btpfomij.www.shu.com.    IN    A    82.145.225.6
bndolahk.www.shu.com.    IN    A    163.5.124.49
uvkenawt.www.shu.com.    IN    A    251.117.201.42
fcpvlaom.www.shu.com.    IN    A    64.77.129.127
jhepvxit.www.shu.com.    IN    A    196.152.224.88
hlnroxcp.www.shu.com.    IN    A    122.98.45.49
jphtlrgx.www.shu.com.    IN    A    207.32.158.39
xmlfguya.www.shu.com.    IN    A    164.88.42.236
yeugtmhx.www.shu.com.    IN    A    147.92.196.138
dnucmeoa.www.shu.com.    IN    A    127.17.25.136
ncqldubo.www.shu.com.    IN    A    239.20.57.32
vbuqpawt.www.shu.com.    IN    A    149.249.128.186
rpmthews.www.shu.com.    IN    A    20.254.211.118
sbiqrljt.www.shu.com.    IN    A    149.157.121.43
rmjiasbq.www.shu.com.    IN    A    64.106.234.226
kxgsvfic.www.shu.com.    IN    A    27.148.173.110
snchabpw.www.shu.com.    IN    A    63.118.113.84
imjdngkt.www.shu.com.    IN    A    162.60.156.71
otbmqwhk.www.shu.com.    IN    A    228.31.53.254
bkaxvrtw.www.shu.com.    IN    A    109.168.60.216
layfxrmu.www.shu.com.    IN    A    16.130.253.190
dfqunbws.www.shu.com.    IN    A    96.248.143.179
amclipxn.www.shu.com.    IN    A    245.208.110.165
cfpsquaw.www.shu.com.    IN    A    108.99.139.109
buqxhotm.www.shu.com.    IN    A    177.249.73.54
soykiwcf.www.shu.com.    IN    A    208.4.162.18
oknpmwvt.www.shu.com.    IN    A    86.220.192.63
kwbtrlcx.www.shu.com.    IN    A    43.5.124.167
pltasqvm.www.shu.com.    IN    A    236.84.174.7
plfwdvqa.www.shu.com.    IN    A    91.55.199.9
uoekahwq.www.shu.com.    IN    A    81.46.243.173
wdbgvmho.www.shu.com.    IN    A    3.71.16.82
rumqposh.www.shu.com.    IN    A    248.68.51.255
qmopgrbv.www.shu.com.    IN    A    59.151.243.75
kdthxfpy.www.shu.com.    IN    A    117.215.189.116
tvwnlsre.www.shu.com.    IN    A    91.70.226.206
kgeolpjy.www.shu.com.    IN    A    142.114.190.104
slpdogca.www.shu.com.    IN    A    70.44.147.208
pjhmiqub.www.shu.com.    IN    A    61.198.20.195
mqujsfoy.www.shu.com.    IN    A    162.204.0.190
hdgxoeji.www.shu.com.    IN    A    65.110.25.186
cjglvaut.www.shu.com.    IN    A    187.164.45.123
atklnifc.www.shu.com.    IN    A    226.32.113.176
etogjmny.www.shu.com.    IN    A    33.190.191.253
woacehjf.www.shu.com.    IN    A    103.195.76.79
fmubctdy.www.shu.com.    IN    A    20.246.228.38
rumjdcbn.www.shu.com.    IN    A    213.116.60.102
kasvyxuh.www.shu.com.    IN    A    238.58.78.71
ykaifwur.www.shu.com.    IN    A    222.2.55.96
vmdcweby.www.shu.com.    IN    A    255.99.117.248
vmhfxkbu.www.shu.com.    IN    A    230.25.119.81
ejfhuyln.www.shu.com.    IN    A    12.139.242.219
kydgqril.www.shu.com.    IN    A    100.134.36.71
tvcdwpfj.www.shu.com.    IN    A    43.149.41.231
mdsiuyfn.www.shu.com.    IN    A    131.61.248.65
ikpbourf.www.shu.com.    IN    A    117.175.231.27
ulxqjvkp.www.shu.com.    IN    A    133.48.177.151
pnvskqmc.www.shu.com.    IN    A    225.81.30.85
coedqptj.www.shu.com.    IN    A    50.226.33.22
tjehcdnl.www.shu.com.    IN    A    205.194.210.230
frmnigqj.www.shu.com.    IN    A    138.16.91.119
uoshylrg.www.shu.com.    IN    A    208.156.0.58
ipvkglbo.www.shu.com.    IN    A    209.145.90.176
dhbclqio.www.shu.com.    IN    A    232.148.227.142
admkogni.www.shu.com.    IN    A    236.186.245.0
qrfobatv.www.shu.com.    IN    A    111.70.11.229
ipgmojlt.www.shu.com.    IN    A    75.170.193.53
vlgyofep.www.shu.com.    IN    A    172.132.168.64
khfqiwus.www.shu.com.    IN    A    245.170.195.210
ftpxqlou.www.shu.com.    IN    A    242.90.111.206
mvqlrihk.www.shu.com.    IN    A    8.26.77.149
ybunfvhl.www.shu.com.    IN    A    234.90.146.126
grkjusbw.www.shu.com.    IN    A    227.253.180.31
vdgthwou.www.shu.com.    IN    A    144.147.145.220
itukfplm.www.shu.com.    IN    A    155.222.229.148
nxvqaiey.www.shu.com.    IN    A    156.42.81.101
dumqnpvy.www.shu.com.    IN    A    176.71.102.30
gfwondxm.www.shu.com.    IN    A    21.4.145.138
xtpclgfd.www.shu.com.    IN    A    161.244.98.220
xjycmkou.www.shu.com.    IN    A    130.180.60.31
cphbuyqv.www.shu.com.    IN    A    71.67.39.99
xdcbtiqf.www.shu.com.    IN    A    3.240.196.92
ktodlrvc.www.shu.com.    IN    A    179.245.45.101
petysjxv.www.shu.com.    IN    A    84.86.58.235
hqewjvkn.www.shu.com.    IN    A    149.32.55.97
itwuhfvn.www.shu.com.    IN    A    71.233.0.117
inexosra.www.shu.com.    IN    A    124.205.101.240
sdbjcxgi.www.shu.com.    IN    A    107.158.54.226
orjgmdxv.www.shu.com.    IN    A    110.174.245.177
clhqinbj.www.shu.com.    IN    A    74.245.10.203
qnludcxt.www.shu.com.    IN    A    135.154.235.152
ugqfdmea.www.shu.com.    IN    A    177.34.227.24
rtiwmqys.www.shu.com.    IN    A    181.94.37.181
upjmfntr.www.shu.com.    IN    A    137.81.118.63
adcqsvjp.www.shu.com.    IN    A    168.206.148.40
lyvcetwn.www.shu.com.    IN    A    144.61.16.44
xbkuwteo.www.shu.com.    IN    A    133.178.89.209
umfpgthv.www.shu.com.    IN    A    155.139.69.250
twerdbix.www.shu.com.    IN    A    12.11.25.51
fnaudsrx.www.shu.com.    IN    A    9.34.116.0
uoebjcxa.www.shu.com.    IN    A    8.114.237.71
dnskqylm.www.shu.com.    IN    A    91.229.226.100
hrlfmugx.www.shu.com.    IN    A    85.25.30.93
ciltaskn.www.shu.com.    IN    A    34.201.221.27
brujnekm.www.shu.com.    IN    A    15.38.95.127
earnibjh.www.shu.com.    IN    A    131.17.91.129
gdrnekbs.www.shu.com.    IN    A    63.187.37.231
iylhdfeq.www.shu.com.    IN    A    59.231.61.203
pteifmqj.www.shu.com.    IN    A    116.188.69.205
tgcylnfv.www.shu.com.    IN    A    185.164.181.172
yrdouhmi.www.shu.com.    IN    A    184.196.195.10
leqnbiva.www.shu.com.    IN    A    96.73.116.102
koqhxeul.www.shu.com.    IN    A    20.217.211.55
iyrslhpu.www.shu.com.    IN    A    204.69.173.167
pgsdtwnk.www.shu.com.    IN    A    113.19.117.171
wqkmdnrg.www.shu.com.    IN    A    81.191.177.32
ilcmyqfp.www.shu.com.    IN    A    145.222.22.244
rdgfwsbk.www.shu.com.    IN    A    150.132.122.117
albymgfs.www.shu.com.    IN    A    82.199.102.60
oseamftv.www.shu.com.    IN    A    16.68.64.225
tpingfud.www.shu.com.    IN    A    143.104.101.43
ukrynats.www.shu.com.    IN    A    0.129.171.186
ufhcbljx.www.shu.com.    IN    A    203.81.76.45
brwvqjxm.www.shu.com.    IN    A    157.47.197.88
mbepilsw.www.shu.com.    IN    A    182.68.180.133
caxsfqrp.www.shu.com.    IN    A    24.84.15.57
ylofajnt.www.shu.com.    IN    A    5.103.113.219
stfdjqyr.www.shu.com.    IN    A    252.192.198.164
tsaudwyc.www.shu.com.    IN    A    153.40.185.125
qjceyxvp.www.shu.com.    IN    A    153.78.75.193
nhtygjuq.www.shu.com.    IN    A    226.201.240.53
tymosqeg.www.shu.com.    IN    A    46.162.205.208
jtufownd.www.shu.com.    IN    A    36.229.12.151
gjrmqntv.www.shu.com.    IN    A    86.205.227.248
eqljaydn.www.shu.com.    IN    A    102.102.245.223
jxkesdhu.www.shu.com.    IN    A    239.73.19.154
brsfpudt.www.shu.com.    IN    A    119.240.19.148
fuqjecvx.www.shu.com.    IN    A    69.117.182.72
ougdsxhf.www.shu.com.    IN    A    115.251.100.205
wtqncsmu.www.shu.com.    IN    A    247.75.209.190
ysfvgxai.www.shu.com.    IN    A    244.200.35.125
arlmegwd.www.shu.com.    IN    A    76.157.215.231
nwrqakvb.www.shu.com.    IN    A    52.152.179.48
kperxtlc.www.shu.com.    IN    A    24.2.7.103
kplgahwq.www.shu.com.    IN    A    38.64.126.245
htdvpfbn.www.shu.com.    IN    A    129.57.126.139
vdmulwgy.www.shu.com.    IN    A    234.191.146.85
idyocjfn.www.shu.com.    IN    A    177.74.145.56
btasuhmj.www.shu.com.    IN    A    221.220.213.162
ulghvyjx.www.shu.com.    IN    A    44.8.164.42
dtwsanlb.www.shu.com.    IN    A    227.19.239.129
xahfduiq.www.shu.com.    IN    A    39.158.96.163
eunhodpc.www.shu.com.    IN    A    192.240.90.170
ekgfsvro.www.shu.com.    IN    A    225.232.164.226
eskuxwdh.www.shu.com.    IN    A    70.225.21.81
xcstwdqu.www.shu.com.    IN    A    13.255.44.138
dyiekpcf.www.shu.com.    IN    A    175.23.213.207
dnhptfak.www.shu.com.    IN    A    49.27.97.189
gqydokjw.www.shu.com.    IN    A    168.66.163.247
deujblhw.www.shu.com.    IN    A    112.65.25.104
cvwgojuq.www.shu.com.    IN    A    212.5.206.2
gxjbndiw.www.shu.com.    IN    A    131.110.3.254
fcqlmgkj.www.shu.com.    IN    A    138.135.99.182
mvyqbpoi.www.shu.com.    IN    A    101.81.228.198
cegkolqm.www.shu.com.    IN    A    126.72.69.101
uctvyjam.www.shu.com.    IN    A    225.53.98.63
uwnrsohy.www.shu.com.    IN    A    107.60.5.148
kqtfdjre.www.shu.com.    IN    A    167.127.114.243
vgtasipc.www.shu.com.    IN    A    127.67.249.177
aviedplw.www.shu.com.    IN    A    232.5.128.204
bomhlrnv.www.shu.com.    IN    A    23.149.20.3
dscpnaoe.www.shu.com.    IN    A    251.100.6.52
kcqmfpun.www.shu.com.    IN    A    182.120.244.64
lugaiwcf.www.shu.com.    IN    A    23.5.101.64
dyohubcq.www.shu.com.    IN    A    185.163.254.206
ojeyxmvs.www.shu.com.    IN    A    239.170.232.169
moryhgdf.www.shu.com.    IN    A    94.43.70.23
japsvkyg.www.shu.com.    IN    A    47.99.123.46
oiaesqjc.www.shu.com.    IN    A    170.230.88.123
mfgdipuw.www.shu.com.    IN    A    208.121.167.89
fbtdjnex.www.shu.com.    IN    A    154.34.154.14
dcwoghju.www.shu.com.    IN    A    127.61.211.255
lrckgtyd.www.shu.com.    IN    A    223.183.37.114
oyhqnade.www.shu.com.    IN    A    251.93.133.83
qagtwilj.www.shu.com.    IN    A    12.45.33.188
unrpbahm.www.shu.com.    IN    A    162.155.220.27
dnmrgqou.www.shu.com.    IN    A    76.168.180.73
tbjrpelf.www.shu.com.    IN    A    60.201.210.8
vbtcxhya.www.shu.com.    IN    A    110.164.140.20
jfrdcuih.www.shu.com.    IN    A    246.171.234.41
xfpmjoic.www.shu.com.    IN    A    53.84.95.36
mdatklou.www.shu.com.    IN    A    48.247.130.215
prjbsmdw.www.shu.com.    IN    A    92.7.153.164
uejtdbsy.www.shu.com.    IN    A    137.107.43.38
epnqghdt.www.shu.com.    IN    A    132.99.169.211
echykpxg.www.shu.com.    IN    A    100.48.162.36
aeoqdvip.www.shu.com.    IN    A    49.169.119.147
efsvxmiq.www.shu.com.    IN    A    221.181.226.131
obuxanqf.www.shu.com.    IN    A    55.178.100.95
htdqrxyp.www.shu.com.    IN    A    111.130.190.148
ucfympve.www.shu.com.    IN    A    152.237.232.160
pmvhayjx.www.shu.com.    IN    A    142.124.191.96
dacmpqwh.www.shu.com.    IN    A    91.160.64.42
wnsbgavf.www.shu.com.    IN    A    219.109.2.131
pvxufrbm.www.shu.com.    IN    A    224.149.173.187
qmojbarg.www.shu.com.    IN    A    49.205.173.201
bouivqaw.www.shu.com.    IN    A    103.253.124.104
fwginksq.www.shu.com.    IN    A    155.4.177.87
fchuxmtw.www.shu.com.    IN    A    194.135.240.186
vuoqihjy.www.shu.com.    IN    A    211.163.255.56
xlsfdmup.www.shu.com.    IN    A    82.167.95.5
staoxinr.www.shu.com.    IN    A    235.185.226.27
ycuogdex.www.shu.com.    IN    A    95.74.249.210
nurfhtik.www.shu.com.    IN    A    47.169.18.122
pafglrhj.www.shu.com.    IN    A    196.176.189.182
lgnkymiv.www.shu.com.    IN    A    223.195.181.181
pfuymdwg.www.shu.com.    IN    A    153.167.69.72
macwpgnq.www.shu.com.    IN    A    175.27.31.244
xoscyekf.www.shu.com.    IN    A    22.9.103.49
eiobyvwd.www.shu.com.    IN    A    87.189.242.84
cbymgstf.www.shu.com.    IN    A    121.2.233.150
onvimkcj.www.shu.com.    IN    A    41.235.70.73
veyhotgb.www.shu.com.    IN    A    122.179.39.14
laqgnxkm.www.shu.com.    IN    A    173.214.194.219
ysugpovx.www.shu.com.    IN    A    44.6.37.60
devtoxjc.www.shu.com.    IN    A    179.193.238.18
bursjpev.www.shu.com.    IN    A    74.24.234.95
saeqoicj.www.shu.com.    IN    A    87.35.30.231
mdgjfphn.www.shu.com.    IN    A    61.101.238.166
akrgqpin.www.shu.com.    IN    A    99.104.170.87
cksvhmyr.www.shu.com.    IN    A    145.68.148.179
rkbpahcf.www.shu.com.    IN    A    204.8.31.120
sdkhirvb.www.shu.com.    IN    A    171.221.61.147
xgprvmuk.www.shu.com.    IN    A    104.78.101.168
pbynolwu.www.shu.com.    IN    A    164.52.47.191
iynhjvtx.www.shu.com.    IN    A    205.30.30.180
vumrnpwd.www.shu.com.    IN    A    210.167.24.152
buvyxatk.www.shu.com.    IN    A    94.238.253.218
aovlshkx.www.shu.com.    IN    A    127.203.167.242
cpokrjew.www.shu.com.    IN    A    158.156.204.139
bxdgsnmy.www.shu.com.    IN    A    157.85.19.54
ejkpbvwh.www.shu.com.    IN    A    100.208.183.31
iepvlonu.www.shu.com.    IN    A    133.235.224.40
cajrdxsg.www.shu.com.    IN    A    166.195.213.48
wyfhqegl.www.shu.com.    IN    A    155.40.179.113
thgwvkps.www.shu.com.    IN    A    80.22.205.25
adpbthvm.www.shu.com.    IN    A    221.24.31.173
uplagorb.www.shu.com.    IN    A    236.227.95.101
vxletnga.www.shu.com.    IN    A    14.60.133.149
rndkawjb.www.shu.com.    IN    A    100.57.27.81
ixrnejcb.www.shu.com.    IN    A    189.137.243.195
rfwdhmyu.www.shu.com.    IN    A    219.50.235.14
ewnfmuqx.www.shu.com.    IN    A    152.132.25.253
cwivlkyd.www.shu.com.    IN    A    48.60.3.189
rgmqdovj.www.shu.com.    IN    A    30.147.187.84
swcyjfnp.www.shu.com.    IN    A    74.83.124.82
lkhjcdwt.www.shu.com.    IN    A    214.32.194.147
fyqhoxbu.www.shu.com.    IN    A    148.60.0.160
vmhcpqgw.www.shu.com.    IN    A    186.107.131.94
ufkgdbhc.www.shu.com.    IN    A    36.42.30.39
ewnfvkta.www.shu.com.    IN    A    190.230.173.241
asunkefv.www.shu.com.    IN    A    114.33.251.197
yrxslvhu.www.shu.com.    IN    A    193.154.17.80
fokmiwgl.www.shu.com.    IN    A    51.205.179.53
uxjwhivt.www.shu.com.    IN    A    254.177.187.76
pmeliqsx.www.shu.com.    IN    A    213.245.82.164
gpodtewq.www.shu.com.    IN    A    220.3.198.116
mjlgsbur.www.shu.com.    IN    A    207.211.213.114
mtwejpov.www.shu.com.    IN    A    103.68.128.28
avwsebhj.www.shu.com.    IN    A    15.29.171.149
jfbgmavl.www.shu.com.    IN    A    209.7.254.238
eqfkcary.www.shu.com.    IN    A    102.212.187.88
ipgjfrlt.www.shu.com.    IN    A    32.4.88.244
namtbvxp.www.shu.com.    IN    A    54.94.36.20
mwjugqxa.www.shu.com.    IN    A    174.68.216.133
imeawdsb.www.shu.com.    IN    A    31.101.240.107
kbpmtyrj.www.shu.com.    IN    A    208.22.150.0
owjilfus.www.shu.com.    IN    A    36.9.154.180
geducafx.www.shu.com.    IN    A    102.89.61.113
jtgrbekn.www.shu.com.    IN    A    183.83.41.186
xcjqhvti.www.shu.com.    IN    A    162.129.2.78
cwbmeqsh.www.shu.com.    IN    A    45.172.103.114
mqbyeiru.www.shu.com.    IN    A    193.254.205.163
tskniboj.www.shu.com.    IN    A    50.154.249.82
bdhijkea.www.shu.com.    IN    A    226.154.243.98
opykcmgb.www.shu.com.    IN    A    113.45.31.71
gxcqinwm.www.shu.com.    IN    A    28.112.229.233
qbhaeksv.www.shu.com.    IN    A    196.32.173.53
gkfbavmp.www.shu.com.    IN    A    184.169.109.13
xdwyesbp.www.shu.com.    IN    A    255.176.218.116
mafxwrsl.www.shu.com.    IN    A    149.129.181.217
pfmynghv.www.shu.com.    IN    A    190.13.208.10
ipskfdgr.www.shu.com.    IN    A    163.193.78.184
ienshdqk.www.shu.com.    IN    A    169.164.211.104
eqrmgpbt.www.shu.com.    IN    A    77.25.45.57
buevcjph.www.shu.com.    IN    A    51.220.119.228
yvbprgqf.www.shu.com.    IN    A    23.25.184.93
dxsjytlw.www.shu.com.    IN    A    129.11.209.35
gtkjvceh.www.shu.com.    IN    A    194.89.220.22
iejthmop.www.shu.com.    IN    A    243.169.183.36
gwkdnjul.www.shu.com.    IN    A    239.140.100.74
sjcavuet.www.shu.com.    IN    A    97.215.154.38
sfqmwchv.www.shu.com.    IN    A    218.148.4.76
pbkfhdgu.www.shu.com.    IN    A    56.204.176.8
wchaoryp.www.shu.com.    IN    A    95.117.135.226
dlsytoeu.www.shu.com.    IN    A    210.46.241.91
cnrjlvax.www.shu.com.    IN    A    166.82.171.52
vglbatjk.www.shu.com.    IN    A    199.86.109.186
xufgmjvy.www.shu.com.    IN    A    33.216.124.230
yxmugbod.www.shu.com.    IN    A    130.54.82.48
jqdagnuo.www.shu.com.    IN    A    147.66.141.244
ndjewhpt.www.shu.com.    IN    A    96.94.183.39
hytwsqgu.www.shu.com.    IN    A    93.223.91.176
johfuwqt.www.shu.com.    IN    A    176.72.193.209
wjanyftv.www.shu.com.    IN    A    209.181.196.61
cydftajr.www.shu.com.    IN    A    128.94.154.86
scgxbkjv.www.shu.com.    IN    A    90.160.186.114
twpamfcy.www.shu.com.    IN    A    151.212.21.92
dlwpmarj.www.shu.com.    IN    A    69.73.218.79
ivombcjn.www.shu.com.    IN    A    28.59.220.186
xojvfnqe.www.shu.com.    IN    A    141.222.239.120
vbaqwrpk.www.shu.com.    IN    A    216.132.129.233
voctganm.www.shu.com.    IN    A    110.36.183.239
dmawrkpq.www.shu.com.    IN    A    174.30.239.149
sopfgkwj.www.shu.com.    IN    A    231.254.125.89
gmewjryp.www.shu.com.    IN    A    112.249.239.49
xgjpalos.www.shu.com.    IN    A    200.213.94.74
uklxrtdb.www.shu.com.    IN    A    209.219.219.7
rqxnoibu.www.shu.com.    IN    A    162.107.73.80
xorumiga.www.shu.com.    IN    A    185.237.92.246
nbmavusg.www.shu.com.    IN    A    15.132.123.255
gkqtuimy.www.shu.com.    IN    A    27.83.150.240
gehldwto.www.shu.com.    IN    A    127.113.130.235
mawbhgvc.www.shu.com.    IN    A    197.157.211.54
ikqxdeca.www.shu.com.    IN    A    188.184.9.46
vrleofjb.www.shu.com.    IN    A    121.102.177.210
tfajhmly.www.shu.com.    IN    A    6.224.68.171
qrduenfw.www.shu.com.    IN    A    54.75.253.120
clwntihr.www.shu.com.    IN    A    63.249.240.219
ihlxgtau.www.shu.com.    IN    A    165.251.20.10
kgbyjian.www.shu.com.    IN    A    212.239.152.226
gxcnveaj.www.shu.com.    IN    A    88.92.191.194
criaughj.www.shu.com.    IN    A    118.235.103.2
ncqrxhgw.www.shu.com.    IN    A    223.135.106.187
etxijnyp.www.shu.com.    IN    A    250.62.201.129
resgjlcq.www.shu.com.    IN    A    85.81.155.22
rcjktsux.www.shu.com.    IN    A    133.11.211.103
huxkqmwi.www.shu.com.    IN    A    78.69.161.88
drefgsht.www.shu.com.    IN    A    2.193.223.120
sdoxtkqu.www.shu.com.    IN    A    10.199.173.198
tdanikpj.www.shu.com.    IN    A    13.235.4.40
jcuprswf.www.shu.com.    IN    A    201.224.88.11
wkaocujn.www.shu.com.    IN    A    111.189.145.38
ufjahpie.www.shu.com.    IN    A    233.145.238.248
uarmvejk.www.shu.com.    IN    A    59.239.34.220
djqeyavs.www.shu.com.    IN    A    96.144.181.93
blpcmufa.www.shu.com.    IN    A    64.244.205.106
mdncraiw.www.shu.com.    IN    A    94.55.72.207
vfrsaejy.www.shu.com.    IN    A    231.17.109.1
dnhbqwmx.www.shu.com.    IN    A    76.203.205.117
xtprsfhe.www.shu.com.    IN    A    183.110.236.151
kwpucjin.www.shu.com.    IN    A    42.10.115.40
kmlxgcry.www.shu.com.    IN    A    18.178.18.31
idvhwjst.www.shu.com.    IN    A    170.168.93.230
mcaldkxb.www.shu.com.    IN    A    106.157.146.83
ehctjbgi.www.shu.com.    IN    A    225.142.48.199
ibunmcle.www.shu.com.    IN    A    134.92.51.14
fnaxlquh.www.shu.com.    IN    A    192.118.101.71
tvwioljg.www.shu.com.    IN    A    57.211.131.105
bnlysgwm.www.shu.com.    IN    A    193.241.16.5
cukypdla.www.shu.com.    IN    A    17.41.80.138
xpmetila.www.shu.com.    IN    A    70.243.127.167
jyrwgctp.www.shu.com.    IN    A    67.154.38.106
yijqkbnv.www.shu.com.    IN    A    212.241.114.100
jbgiaqdl.www.shu.com.    IN    A    171.76.59.88
vnmytpec.www.shu.com.    IN    A    51.151.238.152
bunglcsj.www.shu.com.    IN    A    92.72.223.63
lbuwcema.www.shu.com.    IN    A    9.86.30.218
rxgqwkem.www.shu.com.    IN    A    19.99.81.245
ehpownij.www.shu.com.    IN    A    101.160.140.13
wtnjepkd.www.shu.com.    IN    A    245.12.177.55
fogvxyms.www.shu.com.    IN    A    30.217.210.196
