math.pku.com.	14400	IN	SOA	ns1.math.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
math.pku.com.		    IN	NS ns1.math.pku.com.
bwmuprhg.math.pku.com.   IN    A    182.2.125.221
ftbvekpw.math.pku.com.   IN    A    156.60.217.9
vlegdbsw.math.pku.com.   IN    A    37.79.243.41
feacdlxw.math.pku.com.   IN    A    127.76.33.199
ykhtxvmb.math.pku.com.   IN    A    61.123.117.228
rmxklafy.math.pku.com.   IN    A    116.250.219.119
khcitvjo.math.pku.com.   IN    A    207.13.52.251
fsvatojp.math.pku.com.   IN    A    36.179.105.202
yhiafqju.math.pku.com.   IN    A    252.177.88.5
fswlqcjg.math.pku.com.   IN    A    53.3.112.47
sdefbrtn.math.pku.com.   IN    A    238.12.115.158
fiaxynwv.math.pku.com.   IN    A    218.41.64.173
wryqpvmi.math.pku.com.   IN    A    114.38.50.153
lbmgyjif.math.pku.com.   IN    A    206.246.19.210
ndxhwlup.math.pku.com.   IN    A    234.25.40.240
purfndae.math.pku.com.   IN    A    123.132.116.41
nwciqfdy.math.pku.com.   IN    A    54.229.240.174
wjudiqlk.math.pku.com.   IN    A    116.27.90.139
qsjinmux.math.pku.com.   IN    A    0.219.32.35
wdavmpoy.math.pku.com.   IN    A    114.113.150.114
mgaxnqtl.math.pku.com.   IN    A    240.110.55.83
gdxbqiah.math.pku.com.   IN    A    29.112.107.171
xqsjaite.math.pku.com.   IN    A    40.125.57.166
uqchfmde.math.pku.com.   IN    A    251.84.36.143
exfutmqs.math.pku.com.   IN    A    133.47.40.157
jsmgekao.math.pku.com.   IN    A    138.245.107.50
vmldgawk.math.pku.com.   IN    A    225.148.196.184
ubiajrtl.math.pku.com.   IN    A    107.171.131.33
ixeawqsr.math.pku.com.   IN    A    126.243.166.154
fjvrbktc.math.pku.com.   IN    A    145.235.37.178
bnoumglq.math.pku.com.   IN    A    167.20.91.165
xnmdhiec.math.pku.com.   IN    A    119.199.139.168
mcrayndk.math.pku.com.   IN    A    92.21.201.72
utjmpwke.math.pku.com.   IN    A    237.73.229.30
lvhbomek.math.pku.com.   IN    A    178.122.14.97
gblvfynr.math.pku.com.   IN    A    198.72.215.216
rxjydwks.math.pku.com.   IN    A    195.32.185.38
qgtweocy.math.pku.com.   IN    A    100.178.48.162
fsbvdwga.math.pku.com.   IN    A    6.123.15.54
mrksfhdv.math.pku.com.   IN    A    102.175.148.119
qxpnrdfs.math.pku.com.   IN    A    223.93.254.242
nlefvujm.math.pku.com.   IN    A    137.197.98.29
yqrjldxf.math.pku.com.   IN    A    215.64.150.46
dmronixp.math.pku.com.   IN    A    198.127.85.212
opyjukwc.math.pku.com.   IN    A    122.67.238.168
bpcrflyt.math.pku.com.   IN    A    177.162.229.184
bhpxiqya.math.pku.com.   IN    A    72.244.239.42
vhguiokn.math.pku.com.   IN    A    74.223.40.89
gevtlkxo.math.pku.com.   IN    A    65.115.167.171
rfawymop.math.pku.com.   IN    A    114.55.80.116
lvxnufqo.math.pku.com.   IN    A    224.156.10.186
oqivtrya.math.pku.com.   IN    A    198.203.145.149
vexqfycw.math.pku.com.   IN    A    248.154.10.58
ltpmbvye.math.pku.com.   IN    A    234.123.114.222
grncmeyq.math.pku.com.   IN    A    83.245.70.130
rtslaqcw.math.pku.com.   IN    A    233.97.204.181
qrtildeb.math.pku.com.   IN    A    12.161.242.212
bcwhsagj.math.pku.com.   IN    A    67.167.135.94
objpfecg.math.pku.com.   IN    A    5.26.95.222
oiwseaqt.math.pku.com.   IN    A    122.19.36.58
moeltqsu.math.pku.com.   IN    A    103.55.89.172
aymtfinr.math.pku.com.   IN    A    170.124.240.242
tycidbrf.math.pku.com.   IN    A    249.180.196.156
gwrjuqbt.math.pku.com.   IN    A    217.251.172.198
nuyseial.math.pku.com.   IN    A    116.248.237.25
bfwtpxde.math.pku.com.   IN    A    201.221.167.184
ragnetvj.math.pku.com.   IN    A    40.233.76.68
vhjlmewf.math.pku.com.   IN    A    141.110.179.81
uhacsxtl.math.pku.com.   IN    A    218.35.116.12
bagesdfw.math.pku.com.   IN    A    170.37.178.22
teymjhia.math.pku.com.   IN    A    198.109.10.30
cfmtxipe.math.pku.com.   IN    A    251.204.170.185
cgfdnbae.math.pku.com.   IN    A    254.57.242.99
aglyiqbx.math.pku.com.   IN    A    82.6.185.4
qojixwcp.math.pku.com.   IN    A    179.189.130.233
josityfw.math.pku.com.   IN    A    7.21.41.103
mpkaqthd.math.pku.com.   IN    A    104.129.120.47
mcnwivdx.math.pku.com.   IN    A    179.254.199.209
wlufcgbt.math.pku.com.   IN    A    154.97.161.49
txnecvka.math.pku.com.   IN    A    163.177.58.62
hvcoeldm.math.pku.com.   IN    A    189.214.180.40
pskohnmr.math.pku.com.   IN    A    79.248.42.178
klyhrcvs.math.pku.com.   IN    A    213.247.65.248
nmvijtfc.math.pku.com.   IN    A    156.178.13.71
kyriucgo.math.pku.com.   IN    A    139.24.221.100
jdloesiv.math.pku.com.   IN    A    145.221.105.200
hdrsiejp.math.pku.com.   IN    A    42.31.194.186
jovpcfdq.math.pku.com.   IN    A    108.193.228.145
khtelaop.math.pku.com.   IN    A    246.192.63.118
djanbuhc.math.pku.com.   IN    A    122.136.136.87
evcdmilr.math.pku.com.   IN    A    56.35.50.39
jnrhvyse.math.pku.com.   IN    A    114.10.186.146
oqnagkjw.math.pku.com.   IN    A    167.248.47.14
owxygehb.math.pku.com.   IN    A    127.84.202.103
jkxivona.math.pku.com.   IN    A    145.167.159.176
nvhfpgjx.math.pku.com.   IN    A    15.111.217.95
fqhebjcg.math.pku.com.   IN    A    144.233.132.202
mvlfhqct.math.pku.com.   IN    A    241.177.36.222
yajlgksh.math.pku.com.   IN    A    185.185.134.91
nqsujxcl.math.pku.com.   IN    A    118.235.182.152
rxgkebyn.math.pku.com.   IN    A    0.29.5.159
opeigunr.math.pku.com.   IN    A    7.185.125.241
coautqvl.math.pku.com.   IN    A    147.72.123.234
myxsdfet.math.pku.com.   IN    A    131.243.190.249
fxeabjtq.math.pku.com.   IN    A    87.9.39.22
wxpregoh.math.pku.com.   IN    A    52.94.150.119
wnxejgkf.math.pku.com.   IN    A    144.143.57.245
oyrukctw.math.pku.com.   IN    A    254.196.47.52
ijuvbwch.math.pku.com.   IN    A    18.18.251.16
rtpsnboh.math.pku.com.   IN    A    139.163.176.198
wsyrvxtg.math.pku.com.   IN    A    111.124.59.200
mvldjchp.math.pku.com.   IN    A    109.157.119.192
hnqcosbi.math.pku.com.   IN    A    230.125.187.97
boxiklwe.math.pku.com.   IN    A    176.140.63.64
csmqhxli.math.pku.com.   IN    A    147.228.165.109
yahldknv.math.pku.com.   IN    A    55.247.144.80
dirsahbg.math.pku.com.   IN    A    120.231.230.134
xtpnrkve.math.pku.com.   IN    A    205.203.185.139
qasycmwx.math.pku.com.   IN    A    129.154.160.78
polsuxig.math.pku.com.   IN    A    243.211.71.137
eicfuxhd.math.pku.com.   IN    A    244.129.201.182
mykuwfld.math.pku.com.   IN    A    230.244.154.82
secrpvxd.math.pku.com.   IN    A    156.131.219.40
owtpxdnh.math.pku.com.   IN    A    105.101.92.227
odgicxsf.math.pku.com.   IN    A    192.203.144.247
ymnfsrgi.math.pku.com.   IN    A    45.152.253.101
tairnsew.math.pku.com.   IN    A    30.71.88.124
wxhembju.math.pku.com.   IN    A    35.60.136.235
oujynxgm.math.pku.com.   IN    A    169.242.39.5
rubkjgec.math.pku.com.   IN    A    214.88.157.43
hjtagbps.math.pku.com.   IN    A    86.111.148.31
okflrxyu.math.pku.com.   IN    A    180.227.238.31
dqpntjag.math.pku.com.   IN    A    246.120.157.55
spdvehqu.math.pku.com.   IN    A    30.136.105.37
vgsnxtme.math.pku.com.   IN    A    103.73.70.77
abxpltgq.math.pku.com.   IN    A    153.84.50.253
vljwdnsb.math.pku.com.   IN    A    201.68.9.140
sfulmjtw.math.pku.com.   IN    A    42.236.59.157
cywbrjse.math.pku.com.   IN    A    229.43.77.59
bgnqyfvx.math.pku.com.   IN    A    132.24.64.102
xqsnfrml.math.pku.com.   IN    A    52.40.40.33
kigscbhf.math.pku.com.   IN    A    112.122.133.237
lhcnmjkb.math.pku.com.   IN    A    90.244.81.27
bfpojexq.math.pku.com.   IN    A    109.136.101.104
itwcfayh.math.pku.com.   IN    A    132.132.181.180
doqhnacf.math.pku.com.   IN    A    177.195.50.119
tcmfqral.math.pku.com.   IN    A    164.22.71.50
mdqnvujh.math.pku.com.   IN    A    229.250.48.237
hpyergvt.math.pku.com.   IN    A    127.250.177.101
xqltknhw.math.pku.com.   IN    A    68.16.129.94
oimjwxbn.math.pku.com.   IN    A    19.227.0.10
vqdeuknp.math.pku.com.   IN    A    36.92.7.174
fbvrshyc.math.pku.com.   IN    A    81.217.8.179
yeohgcid.math.pku.com.   IN    A    235.254.249.233
vugjmsfi.math.pku.com.   IN    A    110.188.18.98
wfbrygsv.math.pku.com.   IN    A    41.131.194.211
jnlauqrk.math.pku.com.   IN    A    53.114.160.50
pifbjyth.math.pku.com.   IN    A    237.215.20.125
nrhyjcqm.math.pku.com.   IN    A    47.67.107.124
ytcixfds.math.pku.com.   IN    A    163.71.69.149
wcevnxas.math.pku.com.   IN    A    13.53.1.197
mqwntyae.math.pku.com.   IN    A    209.87.147.124
tfckojbl.math.pku.com.   IN    A    73.66.186.99
cwjxfodt.math.pku.com.   IN    A    56.234.149.236
dyxnbker.math.pku.com.   IN    A    243.190.27.9
tplvxbaw.math.pku.com.   IN    A    197.27.241.27
kbfclawh.math.pku.com.   IN    A    165.201.30.199
nairfeyl.math.pku.com.   IN    A    80.166.156.87
akdscybe.math.pku.com.   IN    A    26.55.195.62
gxdhrlis.math.pku.com.   IN    A    105.150.48.144
uthrscxp.math.pku.com.   IN    A    208.242.228.113
dmwkfsyh.math.pku.com.   IN    A    60.163.246.188
sbcopnwj.math.pku.com.   IN    A    202.118.69.53
hbfuyope.math.pku.com.   IN    A    80.48.169.235
ljfgdrqm.math.pku.com.   IN    A    200.244.113.123
vtdbqocw.math.pku.com.   IN    A    30.134.150.118
tmnvulfs.math.pku.com.   IN    A    81.29.149.189
lecqymup.math.pku.com.   IN    A    224.41.56.77
pgcdmuxk.math.pku.com.   IN    A    220.174.96.156
wofhmpye.math.pku.com.   IN    A    113.236.138.80
envxpusl.math.pku.com.   IN    A    191.73.198.221
sbnqvefo.math.pku.com.   IN    A    27.207.179.88
fncuvloa.math.pku.com.   IN    A    4.141.20.31
gpjednbm.math.pku.com.   IN    A    37.202.3.173
ckydrqxs.math.pku.com.   IN    A    11.162.134.44
lehkwbxd.math.pku.com.   IN    A    240.174.46.131
sfypuqbh.math.pku.com.   IN    A    76.127.118.53
avhumoig.math.pku.com.   IN    A    225.104.200.254
jwpiahnt.math.pku.com.   IN    A    18.79.78.111
ahjxdwgn.math.pku.com.   IN    A    71.222.88.245
uxeawmgr.math.pku.com.   IN    A    198.147.107.19
nswkohye.math.pku.com.   IN    A    238.191.145.128
imkpeoyd.math.pku.com.   IN    A    10.83.145.158
etdwlfqx.math.pku.com.   IN    A    201.47.22.13
mpwkeuhb.math.pku.com.   IN    A    87.135.246.85
eapsdlqb.math.pku.com.   IN    A    30.215.154.122
nauvrjof.math.pku.com.   IN    A    117.230.95.211
dcugjbsi.math.pku.com.   IN    A    110.23.87.46
jqtlrobe.math.pku.com.   IN    A    67.38.100.104
juhpgler.math.pku.com.   IN    A    16.77.152.230
cvolhgbf.math.pku.com.   IN    A    38.178.112.33
sbojhtlw.math.pku.com.   IN    A    109.207.210.172
lgxjthvp.math.pku.com.   IN    A    139.215.223.227
prgfdnlt.math.pku.com.   IN    A    57.223.84.26
pgutbcaf.math.pku.com.   IN    A    90.102.186.98
tkhcnsxo.math.pku.com.   IN    A    111.206.22.169
hfmwsquj.math.pku.com.   IN    A    66.70.213.91
eyfgdwsa.math.pku.com.   IN    A    197.194.117.37
fwkqpimb.math.pku.com.   IN    A    141.172.6.216
pgobvjqf.math.pku.com.   IN    A    242.121.237.13
xjbcomta.math.pku.com.   IN    A    14.191.239.27
fbjowpna.math.pku.com.   IN    A    243.148.7.49
hekutrsl.math.pku.com.   IN    A    212.88.14.46
tvmyerhf.math.pku.com.   IN    A    230.208.12.120
guahybfx.math.pku.com.   IN    A    85.112.158.201
nagomkce.math.pku.com.   IN    A    92.248.180.241
vmwdtsny.math.pku.com.   IN    A    44.25.224.79
dloepsxu.math.pku.com.   IN    A    165.32.40.183
idbnxpey.math.pku.com.   IN    A    133.188.237.26
pwiudfkl.math.pku.com.   IN    A    227.253.236.253
acpvglym.math.pku.com.   IN    A    75.1.105.233
xjkobvmr.math.pku.com.   IN    A    228.56.214.58
ciyjkufv.math.pku.com.   IN    A    44.181.211.20
pkymejft.math.pku.com.   IN    A    62.44.215.206
txgmyerj.math.pku.com.   IN    A    178.64.77.95
bvierujt.math.pku.com.   IN    A    202.106.120.0
fjunsbha.math.pku.com.   IN    A    200.38.186.70
lrynafgt.math.pku.com.   IN    A    20.87.247.77
owxrdail.math.pku.com.   IN    A    32.111.229.15
qmjpsiat.math.pku.com.   IN    A    139.32.45.135
husopgiy.math.pku.com.   IN    A    2.60.85.93
jtmigqnv.math.pku.com.   IN    A    183.147.148.208
wgfhendr.math.pku.com.   IN    A    184.149.168.6
mxyilthw.math.pku.com.   IN    A    75.151.137.208
ftbnliwy.math.pku.com.   IN    A    83.116.144.142
iehkdtpl.math.pku.com.   IN    A    241.46.148.89
xgmitkvh.math.pku.com.   IN    A    202.138.60.101
ophvagiy.math.pku.com.   IN    A    254.100.11.79
gtfjkvus.math.pku.com.   IN    A    217.201.92.15
chbfuyki.math.pku.com.   IN    A    102.250.134.154
fpmnqasx.math.pku.com.   IN    A    244.136.167.64
giyrfkms.math.pku.com.   IN    A    168.41.51.38
whqxgsba.math.pku.com.   IN    A    91.140.113.235
xgqbjaks.math.pku.com.   IN    A    1.192.246.242
methfjci.math.pku.com.   IN    A    161.147.180.150
kueogmbr.math.pku.com.   IN    A    6.213.132.144
xpmkacwj.math.pku.com.   IN    A    87.227.58.215
jldvbimk.math.pku.com.   IN    A    227.59.214.178
auoisgvx.math.pku.com.   IN    A    26.13.59.83
uwqtrcjv.math.pku.com.   IN    A    165.74.7.179
ipycbvkj.math.pku.com.   IN    A    103.27.50.44
ugbxjktn.math.pku.com.   IN    A    6.115.110.186
hyptgrqu.math.pku.com.   IN    A    52.130.114.91
vtucrngw.math.pku.com.   IN    A    201.202.78.126
nvtfryjx.math.pku.com.   IN    A    146.9.28.27
oqatrhec.math.pku.com.   IN    A    74.226.99.76
wimgjrtq.math.pku.com.   IN    A    217.172.71.18
obtvdjux.math.pku.com.   IN    A    86.119.230.101
xmhorvjt.math.pku.com.   IN    A    80.82.204.64
ymwotgxs.math.pku.com.   IN    A    236.162.193.194
ikdgtolx.math.pku.com.   IN    A    234.10.141.233
ytiwacqu.math.pku.com.   IN    A    1.88.235.97
yhsqgeut.math.pku.com.   IN    A    249.156.183.148
awtrbmej.math.pku.com.   IN    A    66.22.123.122
nsyekvhj.math.pku.com.   IN    A    170.106.124.221
vrcwmlea.math.pku.com.   IN    A    142.253.67.69
amqgldke.math.pku.com.   IN    A    206.253.79.36
teylbqms.math.pku.com.   IN    A    16.146.63.27
vakqtgwy.math.pku.com.   IN    A    115.196.43.188
tsionbjf.math.pku.com.   IN    A    20.212.230.82
rxwpagms.math.pku.com.   IN    A    132.179.223.121
ogralvhf.math.pku.com.   IN    A    239.214.235.161
vjfsudqx.math.pku.com.   IN    A    191.73.119.236
qjfnitxk.math.pku.com.   IN    A    204.123.167.166
gbnmyfto.math.pku.com.   IN    A    91.56.201.185
dnehqmgb.math.pku.com.   IN    A    186.37.112.210
btesnqgi.math.pku.com.   IN    A    123.84.144.182
jsvxwiet.math.pku.com.   IN    A    17.226.146.91
fmhrljgd.math.pku.com.   IN    A    65.116.66.112
yhvgxnwt.math.pku.com.   IN    A    234.78.138.232
tfqldipj.math.pku.com.   IN    A    51.138.168.33
yixgcwqo.math.pku.com.   IN    A    77.213.42.173
haotnfbp.math.pku.com.   IN    A    66.89.43.75
diyeawkr.math.pku.com.   IN    A    184.86.113.63
elajqtuo.math.pku.com.   IN    A    33.181.198.107
wjogacvl.math.pku.com.   IN    A    231.41.35.156
djlscepk.math.pku.com.   IN    A    207.37.229.219
wnbsehrl.math.pku.com.   IN    A    186.251.241.68
lqsgoevn.math.pku.com.   IN    A    253.69.20.46
fviadcyb.math.pku.com.   IN    A    168.90.242.89
ielqmhdo.math.pku.com.   IN    A    49.90.209.115
krbiolvj.math.pku.com.   IN    A    107.2.165.231
xobrefpk.math.pku.com.   IN    A    130.65.194.48
evhyorij.math.pku.com.   IN    A    218.215.78.130
qtuhaseb.math.pku.com.   IN    A    75.113.205.25
isvgdoyj.math.pku.com.   IN    A    140.182.187.12
efowqcri.math.pku.com.   IN    A    91.123.230.97
dkfpbaeg.math.pku.com.   IN    A    68.181.189.203
bgactshr.math.pku.com.   IN    A    190.130.129.15
mojxwqhi.math.pku.com.   IN    A    143.8.171.155
awdmneig.math.pku.com.   IN    A    73.50.154.203
qndslpht.math.pku.com.   IN    A    15.82.218.76
wlpfgecj.math.pku.com.   IN    A    173.61.171.214
rjbctiqv.math.pku.com.   IN    A    41.199.47.212
qalntwcy.math.pku.com.   IN    A    175.75.19.104
jyqxsvou.math.pku.com.   IN    A    119.204.225.135
jxncrfeb.math.pku.com.   IN    A    118.199.237.101
fbpirdnk.math.pku.com.   IN    A    56.54.137.193
dwherusn.math.pku.com.   IN    A    136.223.187.21
rapjhwmy.math.pku.com.   IN    A    37.202.64.22
rquxlsea.math.pku.com.   IN    A    139.155.216.1
fgqtspmd.math.pku.com.   IN    A    167.168.100.96
eavgnbjl.math.pku.com.   IN    A    194.10.80.11
ykpifolj.math.pku.com.   IN    A    249.239.79.207
iwbnucsg.math.pku.com.   IN    A    8.232.41.22
xadrnlbm.math.pku.com.   IN    A    158.2.111.26
upcqivrl.math.pku.com.   IN    A    46.34.169.173
jhslbkmu.math.pku.com.   IN    A    199.86.65.87
qnjwagbs.math.pku.com.   IN    A    240.99.221.124
gmsjrvhw.math.pku.com.   IN    A    82.176.211.176
utovilqy.math.pku.com.   IN    A    26.184.9.162
swjfridg.math.pku.com.   IN    A    104.11.27.215
tsgwfpqm.math.pku.com.   IN    A    236.97.174.207
radnbolt.math.pku.com.   IN    A    179.74.37.249
svqdhwap.math.pku.com.   IN    A    220.63.195.17
loaqbiyc.math.pku.com.   IN    A    48.218.134.32
smowakpi.math.pku.com.   IN    A    159.26.201.73
bhpexvon.math.pku.com.   IN    A    234.151.83.246
qeiakgxs.math.pku.com.   IN    A    236.83.110.96
juarinkd.math.pku.com.   IN    A    215.11.94.120
tuirfpkj.math.pku.com.   IN    A    182.156.192.250
fvhdtkim.math.pku.com.   IN    A    79.89.101.16
jwqkvrxl.math.pku.com.   IN    A    92.72.55.116
xwijdtur.math.pku.com.   IN    A    52.89.59.180
hayqifnt.math.pku.com.   IN    A    178.38.226.51
isbqpwvt.math.pku.com.   IN    A    178.87.201.226
ivsctqwj.math.pku.com.   IN    A    112.39.179.64
rmuadhwy.math.pku.com.   IN    A    44.166.11.235
chwbdqug.math.pku.com.   IN    A    67.120.241.167
jeahbpok.math.pku.com.   IN    A    82.164.42.196
nuxmrcbe.math.pku.com.   IN    A    68.86.174.230
phdarwbi.math.pku.com.   IN    A    196.168.170.167
kguhnayf.math.pku.com.   IN    A    156.40.249.10
bsunqfio.math.pku.com.   IN    A    27.180.6.161
ysvqlnki.math.pku.com.   IN    A    49.121.179.135
hrudpycx.math.pku.com.   IN    A    133.140.240.57
utpnhjyr.math.pku.com.   IN    A    190.142.207.127
ftikvmsj.math.pku.com.   IN    A    187.79.153.62
lkmhruda.math.pku.com.   IN    A    159.54.157.57
galxphof.math.pku.com.   IN    A    184.8.96.239
umeniqca.math.pku.com.   IN    A    194.1.129.233
jhfwupqs.math.pku.com.   IN    A    218.250.65.209
imkdtwbx.math.pku.com.   IN    A    233.52.129.69
irhdlfbu.math.pku.com.   IN    A    23.164.97.254
baytxjcp.math.pku.com.   IN    A    62.247.23.241
fnmtcpig.math.pku.com.   IN    A    121.61.154.66
lpfyjerc.math.pku.com.   IN    A    174.231.25.46
whltjsoc.math.pku.com.   IN    A    166.90.90.206
xuraijgv.math.pku.com.   IN    A    244.47.101.14
patviljd.math.pku.com.   IN    A    132.57.196.218
isjelcgk.math.pku.com.   IN    A    101.226.187.85
dgjiyrpe.math.pku.com.   IN    A    251.200.178.109
krbialod.math.pku.com.   IN    A    121.165.118.94
ukgsitlv.math.pku.com.   IN    A    105.123.79.78
kclnhyir.math.pku.com.   IN    A    129.33.49.248
osgthevl.math.pku.com.   IN    A    199.107.95.144
wruijfxo.math.pku.com.   IN    A    157.73.89.201
qecfmigb.math.pku.com.   IN    A    114.202.66.19
uhfysxde.math.pku.com.   IN    A    120.142.208.202
kyoqlfrg.math.pku.com.   IN    A    195.36.168.185
hjvpdsoe.math.pku.com.   IN    A    196.139.45.150
bnrkhtjf.math.pku.com.   IN    A    23.215.230.129
npmrcjlw.math.pku.com.   IN    A    96.42.68.233
cibkyamf.math.pku.com.   IN    A    150.226.225.105
sgkncfeb.math.pku.com.   IN    A    174.116.172.49
qdxjparl.math.pku.com.   IN    A    58.9.192.195
ydsjcipt.math.pku.com.   IN    A    242.98.24.89
uyvrafsh.math.pku.com.   IN    A    105.82.197.121
hwdoitcg.math.pku.com.   IN    A    95.51.67.94
dtirvnel.math.pku.com.   IN    A    148.148.66.61
gehcvsmx.math.pku.com.   IN    A    72.183.132.118
tkjlchpn.math.pku.com.   IN    A    207.86.172.167
mqsxkgnj.math.pku.com.   IN    A    60.14.13.194
yhalquco.math.pku.com.   IN    A    16.160.145.191
inamcjsf.math.pku.com.   IN    A    17.42.42.128
pvaqysxw.math.pku.com.   IN    A    67.78.147.203
nckxpwfu.math.pku.com.   IN    A    12.43.194.5
dohlfipk.math.pku.com.   IN    A    17.133.73.237
cptbghnm.math.pku.com.   IN    A    116.201.98.59
tiykljfw.math.pku.com.   IN    A    59.53.100.151
ouwvkedt.math.pku.com.   IN    A    12.211.231.60
snyvutdf.math.pku.com.   IN    A    152.19.253.38
sxfypuvc.math.pku.com.   IN    A    56.136.255.51
hvtwlorn.math.pku.com.   IN    A    6.40.171.161
iyrwubjf.math.pku.com.   IN    A    39.48.242.250
sfnikaou.math.pku.com.   IN    A    202.158.201.208
yuaqrgvn.math.pku.com.   IN    A    118.182.189.159
sqnlcxuf.math.pku.com.   IN    A    217.95.106.178
keldyrxj.math.pku.com.   IN    A    125.249.75.229
etcbgrxm.math.pku.com.   IN    A    94.219.45.197
lavudwyt.math.pku.com.   IN    A    216.123.50.28
isvnokhb.math.pku.com.   IN    A    81.56.198.179
sovcmbtu.math.pku.com.   IN    A    179.159.43.19
svukbwdg.math.pku.com.   IN    A    222.181.37.174
nopcmkws.math.pku.com.   IN    A    187.118.81.30
bimydonh.math.pku.com.   IN    A    19.111.92.184
rnpcesmi.math.pku.com.   IN    A    31.147.30.77
rbiaoqtj.math.pku.com.   IN    A    130.255.16.79
