www.cqu.com. 	14400	IN	SOA	ns1.www.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
www.cqu.com.		    IN	NS ns1.www.cqu.com.
afxpkyvc.www.cqu.com.    IN    A    88.97.136.67
hkruwlig.www.cqu.com.    IN    A    90.48.98.240
apexbycm.www.cqu.com.    IN    A    76.156.234.159
filvubpd.www.cqu.com.    IN    A    225.52.18.177
mcqnlwpu.www.cqu.com.    IN    A    181.87.190.129
fohwtaqg.www.cqu.com.    IN    A    56.174.16.34
ryfkdnbx.www.cqu.com.    IN    A    100.164.79.2
tgqpcuvr.www.cqu.com.    IN    A    158.148.209.220
qetjrwfv.www.cqu.com.    IN    A    135.97.97.171
vsjhtpwy.www.cqu.com.    IN    A    222.179.206.121
pjfryacx.www.cqu.com.    IN    A    42.65.86.20
ybdhtnop.www.cqu.com.    IN    A    209.137.172.198
horudjkf.www.cqu.com.    IN    A    200.154.165.149
wgkbilfr.www.cqu.com.    IN    A    77.119.20.93
cnmokqyw.www.cqu.com.    IN    A    119.115.223.150
utoxqpvg.www.cqu.com.    IN    A    125.192.0.9
pmhleysn.www.cqu.com.    IN    A    57.161.62.245
ygntuwsi.www.cqu.com.    IN    A    56.96.244.117
xoltrfqv.www.cqu.com.    IN    A    11.146.156.206
ekfxvupa.www.cqu.com.    IN    A    174.233.226.125
dujmrova.www.cqu.com.    IN    A    53.43.171.131
auxresdk.www.cqu.com.    IN    A    104.125.99.46
ecakqhby.www.cqu.com.    IN    A    141.252.212.238
xhcaemyv.www.cqu.com.    IN    A    36.23.88.219
vfrdsylk.www.cqu.com.    IN    A    240.147.108.113
wfbexlad.www.cqu.com.    IN    A    230.186.166.87
uyvjwlqh.www.cqu.com.    IN    A    254.19.230.216
mfasgeio.www.cqu.com.    IN    A    200.23.197.124
ypnmtvof.www.cqu.com.    IN    A    49.156.57.96
tiskvewj.www.cqu.com.    IN    A    152.108.218.174
uhvwxjmk.www.cqu.com.    IN    A    27.173.20.215
kgprlnhf.www.cqu.com.    IN    A    229.97.224.95
exybfciu.www.cqu.com.    IN    A    82.47.145.182
xcqwmanl.www.cqu.com.    IN    A    123.137.247.132
emxjnfrg.www.cqu.com.    IN    A    59.191.123.238
dhktubrw.www.cqu.com.    IN    A    170.98.184.219
bitkaxdv.www.cqu.com.    IN    A    255.204.5.142
shkvbqpy.www.cqu.com.    IN    A    233.110.200.247
uhygicdo.www.cqu.com.    IN    A    201.159.55.59
kpoxnjrc.www.cqu.com.    IN    A    168.138.113.136
qtfdmhlw.www.cqu.com.    IN    A    47.106.242.61
ynxfrcgs.www.cqu.com.    IN    A    128.234.228.194
fmawyjpx.www.cqu.com.    IN    A    40.211.107.134
dqwbkvjn.www.cqu.com.    IN    A    103.183.34.60
qsynmrwp.www.cqu.com.    IN    A    35.81.215.189
yaqrkdul.www.cqu.com.    IN    A    176.244.79.10
xwavinpy.www.cqu.com.    IN    A    202.2.115.163
vumbletc.www.cqu.com.    IN    A    127.54.165.60
dpoutfbg.www.cqu.com.    IN    A    31.91.145.8
ndfersmg.www.cqu.com.    IN    A    75.1.27.232
vowpshug.www.cqu.com.    IN    A    3.193.206.0
iraohqnj.www.cqu.com.    IN    A    168.201.98.219
tbfxhmvn.www.cqu.com.    IN    A    237.69.141.196
euyptjhf.www.cqu.com.    IN    A    81.14.216.119
vcdpqwum.www.cqu.com.    IN    A    145.7.184.44
xysbfdgc.www.cqu.com.    IN    A    254.54.243.63
cndkouhy.www.cqu.com.    IN    A    227.98.133.220
srjunqlm.www.cqu.com.    IN    A    213.32.114.194
maxkctvi.www.cqu.com.    IN    A    125.7.51.183
nysawqub.www.cqu.com.    IN    A    22.113.187.147
suqrjmhg.www.cqu.com.    IN    A    88.226.112.40
opivledt.www.cqu.com.    IN    A    175.57.178.223
dieguwhv.www.cqu.com.    IN    A    24.194.41.61
keqhdwjp.www.cqu.com.    IN    A    172.217.171.225
lhbnkxme.www.cqu.com.    IN    A    128.198.63.211
vyplifjs.www.cqu.com.    IN    A    41.14.159.205
xlygafpk.www.cqu.com.    IN    A    150.161.38.159
yqlfjdac.www.cqu.com.    IN    A    210.174.178.154
xpwyfdrq.www.cqu.com.    IN    A    143.163.111.49
vmxdcibw.www.cqu.com.    IN    A    148.75.28.239
irxhbvmu.www.cqu.com.    IN    A    39.119.110.234
jfdixarl.www.cqu.com.    IN    A    71.34.62.196
hjfdbwpo.www.cqu.com.    IN    A    241.212.89.147
cmbpwgdt.www.cqu.com.    IN    A    165.49.92.163
slqmhkxj.www.cqu.com.    IN    A    54.167.150.66
csrtodiq.www.cqu.com.    IN    A    123.88.130.139
tewykmxf.www.cqu.com.    IN    A    114.217.87.31
vmwjifde.www.cqu.com.    IN    A    81.127.161.238
qjfrvokx.www.cqu.com.    IN    A    25.5.179.218
xmltfygi.www.cqu.com.    IN    A    166.231.113.76
hiwrxpom.www.cqu.com.    IN    A    92.108.35.168
wcyjiqhd.www.cqu.com.    IN    A    188.210.98.178
enuspbyi.www.cqu.com.    IN    A    178.182.24.109
meqkfnwa.www.cqu.com.    IN    A    150.86.44.130
yjebskrg.www.cqu.com.    IN    A    201.133.224.115
iqkhyasm.www.cqu.com.    IN    A    43.68.74.83
mapeqlnr.www.cqu.com.    IN    A    177.22.15.218
ocrmswyp.www.cqu.com.    IN    A    177.38.104.180
tiyjowfk.www.cqu.com.    IN    A    57.163.0.196
ihubcgda.www.cqu.com.    IN    A    166.173.136.110
umbcehji.www.cqu.com.    IN    A    74.94.85.143
jmckbdql.www.cqu.com.    IN    A    45.136.75.97
xnqyjobc.www.cqu.com.    IN    A    97.23.108.229
qwvtblan.www.cqu.com.    IN    A    127.233.236.33
lotgankc.www.cqu.com.    IN    A    62.224.56.249
nxqmukfg.www.cqu.com.    IN    A    190.111.57.210
jgfyrpib.www.cqu.com.    IN    A    216.89.249.27
nlevjtkf.www.cqu.com.    IN    A    75.11.137.30
cuykralb.www.cqu.com.    IN    A    129.105.31.83
mfiwurhx.www.cqu.com.    IN    A    252.212.13.36
beqivlpj.www.cqu.com.    IN    A    147.84.86.89
tunbhjew.www.cqu.com.    IN    A    182.190.9.226
xgiucaqd.www.cqu.com.    IN    A    54.204.10.0
fdetwsvx.www.cqu.com.    IN    A    45.153.169.190
gtmlwvjk.www.cqu.com.    IN    A    165.11.97.196
pdiyefgv.www.cqu.com.    IN    A    220.92.94.213
vxiogqyw.www.cqu.com.    IN    A    53.90.204.173
utswreyb.www.cqu.com.    IN    A    127.184.155.165
lohneqjr.www.cqu.com.    IN    A    5.169.108.132
wtnsvadb.www.cqu.com.    IN    A    207.182.5.87
odnhmcjl.www.cqu.com.    IN    A    134.164.197.84
xktpohnl.www.cqu.com.    IN    A    115.37.163.2
bcsytmui.www.cqu.com.    IN    A    12.85.199.240
ogqnfusi.www.cqu.com.    IN    A    219.55.90.116
nixyvoaw.www.cqu.com.    IN    A    187.147.186.147
kbugjpsl.www.cqu.com.    IN    A    115.83.176.120
iosnpkuh.www.cqu.com.    IN    A    164.170.191.227
dycxfmet.www.cqu.com.    IN    A    199.153.217.126
chlknaut.www.cqu.com.    IN    A    134.118.218.78
wavbmsfn.www.cqu.com.    IN    A    36.131.105.184
prufjwla.www.cqu.com.    IN    A    205.203.227.70
xrkytfav.www.cqu.com.    IN    A    67.141.141.68
caqspogd.www.cqu.com.    IN    A    197.212.240.32
vcdnjhqw.www.cqu.com.    IN    A    222.116.19.190
pixrmwha.www.cqu.com.    IN    A    119.251.191.108
cxdgsthm.www.cqu.com.    IN    A    26.80.153.237
jovnibfd.www.cqu.com.    IN    A    148.24.171.66
ukitvrpn.www.cqu.com.    IN    A    156.137.46.161
ludqokpn.www.cqu.com.    IN    A    31.23.170.67
mqcstixh.www.cqu.com.    IN    A    6.97.7.135
vlsbjxyt.www.cqu.com.    IN    A    186.79.245.82
jypgltru.www.cqu.com.    IN    A    39.251.42.24
alschfpy.www.cqu.com.    IN    A    213.216.102.130
rhdupvnl.www.cqu.com.    IN    A    52.155.183.125
ohlerjkf.www.cqu.com.    IN    A    70.157.56.123
lhugmaqi.www.cqu.com.    IN    A    205.109.55.176
buatdfwi.www.cqu.com.    IN    A    165.32.151.226
wdfitmgx.www.cqu.com.    IN    A    178.192.62.220
aoyqsbxn.www.cqu.com.    IN    A    191.94.223.232
ejfradix.www.cqu.com.    IN    A    115.8.86.173
vydkrpol.www.cqu.com.    IN    A    35.115.243.92
pgeuqjbf.www.cqu.com.    IN    A    192.197.75.12
mauovjsc.www.cqu.com.    IN    A    47.64.192.189
mrwfcatx.www.cqu.com.    IN    A    113.249.203.230
oifcbmxd.www.cqu.com.    IN    A    64.110.240.231
auglxqbs.www.cqu.com.    IN    A    193.130.1.165
lhuqxima.www.cqu.com.    IN    A    102.67.180.12
aljhpbyf.www.cqu.com.    IN    A    92.113.132.87
oalnbexc.www.cqu.com.    IN    A    62.251.78.58
qirvtwod.www.cqu.com.    IN    A    31.112.123.205
gidefnos.www.cqu.com.    IN    A    171.190.189.241
jmqcfvan.www.cqu.com.    IN    A    71.67.242.198
jtwbqikl.www.cqu.com.    IN    A    56.170.254.99
jewptrvg.www.cqu.com.    IN    A    88.202.110.187
wvgjxuml.www.cqu.com.    IN    A    200.45.175.88
iydltkjp.www.cqu.com.    IN    A    197.255.218.53
oukibcrm.www.cqu.com.    IN    A    211.78.228.159
ahekqvxy.www.cqu.com.    IN    A    165.120.211.219
wrjifked.www.cqu.com.    IN    A    225.188.9.132
isdtbmnk.www.cqu.com.    IN    A    96.148.11.175
riadvhcp.www.cqu.com.    IN    A    102.255.137.165
njhytrbg.www.cqu.com.    IN    A    168.125.194.194
tnokiglp.www.cqu.com.    IN    A    168.182.127.7
swxpvghi.www.cqu.com.    IN    A    71.88.181.16
ythjorwu.www.cqu.com.    IN    A    231.156.246.196
itypbfnh.www.cqu.com.    IN    A    35.57.208.12
vbxpktro.www.cqu.com.    IN    A    199.196.37.117
tcrwalno.www.cqu.com.    IN    A    24.203.93.20
knsuiebj.www.cqu.com.    IN    A    138.108.172.55
tvfcbhoq.www.cqu.com.    IN    A    227.148.162.102
eibtdgpk.www.cqu.com.    IN    A    143.236.230.106
vhrmspbu.www.cqu.com.    IN    A    110.238.148.119
aetkoyqc.www.cqu.com.    IN    A    106.189.147.17
matuiwrl.www.cqu.com.    IN    A    159.236.38.197
ijpqytsg.www.cqu.com.    IN    A    90.101.80.186
okycauil.www.cqu.com.    IN    A    116.158.192.101
ythapvgi.www.cqu.com.    IN    A    73.246.204.19
kitfohxy.www.cqu.com.    IN    A    73.43.22.238
obwcsneg.www.cqu.com.    IN    A    111.180.247.233
sjtdhnuf.www.cqu.com.    IN    A    19.123.216.177
twbehfyn.www.cqu.com.    IN    A    3.242.220.124
pgdbfrku.www.cqu.com.    IN    A    149.126.82.148
espnfbou.www.cqu.com.    IN    A    140.43.19.193
upymojql.www.cqu.com.    IN    A    227.190.159.163
aspvejqb.www.cqu.com.    IN    A    75.194.178.61
txvcdkmu.www.cqu.com.    IN    A    109.86.137.61
cksbevga.www.cqu.com.    IN    A    194.91.16.221
yofhbjdr.www.cqu.com.    IN    A    98.8.117.240
djeuxsic.www.cqu.com.    IN    A    80.209.221.201
velfntjg.www.cqu.com.    IN    A    237.177.27.6
wfdisuqr.www.cqu.com.    IN    A    102.188.230.8
cvksipwj.www.cqu.com.    IN    A    107.159.53.78
oenmdjpc.www.cqu.com.    IN    A    76.248.117.118
pusalihe.www.cqu.com.    IN    A    201.145.110.21
tmfxabjq.www.cqu.com.    IN    A    172.235.42.227
roifjtua.www.cqu.com.    IN    A    162.113.196.99
gjpbiutv.www.cqu.com.    IN    A    122.212.195.31
leyovbgd.www.cqu.com.    IN    A    183.44.82.84
tbuajhxg.www.cqu.com.    IN    A    93.77.22.168
hlmpwtio.www.cqu.com.    IN    A    86.101.33.214
elispvma.www.cqu.com.    IN    A    28.186.57.182
whuknasf.www.cqu.com.    IN    A    162.225.65.72
ufpwmdix.www.cqu.com.    IN    A    121.83.219.98
yeufojpa.www.cqu.com.    IN    A    120.158.110.244
biwsxyqn.www.cqu.com.    IN    A    117.175.193.107
hytsverm.www.cqu.com.    IN    A    81.217.70.134
xjrlnmse.www.cqu.com.    IN    A    234.16.222.59
jvlfmwyq.www.cqu.com.    IN    A    111.49.253.146
pvceaoml.www.cqu.com.    IN    A    68.59.110.38
spckwyhd.www.cqu.com.    IN    A    52.226.167.231
hnvcjiea.www.cqu.com.    IN    A    199.92.31.76
mlhqkspu.www.cqu.com.    IN    A    131.148.171.18
hnkpjldr.www.cqu.com.    IN    A    237.112.236.8
dvjckwgp.www.cqu.com.    IN    A    196.167.231.212
ocglpbsq.www.cqu.com.    IN    A    177.255.46.249
giumwesk.www.cqu.com.    IN    A    22.40.113.13
oktdlwsg.www.cqu.com.    IN    A    118.82.218.236
bmyiwqdt.www.cqu.com.    IN    A    252.45.61.220
hmtlypbj.www.cqu.com.    IN    A    102.198.43.98
fpdrwqub.www.cqu.com.    IN    A    46.254.168.84
epcgmywh.www.cqu.com.    IN    A    81.181.58.202
tavnfbsm.www.cqu.com.    IN    A    234.5.6.53
dkuctwrm.www.cqu.com.    IN    A    151.170.193.89
wedljvun.www.cqu.com.    IN    A    106.140.35.22
ljakptor.www.cqu.com.    IN    A    146.232.194.207
hqgjpito.www.cqu.com.    IN    A    249.133.207.56
fwtliory.www.cqu.com.    IN    A    121.113.2.115
aoufhjmg.www.cqu.com.    IN    A    107.248.29.241
ohwmnxuq.www.cqu.com.    IN    A    131.127.219.7
kphseobj.www.cqu.com.    IN    A    244.176.144.106
sifwjcxl.www.cqu.com.    IN    A    15.18.35.80
lxdjwcmk.www.cqu.com.    IN    A    13.100.47.247
kvipybtn.www.cqu.com.    IN    A    110.134.214.215
oejylvfg.www.cqu.com.    IN    A    153.171.100.124
vsoyxfig.www.cqu.com.    IN    A    112.18.134.11
dvcsxaop.www.cqu.com.    IN    A    233.20.5.101
cxmsypon.www.cqu.com.    IN    A    4.89.217.168
aecbhwrd.www.cqu.com.    IN    A    212.162.193.203
jmweaock.www.cqu.com.    IN    A    158.98.199.124
gilhmxud.www.cqu.com.    IN    A    59.47.90.26
chetlpgv.www.cqu.com.    IN    A    119.141.153.145
kejfohwx.www.cqu.com.    IN    A    156.129.222.89
jwtfqkhv.www.cqu.com.    IN    A    212.130.27.213
njkbhwqx.www.cqu.com.    IN    A    24.228.127.25
wlfautvs.www.cqu.com.    IN    A    228.181.161.193
gctpibha.www.cqu.com.    IN    A    169.37.39.39
yjgmsavl.www.cqu.com.    IN    A    80.63.173.212
nqgsdkhv.www.cqu.com.    IN    A    57.181.10.141
yqgnpkml.www.cqu.com.    IN    A    54.124.58.254
omsryfnx.www.cqu.com.    IN    A    39.141.47.110
ibkcvdwq.www.cqu.com.    IN    A    148.245.174.87
bcmwhypx.www.cqu.com.    IN    A    95.233.232.158
lktpenwq.www.cqu.com.    IN    A    27.231.117.77
vspnqlxf.www.cqu.com.    IN    A    125.80.55.136
bkdajvow.www.cqu.com.    IN    A    38.158.173.7
pgdajlci.www.cqu.com.    IN    A    1.208.104.9
cveguxjm.www.cqu.com.    IN    A    161.176.88.5
gwqxviku.www.cqu.com.    IN    A    183.81.253.173
cshjyftb.www.cqu.com.    IN    A    241.139.105.128
eicxluad.www.cqu.com.    IN    A    212.119.32.86
tnomujls.www.cqu.com.    IN    A    234.82.171.117
qromwxcl.www.cqu.com.    IN    A    58.209.0.173
lfkbqpjo.www.cqu.com.    IN    A    82.132.48.3
jgoqfcld.www.cqu.com.    IN    A    53.78.251.86
vknrdwph.www.cqu.com.    IN    A    57.44.224.148
lsnvuakb.www.cqu.com.    IN    A    53.181.72.61
atkxrwod.www.cqu.com.    IN    A    118.99.2.85
vsgqyxle.www.cqu.com.    IN    A    196.168.165.172
swlqpvgf.www.cqu.com.    IN    A    104.185.157.29
kbgcmpst.www.cqu.com.    IN    A    42.71.191.185
ntlmvjay.www.cqu.com.    IN    A    0.102.14.101
wfyeujna.www.cqu.com.    IN    A    227.202.4.112
bcusiqkp.www.cqu.com.    IN    A    24.223.24.221
geaurkmb.www.cqu.com.    IN    A    195.199.122.50
tjagrofy.www.cqu.com.    IN    A    242.209.199.5
vnlytdck.www.cqu.com.    IN    A    103.10.204.55
jbklpvdx.www.cqu.com.    IN    A    128.59.86.134
lhdntarf.www.cqu.com.    IN    A    44.11.104.183
cewdliko.www.cqu.com.    IN    A    34.48.69.169
xloearyg.www.cqu.com.    IN    A    176.166.98.218
xftnwobd.www.cqu.com.    IN    A    231.161.94.65
vfkdqwsi.www.cqu.com.    IN    A    15.143.102.2
oatjeuhs.www.cqu.com.    IN    A    242.86.94.145
sdrwbhfj.www.cqu.com.    IN    A    31.204.32.18
xrlvksht.www.cqu.com.    IN    A    110.144.132.67
ntweyrhm.www.cqu.com.    IN    A    188.239.137.159
lifgomjy.www.cqu.com.    IN    A    204.245.245.251
vsredmti.www.cqu.com.    IN    A    185.245.122.2
fwmxatge.www.cqu.com.    IN    A    138.39.20.117
vgxribnt.www.cqu.com.    IN    A    93.237.60.146
jmeqiths.www.cqu.com.    IN    A    253.216.127.172
bmafenwr.www.cqu.com.    IN    A    36.129.223.46
vjtbpfyr.www.cqu.com.    IN    A    38.252.75.228
vlndgwkt.www.cqu.com.    IN    A    109.129.137.51
fbyasnrm.www.cqu.com.    IN    A    152.203.224.206
kpfwcmns.www.cqu.com.    IN    A    40.239.226.0
luygnodi.www.cqu.com.    IN    A    156.202.163.196
yhvoxjbt.www.cqu.com.    IN    A    161.162.240.203
cvbithfd.www.cqu.com.    IN    A    50.151.149.95
eckiohfy.www.cqu.com.    IN    A    214.186.68.25
xdnifbkl.www.cqu.com.    IN    A    252.216.12.214
mxpsaton.www.cqu.com.    IN    A    39.239.144.26
wgsnpqxu.www.cqu.com.    IN    A    148.105.11.205
xvhmwiqc.www.cqu.com.    IN    A    176.195.120.254
hgwteoya.www.cqu.com.    IN    A    165.76.31.242
mpdhgrtu.www.cqu.com.    IN    A    174.208.180.92
lahyxesd.www.cqu.com.    IN    A    128.40.252.231
njcehqmw.www.cqu.com.    IN    A    9.1.46.56
usgjwdpa.www.cqu.com.    IN    A    152.223.238.239
xycjgqvb.www.cqu.com.    IN    A    211.255.249.244
ypfjnsqk.www.cqu.com.    IN    A    254.13.70.100
ldxumraf.www.cqu.com.    IN    A    148.252.242.112
xcdmuirv.www.cqu.com.    IN    A    209.59.103.186
sjltfhry.www.cqu.com.    IN    A    217.145.3.76
qlvoftkj.www.cqu.com.    IN    A    139.148.221.103
tlgjfnrk.www.cqu.com.    IN    A    49.55.9.51
uyvbrdlf.www.cqu.com.    IN    A    109.105.207.166
njpfvurl.www.cqu.com.    IN    A    239.2.252.55
vwgkbane.www.cqu.com.    IN    A    13.36.47.224
avdpkfrx.www.cqu.com.    IN    A    99.0.208.125
crtnlaif.www.cqu.com.    IN    A    91.90.201.201
epnyqjob.www.cqu.com.    IN    A    68.44.163.243
frwtmkqx.www.cqu.com.    IN    A    180.144.13.19
khojntap.www.cqu.com.    IN    A    96.152.47.242
ismdhgcl.www.cqu.com.    IN    A    62.215.187.82
pexajnkt.www.cqu.com.    IN    A    166.166.146.1
frspqcwh.www.cqu.com.    IN    A    215.219.154.119
jquegnpo.www.cqu.com.    IN    A    10.127.189.147
vqyixknp.www.cqu.com.    IN    A    83.192.227.110
rsnkewxm.www.cqu.com.    IN    A    32.238.19.80
keopldtj.www.cqu.com.    IN    A    124.221.107.88
sparjvfx.www.cqu.com.    IN    A    0.117.110.220
xntidbmq.www.cqu.com.    IN    A    68.141.29.57
dkeprnxt.www.cqu.com.    IN    A    9.59.150.142
xqsojpgm.www.cqu.com.    IN    A    70.191.121.139
jgilrdoy.www.cqu.com.    IN    A    191.64.122.161
nrajmhbt.www.cqu.com.    IN    A    11.218.202.37
iwltacgr.www.cqu.com.    IN    A    39.28.102.15
orshcviq.www.cqu.com.    IN    A    183.76.74.24
uyldgmok.www.cqu.com.    IN    A    102.85.60.14
curbvtia.www.cqu.com.    IN    A    120.58.230.209
fiwltuex.www.cqu.com.    IN    A    134.202.126.170
nlfbmitq.www.cqu.com.    IN    A    102.137.76.76
mflgaesw.www.cqu.com.    IN    A    226.22.9.5
lpivkhmo.www.cqu.com.    IN    A    103.235.162.75
lwejuhay.www.cqu.com.    IN    A    64.161.4.9
ohkyiqtw.www.cqu.com.    IN    A    242.118.50.49
nxifqkgb.www.cqu.com.    IN    A    249.19.103.134
qhrcikdx.www.cqu.com.    IN    A    229.213.248.73
fmvhopnx.www.cqu.com.    IN    A    153.37.203.230
mwucgasv.www.cqu.com.    IN    A    207.11.15.182
lvjebfrm.www.cqu.com.    IN    A    55.228.28.34
bnmvprgs.www.cqu.com.    IN    A    56.166.143.183
jlqobnft.www.cqu.com.    IN    A    98.133.16.225
exdvyihl.www.cqu.com.    IN    A    176.250.33.197
nwgitbek.www.cqu.com.    IN    A    222.161.207.152
hwagxnrq.www.cqu.com.    IN    A    55.208.247.68
dcrpjfxl.www.cqu.com.    IN    A    161.8.218.146
njcpwhbd.www.cqu.com.    IN    A    116.223.46.42
otiqewgx.www.cqu.com.    IN    A    241.87.219.194
duolfeiw.www.cqu.com.    IN    A    122.123.167.249
eysniubg.www.cqu.com.    IN    A    149.104.182.89
smlwoikh.www.cqu.com.    IN    A    178.9.246.205
pdgnukfx.www.cqu.com.    IN    A    127.219.38.78
smlgadxj.www.cqu.com.    IN    A    7.165.4.142
orxnqecj.www.cqu.com.    IN    A    147.252.223.56
cgyqvfth.www.cqu.com.    IN    A    144.91.63.230
xsygvldm.www.cqu.com.    IN    A    5.62.13.86
vqtcbkwi.www.cqu.com.    IN    A    251.20.151.224
bpgclwdj.www.cqu.com.    IN    A    251.109.214.134
sehuytjc.www.cqu.com.    IN    A    61.93.172.24
snfagjiq.www.cqu.com.    IN    A    107.130.238.196
bkgqiruj.www.cqu.com.    IN    A    79.176.248.224
hvmrwjxt.www.cqu.com.    IN    A    134.191.43.26
jvepsdoy.www.cqu.com.    IN    A    60.247.12.245
ydhnxwmt.www.cqu.com.    IN    A    208.243.146.138
neluhgfy.www.cqu.com.    IN    A    54.238.230.230
ltbukawj.www.cqu.com.    IN    A    21.142.5.186
kyldipjb.www.cqu.com.    IN    A    186.117.233.197
yamgcsqi.www.cqu.com.    IN    A    30.192.164.169
filrvxwp.www.cqu.com.    IN    A    31.50.220.110
ydhgpqwt.www.cqu.com.    IN    A    110.169.105.206
qlvnfibr.www.cqu.com.    IN    A    174.54.255.201
omahxtrk.www.cqu.com.    IN    A    66.127.146.136
iueckyfm.www.cqu.com.    IN    A    158.201.132.252
bvkjqcdi.www.cqu.com.    IN    A    73.146.207.138
ticdvhem.www.cqu.com.    IN    A    246.49.35.145
uytcobwv.www.cqu.com.    IN    A    210.253.190.101
pyeahsdt.www.cqu.com.    IN    A    133.52.219.142
nropdkyi.www.cqu.com.    IN    A    26.90.59.181
mnfkcjal.www.cqu.com.    IN    A    24.167.151.149
ckavmbpr.www.cqu.com.    IN    A    17.81.63.189
otclmuvs.www.cqu.com.    IN    A    22.192.122.155
dqsaebkf.www.cqu.com.    IN    A    233.85.33.241
kpjevlsr.www.cqu.com.    IN    A    233.3.223.211
tyopnlfs.www.cqu.com.    IN    A    250.187.170.176
mdxrbviq.www.cqu.com.    IN    A    11.18.185.79
eqcvholk.www.cqu.com.    IN    A    165.248.112.146
qagcufmj.www.cqu.com.    IN    A    30.69.109.131
tmruqpsa.www.cqu.com.    IN    A    58.23.71.237
mcwadpyl.www.cqu.com.    IN    A    178.203.23.196
ryndgwue.www.cqu.com.    IN    A    79.181.152.132
gvousxqc.www.cqu.com.    IN    A    74.10.14.234
gmhjdnct.www.cqu.com.    IN    A    139.240.61.133
rlhvpsxf.www.cqu.com.    IN    A    235.217.53.219
lfgxraoj.www.cqu.com.    IN    A    70.250.189.90
oiyxhjeu.www.cqu.com.    IN    A    10.233.16.131
jaclnsdu.www.cqu.com.    IN    A    254.71.202.74
wclmfyxq.www.cqu.com.    IN    A    174.22.69.135
hlbreqpw.www.cqu.com.    IN    A    16.1.44.123
stogkxjq.www.cqu.com.    IN    A    230.49.57.88
lapnctog.www.cqu.com.    IN    A    228.250.98.132
cjwnrgta.www.cqu.com.    IN    A    211.60.81.111
ochltviq.www.cqu.com.    IN    A    223.120.139.58
nsfjqyvd.www.cqu.com.    IN    A    237.207.153.40
kwjnepxv.www.cqu.com.    IN    A    140.113.235.57
aqnpmdxi.www.cqu.com.    IN    A    146.101.110.135
utkrnijc.www.cqu.com.    IN    A    84.239.119.67
rsjudfwc.www.cqu.com.    IN    A    34.148.120.204
lyrahtij.www.cqu.com.    IN    A    212.97.157.247
tiuydwxf.www.cqu.com.    IN    A    210.112.141.70
