arch.tju.com.	14400	IN	SOA	ns1.arch.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
arch.tju.com.		    IN	NS ns1.arch.tju.com.
oqhjvndu.arch.tju.com.   IN    A    55.201.33.79
fepoujcb.arch.tju.com.   IN    A    17.37.128.108
apcnqewv.arch.tju.com.   IN    A    189.128.80.64
xnaldhmp.arch.tju.com.   IN    A    248.222.143.2
ahquvlyt.arch.tju.com.   IN    A    74.206.118.83
kqtvpbio.arch.tju.com.   IN    A    125.100.133.160
htqreywa.arch.tju.com.   IN    A    5.155.95.222
mpaubcds.arch.tju.com.   IN    A    96.54.152.58
brsaitlm.arch.tju.com.   IN    A    114.14.26.154
ilxphfmn.arch.tju.com.   IN    A    91.83.75.46
tpafubym.arch.tju.com.   IN    A    28.2.250.62
jwfnxtvc.arch.tju.com.   IN    A    249.156.218.136
ydcxhnij.arch.tju.com.   IN    A    90.162.8.117
xaitnucs.arch.tju.com.   IN    A    237.162.121.217
jguthaoq.arch.tju.com.   IN    A    100.125.61.153
ycvpmxqo.arch.tju.com.   IN    A    174.205.198.135
ypladbgw.arch.tju.com.   IN    A    3.133.94.199
beljfodm.arch.tju.com.   IN    A    233.19.4.224
lngykbfq.arch.tju.com.   IN    A    57.85.115.254
mqytsgaw.arch.tju.com.   IN    A    165.225.30.253
rouakqjb.arch.tju.com.   IN    A    147.143.251.217
qwvnbfsy.arch.tju.com.   IN    A    125.233.143.150
cegxpafm.arch.tju.com.   IN    A    105.151.42.143
ynwxgekd.arch.tju.com.   IN    A    67.245.111.31
tglmuaey.arch.tju.com.   IN    A    119.105.48.185
msgiobpn.arch.tju.com.   IN    A    65.230.11.51
jfcimoxh.arch.tju.com.   IN    A    18.141.20.132
edaywbqf.arch.tju.com.   IN    A    13.115.43.31
qpsbhxoy.arch.tju.com.   IN    A    85.140.64.148
omagnkic.arch.tju.com.   IN    A    51.142.143.138
dsjkognb.arch.tju.com.   IN    A    159.139.112.182
fdcqgvru.arch.tju.com.   IN    A    68.131.15.8
xwjufcqt.arch.tju.com.   IN    A    121.113.75.239
dwqcxkia.arch.tju.com.   IN    A    241.48.14.143
axokepfq.arch.tju.com.   IN    A    35.33.64.124
ircktqmu.arch.tju.com.   IN    A    122.145.42.71
sputxbdn.arch.tju.com.   IN    A    63.114.186.131
btvyrlgi.arch.tju.com.   IN    A    175.143.125.74
hscdbglf.arch.tju.com.   IN    A    64.128.235.13
hcxmrfno.arch.tju.com.   IN    A    82.155.41.77
iajyxwcf.arch.tju.com.   IN    A    231.132.52.95
jxyvroeg.arch.tju.com.   IN    A    19.192.166.158
otbkergv.arch.tju.com.   IN    A    114.35.119.139
fmiwbqln.arch.tju.com.   IN    A    68.162.72.182
pokfhacg.arch.tju.com.   IN    A    151.131.92.62
hvnslogc.arch.tju.com.   IN    A    203.145.114.127
tkqeoydx.arch.tju.com.   IN    A    210.232.50.141
copqstaf.arch.tju.com.   IN    A    223.69.58.65
mtvclgsn.arch.tju.com.   IN    A    46.62.175.80
ibkorlea.arch.tju.com.   IN    A    174.196.216.135
xkhraens.arch.tju.com.   IN    A    183.187.191.92
grymbiep.arch.tju.com.   IN    A    238.173.175.90
maswfbdq.arch.tju.com.   IN    A    166.55.150.190
xiapcjoy.arch.tju.com.   IN    A    208.161.153.228
uheidjya.arch.tju.com.   IN    A    71.181.11.216
kptlxboj.arch.tju.com.   IN    A    238.158.219.82
orhbpmda.arch.tju.com.   IN    A    30.82.136.157
fijhqmxa.arch.tju.com.   IN    A    230.5.66.168
cxmjwiyd.arch.tju.com.   IN    A    58.32.1.179
vsfcgold.arch.tju.com.   IN    A    107.253.120.137
ktornbad.arch.tju.com.   IN    A    86.114.8.120
ngmpxsac.arch.tju.com.   IN    A    218.131.160.254
ectrvkug.arch.tju.com.   IN    A    74.168.62.34
qhjlbfky.arch.tju.com.   IN    A    32.111.229.126
pcluyagk.arch.tju.com.   IN    A    68.28.79.40
vlhecjgt.arch.tju.com.   IN    A    208.194.172.169
ibuwmyfs.arch.tju.com.   IN    A    245.43.170.39
jlstvfpm.arch.tju.com.   IN    A    63.89.142.195
axuqevjl.arch.tju.com.   IN    A    43.59.28.166
nhuwerlg.arch.tju.com.   IN    A    80.171.120.161
swigmlun.arch.tju.com.   IN    A    216.48.254.179
utgypdbn.arch.tju.com.   IN    A    27.93.193.9
ibxfvqsg.arch.tju.com.   IN    A    147.45.111.60
coaxqehr.arch.tju.com.   IN    A    162.232.76.73
sfrkvpbt.arch.tju.com.   IN    A    74.205.2.184
vsglmpde.arch.tju.com.   IN    A    126.72.93.143
hleioqan.arch.tju.com.   IN    A    227.0.35.142
rnoliypq.arch.tju.com.   IN    A    198.172.47.12
rhbgudye.arch.tju.com.   IN    A    62.163.66.58
tuedihkw.arch.tju.com.   IN    A    244.251.178.50
dunpmloi.arch.tju.com.   IN    A    203.158.144.205
uakplxqo.arch.tju.com.   IN    A    57.14.228.18
wnjtlqah.arch.tju.com.   IN    A    159.53.14.217
iuarobtx.arch.tju.com.   IN    A    182.81.19.39
vxekauoh.arch.tju.com.   IN    A    90.4.219.230
iuohldqj.arch.tju.com.   IN    A    44.105.45.93
nsuapxmh.arch.tju.com.   IN    A    192.103.210.48
mxbiheav.arch.tju.com.   IN    A    94.210.164.217
peaxmstg.arch.tju.com.   IN    A    69.102.226.211
cbmiytsg.arch.tju.com.   IN    A    226.116.219.68
hvpqnlxj.arch.tju.com.   IN    A    244.166.139.85
enyauqib.arch.tju.com.   IN    A    10.47.201.202
oxihtkgc.arch.tju.com.   IN    A    149.26.184.169
dtapbqnv.arch.tju.com.   IN    A    19.87.82.217
ijxagdtn.arch.tju.com.   IN    A    101.183.117.214
mfpdkxcn.arch.tju.com.   IN    A    59.168.88.195
orbdnlce.arch.tju.com.   IN    A    65.233.219.103
septbkqm.arch.tju.com.   IN    A    36.137.162.240
waiobplh.arch.tju.com.   IN    A    202.134.171.29
wbclkxju.arch.tju.com.   IN    A    103.169.204.78
kncjuahf.arch.tju.com.   IN    A    122.235.105.129
wirahfjm.arch.tju.com.   IN    A    47.239.118.242
ixdnyptv.arch.tju.com.   IN    A    130.211.39.220
lawhinuj.arch.tju.com.   IN    A    64.23.18.49
snwhfcid.arch.tju.com.   IN    A    118.110.144.158
dgvcnrua.arch.tju.com.   IN    A    89.44.173.138
rbhaukqm.arch.tju.com.   IN    A    135.159.53.75
vkjexcdh.arch.tju.com.   IN    A    129.118.115.113
komtyqbd.arch.tju.com.   IN    A    94.177.159.191
jatqpgfx.arch.tju.com.   IN    A    97.74.173.222
mhksjcvb.arch.tju.com.   IN    A    133.54.141.134
cmdgbkqh.arch.tju.com.   IN    A    218.242.163.183
cepwdauo.arch.tju.com.   IN    A    145.58.77.193
ojrfmwiv.arch.tju.com.   IN    A    151.166.29.199
wfochiak.arch.tju.com.   IN    A    233.6.246.171
djyopwli.arch.tju.com.   IN    A    131.154.63.115
iafpwbyh.arch.tju.com.   IN    A    191.69.103.52
fvmrgqja.arch.tju.com.   IN    A    4.32.93.131
hdslnbgy.arch.tju.com.   IN    A    86.166.95.125
ytlfdawk.arch.tju.com.   IN    A    140.24.26.66
osircvkj.arch.tju.com.   IN    A    36.247.222.176
rdjocahw.arch.tju.com.   IN    A    32.69.219.74
ioqvbnuh.arch.tju.com.   IN    A    137.130.118.59
lrsfwguc.arch.tju.com.   IN    A    178.185.197.79
hncgifos.arch.tju.com.   IN    A    228.210.96.119
cjyhovfq.arch.tju.com.   IN    A    246.128.71.79
rabhqsko.arch.tju.com.   IN    A    209.232.236.23
oltcewny.arch.tju.com.   IN    A    25.105.53.87
dgxcbowy.arch.tju.com.   IN    A    152.41.156.251
ldwipebs.arch.tju.com.   IN    A    162.124.7.26
mgivquew.arch.tju.com.   IN    A    225.161.21.131
aqepkdbt.arch.tju.com.   IN    A    103.88.230.54
audixelr.arch.tju.com.   IN    A    27.165.174.34
ytxfdwjm.arch.tju.com.   IN    A    70.145.176.154
hwljxqkp.arch.tju.com.   IN    A    148.117.233.62
bcqvlmhp.arch.tju.com.   IN    A    41.77.220.167
obctfksi.arch.tju.com.   IN    A    172.2.142.153
ywcfjlrx.arch.tju.com.   IN    A    197.234.30.223
adhlugib.arch.tju.com.   IN    A    28.30.151.78
amxjukin.arch.tju.com.   IN    A    213.108.192.190
cnuseday.arch.tju.com.   IN    A    162.243.160.212
okbanxym.arch.tju.com.   IN    A    42.207.110.98
kchwbtoa.arch.tju.com.   IN    A    125.176.161.111
akdfymph.arch.tju.com.   IN    A    16.106.242.51
akivoljt.arch.tju.com.   IN    A    46.176.159.254
jakgoblf.arch.tju.com.   IN    A    185.68.76.238
yncotgbh.arch.tju.com.   IN    A    244.161.71.12
cyvdfimo.arch.tju.com.   IN    A    222.110.139.188
foxakemg.arch.tju.com.   IN    A    103.10.141.22
pfxitrqn.arch.tju.com.   IN    A    183.146.201.167
suydeqkt.arch.tju.com.   IN    A    62.231.169.210
lqwjytci.arch.tju.com.   IN    A    244.253.245.115
gueptnbi.arch.tju.com.   IN    A    12.218.177.92
xkvfpndy.arch.tju.com.   IN    A    138.255.96.229
nabxolce.arch.tju.com.   IN    A    195.70.82.21
pkxutsjc.arch.tju.com.   IN    A    44.129.0.91
myfcxkdi.arch.tju.com.   IN    A    189.60.224.31
rdilcwye.arch.tju.com.   IN    A    227.200.1.157
ghbxlaup.arch.tju.com.   IN    A    204.5.135.161
lnyvgire.arch.tju.com.   IN    A    129.107.126.241
cnrfexdm.arch.tju.com.   IN    A    141.129.74.159
yhtqvbpe.arch.tju.com.   IN    A    88.196.120.254
paqkdhgv.arch.tju.com.   IN    A    181.19.180.181
rejktxop.arch.tju.com.   IN    A    232.145.212.127
irvbxjmg.arch.tju.com.   IN    A    9.209.207.198
fqkvnhyb.arch.tju.com.   IN    A    96.72.63.42
evjbfxam.arch.tju.com.   IN    A    24.27.63.143
rjyxuglc.arch.tju.com.   IN    A    38.57.9.200
faehlnpt.arch.tju.com.   IN    A    206.80.168.149
crbiwgou.arch.tju.com.   IN    A    68.106.203.154
ucalsowq.arch.tju.com.   IN    A    249.175.103.222
xuwyspcv.arch.tju.com.   IN    A    174.73.116.219
ecxpoiqj.arch.tju.com.   IN    A    163.75.187.111
veksfbop.arch.tju.com.   IN    A    150.61.70.9
tcahpfke.arch.tju.com.   IN    A    91.108.208.69
wrhfaqsb.arch.tju.com.   IN    A    84.53.128.192
jbicyavg.arch.tju.com.   IN    A    194.255.251.180
aduvpqgc.arch.tju.com.   IN    A    199.96.156.15
qltcjrun.arch.tju.com.   IN    A    131.101.3.91
idqycfma.arch.tju.com.   IN    A    235.201.141.78
qokhxtpb.arch.tju.com.   IN    A    146.168.199.109
mtqlpsvx.arch.tju.com.   IN    A    46.215.250.114
cexfdgru.arch.tju.com.   IN    A    92.114.124.25
hqvbitpk.arch.tju.com.   IN    A    63.91.77.117
yoxiakcw.arch.tju.com.   IN    A    252.6.160.8
uvpornmx.arch.tju.com.   IN    A    244.166.64.66
bpxyntia.arch.tju.com.   IN    A    132.27.83.228
blchdxrq.arch.tju.com.   IN    A    15.19.131.18
fdlombci.arch.tju.com.   IN    A    75.138.213.182
baytvmnh.arch.tju.com.   IN    A    185.117.58.13
nyeqiovc.arch.tju.com.   IN    A    142.172.185.129
vloisdfa.arch.tju.com.   IN    A    179.37.183.47
pkiaesrg.arch.tju.com.   IN    A    101.86.191.111
udpvjsqx.arch.tju.com.   IN    A    36.97.89.135
yfnmhsad.arch.tju.com.   IN    A    98.114.56.198
cirnqyed.arch.tju.com.   IN    A    24.161.50.12
cjnudkrf.arch.tju.com.   IN    A    251.178.146.42
laetmdrn.arch.tju.com.   IN    A    46.207.20.0
enusiwco.arch.tju.com.   IN    A    151.143.71.178
dpsokjhf.arch.tju.com.   IN    A    160.42.253.46
dimowplh.arch.tju.com.   IN    A    227.46.199.67
kmnjabpc.arch.tju.com.   IN    A    219.82.162.102
krtlmdhe.arch.tju.com.   IN    A    6.204.97.218
xsriltpf.arch.tju.com.   IN    A    175.128.232.218
xdsamicg.arch.tju.com.   IN    A    89.89.35.199
xofdtaem.arch.tju.com.   IN    A    133.31.212.115
kbvfigth.arch.tju.com.   IN    A    229.215.63.111
nyvjqlpe.arch.tju.com.   IN    A    206.156.185.251
jdoksniv.arch.tju.com.   IN    A    241.32.35.63
ubhdnvim.arch.tju.com.   IN    A    195.254.241.102
rqwvdjim.arch.tju.com.   IN    A    246.250.156.238
cohpwrka.arch.tju.com.   IN    A    45.26.2.113
jrvwhitp.arch.tju.com.   IN    A    112.193.145.244
vjexqohw.arch.tju.com.   IN    A    115.220.130.81
vrjfyewk.arch.tju.com.   IN    A    43.208.1.76
tkndgsbj.arch.tju.com.   IN    A    240.38.96.112
euviqjlf.arch.tju.com.   IN    A    188.204.189.3
uewhdvao.arch.tju.com.   IN    A    195.183.100.149
kleovnxg.arch.tju.com.   IN    A    3.209.119.102
odskwlbr.arch.tju.com.   IN    A    29.33.207.114
xifkgjnu.arch.tju.com.   IN    A    67.159.137.214
trgdbwpy.arch.tju.com.   IN    A    36.179.90.65
guwfhsdc.arch.tju.com.   IN    A    189.170.57.170
njoymlsv.arch.tju.com.   IN    A    121.96.5.131
lxburstg.arch.tju.com.   IN    A    228.24.8.123
aibuorxn.arch.tju.com.   IN    A    62.189.118.199
eaqdgksu.arch.tju.com.   IN    A    210.238.159.133
jqnvuawx.arch.tju.com.   IN    A    168.116.186.24
adytclix.arch.tju.com.   IN    A    124.17.43.212
lwiqpgde.arch.tju.com.   IN    A    11.234.9.104
irmtbakf.arch.tju.com.   IN    A    133.94.241.94
sipteqah.arch.tju.com.   IN    A    142.143.201.203
gcnsmplb.arch.tju.com.   IN    A    18.0.63.211
acwguhmd.arch.tju.com.   IN    A    166.255.202.228
lnudtjxw.arch.tju.com.   IN    A    13.27.147.237
etayxbjh.arch.tju.com.   IN    A    101.19.118.79
xrvupmkc.arch.tju.com.   IN    A    227.42.139.20
buxvrqck.arch.tju.com.   IN    A    89.242.172.177
gokscliq.arch.tju.com.   IN    A    111.105.153.127
bnfxomph.arch.tju.com.   IN    A    155.115.113.26
nylvsrhu.arch.tju.com.   IN    A    13.15.184.123
fuhwqlcg.arch.tju.com.   IN    A    220.154.230.197
afsngdrl.arch.tju.com.   IN    A    43.233.73.244
dsfenpkw.arch.tju.com.   IN    A    80.65.187.104
nxuadjty.arch.tju.com.   IN    A    44.165.183.223
ivtlykge.arch.tju.com.   IN    A    133.236.110.172
xushgrie.arch.tju.com.   IN    A    26.99.172.120
dclhynix.arch.tju.com.   IN    A    133.189.167.126
etabogrw.arch.tju.com.   IN    A    108.81.170.72
mcxvudgp.arch.tju.com.   IN    A    120.83.33.219
mceoiapd.arch.tju.com.   IN    A    21.145.66.139
amkxpntq.arch.tju.com.   IN    A    125.52.251.166
hpngjuwo.arch.tju.com.   IN    A    108.151.241.172
vosribtk.arch.tju.com.   IN    A    183.199.78.0
eyskqtuf.arch.tju.com.   IN    A    229.133.219.80
skvyapcq.arch.tju.com.   IN    A    79.184.15.75
ujygbpvw.arch.tju.com.   IN    A    111.213.229.160
prvdiycm.arch.tju.com.   IN    A    9.233.69.141
ogasheuq.arch.tju.com.   IN    A    193.92.168.241
vhbgjtcf.arch.tju.com.   IN    A    67.73.186.34
oqlpbtvf.arch.tju.com.   IN    A    38.191.168.8
nlascukh.arch.tju.com.   IN    A    101.61.253.132
kvmweonr.arch.tju.com.   IN    A    6.180.234.161
hopyaifm.arch.tju.com.   IN    A    57.108.225.148
xjekcita.arch.tju.com.   IN    A    156.135.3.180
prhbtvon.arch.tju.com.   IN    A    92.175.0.179
uynpmewj.arch.tju.com.   IN    A    246.117.61.173
hxgocirb.arch.tju.com.   IN    A    110.184.243.206
kwaovrjy.arch.tju.com.   IN    A    131.224.33.137
ldrpgtic.arch.tju.com.   IN    A    25.138.205.3
aphjkovq.arch.tju.com.   IN    A    56.90.206.146
mybjfgep.arch.tju.com.   IN    A    93.249.129.211
byxfkcgi.arch.tju.com.   IN    A    234.146.221.70
pcxfujer.arch.tju.com.   IN    A    62.211.214.228
widexcmt.arch.tju.com.   IN    A    72.9.226.52
hnxraqid.arch.tju.com.   IN    A    50.122.100.245
sxtjybrg.arch.tju.com.   IN    A    24.46.140.69
akyfxwsm.arch.tju.com.   IN    A    236.220.168.94
lsjxvhow.arch.tju.com.   IN    A    141.107.238.192
kfqvxjnu.arch.tju.com.   IN    A    91.190.192.202
ovjbdanp.arch.tju.com.   IN    A    125.96.136.106
ybskacln.arch.tju.com.   IN    A    184.31.30.207
yodbnrjf.arch.tju.com.   IN    A    143.106.99.18
yjoxbnwe.arch.tju.com.   IN    A    8.240.99.189
icvmlxsk.arch.tju.com.   IN    A    255.103.131.9
xwgkcdsq.arch.tju.com.   IN    A    244.135.255.207
cybkswog.arch.tju.com.   IN    A    19.226.145.89
xjpboume.arch.tju.com.   IN    A    112.184.163.23
fpkecwqv.arch.tju.com.   IN    A    237.231.142.124
rxebslcv.arch.tju.com.   IN    A    23.112.39.38
sxqvjbcr.arch.tju.com.   IN    A    10.48.78.173
ajgydkoh.arch.tju.com.   IN    A    157.226.70.245
whrqxklu.arch.tju.com.   IN    A    226.53.245.196
gvapxjtc.arch.tju.com.   IN    A    220.73.45.193
rwyktbdg.arch.tju.com.   IN    A    226.158.78.64
xohmuret.arch.tju.com.   IN    A    211.32.24.4
reycximn.arch.tju.com.   IN    A    213.67.108.156
sraogwpq.arch.tju.com.   IN    A    249.244.167.252
mjtcauxi.arch.tju.com.   IN    A    28.243.93.210
tvndkifl.arch.tju.com.   IN    A    61.176.191.241
faeutcbl.arch.tju.com.   IN    A    2.207.250.97
umdrqego.arch.tju.com.   IN    A    32.59.102.93
wucevfog.arch.tju.com.   IN    A    201.199.22.57
kbcswlyu.arch.tju.com.   IN    A    114.71.148.6
igdxoqtv.arch.tju.com.   IN    A    11.53.37.204
dunhkbrg.arch.tju.com.   IN    A    185.123.69.20
fiwcmdtn.arch.tju.com.   IN    A    84.171.117.89
ldqubopr.arch.tju.com.   IN    A    83.250.97.167
ayemsqvi.arch.tju.com.   IN    A    103.175.126.82
wdgerutb.arch.tju.com.   IN    A    19.177.158.78
ovcuymrq.arch.tju.com.   IN    A    12.147.3.135
ldoqcamr.arch.tju.com.   IN    A    128.121.137.185
dahlivfn.arch.tju.com.   IN    A    13.231.245.20
txkwyaui.arch.tju.com.   IN    A    105.255.131.251
pjghvcoe.arch.tju.com.   IN    A    222.108.35.249
kxmhywnu.arch.tju.com.   IN    A    154.138.157.224
ojmbfein.arch.tju.com.   IN    A    165.244.97.28
ayoukrnh.arch.tju.com.   IN    A    135.240.62.120
nawrdvpj.arch.tju.com.   IN    A    3.252.201.175
glvsroyj.arch.tju.com.   IN    A    191.237.122.191
eniqlyax.arch.tju.com.   IN    A    115.0.84.187
sujrifhb.arch.tju.com.   IN    A    36.2.183.230
igvaoysn.arch.tju.com.   IN    A    98.36.210.204
rhfmpskx.arch.tju.com.   IN    A    186.220.46.164
hfpstoyg.arch.tju.com.   IN    A    9.216.207.251
exdpmjsl.arch.tju.com.   IN    A    45.217.255.210
fxnldtsj.arch.tju.com.   IN    A    110.84.47.198
rklsqgbi.arch.tju.com.   IN    A    57.238.185.165
upnlmcrx.arch.tju.com.   IN    A    210.27.58.35
pnteifmk.arch.tju.com.   IN    A    103.114.204.131
ergdfyhv.arch.tju.com.   IN    A    250.62.197.244
mjflncvt.arch.tju.com.   IN    A    122.12.119.179
mfuovlcs.arch.tju.com.   IN    A    174.251.62.219
sdhlakby.arch.tju.com.   IN    A    254.157.79.16
cdsntpgu.arch.tju.com.   IN    A    160.14.148.126
oqkcbsxr.arch.tju.com.   IN    A    44.184.255.58
brqajskt.arch.tju.com.   IN    A    228.37.68.214
qewndblh.arch.tju.com.   IN    A    114.72.121.71
jnerksbf.arch.tju.com.   IN    A    99.129.27.56
dcvhbpwi.arch.tju.com.   IN    A    66.115.85.117
wqtpjiga.arch.tju.com.   IN    A    222.239.199.114
eirtgmyw.arch.tju.com.   IN    A    142.77.23.178
fhtcxeqm.arch.tju.com.   IN    A    186.33.141.236
dwsaxyqm.arch.tju.com.   IN    A    81.253.88.169
kqpyjnoa.arch.tju.com.   IN    A    164.35.218.67
fliuwceh.arch.tju.com.   IN    A    98.82.37.156
metckrhu.arch.tju.com.   IN    A    119.78.220.111
gofnpeud.arch.tju.com.   IN    A    249.128.172.206
eovhidmx.arch.tju.com.   IN    A    28.219.71.84
hmyjlbka.arch.tju.com.   IN    A    22.43.8.93
wevisfxc.arch.tju.com.   IN    A    3.49.163.79
gesraioj.arch.tju.com.   IN    A    94.100.41.229
pydnurcq.arch.tju.com.   IN    A    186.186.145.121
siwlkpgq.arch.tju.com.   IN    A    85.8.195.142
biymrhta.arch.tju.com.   IN    A    110.202.225.159
aoflnxqv.arch.tju.com.   IN    A    134.201.39.128
ywjgspto.arch.tju.com.   IN    A    180.4.1.1
ydofkham.arch.tju.com.   IN    A    250.62.162.72
xcolfwtn.arch.tju.com.   IN    A    16.81.129.75
pmdsxulv.arch.tju.com.   IN    A    108.31.234.20
kgulfwjy.arch.tju.com.   IN    A    138.242.115.228
uevtijlw.arch.tju.com.   IN    A    66.218.185.193
mbahglvw.arch.tju.com.   IN    A    164.175.84.45
wlchpysv.arch.tju.com.   IN    A    193.166.77.252
wmjopgct.arch.tju.com.   IN    A    170.100.237.22
mnrleupo.arch.tju.com.   IN    A    77.190.211.218
awfgnuxs.arch.tju.com.   IN    A    75.210.122.113
kiqmtvlr.arch.tju.com.   IN    A    23.116.85.2
ibvdwqor.arch.tju.com.   IN    A    238.148.101.161
vuiejtkm.arch.tju.com.   IN    A    244.9.79.27
bswxnyve.arch.tju.com.   IN    A    162.189.51.27
rbdnhila.arch.tju.com.   IN    A    227.27.152.7
ravexhfm.arch.tju.com.   IN    A    222.208.138.2
trokqeyg.arch.tju.com.   IN    A    47.149.23.9
urjkawni.arch.tju.com.   IN    A    164.85.127.116
mkjxhqdi.arch.tju.com.   IN    A    144.30.224.233
bhnsrmfu.arch.tju.com.   IN    A    99.204.253.27
pudwjavy.arch.tju.com.   IN    A    32.161.193.238
xhkfsyil.arch.tju.com.   IN    A    44.206.246.219
jpqfmxio.arch.tju.com.   IN    A    16.148.194.182
loijwdca.arch.tju.com.   IN    A    32.105.43.128
ogedbxhj.arch.tju.com.   IN    A    152.180.17.250
gvyncald.arch.tju.com.   IN    A    80.69.5.150
rnaklxsg.arch.tju.com.   IN    A    54.71.165.172
ejiufdpw.arch.tju.com.   IN    A    31.60.31.162
eldkmxni.arch.tju.com.   IN    A    242.55.244.156
hvgsmrja.arch.tju.com.   IN    A    127.165.127.187
uyopvfjm.arch.tju.com.   IN    A    121.58.33.154
qsobnptx.arch.tju.com.   IN    A    146.43.118.70
hdbgntwl.arch.tju.com.   IN    A    110.34.93.201
bgqayxlw.arch.tju.com.   IN    A    68.54.32.59
gyvaljsp.arch.tju.com.   IN    A    190.134.78.127
oqjwxyfl.arch.tju.com.   IN    A    58.87.113.164
fnaiekol.arch.tju.com.   IN    A    82.154.40.142
sawcfbqh.arch.tju.com.   IN    A    203.55.43.54
gstfxiay.arch.tju.com.   IN    A    85.188.33.215
pijcvefk.arch.tju.com.   IN    A    37.66.81.205
rpwyfncs.arch.tju.com.   IN    A    5.132.189.163
xposrudv.arch.tju.com.   IN    A    51.75.5.14
yksqnfai.arch.tju.com.   IN    A    11.82.244.239
vefjrwph.arch.tju.com.   IN    A    74.239.102.72
tdyeoikh.arch.tju.com.   IN    A    129.184.110.204
wgockidb.arch.tju.com.   IN    A    183.157.253.80
cxjqtuvi.arch.tju.com.   IN    A    233.247.51.108
xlapejvg.arch.tju.com.   IN    A    140.147.119.185
gbyhkaeo.arch.tju.com.   IN    A    69.120.104.254
saonehtl.arch.tju.com.   IN    A    195.157.216.93
jplwexyn.arch.tju.com.   IN    A    178.150.92.99
kulhxpje.arch.tju.com.   IN    A    234.247.34.161
fwrjeusc.arch.tju.com.   IN    A    101.160.22.60
awlkfbyc.arch.tju.com.   IN    A    56.31.52.239
iuprdxow.arch.tju.com.   IN    A    178.253.163.51
nqagxlut.arch.tju.com.   IN    A    202.180.136.233
alvehxwf.arch.tju.com.   IN    A    191.53.198.120
bjovpqth.arch.tju.com.   IN    A    112.180.64.91
cxjuqstk.arch.tju.com.   IN    A    19.111.59.84
jhbmsexd.arch.tju.com.   IN    A    113.104.207.92
phwvocgn.arch.tju.com.   IN    A    102.80.182.151
wasmnroq.arch.tju.com.   IN    A    87.158.106.160
yrokwmuh.arch.tju.com.   IN    A    157.1.200.93
cvbwusne.arch.tju.com.   IN    A    204.101.188.123
iphrmaey.arch.tju.com.   IN    A    46.205.23.188
lahotwgb.arch.tju.com.   IN    A    86.218.80.165
krnshxfd.arch.tju.com.   IN    A    93.48.66.73
