hist.pku.com.	14400	IN	SOA	ns1.hist.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
hist.pku.com.		    IN	NS ns1.hist.pku.com.
hmcjnbqe.hist.pku.com.   IN    A    14.153.39.62
dafxqyse.hist.pku.com.   IN    A    242.55.56.229
ugjqkimo.hist.pku.com.   IN    A    171.158.12.228
efhvuwtx.hist.pku.com.   IN    A    192.9.253.193
qleusdyh.hist.pku.com.   IN    A    109.70.16.89
pelyqhcs.hist.pku.com.   IN    A    228.179.221.169
oegxlvnf.hist.pku.com.   IN    A    119.64.138.14
bnxvtlgf.hist.pku.com.   IN    A    102.107.173.59
qguxitwe.hist.pku.com.   IN    A    175.112.197.242
cpynjorw.hist.pku.com.   IN    A    228.153.118.253
kwqsrtjg.hist.pku.com.   IN    A    105.204.79.158
rcbutkyw.hist.pku.com.   IN    A    10.42.211.73
iebfougm.hist.pku.com.   IN    A    72.241.130.164
lsvajfnr.hist.pku.com.   IN    A    184.89.116.238
kwtdivba.hist.pku.com.   IN    A    198.23.112.252
pdeuckbq.hist.pku.com.   IN    A    86.245.114.216
breodlxk.hist.pku.com.   IN    A    25.206.238.210
cjfutwoa.hist.pku.com.   IN    A    94.172.206.190
atjrceny.hist.pku.com.   IN    A    143.168.137.2
edxtcflm.hist.pku.com.   IN    A    166.24.142.43
mphikwuc.hist.pku.com.   IN    A    62.158.30.124
daontghv.hist.pku.com.   IN    A    144.172.41.58
uaqehtrd.hist.pku.com.   IN    A    205.103.191.162
grombpwa.hist.pku.com.   IN    A    112.154.115.27
vbrhlkxw.hist.pku.com.   IN    A    253.13.129.217
lvojxhmp.hist.pku.com.   IN    A    87.247.91.231
rnjdyaoc.hist.pku.com.   IN    A    237.84.49.236
kwgrpcvt.hist.pku.com.   IN    A    137.128.136.82
wcpbmfhs.hist.pku.com.   IN    A    223.178.148.60
xdwlneco.hist.pku.com.   IN    A    53.58.2.57
eqcoitmj.hist.pku.com.   IN    A    84.189.122.22
mgtfvdlj.hist.pku.com.   IN    A    243.163.35.122
gwntpucr.hist.pku.com.   IN    A    145.3.100.100
girotcjk.hist.pku.com.   IN    A    70.205.147.175
ifsycwvq.hist.pku.com.   IN    A    114.246.37.198
qaigflrt.hist.pku.com.   IN    A    216.194.27.3
xybvqhsj.hist.pku.com.   IN    A    191.217.248.112
mpfhnsjd.hist.pku.com.   IN    A    16.220.10.162
usrompgl.hist.pku.com.   IN    A    93.202.99.235
osahlwdj.hist.pku.com.   IN    A    52.58.89.9
duxbafgc.hist.pku.com.   IN    A    192.111.226.144
rakyhfxt.hist.pku.com.   IN    A    126.179.153.154
ciewkxar.hist.pku.com.   IN    A    22.178.18.213
ikvowtsb.hist.pku.com.   IN    A    226.215.169.41
odnyipbs.hist.pku.com.   IN    A    111.76.52.247
awvdyncs.hist.pku.com.   IN    A    107.115.213.202
trgqvwhy.hist.pku.com.   IN    A    228.83.95.27
qdarfxhu.hist.pku.com.   IN    A    17.24.213.123
axkuvfgq.hist.pku.com.   IN    A    195.175.13.105
paofdybr.hist.pku.com.   IN    A    40.128.228.238
aedpnmur.hist.pku.com.   IN    A    43.198.39.41
kejtavpn.hist.pku.com.   IN    A    221.27.125.46
pfolhgxw.hist.pku.com.   IN    A    207.253.230.138
cdoxvtis.hist.pku.com.   IN    A    11.166.126.54
uhyiwqnm.hist.pku.com.   IN    A    162.153.53.61
gospurqe.hist.pku.com.   IN    A    132.197.100.209
uxmljokd.hist.pku.com.   IN    A    80.125.152.201
buyjlhnk.hist.pku.com.   IN    A    235.213.44.40
yblktjvh.hist.pku.com.   IN    A    183.156.167.253
tapworem.hist.pku.com.   IN    A    228.184.139.253
mpkntxgv.hist.pku.com.   IN    A    167.176.59.38
haseuirm.hist.pku.com.   IN    A    141.169.135.174
qenbvusw.hist.pku.com.   IN    A    101.198.38.176
qwciujmr.hist.pku.com.   IN    A    190.86.97.141
vdrsbmiu.hist.pku.com.   IN    A    75.191.182.166
kagbrscj.hist.pku.com.   IN    A    67.29.155.153
jowglhnx.hist.pku.com.   IN    A    214.145.31.148
gtxremcn.hist.pku.com.   IN    A    152.215.235.21
ftajcynw.hist.pku.com.   IN    A    236.237.209.180
aedgoriw.hist.pku.com.   IN    A    9.135.61.166
efqpkitg.hist.pku.com.   IN    A    201.101.115.144
nstiudmf.hist.pku.com.   IN    A    39.197.193.98
srqgjbhi.hist.pku.com.   IN    A    99.147.34.147
cpgkerwq.hist.pku.com.   IN    A    187.139.18.184
tnudwgme.hist.pku.com.   IN    A    18.86.15.79
kvsrqywo.hist.pku.com.   IN    A    63.142.37.99
syjuqaew.hist.pku.com.   IN    A    117.206.191.224
ibycndes.hist.pku.com.   IN    A    111.218.110.166
xqshcgwi.hist.pku.com.   IN    A    125.132.254.187
uejcvwno.hist.pku.com.   IN    A    114.17.92.97
gtmyhndl.hist.pku.com.   IN    A    232.48.73.54
kuhmnbwa.hist.pku.com.   IN    A    117.180.125.77
xtepdiwv.hist.pku.com.   IN    A    155.220.5.156
ailwegmh.hist.pku.com.   IN    A    41.13.150.206
bceojgmk.hist.pku.com.   IN    A    49.25.3.64
wnyajftv.hist.pku.com.   IN    A    37.82.239.36
yrxpnabf.hist.pku.com.   IN    A    164.97.23.123
xmejlptw.hist.pku.com.   IN    A    197.125.255.91
owmnpdje.hist.pku.com.   IN    A    220.156.208.74
poiebjsh.hist.pku.com.   IN    A    105.155.163.153
bqoikrfs.hist.pku.com.   IN    A    24.135.64.206
hoctnbfa.hist.pku.com.   IN    A    45.82.97.171
miscator.hist.pku.com.   IN    A    220.58.230.221
uwpomhxy.hist.pku.com.   IN    A    184.232.114.17
dpctbnuh.hist.pku.com.   IN    A    190.100.198.84
pemkscho.hist.pku.com.   IN    A    1.213.147.53
odlsumqf.hist.pku.com.   IN    A    222.107.189.42
icqaomvd.hist.pku.com.   IN    A    74.50.87.81
gkubtsoh.hist.pku.com.   IN    A    241.134.10.73
jitgfnwo.hist.pku.com.   IN    A    132.214.171.1
jfvmgriw.hist.pku.com.   IN    A    10.164.21.138
ecaupmsh.hist.pku.com.   IN    A    134.230.233.119
dvbijulm.hist.pku.com.   IN    A    185.122.107.162
qnoalwfj.hist.pku.com.   IN    A    233.247.127.100
gqrxenka.hist.pku.com.   IN    A    203.16.112.128
rjbnuxeh.hist.pku.com.   IN    A    132.29.104.5
uknyfsxo.hist.pku.com.   IN    A    239.60.28.92
vigfsnro.hist.pku.com.   IN    A    219.143.141.189
lxjornyb.hist.pku.com.   IN    A    155.153.171.2
hrowvgye.hist.pku.com.   IN    A    7.195.5.70
oylbhjfi.hist.pku.com.   IN    A    204.211.199.251
vtyfuiho.hist.pku.com.   IN    A    242.119.181.41
eqyrmutp.hist.pku.com.   IN    A    52.137.142.204
xqrjeksd.hist.pku.com.   IN    A    70.172.87.255
mbtsuwex.hist.pku.com.   IN    A    129.6.96.247
bgrqdocs.hist.pku.com.   IN    A    140.100.9.202
pubjyhkv.hist.pku.com.   IN    A    91.209.206.184
tyaoilgr.hist.pku.com.   IN    A    40.43.89.161
sxqivhdm.hist.pku.com.   IN    A    35.80.50.209
rdhblwim.hist.pku.com.   IN    A    188.246.243.151
pjlroctu.hist.pku.com.   IN    A    70.43.134.171
gbtnvujf.hist.pku.com.   IN    A    230.195.76.115
adibesnh.hist.pku.com.   IN    A    28.25.248.11
ckmiurpa.hist.pku.com.   IN    A    225.180.84.94
hirsdmqv.hist.pku.com.   IN    A    121.167.15.242
cjmtrlhw.hist.pku.com.   IN    A    105.118.209.159
qjimgvnc.hist.pku.com.   IN    A    115.169.199.94
xoncaevt.hist.pku.com.   IN    A    100.196.17.163
yjltkpue.hist.pku.com.   IN    A    182.114.51.29
greunjih.hist.pku.com.   IN    A    88.96.248.173
ilxbkjry.hist.pku.com.   IN    A    23.170.13.242
tsdacvfq.hist.pku.com.   IN    A    29.227.152.130
gbjqesxf.hist.pku.com.   IN    A    86.125.43.145
oyvhntdw.hist.pku.com.   IN    A    172.117.150.121
rpdkgoiv.hist.pku.com.   IN    A    154.115.74.79
sfbwjmcp.hist.pku.com.   IN    A    87.111.135.103
tqnlsbhi.hist.pku.com.   IN    A    7.182.35.162
aewiclyb.hist.pku.com.   IN    A    158.194.110.164
pxmuynrt.hist.pku.com.   IN    A    220.216.62.80
achujrks.hist.pku.com.   IN    A    189.231.235.11
bmcrgstd.hist.pku.com.   IN    A    179.153.189.152
kyeipmbj.hist.pku.com.   IN    A    76.80.182.203
isoywvfr.hist.pku.com.   IN    A    49.29.46.155
tkrvcljh.hist.pku.com.   IN    A    120.169.199.134
yojxencw.hist.pku.com.   IN    A    197.183.98.138
xuctdwmh.hist.pku.com.   IN    A    147.167.90.116
gmtfpkce.hist.pku.com.   IN    A    139.120.151.96
htwlpxjr.hist.pku.com.   IN    A    161.13.108.44
jiarngxt.hist.pku.com.   IN    A    216.127.154.222
mswfroka.hist.pku.com.   IN    A    226.237.16.93
fcqgvumy.hist.pku.com.   IN    A    202.19.183.122
avdislke.hist.pku.com.   IN    A    27.27.46.19
hkulcmib.hist.pku.com.   IN    A    105.154.103.152
ngfwtkli.hist.pku.com.   IN    A    73.58.67.100
thldegvs.hist.pku.com.   IN    A    25.209.250.128
lrjcxpef.hist.pku.com.   IN    A    207.171.88.122
aoucxher.hist.pku.com.   IN    A    124.116.129.127
ikqbtaed.hist.pku.com.   IN    A    51.222.218.222
byvpnsft.hist.pku.com.   IN    A    151.38.135.226
osdfbcrh.hist.pku.com.   IN    A    105.223.236.159
smfbiecj.hist.pku.com.   IN    A    231.15.45.194
bjudxclw.hist.pku.com.   IN    A    25.213.79.53
cvyejfso.hist.pku.com.   IN    A    64.90.57.41
lapnokyq.hist.pku.com.   IN    A    245.186.106.43
lbrjdvwp.hist.pku.com.   IN    A    206.167.100.41
fhpyvirm.hist.pku.com.   IN    A    165.56.74.140
iruvwmdy.hist.pku.com.   IN    A    227.160.150.101
uqwenjbd.hist.pku.com.   IN    A    21.244.236.174
irlqtjdy.hist.pku.com.   IN    A    154.112.129.224
meghcpyj.hist.pku.com.   IN    A    221.4.31.225
upkaejqs.hist.pku.com.   IN    A    195.80.95.173
nmklghyc.hist.pku.com.   IN    A    109.140.110.111
dtquhmxs.hist.pku.com.   IN    A    238.25.162.189
oajmwfbu.hist.pku.com.   IN    A    163.84.206.204
wkbclgvp.hist.pku.com.   IN    A    85.20.145.65
frbqnjhs.hist.pku.com.   IN    A    164.2.88.78
gorteacb.hist.pku.com.   IN    A    233.230.212.79
ocgvbhxu.hist.pku.com.   IN    A    179.238.172.226
awjlnohg.hist.pku.com.   IN    A    178.202.206.79
vegmhpro.hist.pku.com.   IN    A    0.24.146.214
ncxyvadr.hist.pku.com.   IN    A    187.93.87.25
wolgtnhe.hist.pku.com.   IN    A    236.80.134.22
sbhtfcry.hist.pku.com.   IN    A    238.116.237.49
udweitmg.hist.pku.com.   IN    A    64.188.145.205
tukgxoin.hist.pku.com.   IN    A    165.237.198.96
hqyjvuot.hist.pku.com.   IN    A    171.41.27.134
ywhcgtdr.hist.pku.com.   IN    A    25.175.25.72
dhnelimj.hist.pku.com.   IN    A    229.174.36.133
ctkwmlja.hist.pku.com.   IN    A    213.181.38.139
xnfmlpvw.hist.pku.com.   IN    A    6.57.96.111
oxljgpbt.hist.pku.com.   IN    A    252.39.224.51
mfklnasb.hist.pku.com.   IN    A    222.79.104.250
vuxkcsnm.hist.pku.com.   IN    A    48.253.138.245
kniawjfh.hist.pku.com.   IN    A    169.240.149.131
rlvuyfep.hist.pku.com.   IN    A    61.171.147.123
uvqdtlfx.hist.pku.com.   IN    A    85.75.22.200
smthfniw.hist.pku.com.   IN    A    121.158.255.137
tpdvywbo.hist.pku.com.   IN    A    75.23.186.193
plyhxwqm.hist.pku.com.   IN    A    119.168.177.255
odmrhnke.hist.pku.com.   IN    A    158.199.58.53
fmywpgqd.hist.pku.com.   IN    A    35.248.162.156
qtmhdowa.hist.pku.com.   IN    A    247.127.80.72
xaskqdcv.hist.pku.com.   IN    A    38.0.144.85
chfymbru.hist.pku.com.   IN    A    248.2.205.85
mludiqkv.hist.pku.com.   IN    A    52.145.192.22
tsrpwyxl.hist.pku.com.   IN    A    11.144.12.87
aqybnvrp.hist.pku.com.   IN    A    180.215.18.235
rleukdjv.hist.pku.com.   IN    A    48.226.48.207
ksyjehdw.hist.pku.com.   IN    A    115.173.229.139
ywmdfcse.hist.pku.com.   IN    A    229.190.225.25
narbhlse.hist.pku.com.   IN    A    191.166.208.129
xvthacsj.hist.pku.com.   IN    A    114.207.117.42
bkfqhcxy.hist.pku.com.   IN    A    24.60.191.28
dkwlyaix.hist.pku.com.   IN    A    143.252.61.166
lmvogniq.hist.pku.com.   IN    A    209.189.47.164
gfulcmjw.hist.pku.com.   IN    A    82.0.92.159
ridgpans.hist.pku.com.   IN    A    111.112.116.69
rluvtsfk.hist.pku.com.   IN    A    84.217.117.120
pundatxb.hist.pku.com.   IN    A    143.63.246.37
qvoylrij.hist.pku.com.   IN    A    209.5.253.50
bndawoxi.hist.pku.com.   IN    A    53.231.113.198
xhakogfl.hist.pku.com.   IN    A    131.82.17.170
gkmvejrp.hist.pku.com.   IN    A    84.107.246.195
hdtmrxsq.hist.pku.com.   IN    A    3.35.9.147
yhwqkslf.hist.pku.com.   IN    A    61.210.24.130
nfbdqoru.hist.pku.com.   IN    A    240.3.252.30
qkyrifdw.hist.pku.com.   IN    A    215.190.198.109
pdxicavh.hist.pku.com.   IN    A    192.250.48.115
sndrbcwk.hist.pku.com.   IN    A    106.191.86.149
jvsiwhqy.hist.pku.com.   IN    A    157.223.103.201
yuwovxfe.hist.pku.com.   IN    A    38.121.119.116
vgkepair.hist.pku.com.   IN    A    111.22.26.55
kebposuv.hist.pku.com.   IN    A    164.81.248.210
gtldajfq.hist.pku.com.   IN    A    224.41.216.107
ngiwjsho.hist.pku.com.   IN    A    148.31.8.82
txqguldn.hist.pku.com.   IN    A    82.115.150.86
jiylfcob.hist.pku.com.   IN    A    231.9.42.152
scmiarjd.hist.pku.com.   IN    A    62.53.119.236
sudecylx.hist.pku.com.   IN    A    12.238.192.16
oewaqyms.hist.pku.com.   IN    A    27.23.221.218
wunbvrfk.hist.pku.com.   IN    A    220.214.154.138
rtwvmalu.hist.pku.com.   IN    A    36.78.239.66
eimxbscy.hist.pku.com.   IN    A    18.50.225.178
vukjxghd.hist.pku.com.   IN    A    164.166.95.94
trplbyjs.hist.pku.com.   IN    A    111.0.99.161
bfjrngax.hist.pku.com.   IN    A    128.220.199.21
qdbuojky.hist.pku.com.   IN    A    243.227.187.234
sfcgtjrl.hist.pku.com.   IN    A    179.222.195.190
gvfojuya.hist.pku.com.   IN    A    126.249.98.17
omaglbqs.hist.pku.com.   IN    A    119.195.135.234
sgjbyrkh.hist.pku.com.   IN    A    237.102.23.129
qvratnmu.hist.pku.com.   IN    A    114.136.179.39
gxuvbftw.hist.pku.com.   IN    A    86.187.38.103
xaofugdq.hist.pku.com.   IN    A    173.112.202.110
fsokyltd.hist.pku.com.   IN    A    120.52.133.85
ajtoehri.hist.pku.com.   IN    A    214.177.218.233
jyasngpt.hist.pku.com.   IN    A    213.3.239.241
fgrkjomu.hist.pku.com.   IN    A    47.220.13.200
tioyfdqv.hist.pku.com.   IN    A    243.48.241.215
afryiecl.hist.pku.com.   IN    A    30.157.247.87
kyvobrqs.hist.pku.com.   IN    A    135.157.250.188
orgmetca.hist.pku.com.   IN    A    193.47.133.70
yirnelas.hist.pku.com.   IN    A    10.229.8.97
ahxgqvmc.hist.pku.com.   IN    A    53.139.191.94
jcydfbqs.hist.pku.com.   IN    A    224.45.50.184
dxfngayv.hist.pku.com.   IN    A    217.127.145.226
hpomxrve.hist.pku.com.   IN    A    112.240.170.151
dfbhjtyp.hist.pku.com.   IN    A    106.181.182.208
yamcfgso.hist.pku.com.   IN    A    56.127.16.239
njbeilop.hist.pku.com.   IN    A    242.66.240.148
mweovyqp.hist.pku.com.   IN    A    121.178.179.200
ltykoxic.hist.pku.com.   IN    A    140.63.14.68
vxueagjd.hist.pku.com.   IN    A    75.228.56.141
ptkjucar.hist.pku.com.   IN    A    149.231.156.68
pldjitsm.hist.pku.com.   IN    A    153.35.220.101
sxritqmg.hist.pku.com.   IN    A    40.150.68.227
lqwjphxb.hist.pku.com.   IN    A    229.82.246.144
ftpwjymb.hist.pku.com.   IN    A    119.200.241.36
hwekdtrl.hist.pku.com.   IN    A    90.179.223.86
njrwfuye.hist.pku.com.   IN    A    133.176.69.120
snrqcwek.hist.pku.com.   IN    A    103.222.28.248
mnrbqjyf.hist.pku.com.   IN    A    215.45.18.4
qbgdsmpe.hist.pku.com.   IN    A    170.150.82.84
awnkdemc.hist.pku.com.   IN    A    255.29.44.33
tplwmuof.hist.pku.com.   IN    A    137.204.60.84
umvjantp.hist.pku.com.   IN    A    252.63.6.213
cbvydluh.hist.pku.com.   IN    A    179.124.44.183
jwuegfrc.hist.pku.com.   IN    A    234.31.228.139
voslmrhp.hist.pku.com.   IN    A    12.77.18.189
eyavmxbi.hist.pku.com.   IN    A    187.137.78.145
sqiwapmx.hist.pku.com.   IN    A    226.115.86.35
hjlepovi.hist.pku.com.   IN    A    93.149.142.45
pudigtwf.hist.pku.com.   IN    A    17.28.183.188
aqxrtjhc.hist.pku.com.   IN    A    142.66.126.177
vmxcodte.hist.pku.com.   IN    A    81.125.69.196
vyhlxtod.hist.pku.com.   IN    A    38.217.102.235
cufqemlk.hist.pku.com.   IN    A    204.173.237.16
ypknbger.hist.pku.com.   IN    A    110.139.247.35
getpjinh.hist.pku.com.   IN    A    76.194.92.129
yhaobxwr.hist.pku.com.   IN    A    112.89.80.121
cgnulory.hist.pku.com.   IN    A    221.210.246.23
rfhtgvus.hist.pku.com.   IN    A    126.113.87.0
wrlvguyj.hist.pku.com.   IN    A    67.41.42.30
ldkxpyom.hist.pku.com.   IN    A    241.159.72.52
penmfkit.hist.pku.com.   IN    A    10.227.186.62
vcbkdoli.hist.pku.com.   IN    A    249.20.97.176
vfqhenxj.hist.pku.com.   IN    A    119.12.135.195
pqtjxfes.hist.pku.com.   IN    A    237.139.170.134
wlvqenra.hist.pku.com.   IN    A    94.42.217.102
yvuhnqex.hist.pku.com.   IN    A    20.225.156.64
ryhdfnip.hist.pku.com.   IN    A    207.223.39.150
oplwfent.hist.pku.com.   IN    A    28.116.213.152
rhmwbolu.hist.pku.com.   IN    A    254.231.209.238
gkptqavi.hist.pku.com.   IN    A    142.18.120.225
gibfsluw.hist.pku.com.   IN    A    179.209.190.192
fnovgeji.hist.pku.com.   IN    A    219.225.167.185
fqapyjkn.hist.pku.com.   IN    A    86.101.143.37
gyksfuvq.hist.pku.com.   IN    A    70.180.161.229
lhmweign.hist.pku.com.   IN    A    200.133.5.114
jgqkpwfh.hist.pku.com.   IN    A    30.158.45.251
xkbyhfdv.hist.pku.com.   IN    A    0.60.239.44
yfbueprq.hist.pku.com.   IN    A    121.239.39.186
yvohejlc.hist.pku.com.   IN    A    140.122.229.179
jgwbsivf.hist.pku.com.   IN    A    144.162.75.139
itpduchr.hist.pku.com.   IN    A    254.98.191.147
yadpgslk.hist.pku.com.   IN    A    52.174.50.31
vgdqafkr.hist.pku.com.   IN    A    113.14.213.106
rqwkpidx.hist.pku.com.   IN    A    72.162.243.62
embjvckr.hist.pku.com.   IN    A    199.155.66.103
dgbreyqh.hist.pku.com.   IN    A    14.231.207.101
mrenahdp.hist.pku.com.   IN    A    1.132.83.19
ukgpqlio.hist.pku.com.   IN    A    91.170.49.242
jchbldos.hist.pku.com.   IN    A    60.242.103.4
chbjqegx.hist.pku.com.   IN    A    37.163.56.92
wkodnxsf.hist.pku.com.   IN    A    213.166.219.190
vybdnjpa.hist.pku.com.   IN    A    110.47.152.97
nkuxtpeg.hist.pku.com.   IN    A    9.95.241.150
nekpjtdf.hist.pku.com.   IN    A    18.6.32.130
oxkdmucn.hist.pku.com.   IN    A    58.173.185.83
sluajigd.hist.pku.com.   IN    A    85.187.122.145
rdvnilqp.hist.pku.com.   IN    A    239.122.44.170
ikfynmar.hist.pku.com.   IN    A    125.142.179.86
bysmhtre.hist.pku.com.   IN    A    170.184.13.102
frvlonhi.hist.pku.com.   IN    A    142.6.107.253
jirashby.hist.pku.com.   IN    A    93.202.204.151
jlymucga.hist.pku.com.   IN    A    29.204.219.105
istdypch.hist.pku.com.   IN    A    176.140.80.65
wbvsrgck.hist.pku.com.   IN    A    109.219.30.120
jumryals.hist.pku.com.   IN    A    170.43.90.77
sucvqoit.hist.pku.com.   IN    A    53.199.65.162
frydskhp.hist.pku.com.   IN    A    240.30.41.234
xuqnrkyv.hist.pku.com.   IN    A    97.109.105.65
vgwajqbd.hist.pku.com.   IN    A    222.188.39.138
ykbjnrxh.hist.pku.com.   IN    A    111.90.171.191
jcbqfkih.hist.pku.com.   IN    A    254.3.44.231
fiqwlydn.hist.pku.com.   IN    A    33.173.14.108
loupsdqc.hist.pku.com.   IN    A    81.243.146.150
vwihrkma.hist.pku.com.   IN    A    207.143.4.119
ewlqfxog.hist.pku.com.   IN    A    194.51.180.35
oicgdahy.hist.pku.com.   IN    A    164.207.57.110
khxlngjc.hist.pku.com.   IN    A    64.18.34.223
dcoafwpv.hist.pku.com.   IN    A    72.240.87.115
rhctmeuq.hist.pku.com.   IN    A    109.27.241.132
xyodfmtr.hist.pku.com.   IN    A    240.21.237.131
vbjdsgtu.hist.pku.com.   IN    A    194.115.136.243
qtxbmsvp.hist.pku.com.   IN    A    18.183.46.102
xbodvkac.hist.pku.com.   IN    A    98.157.130.169
iqhcxmko.hist.pku.com.   IN    A    53.238.179.224
lpoakdnt.hist.pku.com.   IN    A    92.247.76.231
ahemdkfw.hist.pku.com.   IN    A    186.12.29.96
odxaqewm.hist.pku.com.   IN    A    123.36.93.129
kfurmhpi.hist.pku.com.   IN    A    63.205.94.255
gehnioyr.hist.pku.com.   IN    A    220.16.14.207
ilcrtuhq.hist.pku.com.   IN    A    74.232.124.36
pjcvieyg.hist.pku.com.   IN    A    167.202.251.162
hdvogeyf.hist.pku.com.   IN    A    154.196.90.153
ecrdixyk.hist.pku.com.   IN    A    37.180.142.238
bgvqyesl.hist.pku.com.   IN    A    122.2.141.201
pvrjoegd.hist.pku.com.   IN    A    85.231.202.26
cfrhgqbd.hist.pku.com.   IN    A    246.191.61.250
athpnfvk.hist.pku.com.   IN    A    46.35.149.255
fkwcqgir.hist.pku.com.   IN    A    199.57.16.222
smdgfnup.hist.pku.com.   IN    A    219.234.106.35
cnoaukjl.hist.pku.com.   IN    A    236.203.218.12
umnprftk.hist.pku.com.   IN    A    221.14.161.239
rnltjxse.hist.pku.com.   IN    A    205.141.83.2
amenlbsk.hist.pku.com.   IN    A    204.226.48.7
jqbykitu.hist.pku.com.   IN    A    160.232.139.49
rcwxvjmp.hist.pku.com.   IN    A    187.105.20.138
mhalfgrx.hist.pku.com.   IN    A    123.51.239.217
qydnesrc.hist.pku.com.   IN    A    109.166.118.90
gqcfbtpu.hist.pku.com.   IN    A    56.195.141.103
qvtwacob.hist.pku.com.   IN    A    86.169.37.119
yxgdarqb.hist.pku.com.   IN    A    225.27.140.187
jfuovtap.hist.pku.com.   IN    A    230.52.198.60
ftvxisde.hist.pku.com.   IN    A    241.166.89.205
arcbelqn.hist.pku.com.   IN    A    133.138.196.37
mrecytqv.hist.pku.com.   IN    A    166.138.51.137
wqodsmxv.hist.pku.com.   IN    A    165.108.190.253
ulakfjyg.hist.pku.com.   IN    A    153.83.130.203
wpjrgvnh.hist.pku.com.   IN    A    93.249.53.99
maylwgpo.hist.pku.com.   IN    A    46.105.39.228
gyrtqsil.hist.pku.com.   IN    A    179.152.228.122
ryjxvtlb.hist.pku.com.   IN    A    240.98.238.190
skchjbxl.hist.pku.com.   IN    A    202.252.50.36
rustxajo.hist.pku.com.   IN    A    85.205.54.133
oanrykfj.hist.pku.com.   IN    A    236.130.234.129
ukoeaiwj.hist.pku.com.   IN    A    88.107.92.191
sdwcrfjg.hist.pku.com.   IN    A    108.124.135.78
oljwxasm.hist.pku.com.   IN    A    9.237.246.56
lscnkrpe.hist.pku.com.   IN    A    54.8.88.194
wetnjqcs.hist.pku.com.   IN    A    174.243.166.65
xjsguknp.hist.pku.com.   IN    A    223.65.30.198
xvlrdtuw.hist.pku.com.   IN    A    216.151.12.136
fsmtrued.hist.pku.com.   IN    A    170.178.35.65
qnklowis.hist.pku.com.   IN    A    189.45.59.17
qlxngdsa.hist.pku.com.   IN    A    146.17.121.101
fepowicu.hist.pku.com.   IN    A    42.43.126.174
gcqyenxm.hist.pku.com.   IN    A    54.161.139.175
kxedrswq.hist.pku.com.   IN    A    216.158.189.169
klxrgphm.hist.pku.com.   IN    A    7.33.97.132
yukgvqif.hist.pku.com.   IN    A    25.77.227.25
pyjmqauo.hist.pku.com.   IN    A    97.168.36.216
