ai.shu.com.	14400	IN	SOA	ns1.ai.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
ai.shu.com.		    IN	NS ns1.ai.shu.com.
eirpaqlw.ai.shu.com.     IN    A    4.40.229.39
xdwyfuli.ai.shu.com.     IN    A    175.160.6.250
umepitgn.ai.shu.com.     IN    A    25.91.160.65
lcghefat.ai.shu.com.     IN    A    232.169.222.92
dmewbjnc.ai.shu.com.     IN    A    211.184.57.180
bhweqstp.ai.shu.com.     IN    A    67.41.65.80
ugxpkswr.ai.shu.com.     IN    A    45.226.170.74
heuajtnk.ai.shu.com.     IN    A    182.120.133.167
exujmfgk.ai.shu.com.     IN    A    226.180.130.131
xrwndutv.ai.shu.com.     IN    A    112.87.74.180
qkyrfeos.ai.shu.com.     IN    A    161.91.25.14
verpwosi.ai.shu.com.     IN    A    48.35.172.118
akywitxh.ai.shu.com.     IN    A    196.36.250.64
fmgondel.ai.shu.com.     IN    A    60.63.18.67
sfgibtny.ai.shu.com.     IN    A    37.9.8.182
arqdhpib.ai.shu.com.     IN    A    74.126.218.175
dvnuaqmc.ai.shu.com.     IN    A    114.22.228.134
prdxytvi.ai.shu.com.     IN    A    28.53.158.225
ixfvbmju.ai.shu.com.     IN    A    170.239.54.216
axwcehgb.ai.shu.com.     IN    A    104.77.95.218
snebckry.ai.shu.com.     IN    A    224.160.233.157
qywuvndt.ai.shu.com.     IN    A    175.242.150.177
noiegjvw.ai.shu.com.     IN    A    83.80.170.115
hmbflayp.ai.shu.com.     IN    A    198.123.130.227
wispuqfo.ai.shu.com.     IN    A    233.48.205.78
vpctnkgo.ai.shu.com.     IN    A    220.196.166.212
qcuyilrt.ai.shu.com.     IN    A    47.106.234.218
gpebmvco.ai.shu.com.     IN    A    226.39.208.197
atmnwrbv.ai.shu.com.     IN    A    0.249.9.200
japvqwnf.ai.shu.com.     IN    A    25.3.225.255
ryvapkbm.ai.shu.com.     IN    A    23.236.90.82
serhqnub.ai.shu.com.     IN    A    143.124.139.30
gyamqvrs.ai.shu.com.     IN    A    56.116.225.107
furxqvht.ai.shu.com.     IN    A    58.7.154.199
ohcrulwd.ai.shu.com.     IN    A    250.169.203.83
yijdulev.ai.shu.com.     IN    A    204.236.58.182
gqfptlsh.ai.shu.com.     IN    A    40.57.151.18
utmnqoye.ai.shu.com.     IN    A    74.51.96.230
fgqynwbc.ai.shu.com.     IN    A    40.245.65.117
jklgrvwf.ai.shu.com.     IN    A    35.158.13.41
csvdfewq.ai.shu.com.     IN    A    172.92.134.217
yqnipdhs.ai.shu.com.     IN    A    215.88.240.150
fbnouekw.ai.shu.com.     IN    A    12.48.130.169
slnmwarx.ai.shu.com.     IN    A    204.77.44.5
wrkxqvdb.ai.shu.com.     IN    A    104.152.192.250
dwrsfiqc.ai.shu.com.     IN    A    0.247.78.92
yluksawh.ai.shu.com.     IN    A    224.100.61.212
wbkfuvom.ai.shu.com.     IN    A    228.85.99.240
tpuirxkj.ai.shu.com.     IN    A    60.19.245.145
hpfmabjo.ai.shu.com.     IN    A    78.44.135.153
vnwjpour.ai.shu.com.     IN    A    42.254.215.139
jukwqxgt.ai.shu.com.     IN    A    79.145.42.188
cmvtdrqg.ai.shu.com.     IN    A    83.2.177.62
ahlsngmd.ai.shu.com.     IN    A    20.244.252.204
yufqexjk.ai.shu.com.     IN    A    37.226.245.236
fyxelhqi.ai.shu.com.     IN    A    28.39.210.165
jcrtgpaq.ai.shu.com.     IN    A    3.11.36.202
iyvxgcqk.ai.shu.com.     IN    A    67.129.133.166
nevtwuqh.ai.shu.com.     IN    A    63.152.26.254
acotfnbs.ai.shu.com.     IN    A    136.199.222.195
bxfhmuag.ai.shu.com.     IN    A    169.204.146.150
qahkpfbr.ai.shu.com.     IN    A    208.136.141.2
dpyrcabj.ai.shu.com.     IN    A    29.36.0.82
dblyiuet.ai.shu.com.     IN    A    68.119.38.76
gpxeaoqr.ai.shu.com.     IN    A    212.194.232.247
nefdtpbh.ai.shu.com.     IN    A    58.195.151.29
psjfacmq.ai.shu.com.     IN    A    65.208.126.200
ywjbcdmh.ai.shu.com.     IN    A    215.183.101.172
xdunjfbv.ai.shu.com.     IN    A    105.88.50.241
qhwkvlai.ai.shu.com.     IN    A    150.15.87.85
opfajdug.ai.shu.com.     IN    A    196.96.6.51
cqniovtf.ai.shu.com.     IN    A    178.153.167.101
fgnokxpt.ai.shu.com.     IN    A    134.198.189.31
vjtoifax.ai.shu.com.     IN    A    47.150.145.144
jogqhfmi.ai.shu.com.     IN    A    249.94.25.172
bdjwcrqg.ai.shu.com.     IN    A    128.155.132.236
untlpabs.ai.shu.com.     IN    A    184.196.14.178
ofpiqltw.ai.shu.com.     IN    A    122.187.13.112
mvdlwyeg.ai.shu.com.     IN    A    133.75.174.160
sqlugapm.ai.shu.com.     IN    A    15.114.195.181
hiodmekw.ai.shu.com.     IN    A    74.15.215.190
codxktrs.ai.shu.com.     IN    A    113.230.115.53
jeyibmxl.ai.shu.com.     IN    A    164.221.102.2
ikuhydwb.ai.shu.com.     IN    A    154.254.221.211
ekpxodbr.ai.shu.com.     IN    A    137.173.191.87
fcxbhpra.ai.shu.com.     IN    A    107.208.150.192
sbemlcud.ai.shu.com.     IN    A    168.138.30.34
nspucmkj.ai.shu.com.     IN    A    76.73.179.147
bfiorluj.ai.shu.com.     IN    A    66.126.138.7
silncyag.ai.shu.com.     IN    A    9.80.91.84
swubgvkf.ai.shu.com.     IN    A    63.245.78.170
iejstxof.ai.shu.com.     IN    A    59.254.176.199
wbitdcoa.ai.shu.com.     IN    A    21.217.28.136
nludekwx.ai.shu.com.     IN    A    162.85.91.5
omlveihk.ai.shu.com.     IN    A    144.79.113.212
dvsefmch.ai.shu.com.     IN    A    85.83.54.208
ynelmiwt.ai.shu.com.     IN    A    104.21.185.23
ndmfhwia.ai.shu.com.     IN    A    50.190.29.177
sfeuvalx.ai.shu.com.     IN    A    196.55.106.150
ahqogbrd.ai.shu.com.     IN    A    21.99.75.254
iqkhdvbn.ai.shu.com.     IN    A    202.133.101.168
bvoukyps.ai.shu.com.     IN    A    143.254.98.242
lqsuwary.ai.shu.com.     IN    A    163.53.39.154
oeuthmkc.ai.shu.com.     IN    A    102.53.44.161
swjtgpek.ai.shu.com.     IN    A    190.102.74.86
rsipjwqv.ai.shu.com.     IN    A    196.217.16.80
ehdvobul.ai.shu.com.     IN    A    165.121.195.93
wamglcfe.ai.shu.com.     IN    A    155.175.213.184
rbfgtxmy.ai.shu.com.     IN    A    4.141.252.54
qxuynlsf.ai.shu.com.     IN    A    207.183.115.52
tqkdlnvh.ai.shu.com.     IN    A    74.150.222.65
ogupaifw.ai.shu.com.     IN    A    201.197.165.250
upaqisxf.ai.shu.com.     IN    A    18.12.13.198
ufjcoxgw.ai.shu.com.     IN    A    46.47.22.213
ycurxnes.ai.shu.com.     IN    A    6.163.130.87
gabcomfk.ai.shu.com.     IN    A    202.183.110.14
paxcgjrn.ai.shu.com.     IN    A    17.35.22.91
qcawhuxv.ai.shu.com.     IN    A    5.25.174.71
ombvrygf.ai.shu.com.     IN    A    141.159.141.70
vwxumoqk.ai.shu.com.     IN    A    254.247.171.118
lwfkgbrd.ai.shu.com.     IN    A    68.178.34.235
wqlfnxea.ai.shu.com.     IN    A    177.96.163.219
njcwvpey.ai.shu.com.     IN    A    33.132.97.192
qaicotuh.ai.shu.com.     IN    A    84.124.215.120
jxiygpoa.ai.shu.com.     IN    A    85.55.116.79
paytvdxr.ai.shu.com.     IN    A    165.138.125.251
wbulfmsc.ai.shu.com.     IN    A    90.0.94.32
oxsdfuiv.ai.shu.com.     IN    A    249.194.147.194
vxeytqog.ai.shu.com.     IN    A    200.128.248.141
hxatnfle.ai.shu.com.     IN    A    232.167.74.87
whxfdgmo.ai.shu.com.     IN    A    191.185.205.143
kauqslvf.ai.shu.com.     IN    A    207.108.200.247
vkfjrmex.ai.shu.com.     IN    A    252.216.49.28
bthmrycg.ai.shu.com.     IN    A    39.35.148.255
ylsudqgh.ai.shu.com.     IN    A    200.132.69.117
oudnjeqr.ai.shu.com.     IN    A    161.37.112.233
dyicoahb.ai.shu.com.     IN    A    185.71.36.15
whnetlgv.ai.shu.com.     IN    A    91.36.148.146
eyvjpolw.ai.shu.com.     IN    A    111.112.130.51
pvomtlcn.ai.shu.com.     IN    A    136.190.53.209
pvnwyuja.ai.shu.com.     IN    A    63.174.34.220
ujcgeaop.ai.shu.com.     IN    A    202.85.54.226
vdjneplo.ai.shu.com.     IN    A    99.179.156.61
qemhxntc.ai.shu.com.     IN    A    104.182.73.212
gyswaeoc.ai.shu.com.     IN    A    180.92.42.145
pbevlyuo.ai.shu.com.     IN    A    60.208.130.27
csrdoahb.ai.shu.com.     IN    A    47.17.137.45
bhqnvuyp.ai.shu.com.     IN    A    254.70.34.165
rvudjytq.ai.shu.com.     IN    A    33.6.47.54
dwspguih.ai.shu.com.     IN    A    55.162.41.57
rwhkxcdl.ai.shu.com.     IN    A    203.200.83.203
sulfiwye.ai.shu.com.     IN    A    236.222.199.0
vbtfwros.ai.shu.com.     IN    A    207.86.255.93
aitlbehs.ai.shu.com.     IN    A    233.132.187.59
weaogxrv.ai.shu.com.     IN    A    12.80.223.215
sljyprmx.ai.shu.com.     IN    A    216.48.200.38
bgeldncj.ai.shu.com.     IN    A    197.219.117.215
uasbqijw.ai.shu.com.     IN    A    78.130.205.65
ishorbuw.ai.shu.com.     IN    A    249.6.120.185
xgodjmph.ai.shu.com.     IN    A    177.82.151.61
tbyfvkcm.ai.shu.com.     IN    A    222.88.225.106
udqaibvl.ai.shu.com.     IN    A    58.187.110.184
oujmhefi.ai.shu.com.     IN    A    49.56.69.184
roealqdp.ai.shu.com.     IN    A    170.245.202.135
fuebcdgx.ai.shu.com.     IN    A    202.219.119.204
jtuhordi.ai.shu.com.     IN    A    92.234.8.128
jlshxora.ai.shu.com.     IN    A    90.104.31.245
kowxbqvl.ai.shu.com.     IN    A    175.40.30.107
dtykcjha.ai.shu.com.     IN    A    60.46.64.22
kaymxedb.ai.shu.com.     IN    A    131.245.241.241
ynoqwexf.ai.shu.com.     IN    A    211.121.130.253
lrsyhxuj.ai.shu.com.     IN    A    37.139.193.50
yrbavifj.ai.shu.com.     IN    A    244.115.133.95
rewicula.ai.shu.com.     IN    A    37.55.1.18
mynvikbg.ai.shu.com.     IN    A    238.8.227.176
emrgaloy.ai.shu.com.     IN    A    171.215.144.44
embkghcs.ai.shu.com.     IN    A    178.138.69.78
nwbjgeov.ai.shu.com.     IN    A    152.96.178.130
enrtaspb.ai.shu.com.     IN    A    24.182.17.196
lqsgdphn.ai.shu.com.     IN    A    124.157.188.254
dlkqryoj.ai.shu.com.     IN    A    216.166.51.100
crytgskj.ai.shu.com.     IN    A    57.186.173.91
xjvtwecq.ai.shu.com.     IN    A    16.220.240.178
gbitrmud.ai.shu.com.     IN    A    158.51.204.112
hnvubidp.ai.shu.com.     IN    A    32.224.236.152
gilvrnse.ai.shu.com.     IN    A    239.87.86.5
mouxrncq.ai.shu.com.     IN    A    51.117.180.40
hlesixam.ai.shu.com.     IN    A    221.96.168.165
iresbyav.ai.shu.com.     IN    A    58.99.82.78
dwbejlau.ai.shu.com.     IN    A    32.239.111.123
ufjtpdsg.ai.shu.com.     IN    A    26.147.168.231
srjenclu.ai.shu.com.     IN    A    37.2.201.29
kexdpbns.ai.shu.com.     IN    A    39.191.228.209
wokrbgjv.ai.shu.com.     IN    A    220.30.66.87
pwldyoti.ai.shu.com.     IN    A    160.140.145.9
wcfhorui.ai.shu.com.     IN    A    114.4.138.235
fixkprhd.ai.shu.com.     IN    A    88.72.181.244
ecbvryfl.ai.shu.com.     IN    A    113.2.190.61
mepchuia.ai.shu.com.     IN    A    231.179.85.184
sduoeqih.ai.shu.com.     IN    A    239.211.202.173
oxkichqd.ai.shu.com.     IN    A    4.18.24.166
rubcsdpm.ai.shu.com.     IN    A    173.251.200.190
cbyownxl.ai.shu.com.     IN    A    120.88.93.43
iqfxtpuh.ai.shu.com.     IN    A    179.213.183.115
urjsnamd.ai.shu.com.     IN    A    151.17.132.199
hjwdkpml.ai.shu.com.     IN    A    151.149.247.42
rneodcyu.ai.shu.com.     IN    A    199.74.8.182
pjaemfhq.ai.shu.com.     IN    A    79.165.150.155
ifumdtcg.ai.shu.com.     IN    A    89.191.137.176
mxahfrtj.ai.shu.com.     IN    A    237.230.21.219
lpsyrqca.ai.shu.com.     IN    A    228.167.197.76
dwpcekom.ai.shu.com.     IN    A    163.61.174.234
bufnqhym.ai.shu.com.     IN    A    6.244.243.121
vwbifhay.ai.shu.com.     IN    A    87.102.62.106
wiendsop.ai.shu.com.     IN    A    30.122.93.42
pxeufysj.ai.shu.com.     IN    A    16.40.90.162
iqtuvgbl.ai.shu.com.     IN    A    72.186.252.118
plrwqxin.ai.shu.com.     IN    A    231.55.52.6
kntqlari.ai.shu.com.     IN    A    10.67.108.128
uhqrwatj.ai.shu.com.     IN    A    227.134.6.102
qosmxbrf.ai.shu.com.     IN    A    191.116.212.197
pywigabx.ai.shu.com.     IN    A    123.197.130.8
pyomqbnr.ai.shu.com.     IN    A    30.220.142.100
ifkeoxuv.ai.shu.com.     IN    A    160.87.134.228
jnospiuw.ai.shu.com.     IN    A    166.169.144.54
pdgcouqk.ai.shu.com.     IN    A    204.248.40.55
elpnbuiv.ai.shu.com.     IN    A    216.161.241.10
txhwqsje.ai.shu.com.     IN    A    17.232.145.39
giteflqr.ai.shu.com.     IN    A    242.111.25.72
amqkdubi.ai.shu.com.     IN    A    211.114.119.12
enitaskh.ai.shu.com.     IN    A    0.21.97.187
mxjnwfti.ai.shu.com.     IN    A    189.31.193.126
dgselbvp.ai.shu.com.     IN    A    47.163.242.181
oilcfmkn.ai.shu.com.     IN    A    101.242.213.185
ucnkysbv.ai.shu.com.     IN    A    46.203.145.120
ukiqmwsa.ai.shu.com.     IN    A    241.248.130.216
mcthlfyb.ai.shu.com.     IN    A    116.245.96.157
dohlvtxe.ai.shu.com.     IN    A    133.55.109.70
rjwhqtuy.ai.shu.com.     IN    A    80.87.156.34
dojpwnbk.ai.shu.com.     IN    A    145.252.126.219
hcjbavyi.ai.shu.com.     IN    A    39.203.191.18
eoxrmvwb.ai.shu.com.     IN    A    249.45.5.201
ebhkstwp.ai.shu.com.     IN    A    96.33.25.86
ehbcsyjl.ai.shu.com.     IN    A    141.70.244.47
synixgom.ai.shu.com.     IN    A    118.138.137.189
sxlupqmr.ai.shu.com.     IN    A    31.166.9.168
xdjcavny.ai.shu.com.     IN    A    94.249.204.58
jknudlmr.ai.shu.com.     IN    A    94.192.27.157
aucobqwh.ai.shu.com.     IN    A    61.163.223.119
ogwcxtpj.ai.shu.com.     IN    A    98.1.91.159
jwfiksdc.ai.shu.com.     IN    A    190.141.57.212
nipvoadt.ai.shu.com.     IN    A    246.215.95.88
plcvregh.ai.shu.com.     IN    A    86.183.250.56
bjpacfqg.ai.shu.com.     IN    A    24.247.245.198
ikhvclwa.ai.shu.com.     IN    A    169.154.251.28
evbtyqkn.ai.shu.com.     IN    A    7.178.94.217
qjebwapc.ai.shu.com.     IN    A    75.125.244.192
lxetqryu.ai.shu.com.     IN    A    114.199.88.211
wfdebhur.ai.shu.com.     IN    A    232.129.186.251
uilqfban.ai.shu.com.     IN    A    149.65.128.46
msylvjwn.ai.shu.com.     IN    A    53.65.144.47
ruvnephs.ai.shu.com.     IN    A    101.128.30.186
agfdxcrt.ai.shu.com.     IN    A    46.158.13.173
nklgdscv.ai.shu.com.     IN    A    151.177.224.131
qsrkamcf.ai.shu.com.     IN    A    215.204.161.221
elxycumj.ai.shu.com.     IN    A    81.188.224.119
pelsbwvh.ai.shu.com.     IN    A    119.4.156.244
rgkwucai.ai.shu.com.     IN    A    15.131.35.146
sgbrcmtl.ai.shu.com.     IN    A    207.195.191.44
vxtamyhb.ai.shu.com.     IN    A    181.112.94.156
jketsnia.ai.shu.com.     IN    A    32.8.87.31
bjmplyci.ai.shu.com.     IN    A    98.93.34.37
mrvewapb.ai.shu.com.     IN    A    92.199.242.226
yqfiutjd.ai.shu.com.     IN    A    192.255.110.247
nhifuljv.ai.shu.com.     IN    A    142.90.210.69
anvchfmp.ai.shu.com.     IN    A    173.69.196.138
xsgpomiw.ai.shu.com.     IN    A    214.99.54.52
onylacsv.ai.shu.com.     IN    A    90.218.84.210
gjrdnukt.ai.shu.com.     IN    A    122.225.76.157
tohyurcb.ai.shu.com.     IN    A    75.173.40.16
dufyhbwe.ai.shu.com.     IN    A    28.247.244.13
hsigqenx.ai.shu.com.     IN    A    232.101.57.103
kxmdwcry.ai.shu.com.     IN    A    67.88.164.230
xlwmrift.ai.shu.com.     IN    A    78.143.108.164
wuvmapbd.ai.shu.com.     IN    A    114.176.224.2
ukoxdnhq.ai.shu.com.     IN    A    249.127.202.55
ivxkcypl.ai.shu.com.     IN    A    39.194.204.21
jsoyilkh.ai.shu.com.     IN    A    158.139.68.89
qxksbduc.ai.shu.com.     IN    A    137.182.132.73
usdxqmnc.ai.shu.com.     IN    A    187.101.135.111
ibgasthu.ai.shu.com.     IN    A    205.184.204.234
scudotrg.ai.shu.com.     IN    A    102.52.106.99
ustbdpoi.ai.shu.com.     IN    A    165.197.173.101
mqyxdgic.ai.shu.com.     IN    A    200.126.79.61
lotukves.ai.shu.com.     IN    A    69.227.31.188
scqjfemr.ai.shu.com.     IN    A    230.13.160.49
cyjkhwpe.ai.shu.com.     IN    A    19.51.195.97
pcsebayr.ai.shu.com.     IN    A    9.20.186.62
sxjplvan.ai.shu.com.     IN    A    204.253.134.37
xeqvgrbp.ai.shu.com.     IN    A    91.57.212.180
pgqijoye.ai.shu.com.     IN    A    237.178.92.80
utmifvbw.ai.shu.com.     IN    A    74.237.213.4
jaevypms.ai.shu.com.     IN    A    214.44.201.128
bfavtlyn.ai.shu.com.     IN    A    244.94.185.192
ufmvcerd.ai.shu.com.     IN    A    101.192.158.154
nuqyhjag.ai.shu.com.     IN    A    64.36.77.79
oqshxafd.ai.shu.com.     IN    A    227.253.239.244
tupvmfli.ai.shu.com.     IN    A    55.24.175.175
xmdbupfn.ai.shu.com.     IN    A    35.202.99.220
gkudstxw.ai.shu.com.     IN    A    206.201.58.146
pfxshvjk.ai.shu.com.     IN    A    86.90.28.7
xwkpiyaf.ai.shu.com.     IN    A    133.31.200.153
wbdgchls.ai.shu.com.     IN    A    115.121.90.111
luyqopbe.ai.shu.com.     IN    A    250.81.165.189
trclyomq.ai.shu.com.     IN    A    25.241.93.180
loqcbjkm.ai.shu.com.     IN    A    88.164.71.203
qmndpgwc.ai.shu.com.     IN    A    229.177.10.137
sfxtnbvk.ai.shu.com.     IN    A    72.204.158.25
rvaxmnep.ai.shu.com.     IN    A    141.210.20.67
ajbihfkc.ai.shu.com.     IN    A    219.243.241.53
pkbfqnwu.ai.shu.com.     IN    A    109.177.175.68
jvkxrmcy.ai.shu.com.     IN    A    31.174.15.217
raxptmoh.ai.shu.com.     IN    A    105.5.199.174
uogkpcew.ai.shu.com.     IN    A    226.109.151.90
mxjgudwk.ai.shu.com.     IN    A    210.31.87.149
nhmqdeja.ai.shu.com.     IN    A    54.96.119.138
efjigcam.ai.shu.com.     IN    A    76.107.17.101
cxyvijta.ai.shu.com.     IN    A    186.79.241.193
fbsawjke.ai.shu.com.     IN    A    240.205.70.50
mislftnc.ai.shu.com.     IN    A    189.46.55.208
qraniokj.ai.shu.com.     IN    A    134.63.248.222
xlebohnr.ai.shu.com.     IN    A    255.81.94.196
aluvfsdk.ai.shu.com.     IN    A    105.233.172.33
chvwtilg.ai.shu.com.     IN    A    108.165.96.125
mpsujqfl.ai.shu.com.     IN    A    238.38.84.228
xcvkltfw.ai.shu.com.     IN    A    167.110.223.190
kavigwdo.ai.shu.com.     IN    A    254.207.100.242
hkwyxnqc.ai.shu.com.     IN    A    71.97.33.100
owptduyb.ai.shu.com.     IN    A    127.183.3.188
djnlkvfa.ai.shu.com.     IN    A    185.148.51.175
qapseunc.ai.shu.com.     IN    A    168.12.41.56
jxsiobkm.ai.shu.com.     IN    A    58.16.147.151
qjxtdcyb.ai.shu.com.     IN    A    68.225.35.18
dtcnales.ai.shu.com.     IN    A    254.37.58.226
gpoktawv.ai.shu.com.     IN    A    193.96.202.254
ldxqosby.ai.shu.com.     IN    A    153.70.160.179
fjbdqlax.ai.shu.com.     IN    A    16.28.100.167
xucvrdtw.ai.shu.com.     IN    A    120.17.19.120
olmxcpqa.ai.shu.com.     IN    A    254.107.127.36
ljpsoftk.ai.shu.com.     IN    A    36.60.97.54
xohjydsq.ai.shu.com.     IN    A    54.12.111.146
yjcdogmw.ai.shu.com.     IN    A    0.171.170.206
fdsgchax.ai.shu.com.     IN    A    4.45.187.0
ydkbvope.ai.shu.com.     IN    A    217.204.211.244
kbaygnwf.ai.shu.com.     IN    A    230.98.86.23
nimksxfe.ai.shu.com.     IN    A    12.251.61.207
qgyhpjak.ai.shu.com.     IN    A    145.23.32.24
qcatfysb.ai.shu.com.     IN    A    62.38.20.136
gjeuwlny.ai.shu.com.     IN    A    4.113.238.57
xcdejnvw.ai.shu.com.     IN    A    61.153.206.174
kxydscjw.ai.shu.com.     IN    A    40.111.94.241
suvbefwp.ai.shu.com.     IN    A    23.22.55.165
dutekivn.ai.shu.com.     IN    A    96.130.33.92
tdjaeowk.ai.shu.com.     IN    A    218.113.212.79
fpyxeiva.ai.shu.com.     IN    A    11.109.77.116
qohemfsp.ai.shu.com.     IN    A    182.120.117.13
txirolad.ai.shu.com.     IN    A    99.223.109.210
yobtwqmi.ai.shu.com.     IN    A    168.128.124.53
rdfohybu.ai.shu.com.     IN    A    212.18.41.10
gjquwvpf.ai.shu.com.     IN    A    19.151.215.22
busxjnic.ai.shu.com.     IN    A    125.250.78.58
guypvtld.ai.shu.com.     IN    A    83.123.54.44
howxjuer.ai.shu.com.     IN    A    119.80.201.136
wevyncrm.ai.shu.com.     IN    A    75.43.0.91
ipnaebyg.ai.shu.com.     IN    A    142.39.109.90
fxdmykoh.ai.shu.com.     IN    A    2.166.109.144
qxdogfrj.ai.shu.com.     IN    A    198.52.162.145
urmcgjld.ai.shu.com.     IN    A    21.33.237.99
kjcrmogi.ai.shu.com.     IN    A    20.206.235.210
uqgsibvo.ai.shu.com.     IN    A    31.31.13.66
hgxqdcfr.ai.shu.com.     IN    A    158.158.7.120
krelmojt.ai.shu.com.     IN    A    57.225.16.52
bsqjunlo.ai.shu.com.     IN    A    15.241.38.86
hxctsqbu.ai.shu.com.     IN    A    222.243.211.152
ealjounc.ai.shu.com.     IN    A    86.80.8.62
lrwibmoe.ai.shu.com.     IN    A    160.196.54.203
yuiaohfe.ai.shu.com.     IN    A    49.124.104.27
jymwktdp.ai.shu.com.     IN    A    95.87.22.160
tqgnulwm.ai.shu.com.     IN    A    200.58.192.7
biytklxj.ai.shu.com.     IN    A    18.63.137.1
inwdvfmx.ai.shu.com.     IN    A    37.5.143.184
kcpwygfr.ai.shu.com.     IN    A    166.94.255.157
erhipnwj.ai.shu.com.     IN    A    39.141.254.226
gqbthwyi.ai.shu.com.     IN    A    52.106.229.45
twmsfrla.ai.shu.com.     IN    A    212.242.120.48
wdsqylpx.ai.shu.com.     IN    A    154.11.148.91
aykcltfr.ai.shu.com.     IN    A    167.159.151.181
csekytvr.ai.shu.com.     IN    A    71.126.51.106
iysdmxra.ai.shu.com.     IN    A    56.171.174.105
jlxpbfsr.ai.shu.com.     IN    A    3.12.228.121
exsuqkpr.ai.shu.com.     IN    A    123.12.234.239
sqrkjfim.ai.shu.com.     IN    A    230.29.28.225
ktyldnri.ai.shu.com.     IN    A    51.235.211.247
wytbkrjg.ai.shu.com.     IN    A    220.221.177.50
jlnmxctu.ai.shu.com.     IN    A    155.239.142.204
cygtbxlo.ai.shu.com.     IN    A    16.76.4.128
bayoetpk.ai.shu.com.     IN    A    154.85.117.184
pibhugde.ai.shu.com.     IN    A    217.199.204.252
tmkgxnai.ai.shu.com.     IN    A    209.171.99.69
uqmnfwch.ai.shu.com.     IN    A    23.126.204.130
jelqyhod.ai.shu.com.     IN    A    120.158.75.157
xqotnfkp.ai.shu.com.     IN    A    198.174.180.216
vsmltynx.ai.shu.com.     IN    A    207.116.82.146
ykphwdel.ai.shu.com.     IN    A    62.78.88.188
gokdlhxj.ai.shu.com.     IN    A    94.149.89.141
pfgsniaq.ai.shu.com.     IN    A    249.177.51.165
gharpoxf.ai.shu.com.     IN    A    46.106.176.133
tlxuwfpk.ai.shu.com.     IN    A    36.198.215.252
wpolvrks.ai.shu.com.     IN    A    125.227.8.62
imlprbgu.ai.shu.com.     IN    A    3.41.131.119
bcwqkidy.ai.shu.com.     IN    A    173.207.42.0
ktcygifm.ai.shu.com.     IN    A    18.65.131.129
uksqxhdm.ai.shu.com.     IN    A    46.36.88.4
ahfjvryu.ai.shu.com.     IN    A    21.234.244.78
