; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR whu.com. @ns2.whu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
whu.com.			      14400 IN NS	ns1.whu.com.
ns1.whu.com.			      14400 IN A	10.166.21.13

www.whu.com.		      14400 IN NS	ns1.www.whu.com.
ns1.www.whu.com.		      14400 IN A		10.166.21.14

pharm.whu.com.		      14400 IN NS	ns1.pharm.whu.com.
ns1.pharm.whu.com.		      14400 IN A		10.166.21.15

hyxt.whu.com.		      14400 IN NS	ns1.hyxt.whu.com.
ns1.hyxt.whu.com.		      14400 IN A		10.166.21.12

whu.com.			      14400 IN MX	10 hyxttp.whu.edu.
whu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
oknqpleg.whu.com.        IN    A    26.33.217.197
binfmrad.whu.com.        IN    A    141.254.169.64
crjolnsw.whu.com.        IN    A    100.115.10.235
cuopdgjn.whu.com.        IN    A    35.91.241.107
xjmvobwc.whu.com.        IN    A    176.118.140.96
nigwqxkb.whu.com.        IN    A    11.110.166.157
drlgpebq.whu.com.        IN    A    122.16.93.101
csjkmtiw.whu.com.        IN    A    33.0.253.177
fikxacgt.whu.com.        IN    A    164.29.34.115
gjeyhcvs.whu.com.        IN    A    53.54.108.188
tkelnqwu.whu.com.        IN    A    28.179.123.118
xhvjewbc.whu.com.        IN    A    24.194.215.74
btlcouvh.whu.com.        IN    A    58.43.170.109
vnwihjtm.whu.com.        IN    A    194.128.164.189
aeqjyukl.whu.com.        IN    A    102.105.49.126
mdeslbox.whu.com.        IN    A    6.134.7.222
fobujtyi.whu.com.        IN    A    54.43.224.150
cxfisobh.whu.com.        IN    A    29.85.139.157
hmqvcjpx.whu.com.        IN    A    102.7.50.243
seogwjvn.whu.com.        IN    A    80.145.113.251
diqfjlvk.whu.com.        IN    A    168.234.229.2
xawnmpkf.whu.com.        IN    A    85.163.111.134
wmrgyxht.whu.com.        IN    A    118.35.21.152
dojcwsfa.whu.com.        IN    A    214.101.151.122
esiqfwln.whu.com.        IN    A    72.114.130.145
ikwserlh.whu.com.        IN    A    56.55.96.138
xqilgfuo.whu.com.        IN    A    63.140.64.220
agdcyeju.whu.com.        IN    A    115.21.157.139
vhjynmfp.whu.com.        IN    A    107.252.233.203
clpheadj.whu.com.        IN    A    19.221.95.70
jdbrlacm.whu.com.        IN    A    129.19.70.243
qbnjfrwa.whu.com.        IN    A    96.134.225.235
klmhwnyt.whu.com.        IN    A    222.94.215.239
gropqndb.whu.com.        IN    A    191.119.153.63
qcbduefk.whu.com.        IN    A    146.170.31.3
xygbhjre.whu.com.        IN    A    250.190.194.182
oqgdcytj.whu.com.        IN    A    234.186.56.122
lxevhabs.whu.com.        IN    A    228.37.219.25
kjbxocud.whu.com.        IN    A    145.173.165.174
eudgbwvh.whu.com.        IN    A    62.252.147.199
ndlrhfvc.whu.com.        IN    A    56.254.235.231
ibusrvym.whu.com.        IN    A    64.75.159.160
ygqmabjl.whu.com.        IN    A    247.252.115.114
cqyouxfl.whu.com.        IN    A    209.57.46.5
lyvcukwm.whu.com.        IN    A    100.220.50.141
qrjbgnpo.whu.com.        IN    A    133.27.13.215
crnwyuqs.whu.com.        IN    A    30.21.224.141
skdcqeho.whu.com.        IN    A    55.222.215.66
pbtamwnc.whu.com.        IN    A    62.83.15.170
ftseoupr.whu.com.        IN    A    51.45.243.182
jtcqvgmd.whu.com.        IN    A    234.138.192.227
dprwyoms.whu.com.        IN    A    9.179.174.141
rgwypnxv.whu.com.        IN    A    89.111.147.251
lhouyvqs.whu.com.        IN    A    155.107.247.65
stcdhwun.whu.com.        IN    A    43.137.85.106
lnksqjer.whu.com.        IN    A    39.198.103.184
aovmhbur.whu.com.        IN    A    174.130.47.196
gthsawyo.whu.com.        IN    A    66.107.149.247
spjhrnua.whu.com.        IN    A    166.120.100.196
ivukbsxp.whu.com.        IN    A    233.130.220.78
eajgihnf.whu.com.        IN    A    159.85.111.108
ejgmnpyi.whu.com.        IN    A    225.140.191.218
jivegnbl.whu.com.        IN    A    190.75.220.181
hgdbauyl.whu.com.        IN    A    127.178.138.188
pbjewnaq.whu.com.        IN    A    107.146.75.228
buhflvan.whu.com.        IN    A    247.35.24.221
hdwkfvnx.whu.com.        IN    A    203.152.205.1
eywliutk.whu.com.        IN    A    108.29.197.235
baxrusmw.whu.com.        IN    A    162.232.135.95
xfeotdnl.whu.com.        IN    A    53.59.63.29
krnwqltd.whu.com.        IN    A    58.29.196.66
kjtviepl.whu.com.        IN    A    64.98.38.208
fpaotidk.whu.com.        IN    A    16.194.89.20
gtioklup.whu.com.        IN    A    135.121.232.27
yescmtih.whu.com.        IN    A    243.56.128.238
bnvkeyxu.whu.com.        IN    A    8.230.69.221
sevcfyka.whu.com.        IN    A    242.123.44.221
cosqhgpf.whu.com.        IN    A    157.161.240.219
wcknraxl.whu.com.        IN    A    102.58.98.241
gybrlsnu.whu.com.        IN    A    133.164.76.20
rnfwbvke.whu.com.        IN    A    238.24.249.163
cneouftv.whu.com.        IN    A    27.60.173.209
cegbjvms.whu.com.        IN    A    147.42.134.246
yxvbnaps.whu.com.        IN    A    115.41.150.31
sjpnxbit.whu.com.        IN    A    214.142.253.165
iybemulo.whu.com.        IN    A    84.27.205.57
oqryjanv.whu.com.        IN    A    243.187.53.164
gcpbjmrs.whu.com.        IN    A    244.67.146.192
qmfpwacl.whu.com.        IN    A    83.3.108.38
goevksdb.whu.com.        IN    A    126.33.241.79
nmraqdok.whu.com.        IN    A    117.146.82.53
boqwcplj.whu.com.        IN    A    211.148.97.169
dknmgjxf.whu.com.        IN    A    47.88.88.205
oqpbwnfk.whu.com.        IN    A    228.158.127.56
twfhyecl.whu.com.        IN    A    34.244.134.214
cibpyjuq.whu.com.        IN    A    165.140.249.241
ivmpesnu.whu.com.        IN    A    226.195.1.74
hjcqpesx.whu.com.        IN    A    91.64.141.247
bglpaoey.whu.com.        IN    A    4.214.229.196
aunbfylm.whu.com.        IN    A    160.50.196.19
huqwpgsc.whu.com.        IN    A    74.243.209.85
csqpjekb.whu.com.        IN    A    194.179.206.233
xbfruqcy.whu.com.        IN    A    24.106.147.250
qrlefywv.whu.com.        IN    A    155.25.104.206
hfyiukgq.whu.com.        IN    A    103.186.121.5
dkmhnvfu.whu.com.        IN    A    124.32.163.74
fjyatpdn.whu.com.        IN    A    179.71.185.171
rwqnkpiy.whu.com.        IN    A    209.47.92.189
rcgmojat.whu.com.        IN    A    65.105.123.225
qmwvnyrs.whu.com.        IN    A    107.188.115.66
gmycqubs.whu.com.        IN    A    251.241.117.168
qbfjhmgl.whu.com.        IN    A    223.40.185.94
votydlcu.whu.com.        IN    A    2.97.166.17
mdwtckbp.whu.com.        IN    A    45.140.94.119
iwphevtx.whu.com.        IN    A    65.35.194.179
gibwqhdj.whu.com.        IN    A    183.118.229.137
rlyaxisf.whu.com.        IN    A    91.21.72.156
jpfksctq.whu.com.        IN    A    178.98.128.156
bcjvkoip.whu.com.        IN    A    125.37.40.95
akuwtndf.whu.com.        IN    A    150.199.78.84
wvnbltmo.whu.com.        IN    A    246.152.109.236
guaeotqk.whu.com.        IN    A    228.169.190.78
xshpjeti.whu.com.        IN    A    88.65.90.43
bepruyjn.whu.com.        IN    A    244.235.160.247
lpcrmxei.whu.com.        IN    A    5.244.138.206
cmgeqsyo.whu.com.        IN    A    28.156.72.108
lmjpvaht.whu.com.        IN    A    37.9.77.231
rkbcmjhp.whu.com.        IN    A    5.239.197.71
fahpvmcl.whu.com.        IN    A    122.28.218.36
mfjodxqi.whu.com.        IN    A    5.197.107.53
biekhqxj.whu.com.        IN    A    243.232.130.100
xdcjvnmu.whu.com.        IN    A    74.27.154.39
dlnghetx.whu.com.        IN    A    201.127.158.130
jiurdvks.whu.com.        IN    A    168.197.38.135
mgeaucky.whu.com.        IN    A    7.247.64.186
cigdlvmq.whu.com.        IN    A    133.73.13.92
dfjtkrch.whu.com.        IN    A    249.0.97.162
dxfhwbne.whu.com.        IN    A    210.203.79.113
ukoxpaby.whu.com.        IN    A    65.182.191.168
kuhopjld.whu.com.        IN    A    194.104.162.182
bsfxmpeu.whu.com.        IN    A    253.234.57.192
rduvncme.whu.com.        IN    A    2.17.153.204
dryqvwto.whu.com.        IN    A    61.230.220.221
kasdilpx.whu.com.        IN    A    83.207.223.172
chbrnvwe.whu.com.        IN    A    49.88.45.168
xfqbesjh.whu.com.        IN    A    172.252.217.181
lyopefdq.whu.com.        IN    A    71.57.207.67
pjavobkf.whu.com.        IN    A    205.145.48.230
yqfojcir.whu.com.        IN    A    247.117.238.78
opwyncul.whu.com.        IN    A    123.100.48.234
kwjvgodx.whu.com.        IN    A    239.162.230.147
dhcrlpfs.whu.com.        IN    A    1.141.94.14
kiajmwtc.whu.com.        IN    A    89.10.191.148
cqswbtrn.whu.com.        IN    A    49.5.3.140
edfacbxt.whu.com.        IN    A    199.42.51.62
yjkihnlt.whu.com.        IN    A    209.218.24.118
shwctbkn.whu.com.        IN    A    214.84.20.99
nhuaryxv.whu.com.        IN    A    152.2.253.9
avqroign.whu.com.        IN    A    147.86.214.237
jqfxkbvm.whu.com.        IN    A    114.236.117.142
tcoalbsw.whu.com.        IN    A    133.249.6.123
nbyhkdvp.whu.com.        IN    A    35.255.121.50
cwxjaift.whu.com.        IN    A    236.253.106.161
glveifus.whu.com.        IN    A    100.142.118.12
mrwlncyg.whu.com.        IN    A    50.181.48.96
vegowntj.whu.com.        IN    A    124.153.42.114
mvdhqkrt.whu.com.        IN    A    81.88.48.63
uvbgfoxj.whu.com.        IN    A    32.38.245.81
wslajtob.whu.com.        IN    A    29.68.58.90
tqmuavxw.whu.com.        IN    A    54.29.39.53
albkovyw.whu.com.        IN    A    45.164.176.121
fgxwvoju.whu.com.        IN    A    130.25.163.179
kwuvlnyb.whu.com.        IN    A    154.94.3.230
chjkaqvy.whu.com.        IN    A    76.20.200.174
awcnysbr.whu.com.        IN    A    172.177.158.117
eafqstyd.whu.com.        IN    A    71.243.14.93
lajqgrke.whu.com.        IN    A    93.253.36.245
mrgkyltp.whu.com.        IN    A    205.137.191.112
ajldprtq.whu.com.        IN    A    1.39.153.81
rlqcwbyn.whu.com.        IN    A    179.213.120.38
stxbrluq.whu.com.        IN    A    126.221.203.224
atusjbfx.whu.com.        IN    A    10.68.15.30
nblrjdos.whu.com.        IN    A    246.118.104.227
asyvqhci.whu.com.        IN    A    69.29.118.13
wsbjenpq.whu.com.        IN    A    62.131.17.155
cpisdguk.whu.com.        IN    A    160.18.155.57
witcpgdh.whu.com.        IN    A    172.220.99.121
hmucpiay.whu.com.        IN    A    106.22.165.111
vabilend.whu.com.        IN    A    55.131.107.176
vefhsytd.whu.com.        IN    A    157.225.245.99
ldbjrwva.whu.com.        IN    A    137.165.66.184
efojusgc.whu.com.        IN    A    169.78.64.225
vmjaoypc.whu.com.        IN    A    134.127.177.129
qwrjhusp.whu.com.        IN    A    222.254.195.124
cfgsrwyk.whu.com.        IN    A    253.167.241.188
jngaqmoi.whu.com.        IN    A    131.68.197.8
fcpahuqb.whu.com.        IN    A    252.129.108.199
xbliohsg.whu.com.        IN    A    214.13.162.60
xshyeqtg.whu.com.        IN    A    113.50.172.212
vtcskflw.whu.com.        IN    A    101.12.179.207
mgclxjnr.whu.com.        IN    A    178.40.56.95
olgpyjka.whu.com.        IN    A    81.228.95.36
tfpyxqkw.whu.com.        IN    A    30.181.81.251
rjswhxoi.whu.com.        IN    A    68.30.66.59
nlamdxur.whu.com.        IN    A    148.200.36.7
bgroxkcs.whu.com.        IN    A    114.204.116.92
nikwugmq.whu.com.        IN    A    238.185.254.178
adocvtns.whu.com.        IN    A    139.80.82.101
mnhjwfpl.whu.com.        IN    A    73.175.46.225
jcsdfqpt.whu.com.        IN    A    159.118.9.96
nvjfidxq.whu.com.        IN    A    21.36.66.13
vjgtboln.whu.com.        IN    A    249.77.192.2
nsqthfed.whu.com.        IN    A    183.247.50.98
dnoemafu.whu.com.        IN    A    229.224.58.1
okmjxlpd.whu.com.        IN    A    43.213.117.225
hxfrncsy.whu.com.        IN    A    52.35.90.116
tbsxmvgp.whu.com.        IN    A    145.59.220.35
foklaqrm.whu.com.        IN    A    250.54.38.47
fleqwskp.whu.com.        IN    A    16.118.220.39
ejgvkxoa.whu.com.        IN    A    82.56.55.170
eylqpsiu.whu.com.        IN    A    188.8.1.27
hqlejrvb.whu.com.        IN    A    159.188.228.110
npfydjvg.whu.com.        IN    A    29.107.238.177
tpdijkxv.whu.com.        IN    A    150.210.51.36
tlhfwrsu.whu.com.        IN    A    48.78.109.24
icstfjlg.whu.com.        IN    A    98.149.17.122
nvdqmokg.whu.com.        IN    A    21.122.89.67
kcjuvprg.whu.com.        IN    A    92.110.52.116
vpqkehnr.whu.com.        IN    A    157.174.174.229
qvlocwkp.whu.com.        IN    A    18.254.25.15
ihemuprd.whu.com.        IN    A    155.228.208.121
lefjonwy.whu.com.        IN    A    155.193.223.49
ylkutmve.whu.com.        IN    A    246.1.75.158
xqaftmjh.whu.com.        IN    A    118.47.125.137
rhycbmon.whu.com.        IN    A    19.172.235.218
pembiasg.whu.com.        IN    A    206.196.21.162
pitkgjel.whu.com.        IN    A    120.37.236.164
wfpmjstk.whu.com.        IN    A    85.213.202.15
ocfmwhvx.whu.com.        IN    A    65.143.115.24
wrylpedb.whu.com.        IN    A    67.22.231.74
qrcknvly.whu.com.        IN    A    73.93.130.124
bfarpdlm.whu.com.        IN    A    81.105.233.11
bjvlgxsi.whu.com.        IN    A    201.153.7.144
myfbtdgx.whu.com.        IN    A    216.181.180.200
nuiqcrfh.whu.com.        IN    A    45.236.220.248
kxionbgy.whu.com.        IN    A    104.4.142.124
clfyvpjs.whu.com.        IN    A    43.184.153.206
uwbtyxqv.whu.com.        IN    A    40.229.76.134
koqduyih.whu.com.        IN    A    121.170.147.48
ofqakxbj.whu.com.        IN    A    79.85.114.121
yiotqung.whu.com.        IN    A    210.227.247.229
ihvsoxcr.whu.com.        IN    A    63.24.105.56
hvjiqgfe.whu.com.        IN    A    125.153.106.15
bytwafnd.whu.com.        IN    A    142.232.180.17
wpeqarxs.whu.com.        IN    A    24.162.252.217
mthcnkoa.whu.com.        IN    A    156.3.83.111
khubtgrs.whu.com.        IN    A    98.87.119.171
bxstglew.whu.com.        IN    A    100.182.238.87
vabtmpkw.whu.com.        IN    A    114.172.49.28
ubnfeyom.whu.com.        IN    A    162.133.197.162
yteowfpb.whu.com.        IN    A    217.208.189.120
wmlvuntd.whu.com.        IN    A    65.210.46.173
bsjraipt.whu.com.        IN    A    156.86.116.99
lihxtcen.whu.com.        IN    A    230.101.13.213
uafhxcpm.whu.com.        IN    A    27.230.214.205
umfvywqt.whu.com.        IN    A    44.188.138.194
huiwpjsm.whu.com.        IN    A    200.198.244.159
hejlvgut.whu.com.        IN    A    186.202.156.104
hiwlvkut.whu.com.        IN    A    195.123.162.161
wqfcbdts.whu.com.        IN    A    201.129.160.185
qawopchj.whu.com.        IN    A    108.129.66.226
lkdyxfsi.whu.com.        IN    A    20.147.221.232
ruaqhvpt.whu.com.        IN    A    18.133.46.174
ldvtcnbq.whu.com.        IN    A    19.224.92.239
jsmqbgvr.whu.com.        IN    A    87.246.62.124
wyelhbsd.whu.com.        IN    A    135.68.98.26
dnsegolv.whu.com.        IN    A    97.29.139.208
sotjvcmi.whu.com.        IN    A    74.62.129.151
shyfadlr.whu.com.        IN    A    73.40.62.205
lkyejhvq.whu.com.        IN    A    16.187.99.241
ldhrwiqg.whu.com.        IN    A    203.235.0.39
fwdbhaxu.whu.com.        IN    A    63.226.141.176
fvtupoba.whu.com.        IN    A    106.218.93.196
lvbhyumr.whu.com.        IN    A    139.151.37.211
sfvnythg.whu.com.        IN    A    144.93.63.239
trehobli.whu.com.        IN    A    68.24.181.13
splicwyj.whu.com.        IN    A    235.197.166.38
jslytkxp.whu.com.        IN    A    126.155.33.26
djcinbwa.whu.com.        IN    A    22.29.45.144
wdcougft.whu.com.        IN    A    211.197.210.146
cihrxyup.whu.com.        IN    A    58.228.42.29
rxnidetf.whu.com.        IN    A    131.55.48.227
ecmnvbfw.whu.com.        IN    A    184.179.7.5
aeqjnpyx.whu.com.        IN    A    96.105.17.20
qtdmevpw.whu.com.        IN    A    254.132.38.101
lhquewyo.whu.com.        IN    A    131.71.87.185
wufnloxj.whu.com.        IN    A    32.222.106.190
flcwhved.whu.com.        IN    A    69.107.6.78
vyewbpgk.whu.com.        IN    A    207.147.135.156
ujotfybn.whu.com.        IN    A    89.95.167.4
ctkbiflx.whu.com.        IN    A    136.95.89.218
cesvfiry.whu.com.        IN    A    176.135.212.85
gbdvkxjs.whu.com.        IN    A    4.183.105.99
vkwrispg.whu.com.        IN    A    2.209.218.223
udkjvlbc.whu.com.        IN    A    233.207.50.3
ksrqedcv.whu.com.        IN    A    249.169.234.37
axgctkqb.whu.com.        IN    A    218.121.30.138
mnbgyefk.whu.com.        IN    A    55.19.185.136
usdhjmbt.whu.com.        IN    A    103.205.227.145
oayimecf.whu.com.        IN    A    150.9.60.197
pgcvixkf.whu.com.        IN    A    7.123.255.252
fegpyiuk.whu.com.        IN    A    227.191.50.48
valibrey.whu.com.        IN    A    222.243.117.21
cmuthxvr.whu.com.        IN    A    204.75.139.180
hoqwgcuy.whu.com.        IN    A    9.111.73.135
fnaocvyp.whu.com.        IN    A    59.119.188.52
peybucjt.whu.com.        IN    A    87.182.145.5
mplnqdui.whu.com.        IN    A    199.9.243.230
gebaixrn.whu.com.        IN    A    84.49.18.180
rdvfuexc.whu.com.        IN    A    26.253.70.2
pmyobhwi.whu.com.        IN    A    221.238.179.44
umarphdi.whu.com.        IN    A    13.20.186.228
ctdslxvg.whu.com.        IN    A    133.127.59.11
ouvrekfi.whu.com.        IN    A    214.75.1.190
qxcbiadf.whu.com.        IN    A    210.3.228.203
cuepxmig.whu.com.        IN    A    93.48.228.137
gsdkfetb.whu.com.        IN    A    92.128.167.203
gtwdvhma.whu.com.        IN    A    23.188.205.99
fcutdnmw.whu.com.        IN    A    173.57.13.87
bnfktyhd.whu.com.        IN    A    123.71.234.165
swtmauxc.whu.com.        IN    A    25.114.77.185
alhnvewp.whu.com.        IN    A    133.9.18.102
niechuol.whu.com.        IN    A    155.119.59.38
cgqmbsul.whu.com.        IN    A    155.33.170.158
fqpxeraw.whu.com.        IN    A    16.139.55.247
mvhyrcpd.whu.com.        IN    A    120.205.13.186
talpdomx.whu.com.        IN    A    200.79.52.170
enordijv.whu.com.        IN    A    88.165.170.98
vtlwbexd.whu.com.        IN    A    246.35.78.249
gbedsrno.whu.com.        IN    A    160.202.193.62
elwcrgto.whu.com.        IN    A    28.187.252.102
vrqbwfgn.whu.com.        IN    A    24.185.100.205
yxpfrdqe.whu.com.        IN    A    184.225.253.24
yjeirqkt.whu.com.        IN    A    74.23.0.30
sqfxiype.whu.com.        IN    A    47.23.98.33
hxakswtv.whu.com.        IN    A    107.82.103.170
jcixokna.whu.com.        IN    A    14.149.56.154
jehquylx.whu.com.        IN    A    10.77.123.236
xumaqrlg.whu.com.        IN    A    196.4.40.253
vfjmtbou.whu.com.        IN    A    32.107.202.205
prbmkilx.whu.com.        IN    A    221.190.166.176
knolcqas.whu.com.        IN    A    66.46.182.189
xdnjmpca.whu.com.        IN    A    0.186.210.178
thcfnser.whu.com.        IN    A    196.222.218.30
kqatonds.whu.com.        IN    A    87.234.128.157
nrqamitb.whu.com.        IN    A    106.28.137.91
uelknqpr.whu.com.        IN    A    72.120.190.18
mvnhqljx.whu.com.        IN    A    74.113.225.50
ydefiqxg.whu.com.        IN    A    62.52.65.25
qtlbfsir.whu.com.        IN    A    0.119.152.132
jwardpno.whu.com.        IN    A    229.182.197.129
jdhtaxlf.whu.com.        IN    A    248.89.17.244
cjvoitbg.whu.com.        IN    A    33.178.113.181
xlmodqpj.whu.com.        IN    A    42.172.2.199
dmpicart.whu.com.        IN    A    38.35.18.55
nkjrcuoi.whu.com.        IN    A    106.182.54.160
mivldyrs.whu.com.        IN    A    211.162.156.157
dqyeavsf.whu.com.        IN    A    209.126.113.242
frtbiqyj.whu.com.        IN    A    219.107.168.146
ycuglpor.whu.com.        IN    A    190.15.17.32
gfmxuyre.whu.com.        IN    A    107.134.152.114
ubavwnpd.whu.com.        IN    A    195.217.131.123
terxcnko.whu.com.        IN    A    219.138.98.88
pqjntvrl.whu.com.        IN    A    125.125.9.23
civnaysr.whu.com.        IN    A    252.41.51.74
gljayomb.whu.com.        IN    A    88.225.224.68
nxqrstof.whu.com.        IN    A    73.33.67.212
xqshcbag.whu.com.        IN    A    180.128.9.117
xkabnfwj.whu.com.        IN    A    161.239.83.99
hnfbixpa.whu.com.        IN    A    229.171.98.188
sxjewlid.whu.com.        IN    A    32.155.175.14
qvokirfb.whu.com.        IN    A    216.5.7.203
