; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR nju.com. @ns2.nju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
nju.com.			      14400 IN NS	ns1.nju.com.
ns1.nju.com.			      14400 IN A	10.166.21.14

www.nju.com.		      14400 IN NS	ns1.www.nju.com.
ns1.www.nju.com.		      14400 IN A		10.166.21.15

software.nju.com.		      14400 IN NS	ns1.software.nju.com.
ns1.software.nju.com.		      14400 IN A		10.166.21.12

law.nju.com.		      14400 IN NS	ns1.law.nju.com.
ns1.law.nju.com.		      14400 IN A		10.166.21.13

nju.com.			      14400 IN MX	10 lawtp.nju.edu.
nju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
jqgxlydo.nju.com.        IN    A    142.124.46.227
nisxerkc.nju.com.        IN    A    146.212.130.141
bqtcoany.nju.com.        IN    A    155.20.240.55
itdxwqba.nju.com.        IN    A    211.144.176.111
gvntfkqd.nju.com.        IN    A    106.27.248.174
kxmwbriy.nju.com.        IN    A    22.172.44.219
psixdgva.nju.com.        IN    A    45.168.50.242
tuybgphj.nju.com.        IN    A    200.105.88.122
qfbkyeon.nju.com.        IN    A    171.66.76.90
abwlkrxm.nju.com.        IN    A    88.176.130.203
mqreihck.nju.com.        IN    A    181.151.61.210
bkewylpj.nju.com.        IN    A    215.240.33.162
ptujnexd.nju.com.        IN    A    201.145.187.255
csvnedtg.nju.com.        IN    A    143.190.253.243
sxqtuieg.nju.com.        IN    A    43.77.160.204
sbvqgdjf.nju.com.        IN    A    196.106.144.104
jspctekr.nju.com.        IN    A    111.71.29.173
iguketsp.nju.com.        IN    A    126.166.52.76
cevbjwmf.nju.com.        IN    A    143.6.154.220
vryidgaq.nju.com.        IN    A    41.113.117.36
qljwiecu.nju.com.        IN    A    210.175.59.149
clujthqx.nju.com.        IN    A    110.136.136.141
hvketqmu.nju.com.        IN    A    219.126.252.68
cgqexnoj.nju.com.        IN    A    167.117.36.43
lgnxvioj.nju.com.        IN    A    126.19.81.175
travojwe.nju.com.        IN    A    142.110.23.209
ylufegni.nju.com.        IN    A    105.227.105.116
egtomdrw.nju.com.        IN    A    11.206.190.96
drbpwylx.nju.com.        IN    A    119.84.229.90
odeiuyxl.nju.com.        IN    A    174.156.205.237
droihqyl.nju.com.        IN    A    55.7.78.151
nqfhgxvo.nju.com.        IN    A    233.243.158.244
whsnxblc.nju.com.        IN    A    184.169.5.178
itxpufbe.nju.com.        IN    A    205.21.109.0
smoifhyj.nju.com.        IN    A    165.196.176.252
estbhjig.nju.com.        IN    A    12.39.70.209
ukfphceg.nju.com.        IN    A    112.220.81.103
pqkcwnfg.nju.com.        IN    A    137.77.231.72
qvonylds.nju.com.        IN    A    52.236.45.120
jimdpfsl.nju.com.        IN    A    86.120.162.14
murotskp.nju.com.        IN    A    120.163.8.201
rqwxhpns.nju.com.        IN    A    237.65.214.216
ldxbwmfk.nju.com.        IN    A    129.244.13.219
gkcnpryt.nju.com.        IN    A    172.242.76.181
aywurhdl.nju.com.        IN    A    88.93.87.6
ynlqokjw.nju.com.        IN    A    93.194.160.152
skguwtld.nju.com.        IN    A    96.120.241.188
artvypsh.nju.com.        IN    A    111.142.197.90
ompyvhuc.nju.com.        IN    A    38.141.149.89
ixqhnvgk.nju.com.        IN    A    120.58.46.89
dfqwcnlv.nju.com.        IN    A    166.195.71.164
ukgsojbc.nju.com.        IN    A    57.155.122.61
lajdhiek.nju.com.        IN    A    63.59.200.114
mswkoyvf.nju.com.        IN    A    123.166.162.84
spxruwvh.nju.com.        IN    A    48.235.42.143
qwesnmuk.nju.com.        IN    A    202.68.240.51
kibcthja.nju.com.        IN    A    96.232.168.9
iwgqcpld.nju.com.        IN    A    206.172.52.70
jokrgdeu.nju.com.        IN    A    187.57.184.29
yagwjoui.nju.com.        IN    A    56.157.229.141
dtbagfve.nju.com.        IN    A    116.125.242.76
udlgcokm.nju.com.        IN    A    31.87.200.37
lwmhfxuc.nju.com.        IN    A    244.131.246.110
eiqxjtsw.nju.com.        IN    A    216.71.228.225
lmjxfoey.nju.com.        IN    A    96.21.92.133
xvewlduf.nju.com.        IN    A    159.111.196.154
tyvodhqn.nju.com.        IN    A    25.134.98.35
ktugmpjc.nju.com.        IN    A    97.190.178.93
sxiqtneb.nju.com.        IN    A    21.230.160.110
vpglhrax.nju.com.        IN    A    251.14.157.181
fnjeqmav.nju.com.        IN    A    242.220.176.98
ufrvmwas.nju.com.        IN    A    208.193.66.157
djofymtn.nju.com.        IN    A    27.163.37.186
hjrlcnve.nju.com.        IN    A    210.206.98.27
dricavue.nju.com.        IN    A    24.194.253.57
htnpdurc.nju.com.        IN    A    38.108.20.175
cgufdaqe.nju.com.        IN    A    73.10.187.45
vhqgjuay.nju.com.        IN    A    217.130.66.242
orvtajeg.nju.com.        IN    A    185.255.79.238
ygkftbho.nju.com.        IN    A    136.143.132.7
nvedxgyh.nju.com.        IN    A    50.40.63.250
plvfsdki.nju.com.        IN    A    147.238.79.68
nhkrgapo.nju.com.        IN    A    133.13.112.107
jcwlteim.nju.com.        IN    A    192.140.166.83
ibgjrnpl.nju.com.        IN    A    112.220.113.225
kmletsax.nju.com.        IN    A    17.215.132.222
mgqfoblr.nju.com.        IN    A    169.149.243.5
ghlmusna.nju.com.        IN    A    234.87.31.183
jxyafecw.nju.com.        IN    A    94.185.171.53
oavcklde.nju.com.        IN    A    134.178.120.163
cyfinvts.nju.com.        IN    A    58.184.209.160
ngqjthdv.nju.com.        IN    A    233.74.114.59
teaumyxq.nju.com.        IN    A    110.63.209.118
ewbrgmav.nju.com.        IN    A    32.40.52.78
bsowlqun.nju.com.        IN    A    145.62.208.98
jcghlvda.nju.com.        IN    A    120.203.140.86
cxpignfv.nju.com.        IN    A    75.154.14.173
faljvcbm.nju.com.        IN    A    106.103.126.242
ciworqvt.nju.com.        IN    A    253.24.190.26
unghactv.nju.com.        IN    A    119.161.249.100
akhbnctd.nju.com.        IN    A    1.71.73.207
unqprist.nju.com.        IN    A    22.55.222.216
mxasitgo.nju.com.        IN    A    155.228.102.64
mlpdaqke.nju.com.        IN    A    100.148.119.210
dbymxanc.nju.com.        IN    A    126.79.173.161
hglaioru.nju.com.        IN    A    198.214.174.68
ktwmxpau.nju.com.        IN    A    162.17.85.55
temqfhyk.nju.com.        IN    A    77.198.43.178
ngbujmdi.nju.com.        IN    A    142.34.139.194
voyubhmg.nju.com.        IN    A    83.30.196.201
qjhuritn.nju.com.        IN    A    206.13.233.56
xmfvcsnd.nju.com.        IN    A    200.94.106.128
itsohbgf.nju.com.        IN    A    187.238.152.206
ofdlpnrq.nju.com.        IN    A    84.34.124.91
msypuedh.nju.com.        IN    A    141.83.64.211
hsonpxmk.nju.com.        IN    A    105.196.208.70
lnkmcujt.nju.com.        IN    A    8.49.147.175
yewvxitb.nju.com.        IN    A    144.32.192.204
gsfviryk.nju.com.        IN    A    233.215.175.122
whosituc.nju.com.        IN    A    155.198.81.54
rinvtebg.nju.com.        IN    A    115.142.165.56
khcnvlyb.nju.com.        IN    A    43.62.143.246
mgdbuyav.nju.com.        IN    A    28.137.21.145
pjskriab.nju.com.        IN    A    172.79.98.122
bwcamlpt.nju.com.        IN    A    36.247.81.51
fxduvcqj.nju.com.        IN    A    47.43.216.247
jrskamte.nju.com.        IN    A    186.109.220.254
oefyqlsx.nju.com.        IN    A    201.209.87.237
byvtrduo.nju.com.        IN    A    23.141.116.58
xpkwdqsj.nju.com.        IN    A    153.184.230.218
ytmxvprl.nju.com.        IN    A    72.74.218.124
xsfetpib.nju.com.        IN    A    108.197.239.250
kqtrnfws.nju.com.        IN    A    68.203.136.243
odvnusxr.nju.com.        IN    A    189.38.137.148
arhctomx.nju.com.        IN    A    249.125.47.242
bumnfioy.nju.com.        IN    A    213.141.127.250
abtsyqdg.nju.com.        IN    A    57.20.12.29
kvtdhjnu.nju.com.        IN    A    52.184.58.227
srvnjutx.nju.com.        IN    A    199.70.197.120
ncyeoulw.nju.com.        IN    A    86.215.235.22
omtkxapg.nju.com.        IN    A    174.15.240.33
gjcirweq.nju.com.        IN    A    222.19.47.189
utgefrlv.nju.com.        IN    A    70.99.100.194
urlmnpjv.nju.com.        IN    A    11.218.232.137
aiswrfqg.nju.com.        IN    A    79.219.37.116
lpgxdnmq.nju.com.        IN    A    173.185.236.108
mgwxqlki.nju.com.        IN    A    168.147.73.168
xmkcnugs.nju.com.        IN    A    77.253.74.43
glcbfanw.nju.com.        IN    A    38.144.127.115
fbmygwxv.nju.com.        IN    A    180.88.29.190
dpfatxuc.nju.com.        IN    A    235.90.177.73
leuhswtp.nju.com.        IN    A    7.112.15.87
orkdhbqi.nju.com.        IN    A    172.103.27.219
vuprhqjd.nju.com.        IN    A    196.31.181.149
pndiehgt.nju.com.        IN    A    125.139.70.119
uyixorva.nju.com.        IN    A    111.34.79.220
kjhntvod.nju.com.        IN    A    129.226.247.86
ygbfcxpq.nju.com.        IN    A    172.198.75.32
qvihbnxw.nju.com.        IN    A    244.64.216.46
cjxmbhli.nju.com.        IN    A    154.14.69.123
lirjekct.nju.com.        IN    A    211.82.128.52
xrjmepns.nju.com.        IN    A    12.148.137.174
qxivbpok.nju.com.        IN    A    181.88.34.147
efjkwqob.nju.com.        IN    A    119.228.66.102
sxnkmftp.nju.com.        IN    A    239.132.129.19
lkphiswg.nju.com.        IN    A    167.54.151.102
dlgqisyh.nju.com.        IN    A    6.196.217.142
arjkyseu.nju.com.        IN    A    235.152.4.175
fbhdasgr.nju.com.        IN    A    180.239.210.192
nwjchxbp.nju.com.        IN    A    192.241.165.68
ihxgrasm.nju.com.        IN    A    94.72.158.190
xvnebgli.nju.com.        IN    A    134.48.143.83
poqvusay.nju.com.        IN    A    35.1.224.35
mdlhipoy.nju.com.        IN    A    249.30.107.241
bakmhjqx.nju.com.        IN    A    240.70.108.51
oepcfytg.nju.com.        IN    A    222.87.203.30
fprlkdnv.nju.com.        IN    A    130.100.225.33
gdofxweu.nju.com.        IN    A    238.102.53.186
orbnkech.nju.com.        IN    A    84.118.226.162
gpfmkntb.nju.com.        IN    A    2.235.184.160
ktwdcqio.nju.com.        IN    A    180.219.76.150
mdiysbuk.nju.com.        IN    A    170.50.114.207
torwpebu.nju.com.        IN    A    184.46.192.58
huslvane.nju.com.        IN    A    163.57.112.87
msjtdvow.nju.com.        IN    A    164.97.160.217
nxhpotlr.nju.com.        IN    A    158.215.183.235
ucndhkmx.nju.com.        IN    A    199.227.219.49
vpkusfrn.nju.com.        IN    A    171.161.59.222
rdsvqigo.nju.com.        IN    A    191.39.62.173
avbeuhkr.nju.com.        IN    A    102.110.170.117
wvlqrcdk.nju.com.        IN    A    5.83.234.47
btdovfje.nju.com.        IN    A    221.37.230.204
ctiwuylk.nju.com.        IN    A    87.246.125.167
ivqmgdey.nju.com.        IN    A    123.70.75.87
yoqvfbga.nju.com.        IN    A    56.206.223.202
untclrek.nju.com.        IN    A    120.125.69.84
xrpuetfb.nju.com.        IN    A    33.133.112.67
kltdibnp.nju.com.        IN    A    248.18.170.109
tinkdpoc.nju.com.        IN    A    246.158.130.195
etrvpgfu.nju.com.        IN    A    187.231.11.223
vmjitsgy.nju.com.        IN    A    247.124.80.52
ebighqjr.nju.com.        IN    A    189.173.125.34
kgnaqshb.nju.com.        IN    A    212.47.142.70
pqnbsadc.nju.com.        IN    A    3.229.13.50
bdgtimle.nju.com.        IN    A    51.156.44.171
jpgfbuec.nju.com.        IN    A    60.75.220.125
afpkcuxm.nju.com.        IN    A    30.70.186.159
larjybsd.nju.com.        IN    A    180.22.153.68
ehaibuqf.nju.com.        IN    A    81.190.250.20
psnqrgwv.nju.com.        IN    A    5.14.123.179
xhieduky.nju.com.        IN    A    145.83.187.237
wnxfqvth.nju.com.        IN    A    37.119.243.126
jvmfshnp.nju.com.        IN    A    131.26.44.192
uierhlyo.nju.com.        IN    A    36.5.26.59
qudwprya.nju.com.        IN    A    129.186.16.34
xislprch.nju.com.        IN    A    74.195.238.59
vmoichnu.nju.com.        IN    A    224.37.81.252
htmiycqk.nju.com.        IN    A    255.13.153.130
cbmdoxwl.nju.com.        IN    A    79.228.249.79
sqvcmipg.nju.com.        IN    A    54.179.14.15
wijernmo.nju.com.        IN    A    51.237.18.203
wtroepjc.nju.com.        IN    A    145.47.235.195
gciahjft.nju.com.        IN    A    44.86.107.49
rotipexw.nju.com.        IN    A    10.212.65.145
tiyrnolp.nju.com.        IN    A    209.49.96.103
dmkiwxvh.nju.com.        IN    A    190.248.219.120
pkxvuifh.nju.com.        IN    A    25.32.216.137
fprancwe.nju.com.        IN    A    150.163.184.130
qjobxfhd.nju.com.        IN    A    110.39.9.42
ltmvhwgx.nju.com.        IN    A    35.45.142.193
lhiascgo.nju.com.        IN    A    11.34.163.102
fqmlhbko.nju.com.        IN    A    12.218.178.168
atghqips.nju.com.        IN    A    65.162.244.181
vypguqtj.nju.com.        IN    A    97.34.117.182
ewbgujkq.nju.com.        IN    A    201.55.239.6
vkmcesdf.nju.com.        IN    A    230.61.6.117
ubhiprfj.nju.com.        IN    A    56.243.219.144
pqbkcvdg.nju.com.        IN    A    86.222.110.149
omlfisun.nju.com.        IN    A    56.177.57.143
fxrypnhq.nju.com.        IN    A    71.229.182.94
dxgkulyj.nju.com.        IN    A    58.120.170.211
thobsqwk.nju.com.        IN    A    35.216.63.118
jlhwvrik.nju.com.        IN    A    8.142.88.246
gnslpram.nju.com.        IN    A    130.75.59.244
ocbwtejp.nju.com.        IN    A    213.241.141.206
jioatuhd.nju.com.        IN    A    248.19.162.27
vbydqmle.nju.com.        IN    A    209.182.47.80
cultdgfa.nju.com.        IN    A    226.56.165.249
mujlekds.nju.com.        IN    A    86.123.109.175
jhbcgqmk.nju.com.        IN    A    44.251.191.228
nxuqlohv.nju.com.        IN    A    236.153.72.225
ejviubga.nju.com.        IN    A    29.236.165.189
iufphcxa.nju.com.        IN    A    86.108.123.142
ubjeilpd.nju.com.        IN    A    176.39.136.208
hogibvnm.nju.com.        IN    A    57.118.152.190
mijgrqpf.nju.com.        IN    A    49.192.144.156
qldayrvi.nju.com.        IN    A    209.195.29.128
gsqohmul.nju.com.        IN    A    102.154.139.21
gpwsjobr.nju.com.        IN    A    250.226.88.71
etnayjop.nju.com.        IN    A    15.202.4.118
bxwdfqpl.nju.com.        IN    A    37.129.131.159
lsywokxp.nju.com.        IN    A    98.16.146.125
ayfwbcol.nju.com.        IN    A    212.36.79.103
wuhjiank.nju.com.        IN    A    47.55.22.113
xnwgktmy.nju.com.        IN    A    42.179.239.68
sovjpktw.nju.com.        IN    A    119.125.108.27
npbkmdlv.nju.com.        IN    A    41.69.209.129
fvxgtadu.nju.com.        IN    A    206.80.174.215
tuybgqwl.nju.com.        IN    A    193.141.195.74
ehpgctjd.nju.com.        IN    A    175.207.16.173
nftixbpu.nju.com.        IN    A    30.216.166.139
rvwatfpm.nju.com.        IN    A    251.217.70.37
bopjqing.nju.com.        IN    A    225.192.64.85
xgqaonlm.nju.com.        IN    A    59.170.136.223
ekgdyvrn.nju.com.        IN    A    125.196.237.25
letadonq.nju.com.        IN    A    212.122.234.236
rcqfoamw.nju.com.        IN    A    10.86.212.21
xlkyjwot.nju.com.        IN    A    56.27.242.208
fsvglnte.nju.com.        IN    A    41.113.221.169
vcyfruom.nju.com.        IN    A    172.199.117.76
fwajuxrk.nju.com.        IN    A    162.43.88.134
uowtvxjk.nju.com.        IN    A    91.223.72.118
ciquxdew.nju.com.        IN    A    44.17.18.7
gusmticy.nju.com.        IN    A    93.183.135.100
fedpicrl.nju.com.        IN    A    65.243.42.188
wfnpjytk.nju.com.        IN    A    195.204.154.251
igklbnat.nju.com.        IN    A    17.109.22.184
hvowelti.nju.com.        IN    A    56.74.62.205
fmexaqvy.nju.com.        IN    A    55.205.125.255
mtieolny.nju.com.        IN    A    183.4.45.222
uafwibsn.nju.com.        IN    A    184.145.238.117
jimfyksh.nju.com.        IN    A    19.162.200.26
cupqdsrh.nju.com.        IN    A    95.116.84.150
ogvbjcdf.nju.com.        IN    A    77.30.212.155
ilrhdawx.nju.com.        IN    A    227.19.178.251
cyedabor.nju.com.        IN    A    9.211.237.205
pfloiugr.nju.com.        IN    A    188.22.4.212
ukomwafp.nju.com.        IN    A    240.50.217.215
fwricehs.nju.com.        IN    A    231.167.93.119
jkvwfbgn.nju.com.        IN    A    199.230.41.190
rptasvyk.nju.com.        IN    A    86.164.150.221
tpjdmgni.nju.com.        IN    A    202.202.126.54
vrkucdit.nju.com.        IN    A    217.132.186.208
pvhitofu.nju.com.        IN    A    119.22.93.162
yesqrihc.nju.com.        IN    A    239.119.41.205
jipoqahu.nju.com.        IN    A    144.160.43.161
xdsyphjt.nju.com.        IN    A    199.223.73.17
tbrdhimu.nju.com.        IN    A    155.211.183.61
aofiucsm.nju.com.        IN    A    43.241.16.94
jyfkutnc.nju.com.        IN    A    119.60.133.223
cktvjldo.nju.com.        IN    A    33.92.131.255
bipjuadc.nju.com.        IN    A    233.209.84.142
kqdijhub.nju.com.        IN    A    45.128.37.78
xcfekgui.nju.com.        IN    A    135.230.189.146
jfasydie.nju.com.        IN    A    219.68.162.105
fqmvrpja.nju.com.        IN    A    185.5.101.120
tpqvgjne.nju.com.        IN    A    111.117.250.255
lahboptk.nju.com.        IN    A    28.223.196.191
famsdqnx.nju.com.        IN    A    199.2.14.44
fehrvnma.nju.com.        IN    A    179.166.12.191
wcyupkfx.nju.com.        IN    A    68.152.78.176
rshpajiv.nju.com.        IN    A    133.106.235.59
yenkfaqj.nju.com.        IN    A    108.64.61.97
emhopqvg.nju.com.        IN    A    125.9.77.131
mipeyhux.nju.com.        IN    A    27.199.98.150
sbfhdlrt.nju.com.        IN    A    12.37.193.214
fymgblqt.nju.com.        IN    A    217.240.228.118
vuriqlkj.nju.com.        IN    A    121.45.75.124
qwbufrxc.nju.com.        IN    A    98.66.86.156
fkqmnpty.nju.com.        IN    A    161.93.22.128
fycjsiqr.nju.com.        IN    A    26.152.108.232
rjiyvakg.nju.com.        IN    A    99.187.6.191
vmoayjuq.nju.com.        IN    A    22.158.146.34
akxndpjt.nju.com.        IN    A    41.153.58.151
dxqmwkor.nju.com.        IN    A    141.247.200.75
scvlntfq.nju.com.        IN    A    53.245.210.65
qaidhpte.nju.com.        IN    A    163.17.230.94
wbjtxhyq.nju.com.        IN    A    113.76.4.133
gjnmdvxe.nju.com.        IN    A    206.104.194.86
nfstihwo.nju.com.        IN    A    142.142.249.73
qkcnexpl.nju.com.        IN    A    20.231.132.24
rufjgwqn.nju.com.        IN    A    133.135.92.219
yvamuxoc.nju.com.        IN    A    9.125.61.117
tnirkgxl.nju.com.        IN    A    156.208.88.129
rycfwhjb.nju.com.        IN    A    86.250.49.4
gmqoeksl.nju.com.        IN    A    190.140.71.251
mwrpchdf.nju.com.        IN    A    46.136.88.128
tpxglkyc.nju.com.        IN    A    195.217.111.183
cxnoewah.nju.com.        IN    A    186.209.40.51
vpatxybl.nju.com.        IN    A    123.94.200.96
tovuwghr.nju.com.        IN    A    249.84.20.7
aevkwtho.nju.com.        IN    A    165.194.51.116
xhdqfnei.nju.com.        IN    A    64.144.222.128
aseugtvx.nju.com.        IN    A    128.61.110.59
qegnwmhy.nju.com.        IN    A    95.89.248.186
lfprtmyw.nju.com.        IN    A    77.8.166.215
hjdkvisw.nju.com.        IN    A    200.211.179.170
ypwietvn.nju.com.        IN    A    31.247.189.85
gxysbimh.nju.com.        IN    A    65.171.5.209
ildypmkq.nju.com.        IN    A    97.47.175.6
jsxthvke.nju.com.        IN    A    37.126.108.26
jeskdgqi.nju.com.        IN    A    13.123.220.146
tkxqbspf.nju.com.        IN    A    99.25.244.57
lcqaibey.nju.com.        IN    A    44.77.65.186
uleqtbmi.nju.com.        IN    A    86.184.178.18
fulrxcyj.nju.com.        IN    A    223.45.196.177
nulpcqkw.nju.com.        IN    A    227.68.214.120
lftpxqnm.nju.com.        IN    A    157.38.174.1
gmqfhsnb.nju.com.        IN    A    244.222.130.47
rgfjaopl.nju.com.        IN    A    30.153.94.136
vfphylrx.nju.com.        IN    A    64.184.94.59
ohcntdrm.nju.com.        IN    A    141.137.164.98
etngryab.nju.com.        IN    A    221.153.205.52
vjrtaidn.nju.com.        IN    A    189.153.245.177
khgifbxm.nju.com.        IN    A    188.236.14.29
qgsnwxhj.nju.com.        IN    A    41.184.219.6
sfcmeqwa.nju.com.        IN    A    230.153.98.95
feiawkyo.nju.com.        IN    A    54.90.0.199
axveftyr.nju.com.        IN    A    55.241.199.116
aichkmwx.nju.com.        IN    A    164.34.208.197
ehcrgoju.nju.com.        IN    A    23.231.248.157
