www.tju.com. 	14400	IN	SOA	ns1.www.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
www.tju.com.		    IN	NS ns1.www.tju.com.
qmveatdp.www.tju.com.    IN    A    168.137.246.115
akcoqnds.www.tju.com.    IN    A    181.37.182.197
utvswamq.www.tju.com.    IN    A    2.69.143.17
bkfvrewn.www.tju.com.    IN    A    230.192.219.168
uxdvwsqt.www.tju.com.    IN    A    146.241.61.107
gshnwcfm.www.tju.com.    IN    A    242.77.59.205
ixtqbpvg.www.tju.com.    IN    A    30.3.12.127
xhynbeft.www.tju.com.    IN    A    14.101.165.15
hbxdqeav.www.tju.com.    IN    A    152.51.255.169
emcdbjay.www.tju.com.    IN    A    2.45.12.39
drbwfxgv.www.tju.com.    IN    A    43.220.179.60
rhvtiuxl.www.tju.com.    IN    A    57.73.86.95
cefqpudi.www.tju.com.    IN    A    251.151.181.115
vhbgfcrw.www.tju.com.    IN    A    124.73.251.177
lhmsetua.www.tju.com.    IN    A    185.112.82.254
exwfqvom.www.tju.com.    IN    A    178.70.86.117
mdkrgeaf.www.tju.com.    IN    A    48.167.19.4
ywxlbgod.www.tju.com.    IN    A    148.135.19.95
ihetrocl.www.tju.com.    IN    A    238.141.208.170
knswxhem.www.tju.com.    IN    A    136.212.177.136
ifwclbak.www.tju.com.    IN    A    50.64.162.178
lnpxqamd.www.tju.com.    IN    A    111.0.230.182
shypdneo.www.tju.com.    IN    A    152.44.43.238
eqaxrwov.www.tju.com.    IN    A    151.227.105.101
skoyabde.www.tju.com.    IN    A    74.104.65.33
uxcswlqv.www.tju.com.    IN    A    218.4.180.135
yptksqbh.www.tju.com.    IN    A    214.205.60.148
yichvnwk.www.tju.com.    IN    A    244.46.206.229
tgriohcp.www.tju.com.    IN    A    121.60.10.169
uhbmilco.www.tju.com.    IN    A    110.205.244.82
aotmbduv.www.tju.com.    IN    A    181.201.10.19
eakgqplh.www.tju.com.    IN    A    4.87.5.109
xoebmcvp.www.tju.com.    IN    A    183.192.91.135
qtifwolu.www.tju.com.    IN    A    163.181.86.222
wtjngymf.www.tju.com.    IN    A    63.36.127.86
ylxfiuvp.www.tju.com.    IN    A    197.119.106.229
ratelpnm.www.tju.com.    IN    A    250.217.200.139
ogwrpbld.www.tju.com.    IN    A    141.226.224.233
dpasoejm.www.tju.com.    IN    A    253.221.105.126
bkqjisul.www.tju.com.    IN    A    190.176.37.168
ewoapcir.www.tju.com.    IN    A    183.83.95.3
uilbhkde.www.tju.com.    IN    A    216.171.178.24
lgwoxqyc.www.tju.com.    IN    A    247.252.186.154
lgpbadkr.www.tju.com.    IN    A    201.205.142.44
copaumrf.www.tju.com.    IN    A    17.223.14.92
beudvcnm.www.tju.com.    IN    A    204.37.174.163
btdleoan.www.tju.com.    IN    A    140.232.182.11
otsreixg.www.tju.com.    IN    A    135.134.18.211
frkypxcs.www.tju.com.    IN    A    14.63.244.174
mlpbaiyf.www.tju.com.    IN    A    91.190.37.91
hyrcwuil.www.tju.com.    IN    A    67.214.160.253
xhnyrqtb.www.tju.com.    IN    A    133.136.87.181
tjkyfpnw.www.tju.com.    IN    A    70.7.228.145
whcypvke.www.tju.com.    IN    A    17.121.215.38
nxwekrat.www.tju.com.    IN    A    247.201.96.182
fnhrbpkj.www.tju.com.    IN    A    129.53.252.88
nqeajwmu.www.tju.com.    IN    A    45.116.27.184
rqljmtgu.www.tju.com.    IN    A    191.16.224.91
msgjkxiq.www.tju.com.    IN    A    175.101.251.96
ctuvjgfb.www.tju.com.    IN    A    44.47.190.115
spiofjqa.www.tju.com.    IN    A    14.215.147.81
pycrxamq.www.tju.com.    IN    A    134.211.102.170
rkpimuwy.www.tju.com.    IN    A    186.20.167.120
dchmfoyg.www.tju.com.    IN    A    165.36.146.217
gamcuowh.www.tju.com.    IN    A    211.217.235.61
yxflweni.www.tju.com.    IN    A    221.239.68.44
hujdxmek.www.tju.com.    IN    A    188.244.232.181
vktfjcba.www.tju.com.    IN    A    102.73.221.216
ymdtsvbq.www.tju.com.    IN    A    101.177.86.29
jbefmaxi.www.tju.com.    IN    A    219.122.73.204
cqsjkwor.www.tju.com.    IN    A    112.245.217.106
myrjfeku.www.tju.com.    IN    A    46.37.19.6
hbolyrkx.www.tju.com.    IN    A    196.20.31.106
tvhkxlnq.www.tju.com.    IN    A    43.156.6.190
pherfutq.www.tju.com.    IN    A    1.52.90.25
emvrkion.www.tju.com.    IN    A    176.248.154.95
myuliptc.www.tju.com.    IN    A    246.148.235.10
mwuhxsbc.www.tju.com.    IN    A    157.17.87.252
umtysead.www.tju.com.    IN    A    85.252.136.224
kxmrtawd.www.tju.com.    IN    A    194.169.77.156
dqrsukyw.www.tju.com.    IN    A    221.158.74.120
ympbrjkv.www.tju.com.    IN    A    191.97.68.78
tuqhjxsm.www.tju.com.    IN    A    0.227.13.255
qeoscmux.www.tju.com.    IN    A    208.127.245.208
wjsqaoud.www.tju.com.    IN    A    4.144.176.223
pfsuvdln.www.tju.com.    IN    A    104.190.42.222
cvfnmlwi.www.tju.com.    IN    A    30.224.2.0
khqmdvuc.www.tju.com.    IN    A    176.12.18.234
beutpmho.www.tju.com.    IN    A    107.81.174.178
qikbrpjx.www.tju.com.    IN    A    102.77.148.125
qphxmkng.www.tju.com.    IN    A    137.228.88.88
glqineha.www.tju.com.    IN    A    18.73.7.235
iukojefh.www.tju.com.    IN    A    86.204.137.197
fvodsquh.www.tju.com.    IN    A    214.128.209.150
bvcfdtul.www.tju.com.    IN    A    78.23.155.172
klpidutn.www.tju.com.    IN    A    89.11.52.102
becadqlo.www.tju.com.    IN    A    209.192.122.83
vlikgeqm.www.tju.com.    IN    A    9.241.38.229
xtksqhfu.www.tju.com.    IN    A    181.246.198.121
hcfbqdpx.www.tju.com.    IN    A    156.111.198.61
gplisvan.www.tju.com.    IN    A    94.68.29.150
jygerbsv.www.tju.com.    IN    A    188.203.23.110
ydcehoqb.www.tju.com.    IN    A    192.67.60.111
btlakgxy.www.tju.com.    IN    A    39.69.218.238
tpscqwjn.www.tju.com.    IN    A    11.43.216.51
rhvwbtxy.www.tju.com.    IN    A    89.190.60.99
jfloxkds.www.tju.com.    IN    A    17.188.19.47
pahtwbcg.www.tju.com.    IN    A    158.186.171.139
fekiwjgb.www.tju.com.    IN    A    2.63.67.55
gbeyxiun.www.tju.com.    IN    A    59.235.244.118
wnxfjvur.www.tju.com.    IN    A    9.67.30.220
bnlcitar.www.tju.com.    IN    A    238.6.164.112
atoikxqd.www.tju.com.    IN    A    127.65.166.162
qnxwgajp.www.tju.com.    IN    A    165.9.203.145
hbduxnsw.www.tju.com.    IN    A    145.231.164.99
lwmpskua.www.tju.com.    IN    A    23.10.142.198
shxgvfte.www.tju.com.    IN    A    1.255.35.156
jipmthbs.www.tju.com.    IN    A    59.50.194.244
jgqcybds.www.tju.com.    IN    A    91.32.107.30
gurqvtck.www.tju.com.    IN    A    138.62.163.110
cayjslfb.www.tju.com.    IN    A    201.130.63.101
vfdcxmaq.www.tju.com.    IN    A    149.224.58.158
ntslkamy.www.tju.com.    IN    A    4.230.51.6
gcmfydke.www.tju.com.    IN    A    147.221.220.227
tafdncev.www.tju.com.    IN    A    48.179.43.103
mhsyrlaq.www.tju.com.    IN    A    82.111.16.242
fkerhbsv.www.tju.com.    IN    A    23.200.255.37
xlrgedin.www.tju.com.    IN    A    55.122.144.97
xcnoujrs.www.tju.com.    IN    A    232.34.79.251
isetgdwr.www.tju.com.    IN    A    70.18.41.46
qyikmwab.www.tju.com.    IN    A    2.213.136.234
vnapboir.www.tju.com.    IN    A    194.212.246.136
xvidrbca.www.tju.com.    IN    A    54.159.38.1
iftbnmxa.www.tju.com.    IN    A    62.41.56.206
luifgsvq.www.tju.com.    IN    A    46.155.44.72
bnmpvgqj.www.tju.com.    IN    A    69.110.85.45
afjmpoel.www.tju.com.    IN    A    60.21.69.98
ugyakces.www.tju.com.    IN    A    240.250.119.133
atqvswmg.www.tju.com.    IN    A    40.76.230.36
tkmilaxn.www.tju.com.    IN    A    17.172.200.45
bmhprfgo.www.tju.com.    IN    A    237.149.71.200
fojqskvx.www.tju.com.    IN    A    124.166.47.133
tpgluxkv.www.tju.com.    IN    A    218.217.84.87
acknsbpl.www.tju.com.    IN    A    62.46.171.237
ulnwabsq.www.tju.com.    IN    A    42.60.209.22
pqgolrid.www.tju.com.    IN    A    0.51.177.109
xqgvkrpc.www.tju.com.    IN    A    91.108.75.162
xnhvjpkr.www.tju.com.    IN    A    255.54.150.42
iwafsvgh.www.tju.com.    IN    A    174.191.99.213
syenklrd.www.tju.com.    IN    A    99.172.166.207
ucywiqlh.www.tju.com.    IN    A    129.204.180.45
yshgelwt.www.tju.com.    IN    A    100.9.239.255
scqbnvor.www.tju.com.    IN    A    52.127.24.39
ilbxshmc.www.tju.com.    IN    A    249.206.126.81
xgdrmbpl.www.tju.com.    IN    A    132.64.75.198
itpkcovf.www.tju.com.    IN    A    181.65.56.151
ycwuimbn.www.tju.com.    IN    A    196.219.199.30
qxbudykl.www.tju.com.    IN    A    55.1.56.165
fcsakmxd.www.tju.com.    IN    A    188.236.129.185
obmqxwri.www.tju.com.    IN    A    152.14.15.83
ioqmaxbp.www.tju.com.    IN    A    247.165.182.42
fdbhaukq.www.tju.com.    IN    A    234.38.3.86
nbwhkqpc.www.tju.com.    IN    A    189.84.175.105
plydsvhe.www.tju.com.    IN    A    43.162.101.164
todjbipc.www.tju.com.    IN    A    222.7.224.40
niyjtbmo.www.tju.com.    IN    A    167.13.149.165
brnwmxvo.www.tju.com.    IN    A    121.153.160.61
vyboidrh.www.tju.com.    IN    A    102.239.165.113
lrhnfwod.www.tju.com.    IN    A    32.243.215.224
qemoufjk.www.tju.com.    IN    A    189.241.88.249
psgqeurn.www.tju.com.    IN    A    98.219.207.26
tqogcjsu.www.tju.com.    IN    A    198.18.23.27
fpviltuq.www.tju.com.    IN    A    8.212.134.31
aykmwosg.www.tju.com.    IN    A    204.118.102.231
rogqxspv.www.tju.com.    IN    A    178.9.143.43
etjcioms.www.tju.com.    IN    A    216.158.88.231
dojmsrpl.www.tju.com.    IN    A    63.140.107.199
mrpwagyh.www.tju.com.    IN    A    246.97.175.244
pgseqaty.www.tju.com.    IN    A    251.217.163.213
gfctxrna.www.tju.com.    IN    A    250.214.182.163
pquknhcr.www.tju.com.    IN    A    232.17.99.85
xynqljoh.www.tju.com.    IN    A    37.149.136.203
ebuorsqy.www.tju.com.    IN    A    246.78.236.216
fstdkcga.www.tju.com.    IN    A    135.54.1.90
vxnmuhoj.www.tju.com.    IN    A    60.106.94.101
dbixpogh.www.tju.com.    IN    A    129.62.125.85
jhtapqso.www.tju.com.    IN    A    209.85.61.55
fentoapy.www.tju.com.    IN    A    94.99.175.139
qeoxhvks.www.tju.com.    IN    A    182.138.238.65
xkgoayqe.www.tju.com.    IN    A    126.208.218.110
htlcgyru.www.tju.com.    IN    A    230.32.180.115
utakhqyo.www.tju.com.    IN    A    83.175.194.224
jckphgbe.www.tju.com.    IN    A    142.86.126.1
ukmnwqra.www.tju.com.    IN    A    224.151.111.161
orjnvayq.www.tju.com.    IN    A    213.207.141.207
rapqjdxg.www.tju.com.    IN    A    9.27.145.63
dsvfmlhe.www.tju.com.    IN    A    139.245.174.108
kcgidsbo.www.tju.com.    IN    A    170.6.44.239
lwicojqg.www.tju.com.    IN    A    146.26.69.81
vjwaygxh.www.tju.com.    IN    A    152.150.172.40
nbpticev.www.tju.com.    IN    A    178.173.69.158
iqvhamcn.www.tju.com.    IN    A    199.54.229.32
uarnvoti.www.tju.com.    IN    A    244.65.51.85
ysoceuda.www.tju.com.    IN    A    7.34.17.29
lturshxc.www.tju.com.    IN    A    135.217.98.144
omgytkfq.www.tju.com.    IN    A    179.159.102.220
ariyxqfj.www.tju.com.    IN    A    230.215.235.83
lodejqvc.www.tju.com.    IN    A    139.19.208.236
vbwsyitu.www.tju.com.    IN    A    200.0.93.88
tplkqbyc.www.tju.com.    IN    A    76.202.139.237
imjulqno.www.tju.com.    IN    A    65.84.228.109
cqdryxaf.www.tju.com.    IN    A    110.217.214.199
fktabxcu.www.tju.com.    IN    A    95.60.199.68
btdjaihp.www.tju.com.    IN    A    114.104.160.138
mtrwnflg.www.tju.com.    IN    A    57.145.65.160
paeuxvsy.www.tju.com.    IN    A    203.254.222.28
xtvsodrb.www.tju.com.    IN    A    182.7.222.187
ktcuafoi.www.tju.com.    IN    A    101.169.70.184
riolysjb.www.tju.com.    IN    A    13.34.16.20
vmdqhbct.www.tju.com.    IN    A    163.84.0.135
agmbhpys.www.tju.com.    IN    A    110.91.22.219
hfabdmug.www.tju.com.    IN    A    58.205.157.136
bcyjauxt.www.tju.com.    IN    A    115.222.111.244
mfovdrwx.www.tju.com.    IN    A    82.204.232.64
ntlhpgmf.www.tju.com.    IN    A    114.239.13.58
tqpyljfc.www.tju.com.    IN    A    48.62.115.84
muvpjsed.www.tju.com.    IN    A    108.139.196.107
dvcawbpg.www.tju.com.    IN    A    27.125.71.56
acehvrmd.www.tju.com.    IN    A    25.133.175.110
kxflnpdg.www.tju.com.    IN    A    43.29.6.176
lcfheaxi.www.tju.com.    IN    A    241.8.8.15
rwoxujav.www.tju.com.    IN    A    72.201.230.158
vtyodkrp.www.tju.com.    IN    A    19.252.230.83
fydutcxa.www.tju.com.    IN    A    96.20.230.203
yapmlcju.www.tju.com.    IN    A    131.14.128.154
rtxkqjog.www.tju.com.    IN    A    67.52.25.66
sigxuwqv.www.tju.com.    IN    A    232.94.124.17
yidlubth.www.tju.com.    IN    A    177.110.198.28
qwfjvyse.www.tju.com.    IN    A    167.208.145.62
fmpkcdsl.www.tju.com.    IN    A    126.227.228.101
ayukqosh.www.tju.com.    IN    A    34.67.74.170
ahoylfsd.www.tju.com.    IN    A    206.185.153.182
ongdmuxk.www.tju.com.    IN    A    70.62.103.220
motxvgnj.www.tju.com.    IN    A    49.130.185.254
ebgyftcj.www.tju.com.    IN    A    158.238.68.54
wvlpesoa.www.tju.com.    IN    A    15.253.179.247
xoagwsdh.www.tju.com.    IN    A    78.126.27.23
mwenudxl.www.tju.com.    IN    A    146.50.85.57
eumslkgx.www.tju.com.    IN    A    100.158.119.73
gstxvfdo.www.tju.com.    IN    A    130.49.150.146
uhrelcfw.www.tju.com.    IN    A    125.90.180.230
qhnsfdxe.www.tju.com.    IN    A    4.188.102.77
mrhxnkbt.www.tju.com.    IN    A    231.35.47.29
whrmdylf.www.tju.com.    IN    A    62.204.111.0
mutsjcbd.www.tju.com.    IN    A    200.210.40.78
qtngxbil.www.tju.com.    IN    A    47.234.42.177
ijukeqpd.www.tju.com.    IN    A    88.201.34.168
shxcntgq.www.tju.com.    IN    A    153.2.158.115
vikxecjt.www.tju.com.    IN    A    176.237.35.198
pfavexgd.www.tju.com.    IN    A    251.246.133.181
psdbitor.www.tju.com.    IN    A    143.224.46.100
qvusxjlr.www.tju.com.    IN    A    4.157.24.167
monhjfca.www.tju.com.    IN    A    247.47.15.155
xolbrcaq.www.tju.com.    IN    A    201.82.130.16
geulfjta.www.tju.com.    IN    A    222.181.225.57
pwohgjib.www.tju.com.    IN    A    153.93.104.119
vdoquynl.www.tju.com.    IN    A    80.117.215.183
wepvnjdt.www.tju.com.    IN    A    225.35.86.92
qjakctmu.www.tju.com.    IN    A    151.0.234.155
rfbcdena.www.tju.com.    IN    A    209.176.255.63
ulmyajrp.www.tju.com.    IN    A    240.44.213.217
wteisnvj.www.tju.com.    IN    A    150.229.165.149
feilyhxv.www.tju.com.    IN    A    137.122.220.149
fcpenmyx.www.tju.com.    IN    A    29.38.165.57
vdlobpcr.www.tju.com.    IN    A    29.122.182.128
oqjrkyts.www.tju.com.    IN    A    109.161.129.11
iuqangsj.www.tju.com.    IN    A    166.122.113.154
soxteacl.www.tju.com.    IN    A    254.144.123.222
cijrvals.www.tju.com.    IN    A    50.71.184.77
ehjtumkg.www.tju.com.    IN    A    19.32.229.194
peajsckn.www.tju.com.    IN    A    111.176.187.39
wueymphs.www.tju.com.    IN    A    21.182.16.183
dmbgtrij.www.tju.com.    IN    A    34.0.255.107
auvjryog.www.tju.com.    IN    A    19.7.207.61
yvumnhtr.www.tju.com.    IN    A    98.13.251.65
iyfdvtpk.www.tju.com.    IN    A    7.145.30.170
dfmsqyig.www.tju.com.    IN    A    211.210.127.198
yoxrulft.www.tju.com.    IN    A    152.134.114.203
usyocwlx.www.tju.com.    IN    A    114.228.227.32
copwnmua.www.tju.com.    IN    A    209.79.86.49
bcprykel.www.tju.com.    IN    A    15.161.44.162
glewsqov.www.tju.com.    IN    A    43.47.173.9
doblhjrq.www.tju.com.    IN    A    172.53.138.20
xojyglec.www.tju.com.    IN    A    33.27.232.204
gxyiqawn.www.tju.com.    IN    A    23.237.128.71
yunkbmeh.www.tju.com.    IN    A    248.30.121.248
vgkhysui.www.tju.com.    IN    A    80.108.159.169
nmjtvpxe.www.tju.com.    IN    A    107.215.161.123
wtlridqp.www.tju.com.    IN    A    230.127.161.37
pkstelro.www.tju.com.    IN    A    232.23.72.210
hyrnwjke.www.tju.com.    IN    A    15.97.176.27
kwdavfol.www.tju.com.    IN    A    65.243.110.98
uhpkesyj.www.tju.com.    IN    A    79.145.226.210
jkastdmr.www.tju.com.    IN    A    94.85.234.163
xplhekyt.www.tju.com.    IN    A    96.154.84.231
nhropgaj.www.tju.com.    IN    A    197.41.20.119
wvekdrij.www.tju.com.    IN    A    185.248.67.163
ecnqrfhv.www.tju.com.    IN    A    142.37.211.251
acfjvsox.www.tju.com.    IN    A    35.231.172.17
bwnifgua.www.tju.com.    IN    A    69.12.57.226
qujtvoxy.www.tju.com.    IN    A    113.237.179.27
duyrfxqo.www.tju.com.    IN    A    185.56.214.34
pugndcqr.www.tju.com.    IN    A    169.99.47.146
sejqdohw.www.tju.com.    IN    A    177.189.221.121
fecwhmpa.www.tju.com.    IN    A    152.203.208.167
ycagnwpb.www.tju.com.    IN    A    94.0.254.177
awpugexs.www.tju.com.    IN    A    93.59.97.144
vjctguxw.www.tju.com.    IN    A    219.129.50.193
qpijvdeu.www.tju.com.    IN    A    0.128.240.226
uqascwmg.www.tju.com.    IN    A    124.106.32.192
vwlcijpd.www.tju.com.    IN    A    166.23.53.45
typoslkw.www.tju.com.    IN    A    182.174.6.26
acyoestd.www.tju.com.    IN    A    136.150.103.75
dfcvqjla.www.tju.com.    IN    A    241.75.122.152
ahsowcdp.www.tju.com.    IN    A    237.84.171.157
fqwnxmei.www.tju.com.    IN    A    199.219.57.6
veladxmg.www.tju.com.    IN    A    129.245.51.53
cbawteqs.www.tju.com.    IN    A    154.0.236.95
fubenqot.www.tju.com.    IN    A    64.91.130.97
pgvfxbta.www.tju.com.    IN    A    129.78.6.114
sveuwnik.www.tju.com.    IN    A    43.51.56.23
cqmwepju.www.tju.com.    IN    A    133.249.194.130
rkuydoiq.www.tju.com.    IN    A    152.209.190.69
arecdxis.www.tju.com.    IN    A    54.105.210.90
sjyhkftl.www.tju.com.    IN    A    103.212.181.26
mupqibke.www.tju.com.    IN    A    250.162.150.112
rdynskpe.www.tju.com.    IN    A    188.185.191.204
epkjigxr.www.tju.com.    IN    A    4.171.171.29
rslqtacp.www.tju.com.    IN    A    20.34.222.37
qwncbvtl.www.tju.com.    IN    A    219.102.145.240
qdmxtjrk.www.tju.com.    IN    A    12.167.51.189
nyrxlqfu.www.tju.com.    IN    A    217.94.199.92
aqprjhgi.www.tju.com.    IN    A    117.49.6.144
inkexgpm.www.tju.com.    IN    A    101.60.93.132
tfhsapbq.www.tju.com.    IN    A    153.210.117.244
ujkqohiw.www.tju.com.    IN    A    91.225.201.248
wdkxhref.www.tju.com.    IN    A    30.99.128.135
cqipnmlr.www.tju.com.    IN    A    82.64.245.93
bymjrxiq.www.tju.com.    IN    A    134.74.40.207
gounhkxi.www.tju.com.    IN    A    13.199.149.132
qrbhetgs.www.tju.com.    IN    A    62.115.234.84
rhcnwqgk.www.tju.com.    IN    A    204.230.35.185
qyxmapjg.www.tju.com.    IN    A    153.171.189.77
ewosukxc.www.tju.com.    IN    A    46.218.112.98
mgkijcud.www.tju.com.    IN    A    216.206.250.202
fpkwutyr.www.tju.com.    IN    A    108.244.10.99
mhukdxpb.www.tju.com.    IN    A    170.236.50.157
srthamnk.www.tju.com.    IN    A    158.94.8.16
birhgcjt.www.tju.com.    IN    A    182.30.39.175
vcpxweqf.www.tju.com.    IN    A    28.192.10.172
mveyqxla.www.tju.com.    IN    A    242.185.60.30
yvdbgjwt.www.tju.com.    IN    A    123.10.254.206
klrnxsmg.www.tju.com.    IN    A    223.247.23.48
cnspgfde.www.tju.com.    IN    A    151.7.211.62
dfxhwpte.www.tju.com.    IN    A    210.34.73.82
bogtjusq.www.tju.com.    IN    A    104.184.100.144
ohdgpwlq.www.tju.com.    IN    A    157.27.172.23
iycelvhj.www.tju.com.    IN    A    254.49.3.110
waebnguj.www.tju.com.    IN    A    228.45.194.172
fubdhgce.www.tju.com.    IN    A    134.244.115.255
thnblqui.www.tju.com.    IN    A    85.71.31.196
acignmov.www.tju.com.    IN    A    166.100.199.223
fqdnbkij.www.tju.com.    IN    A    206.52.191.203
fjrhelsi.www.tju.com.    IN    A    233.203.201.191
uhwdqifx.www.tju.com.    IN    A    48.255.151.253
ijybxqdw.www.tju.com.    IN    A    24.68.29.81
cfkrjsil.www.tju.com.    IN    A    217.139.254.148
vwgjnquk.www.tju.com.    IN    A    129.171.4.67
nwgbojcp.www.tju.com.    IN    A    112.204.90.84
ceqwyoaj.www.tju.com.    IN    A    136.244.222.185
ohmgfbaq.www.tju.com.    IN    A    102.101.131.182
ejoylrut.www.tju.com.    IN    A    130.74.112.159
pscguone.www.tju.com.    IN    A    164.215.152.63
njludxgw.www.tju.com.    IN    A    116.229.141.87
baslwrit.www.tju.com.    IN    A    208.27.160.176
vphwgues.www.tju.com.    IN    A    98.210.158.28
oxlqemds.www.tju.com.    IN    A    111.2.200.55
aqekcwrv.www.tju.com.    IN    A    220.96.250.19
oupyjvql.www.tju.com.    IN    A    44.105.101.26
dyaecfvr.www.tju.com.    IN    A    141.95.86.68
btewfkhy.www.tju.com.    IN    A    198.41.246.55
lkrwihcu.www.tju.com.    IN    A    133.32.125.41
yoblwurj.www.tju.com.    IN    A    21.181.18.138
ltbipkcu.www.tju.com.    IN    A    180.133.161.39
tvwdfygc.www.tju.com.    IN    A    205.160.182.28
teohljsv.www.tju.com.    IN    A    163.222.105.193
aumrcsyw.www.tju.com.    IN    A    125.183.11.86
jfnobwke.www.tju.com.    IN    A    55.55.90.107
ulcwqamy.www.tju.com.    IN    A    7.83.75.97
ixmptvwc.www.tju.com.    IN    A    237.172.7.150
dblhjwqp.www.tju.com.    IN    A    5.186.99.249
yblhxpov.www.tju.com.    IN    A    104.217.229.210
poweaynl.www.tju.com.    IN    A    180.104.73.209
uhoapbse.www.tju.com.    IN    A    218.217.17.62
srynqlgf.www.tju.com.    IN    A    233.75.242.105
ohdcbkia.www.tju.com.    IN    A    197.174.130.20
pinekajt.www.tju.com.    IN    A    117.234.255.126
