cse.cqu.com.	14400	IN	SOA	ns1.cse.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cse.cqu.com.		    IN	NS ns1.cse.cqu.com.
laxchimw.cse.cqu.com.    IN    A    168.71.143.113
meucnqka.cse.cqu.com.    IN    A    238.39.193.61
rkomuigy.cse.cqu.com.    IN    A    224.191.162.16
ibycfnha.cse.cqu.com.    IN    A    44.226.49.121
npabhesv.cse.cqu.com.    IN    A    176.53.57.62
rjyfdlap.cse.cqu.com.    IN    A    16.57.151.147
qxsitfun.cse.cqu.com.    IN    A    79.250.153.37
bqdrfgvi.cse.cqu.com.    IN    A    38.233.144.235
kxisahqf.cse.cqu.com.    IN    A    108.122.135.134
xlisyhjv.cse.cqu.com.    IN    A    225.208.13.179
hxyqieva.cse.cqu.com.    IN    A    187.47.163.197
mqvyjsrx.cse.cqu.com.    IN    A    62.76.128.228
dxqhmgoa.cse.cqu.com.    IN    A    121.84.119.22
oxtelnqd.cse.cqu.com.    IN    A    219.206.153.58
aqwhskgb.cse.cqu.com.    IN    A    191.191.107.37
tsfiphej.cse.cqu.com.    IN    A    22.196.190.240
srpntwji.cse.cqu.com.    IN    A    203.16.165.76
yipmndfb.cse.cqu.com.    IN    A    132.112.170.114
ciyrqvum.cse.cqu.com.    IN    A    195.237.41.118
nkugtqvr.cse.cqu.com.    IN    A    17.55.56.243
bhonmdsk.cse.cqu.com.    IN    A    255.180.103.126
coriqaud.cse.cqu.com.    IN    A    60.163.39.123
tibyvkqc.cse.cqu.com.    IN    A    0.220.245.190
rajdegml.cse.cqu.com.    IN    A    184.144.248.104
gnivcfud.cse.cqu.com.    IN    A    100.193.253.213
aqwerbpf.cse.cqu.com.    IN    A    183.122.51.64
onqwjxiy.cse.cqu.com.    IN    A    171.81.120.212
txsqwypm.cse.cqu.com.    IN    A    63.193.252.46
vgmfqdob.cse.cqu.com.    IN    A    211.182.64.112
rgahpfjl.cse.cqu.com.    IN    A    100.171.35.88
calbkgej.cse.cqu.com.    IN    A    42.64.26.80
gxjkrtod.cse.cqu.com.    IN    A    114.89.121.159
qjdheswf.cse.cqu.com.    IN    A    2.126.80.182
ouvhypjn.cse.cqu.com.    IN    A    37.102.182.117
fpbdveqo.cse.cqu.com.    IN    A    239.232.145.98
lraukmyx.cse.cqu.com.    IN    A    200.23.34.96
exvldqkp.cse.cqu.com.    IN    A    48.64.254.152
fkipjocu.cse.cqu.com.    IN    A    132.233.155.93
dhmocnqu.cse.cqu.com.    IN    A    167.240.6.141
jlayvmcu.cse.cqu.com.    IN    A    173.113.70.137
dqygnxeu.cse.cqu.com.    IN    A    70.86.145.94
hweptkqm.cse.cqu.com.    IN    A    208.63.89.1
pkxdjrha.cse.cqu.com.    IN    A    249.51.135.226
etnqrilp.cse.cqu.com.    IN    A    170.61.190.255
peinrkwv.cse.cqu.com.    IN    A    194.203.156.244
wtmohkjs.cse.cqu.com.    IN    A    140.15.224.50
nrhoviae.cse.cqu.com.    IN    A    135.26.123.95
jbpdrcmf.cse.cqu.com.    IN    A    213.241.50.207
ruklncsd.cse.cqu.com.    IN    A    88.2.25.175
tbwafpjy.cse.cqu.com.    IN    A    40.189.2.139
omxtljyf.cse.cqu.com.    IN    A    58.84.149.143
opqnigsf.cse.cqu.com.    IN    A    56.26.240.91
qkcfunbp.cse.cqu.com.    IN    A    77.85.201.131
vxhielsa.cse.cqu.com.    IN    A    189.126.69.35
vlxaedfm.cse.cqu.com.    IN    A    11.246.109.202
mxipjchw.cse.cqu.com.    IN    A    40.247.37.113
dfkmoupb.cse.cqu.com.    IN    A    134.199.247.81
mdjynqcr.cse.cqu.com.    IN    A    32.234.52.233
nbgajchr.cse.cqu.com.    IN    A    151.217.73.154
vjufixmo.cse.cqu.com.    IN    A    232.196.194.10
vgdfxrwc.cse.cqu.com.    IN    A    224.137.102.41
hispqlgx.cse.cqu.com.    IN    A    253.127.66.164
tgyswdrl.cse.cqu.com.    IN    A    157.141.170.250
wvuejsma.cse.cqu.com.    IN    A    86.71.73.100
bfdqtspn.cse.cqu.com.    IN    A    12.68.78.221
pxiwhuae.cse.cqu.com.    IN    A    20.70.21.104
wojibgap.cse.cqu.com.    IN    A    77.2.18.106
kqhyodbl.cse.cqu.com.    IN    A    56.172.88.43
adurgqpm.cse.cqu.com.    IN    A    181.81.16.106
pegunosb.cse.cqu.com.    IN    A    47.101.166.254
owsiqbkr.cse.cqu.com.    IN    A    168.107.47.95
yrmivjlw.cse.cqu.com.    IN    A    109.76.18.23
pkfqryao.cse.cqu.com.    IN    A    32.226.32.48
hmfadest.cse.cqu.com.    IN    A    145.210.163.74
dsantblo.cse.cqu.com.    IN    A    82.245.111.131
kwcxlvbo.cse.cqu.com.    IN    A    147.215.23.141
nmupgowi.cse.cqu.com.    IN    A    124.138.197.72
riknlcwg.cse.cqu.com.    IN    A    233.28.234.106
oxgrfbjv.cse.cqu.com.    IN    A    104.149.88.94
ivpcehmn.cse.cqu.com.    IN    A    240.187.186.224
xtnbelck.cse.cqu.com.    IN    A    77.69.152.149
ihpegtcn.cse.cqu.com.    IN    A    123.243.234.161
pmobwuik.cse.cqu.com.    IN    A    238.152.173.155
vndkigoy.cse.cqu.com.    IN    A    186.16.206.169
ejqmdasw.cse.cqu.com.    IN    A    133.215.240.164
bpehmcqn.cse.cqu.com.    IN    A    237.161.238.107
oklmavbi.cse.cqu.com.    IN    A    212.94.44.167
ifokwbdc.cse.cqu.com.    IN    A    172.219.167.141
yvqxeasw.cse.cqu.com.    IN    A    171.131.46.164
pgdyunes.cse.cqu.com.    IN    A    162.20.1.233
pkrfabsi.cse.cqu.com.    IN    A    207.32.153.76
tcqsbpjv.cse.cqu.com.    IN    A    215.151.117.119
jetdqbxi.cse.cqu.com.    IN    A    70.125.76.76
esqvpulr.cse.cqu.com.    IN    A    150.178.191.75
xmjdkewy.cse.cqu.com.    IN    A    1.172.232.9
dobwphsk.cse.cqu.com.    IN    A    151.9.185.228
knygasqe.cse.cqu.com.    IN    A    89.50.169.89
wftgxbhq.cse.cqu.com.    IN    A    67.101.214.216
iwxabufv.cse.cqu.com.    IN    A    161.68.239.231
aqfmiwun.cse.cqu.com.    IN    A    246.228.125.106
ysdukflc.cse.cqu.com.    IN    A    142.84.140.59
anypovmh.cse.cqu.com.    IN    A    50.250.30.172
hcxeampb.cse.cqu.com.    IN    A    195.56.222.119
fculxoty.cse.cqu.com.    IN    A    254.73.163.168
ikxlcgrp.cse.cqu.com.    IN    A    101.86.179.111
vqihufyr.cse.cqu.com.    IN    A    106.227.236.231
nsylfwga.cse.cqu.com.    IN    A    151.57.202.143
hadrujiv.cse.cqu.com.    IN    A    252.107.58.251
cpixghas.cse.cqu.com.    IN    A    210.248.54.187
vmwyouck.cse.cqu.com.    IN    A    22.86.250.242
ujxpgyqv.cse.cqu.com.    IN    A    112.209.243.196
cnomeiyw.cse.cqu.com.    IN    A    241.164.41.110
jceafpso.cse.cqu.com.    IN    A    66.101.102.178
wkutjncb.cse.cqu.com.    IN    A    50.79.52.201
ushlqpyo.cse.cqu.com.    IN    A    216.19.48.145
vouwqamn.cse.cqu.com.    IN    A    122.182.1.44
gvmxqspd.cse.cqu.com.    IN    A    77.206.170.229
cagletok.cse.cqu.com.    IN    A    223.179.140.59
ygucstvq.cse.cqu.com.    IN    A    120.122.152.85
nogsqifh.cse.cqu.com.    IN    A    241.140.177.227
knxuvdeq.cse.cqu.com.    IN    A    200.83.136.128
nyrvhdpa.cse.cqu.com.    IN    A    45.235.180.111
aervyutc.cse.cqu.com.    IN    A    43.193.62.55
vhqtjrde.cse.cqu.com.    IN    A    178.148.166.79
xqmylrin.cse.cqu.com.    IN    A    130.82.140.248
lnvoyuxi.cse.cqu.com.    IN    A    109.20.177.96
ilrbvswn.cse.cqu.com.    IN    A    215.169.140.96
sioqkvat.cse.cqu.com.    IN    A    159.110.212.34
nspjgihx.cse.cqu.com.    IN    A    232.109.207.208
yvqtowkn.cse.cqu.com.    IN    A    60.186.193.224
fxbnulem.cse.cqu.com.    IN    A    129.108.216.114
drbnvtce.cse.cqu.com.    IN    A    111.200.132.159
punoqwif.cse.cqu.com.    IN    A    246.75.220.97
etramcdy.cse.cqu.com.    IN    A    180.184.67.146
udcayshx.cse.cqu.com.    IN    A    199.193.83.26
ewdypabt.cse.cqu.com.    IN    A    249.229.192.250
uxysmpta.cse.cqu.com.    IN    A    180.184.175.135
ikhvudfm.cse.cqu.com.    IN    A    201.108.35.213
ymfkpowa.cse.cqu.com.    IN    A    107.37.57.67
rqmhaxkg.cse.cqu.com.    IN    A    28.108.102.250
lomaivpw.cse.cqu.com.    IN    A    127.142.157.113
ckoyaxig.cse.cqu.com.    IN    A    249.228.83.75
kifgnchu.cse.cqu.com.    IN    A    245.110.211.199
akxbjcuy.cse.cqu.com.    IN    A    21.95.50.28
nejuspwi.cse.cqu.com.    IN    A    91.210.160.136
cgxjvabi.cse.cqu.com.    IN    A    173.224.248.3
xofschvr.cse.cqu.com.    IN    A    238.184.184.200
tgjedaqp.cse.cqu.com.    IN    A    145.185.144.97
ghvlxbis.cse.cqu.com.    IN    A    1.25.149.115
fyodcpix.cse.cqu.com.    IN    A    148.233.58.238
qvbukfmp.cse.cqu.com.    IN    A    214.93.71.31
syparlnq.cse.cqu.com.    IN    A    243.230.34.101
edhwtmrc.cse.cqu.com.    IN    A    232.47.17.0
fieughld.cse.cqu.com.    IN    A    95.244.4.57
ksnbhomr.cse.cqu.com.    IN    A    47.55.38.89
iurhjcyg.cse.cqu.com.    IN    A    210.219.167.93
trkyqmcn.cse.cqu.com.    IN    A    93.187.238.119
snvtciol.cse.cqu.com.    IN    A    36.182.255.19
uikrnswy.cse.cqu.com.    IN    A    145.216.158.155
uvlwygdm.cse.cqu.com.    IN    A    215.205.127.88
munapscj.cse.cqu.com.    IN    A    22.12.104.116
obisyrux.cse.cqu.com.    IN    A    40.26.91.52
usbklrph.cse.cqu.com.    IN    A    34.200.197.79
nscifveg.cse.cqu.com.    IN    A    182.7.142.133
knsmyujc.cse.cqu.com.    IN    A    85.1.218.166
noglxftc.cse.cqu.com.    IN    A    131.11.110.107
nhbjaoqu.cse.cqu.com.    IN    A    44.77.224.117
fcvuslwa.cse.cqu.com.    IN    A    90.109.159.228
oyxrhwtj.cse.cqu.com.    IN    A    17.47.236.216
ychptilg.cse.cqu.com.    IN    A    201.188.229.76
okrdlqwv.cse.cqu.com.    IN    A    20.54.72.224
bnkyhepc.cse.cqu.com.    IN    A    152.181.15.156
bftuwdqa.cse.cqu.com.    IN    A    59.4.25.40
gmrnvoya.cse.cqu.com.    IN    A    80.169.35.232
txmsjfcq.cse.cqu.com.    IN    A    236.42.40.154
isbkqcle.cse.cqu.com.    IN    A    138.253.230.126
ofdlwiej.cse.cqu.com.    IN    A    236.233.200.6
sjdptbno.cse.cqu.com.    IN    A    225.6.94.149
bdehcnuj.cse.cqu.com.    IN    A    96.50.40.226
kvpqxmsl.cse.cqu.com.    IN    A    157.73.135.182
lqwmykao.cse.cqu.com.    IN    A    113.209.95.197
fnckebag.cse.cqu.com.    IN    A    102.159.55.149
mnbedfch.cse.cqu.com.    IN    A    163.21.182.132
byhqmgcx.cse.cqu.com.    IN    A    252.51.126.40
bflpyrev.cse.cqu.com.    IN    A    113.135.164.40
ofgcvsqn.cse.cqu.com.    IN    A    146.223.187.80
purksihq.cse.cqu.com.    IN    A    42.45.169.223
fgebwpqy.cse.cqu.com.    IN    A    179.28.15.220
sftbqiuc.cse.cqu.com.    IN    A    100.161.228.196
xpgmhnqr.cse.cqu.com.    IN    A    65.148.245.132
igryndsf.cse.cqu.com.    IN    A    162.46.186.208
dasmqbiw.cse.cqu.com.    IN    A    122.173.252.129
gtoseypn.cse.cqu.com.    IN    A    225.64.112.4
ekanobtm.cse.cqu.com.    IN    A    94.137.19.24
slxcbpjh.cse.cqu.com.    IN    A    26.228.204.190
esixtluo.cse.cqu.com.    IN    A    228.170.23.40
avqlpfwn.cse.cqu.com.    IN    A    148.226.125.204
xkoifgle.cse.cqu.com.    IN    A    189.16.214.16
wntlryhv.cse.cqu.com.    IN    A    129.170.233.77
huwroiaq.cse.cqu.com.    IN    A    8.209.200.163
hpuvrboc.cse.cqu.com.    IN    A    23.183.150.32
ocxwpfla.cse.cqu.com.    IN    A    76.8.202.30
ajlfephk.cse.cqu.com.    IN    A    115.92.151.141
tvfwnpux.cse.cqu.com.    IN    A    238.251.224.44
kwhtmpyf.cse.cqu.com.    IN    A    238.207.161.231
qdfivpng.cse.cqu.com.    IN    A    29.81.91.7
qgohrpnv.cse.cqu.com.    IN    A    5.215.58.191
qjcvdryp.cse.cqu.com.    IN    A    140.20.231.232
kuvbalej.cse.cqu.com.    IN    A    108.237.191.155
skfbgmox.cse.cqu.com.    IN    A    56.99.66.89
djgxnihe.cse.cqu.com.    IN    A    217.166.4.76
fmkncdrb.cse.cqu.com.    IN    A    149.22.198.99
deuoxgsk.cse.cqu.com.    IN    A    140.161.34.109
bdyjksfm.cse.cqu.com.    IN    A    161.201.184.221
ptecyvhj.cse.cqu.com.    IN    A    96.165.21.9
hvkpslfn.cse.cqu.com.    IN    A    195.101.112.179
yautmkgq.cse.cqu.com.    IN    A    192.145.189.20
xaihpjfy.cse.cqu.com.    IN    A    161.48.232.123
hobpurwy.cse.cqu.com.    IN    A    206.203.130.23
rmplvhyx.cse.cqu.com.    IN    A    46.63.247.253
wcokdspe.cse.cqu.com.    IN    A    185.23.8.97
nbjwsaxl.cse.cqu.com.    IN    A    172.0.129.185
twonugma.cse.cqu.com.    IN    A    45.28.194.70
dkibreqc.cse.cqu.com.    IN    A    171.91.238.173
tqjboyac.cse.cqu.com.    IN    A    213.174.69.166
fvqpdxml.cse.cqu.com.    IN    A    62.122.159.18
jihkadpt.cse.cqu.com.    IN    A    43.80.193.13
xiskwpdq.cse.cqu.com.    IN    A    240.44.217.90
gbwmcfti.cse.cqu.com.    IN    A    127.134.194.248
wujbxvlf.cse.cqu.com.    IN    A    222.209.235.64
fxyjcswv.cse.cqu.com.    IN    A    146.212.124.203
gecxiqys.cse.cqu.com.    IN    A    1.48.236.56
qfkdvrsp.cse.cqu.com.    IN    A    146.63.216.3
ybwvgqpo.cse.cqu.com.    IN    A    242.55.27.178
nlpmcdab.cse.cqu.com.    IN    A    199.164.120.122
sltxdcim.cse.cqu.com.    IN    A    219.68.153.112
fmvrnxsb.cse.cqu.com.    IN    A    185.108.13.86
ebqdjogx.cse.cqu.com.    IN    A    225.165.24.121
viwesorm.cse.cqu.com.    IN    A    66.129.72.233
exiaystg.cse.cqu.com.    IN    A    99.8.41.52
uriysqlo.cse.cqu.com.    IN    A    162.138.15.125
aclokyid.cse.cqu.com.    IN    A    105.153.209.36
dbewkcls.cse.cqu.com.    IN    A    135.224.101.179
pmqjvyde.cse.cqu.com.    IN    A    24.67.234.205
mglpcsdh.cse.cqu.com.    IN    A    219.101.85.244
bycwxluj.cse.cqu.com.    IN    A    238.136.79.81
mxftblnj.cse.cqu.com.    IN    A    194.14.251.171
aefxwumc.cse.cqu.com.    IN    A    191.118.244.218
mursfyik.cse.cqu.com.    IN    A    10.34.146.150
fdaynqgv.cse.cqu.com.    IN    A    43.3.169.48
jiuwngcx.cse.cqu.com.    IN    A    94.173.149.179
ivorchpk.cse.cqu.com.    IN    A    144.118.127.126
kpfgnwsv.cse.cqu.com.    IN    A    22.101.38.180
bgnoexwy.cse.cqu.com.    IN    A    133.159.154.8
kxjphwmq.cse.cqu.com.    IN    A    246.255.128.145
vbwdqhas.cse.cqu.com.    IN    A    236.141.35.151
wxrnbcle.cse.cqu.com.    IN    A    199.228.112.203
dcsiykrv.cse.cqu.com.    IN    A    252.221.36.9
nqbomagj.cse.cqu.com.    IN    A    134.186.135.100
bsxjfioa.cse.cqu.com.    IN    A    34.16.157.173
ueyxjtbn.cse.cqu.com.    IN    A    123.252.138.91
qhctxryu.cse.cqu.com.    IN    A    162.35.18.45
vnhqebyr.cse.cqu.com.    IN    A    110.151.3.105
sgdyuint.cse.cqu.com.    IN    A    199.189.234.118
mpkjgxqo.cse.cqu.com.    IN    A    245.5.113.85
csbvtlro.cse.cqu.com.    IN    A    141.107.1.173
dsnagfiq.cse.cqu.com.    IN    A    129.80.237.143
hsvckarl.cse.cqu.com.    IN    A    201.61.240.32
rastjxhm.cse.cqu.com.    IN    A    100.122.209.105
vxymkuqd.cse.cqu.com.    IN    A    38.29.245.146
mfxkvprq.cse.cqu.com.    IN    A    90.249.132.77
tkphovdu.cse.cqu.com.    IN    A    109.222.94.133
rvqkinjx.cse.cqu.com.    IN    A    58.62.174.253
fqvweujd.cse.cqu.com.    IN    A    220.140.59.202
aldpqygv.cse.cqu.com.    IN    A    119.205.101.250
hvjdrmcl.cse.cqu.com.    IN    A    131.13.118.145
hfgkjdiu.cse.cqu.com.    IN    A    172.3.58.187
jnqiuxkr.cse.cqu.com.    IN    A    129.74.185.114
fjqunliy.cse.cqu.com.    IN    A    79.253.60.11
ogyshewd.cse.cqu.com.    IN    A    180.67.88.179
ivmrlxgn.cse.cqu.com.    IN    A    65.65.129.233
wvcldmyn.cse.cqu.com.    IN    A    234.240.234.77
ntiwdvcq.cse.cqu.com.    IN    A    51.17.67.108
cdyvsnkw.cse.cqu.com.    IN    A    123.73.111.75
udivwjah.cse.cqu.com.    IN    A    46.179.18.243
mxcjyeaf.cse.cqu.com.    IN    A    177.42.34.157
pqadmelj.cse.cqu.com.    IN    A    243.88.186.250
eadfhtlg.cse.cqu.com.    IN    A    28.44.68.125
opfrnlhe.cse.cqu.com.    IN    A    6.156.22.28
thewiosy.cse.cqu.com.    IN    A    150.138.68.154
mhouapgn.cse.cqu.com.    IN    A    247.85.35.25
iblpohvf.cse.cqu.com.    IN    A    115.110.47.171
vtfrumey.cse.cqu.com.    IN    A    105.40.5.122
yowrjdlc.cse.cqu.com.    IN    A    122.135.105.2
tpfhcxnu.cse.cqu.com.    IN    A    228.230.70.63
dcgyvtkb.cse.cqu.com.    IN    A    105.32.178.91
kmtgrfqv.cse.cqu.com.    IN    A    5.198.222.50
wvyxdstp.cse.cqu.com.    IN    A    221.247.183.134
emikxyho.cse.cqu.com.    IN    A    178.10.176.52
bxgfdlet.cse.cqu.com.    IN    A    123.181.226.219
nkejhmla.cse.cqu.com.    IN    A    120.157.123.16
wqsjcxob.cse.cqu.com.    IN    A    26.160.134.44
akvcjyrn.cse.cqu.com.    IN    A    116.34.20.87
wanisloy.cse.cqu.com.    IN    A    88.200.45.213
uosxeinr.cse.cqu.com.    IN    A    102.153.35.85
dkmvjlxg.cse.cqu.com.    IN    A    143.225.159.227
yjbnvdpk.cse.cqu.com.    IN    A    176.166.235.68
cqmigltf.cse.cqu.com.    IN    A    171.161.243.190
rhbnfegl.cse.cqu.com.    IN    A    255.29.191.125
hofdxybp.cse.cqu.com.    IN    A    171.136.34.149
ibjtouxs.cse.cqu.com.    IN    A    85.172.244.181
ihrjgysn.cse.cqu.com.    IN    A    191.150.132.9
qpvcayxs.cse.cqu.com.    IN    A    38.165.232.68
xgbpoqyd.cse.cqu.com.    IN    A    85.59.203.152
adwmoejp.cse.cqu.com.    IN    A    32.227.161.127
knitdbmx.cse.cqu.com.    IN    A    254.114.107.32
ykiboern.cse.cqu.com.    IN    A    163.97.51.202
qyehrjui.cse.cqu.com.    IN    A    202.218.187.204
xaprfotu.cse.cqu.com.    IN    A    226.192.37.79
fcponbxd.cse.cqu.com.    IN    A    211.175.129.43
dkbnrium.cse.cqu.com.    IN    A    153.200.196.65
htmqbpvf.cse.cqu.com.    IN    A    95.138.111.66
ishgwnte.cse.cqu.com.    IN    A    13.225.45.115
tbvdkngc.cse.cqu.com.    IN    A    24.179.88.105
lenwosxb.cse.cqu.com.    IN    A    89.45.61.88
ykdnopew.cse.cqu.com.    IN    A    159.202.17.44
avxdqtwi.cse.cqu.com.    IN    A    22.88.77.72
kaugvhse.cse.cqu.com.    IN    A    236.27.213.237
jmrxgcps.cse.cqu.com.    IN    A    229.79.2.25
ieyrokcp.cse.cqu.com.    IN    A    128.117.203.151
halefpmo.cse.cqu.com.    IN    A    72.100.209.245
nvqhwyda.cse.cqu.com.    IN    A    8.75.167.178
ntrpwjdl.cse.cqu.com.    IN    A    179.222.23.234
fasjeunw.cse.cqu.com.    IN    A    72.167.119.232
qxnumswg.cse.cqu.com.    IN    A    179.246.100.247
inkocfsw.cse.cqu.com.    IN    A    135.199.175.147
nfsrabth.cse.cqu.com.    IN    A    239.149.17.1
opfudrqt.cse.cqu.com.    IN    A    28.213.171.89
ivbxasdl.cse.cqu.com.    IN    A    228.52.42.28
dnpaucxf.cse.cqu.com.    IN    A    243.214.226.136
gquyowaj.cse.cqu.com.    IN    A    148.13.21.42
ixfckodv.cse.cqu.com.    IN    A    107.118.226.162
rhnyjmba.cse.cqu.com.    IN    A    173.219.148.143
drfbqyoa.cse.cqu.com.    IN    A    109.63.35.44
rqfpasid.cse.cqu.com.    IN    A    134.203.244.118
ycbjvawm.cse.cqu.com.    IN    A    62.115.39.36
dsyfhran.cse.cqu.com.    IN    A    116.186.192.94
vmyrqxbw.cse.cqu.com.    IN    A    171.215.46.23
exgcblar.cse.cqu.com.    IN    A    129.12.167.10
jxmrnagd.cse.cqu.com.    IN    A    243.44.31.12
agcrsiho.cse.cqu.com.    IN    A    0.207.162.179
tvualyds.cse.cqu.com.    IN    A    1.130.142.254
pgbumqrw.cse.cqu.com.    IN    A    10.216.15.144
vpxtefms.cse.cqu.com.    IN    A    152.149.6.104
sjfeqchm.cse.cqu.com.    IN    A    241.108.187.50
rmxybewu.cse.cqu.com.    IN    A    223.49.143.79
ibmtyovn.cse.cqu.com.    IN    A    15.198.145.202
fqdgmtbw.cse.cqu.com.    IN    A    114.129.81.54
wvxocsdg.cse.cqu.com.    IN    A    92.83.169.246
ehlpdbos.cse.cqu.com.    IN    A    143.44.30.106
xqoayvgr.cse.cqu.com.    IN    A    249.91.201.68
qmahsvtn.cse.cqu.com.    IN    A    128.84.234.154
xekbcpjw.cse.cqu.com.    IN    A    97.221.104.98
yhmvpuqf.cse.cqu.com.    IN    A    24.66.215.92
iyamtncu.cse.cqu.com.    IN    A    103.55.58.101
knpalmud.cse.cqu.com.    IN    A    132.146.70.70
flachbem.cse.cqu.com.    IN    A    200.230.126.201
cdlgufmn.cse.cqu.com.    IN    A    111.212.136.42
qxmsrekt.cse.cqu.com.    IN    A    242.188.167.186
vubcxofy.cse.cqu.com.    IN    A    135.225.20.216
qopuidjh.cse.cqu.com.    IN    A    38.170.73.238
erbinudx.cse.cqu.com.    IN    A    115.255.31.154
cexdpbhf.cse.cqu.com.    IN    A    63.229.93.10
lprhbgcf.cse.cqu.com.    IN    A    34.91.111.221
yrnstelv.cse.cqu.com.    IN    A    5.1.50.156
iswypedq.cse.cqu.com.    IN    A    17.171.149.233
dicopugt.cse.cqu.com.    IN    A    136.117.17.156
lpwvhoqd.cse.cqu.com.    IN    A    70.222.95.4
tixhawfy.cse.cqu.com.    IN    A    132.21.181.8
xmalqvyo.cse.cqu.com.    IN    A    242.234.220.229
ispybtrh.cse.cqu.com.    IN    A    89.90.96.13
egdxjqmn.cse.cqu.com.    IN    A    74.193.196.181
rxlqsvup.cse.cqu.com.    IN    A    98.226.45.242
hpdmracy.cse.cqu.com.    IN    A    219.212.252.45
pqordvkw.cse.cqu.com.    IN    A    214.64.153.6
ougvlsfn.cse.cqu.com.    IN    A    76.211.9.105
ldpthsqw.cse.cqu.com.    IN    A    138.80.115.213
lpcainvj.cse.cqu.com.    IN    A    106.155.220.195
kbjecuid.cse.cqu.com.    IN    A    16.99.147.76
noycuhft.cse.cqu.com.    IN    A    11.54.68.71
sprgnjlo.cse.cqu.com.    IN    A    189.20.137.180
bjcvhyxp.cse.cqu.com.    IN    A    44.145.141.145
alhirfqs.cse.cqu.com.    IN    A    254.164.163.73
ujivdtnm.cse.cqu.com.    IN    A    181.172.47.204
najqxlpk.cse.cqu.com.    IN    A    137.237.4.194
sredakic.cse.cqu.com.    IN    A    142.151.203.21
akvjymsr.cse.cqu.com.    IN    A    136.192.154.13
awusnpxo.cse.cqu.com.    IN    A    39.183.65.2
atbyofic.cse.cqu.com.    IN    A    200.15.96.42
iyoxptjl.cse.cqu.com.    IN    A    152.217.89.102
jlnyhpac.cse.cqu.com.    IN    A    255.123.208.223
fvwuigom.cse.cqu.com.    IN    A    148.145.255.95
kpxqvoif.cse.cqu.com.    IN    A    241.90.153.30
mwstdofg.cse.cqu.com.    IN    A    31.90.199.171
xytwnqgi.cse.cqu.com.    IN    A    145.71.247.215
ovfrjecp.cse.cqu.com.    IN    A    136.88.209.195
qkglnytw.cse.cqu.com.    IN    A    133.39.62.64
tmvlsruw.cse.cqu.com.    IN    A    154.119.204.35
mvneyglw.cse.cqu.com.    IN    A    43.9.77.0
oulekmnr.cse.cqu.com.    IN    A    24.35.230.182
dkrjegln.cse.cqu.com.    IN    A    197.79.126.151
cpqkjvio.cse.cqu.com.    IN    A    147.124.98.244
yvihnopd.cse.cqu.com.    IN    A    13.33.146.149
aqtspcgn.cse.cqu.com.    IN    A    140.27.203.223
swpidtaj.cse.cqu.com.    IN    A    95.136.158.34
thgimerv.cse.cqu.com.    IN    A    0.0.109.240
nhqkipgb.cse.cqu.com.    IN    A    12.96.33.179
wkrlndgm.cse.cqu.com.    IN    A    0.175.60.193
mkgtlcwu.cse.cqu.com.    IN    A    141.129.203.140
qesprbxc.cse.cqu.com.    IN    A    227.122.18.68
leybufvn.cse.cqu.com.    IN    A    117.105.154.93
mawdlgiu.cse.cqu.com.    IN    A    232.178.145.165
ibyojakp.cse.cqu.com.    IN    A    146.127.134.90
gkutjxnh.cse.cqu.com.    IN    A    248.58.95.223
yebgakdm.cse.cqu.com.    IN    A    101.35.132.97
dbmqshoi.cse.cqu.com.    IN    A    30.221.203.129
dlgisjor.cse.cqu.com.    IN    A    237.205.186.136
ugrvobtk.cse.cqu.com.    IN    A    243.67.103.111
qrifkado.cse.cqu.com.    IN    A    236.92.174.182
bjqxpghw.cse.cqu.com.    IN    A    116.165.175.202
lydcqstk.cse.cqu.com.    IN    A    31.156.241.36
jcfkwvhd.cse.cqu.com.    IN    A    162.236.33.3
lcoiubrd.cse.cqu.com.    IN    A    126.17.5.143
pqgksixy.cse.cqu.com.    IN    A    110.248.181.58
rjescdbf.cse.cqu.com.    IN    A    238.76.111.167
lnhmudvy.cse.cqu.com.    IN    A    64.246.191.75
erybpjxc.cse.cqu.com.    IN    A    57.193.95.158
raxsmecw.cse.cqu.com.    IN    A    163.167.49.33
bxiufdht.cse.cqu.com.    IN    A    27.152.56.192
