pharm.whu.com.	14400	IN	SOA	ns1.pharm.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
pharm.whu.com.		    IN	NS ns1.pharm.whu.com.
lirsojhc.pharm.whu.com.  IN    A    115.203.119.192
ylqxnode.pharm.whu.com.  IN    A    7.161.162.167
wxnqpyit.pharm.whu.com.  IN    A    95.189.250.13
ptandokm.pharm.whu.com.  IN    A    150.6.244.200
ymaidtwv.pharm.whu.com.  IN    A    56.73.162.142
dbyewxsa.pharm.whu.com.  IN    A    142.149.76.109
doepcfvl.pharm.whu.com.  IN    A    71.36.51.255
gwhcsaqt.pharm.whu.com.  IN    A    209.125.224.100
vsdilmrc.pharm.whu.com.  IN    A    123.17.170.168
fvdbnpuw.pharm.whu.com.  IN    A    124.70.129.163
trdkxuvp.pharm.whu.com.  IN    A    161.27.143.174
sorehkbj.pharm.whu.com.  IN    A    225.211.9.156
bifgqxol.pharm.whu.com.  IN    A    172.16.220.236
ujbdglri.pharm.whu.com.  IN    A    53.190.141.159
pmxtjcde.pharm.whu.com.  IN    A    41.182.81.74
pmsrluqb.pharm.whu.com.  IN    A    168.183.117.233
lbjkcxno.pharm.whu.com.  IN    A    17.103.72.153
jqaxfihy.pharm.whu.com.  IN    A    7.166.225.214
iepklvju.pharm.whu.com.  IN    A    9.23.31.183
hpqfkocs.pharm.whu.com.  IN    A    137.3.176.229
dgaytblr.pharm.whu.com.  IN    A    39.203.162.140
tfxwneov.pharm.whu.com.  IN    A    199.44.212.228
qvhwxdbs.pharm.whu.com.  IN    A    121.74.215.89
ygvbsafo.pharm.whu.com.  IN    A    201.124.90.217
touyajfr.pharm.whu.com.  IN    A    144.138.153.130
nqchrbev.pharm.whu.com.  IN    A    180.75.129.16
jtqarxfu.pharm.whu.com.  IN    A    47.247.184.5
eaonjcsw.pharm.whu.com.  IN    A    182.158.19.223
ndmhcryl.pharm.whu.com.  IN    A    17.149.217.71
kuinsjeo.pharm.whu.com.  IN    A    72.32.86.207
riqaywxe.pharm.whu.com.  IN    A    32.130.1.144
klntmwui.pharm.whu.com.  IN    A    40.27.62.168
jyigcwqd.pharm.whu.com.  IN    A    167.19.59.179
uscoerjh.pharm.whu.com.  IN    A    128.53.149.40
hoiyxejf.pharm.whu.com.  IN    A    219.90.173.30
bteyiusa.pharm.whu.com.  IN    A    246.234.54.232
eyrakqvn.pharm.whu.com.  IN    A    45.39.42.87
nxajhyei.pharm.whu.com.  IN    A    255.218.233.160
ksmcybio.pharm.whu.com.  IN    A    45.222.175.49
cfxwhsil.pharm.whu.com.  IN    A    27.188.250.71
ynvkesxm.pharm.whu.com.  IN    A    164.124.201.134
vyrsidme.pharm.whu.com.  IN    A    228.244.68.160
owqtxvsg.pharm.whu.com.  IN    A    4.209.73.118
yqlvmrpf.pharm.whu.com.  IN    A    81.131.248.70
wsxtapjm.pharm.whu.com.  IN    A    98.159.231.21
kgeojfic.pharm.whu.com.  IN    A    174.190.33.115
bdojmyps.pharm.whu.com.  IN    A    131.220.212.228
ycoxpqlb.pharm.whu.com.  IN    A    142.12.32.179
oxsmibvk.pharm.whu.com.  IN    A    99.127.110.21
hdbxljuq.pharm.whu.com.  IN    A    206.197.173.36
gipjhwos.pharm.whu.com.  IN    A    144.45.163.9
cvpbojrt.pharm.whu.com.  IN    A    93.233.144.20
yvufxhld.pharm.whu.com.  IN    A    237.58.209.248
ikptqudo.pharm.whu.com.  IN    A    185.222.65.117
sakilwyd.pharm.whu.com.  IN    A    44.79.135.217
ymcuhkbf.pharm.whu.com.  IN    A    54.2.204.225
kvwhuiaq.pharm.whu.com.  IN    A    209.226.184.129
kwsmcaxg.pharm.whu.com.  IN    A    245.245.169.181
icdxlapn.pharm.whu.com.  IN    A    107.189.120.131
jcotrqbw.pharm.whu.com.  IN    A    128.228.102.175
qirtupbm.pharm.whu.com.  IN    A    115.254.137.45
fygiuobx.pharm.whu.com.  IN    A    210.68.238.155
njcbeuik.pharm.whu.com.  IN    A    85.68.62.21
whogydva.pharm.whu.com.  IN    A    98.155.92.83
yukfgtmi.pharm.whu.com.  IN    A    230.180.150.139
wdqsrcha.pharm.whu.com.  IN    A    46.171.190.159
tqkmgswv.pharm.whu.com.  IN    A    144.197.195.147
jskfogrd.pharm.whu.com.  IN    A    79.172.187.180
nygkaubf.pharm.whu.com.  IN    A    27.194.29.202
vnwouyfi.pharm.whu.com.  IN    A    68.16.171.180
wqyeltrh.pharm.whu.com.  IN    A    215.189.134.158
xbcrdeus.pharm.whu.com.  IN    A    13.204.186.121
pirqenvf.pharm.whu.com.  IN    A    58.115.168.184
dqistarl.pharm.whu.com.  IN    A    189.108.99.66
awdnsfji.pharm.whu.com.  IN    A    26.89.144.73
nmtvkjls.pharm.whu.com.  IN    A    144.193.131.196
bfvsawpd.pharm.whu.com.  IN    A    181.124.182.238
octwfgkd.pharm.whu.com.  IN    A    99.249.93.78
buawfdeq.pharm.whu.com.  IN    A    94.248.192.173
jqnvhcix.pharm.whu.com.  IN    A    55.192.137.231
sfkianbl.pharm.whu.com.  IN    A    44.47.67.139
fntqkpds.pharm.whu.com.  IN    A    149.33.188.200
ckirjnph.pharm.whu.com.  IN    A    216.106.87.246
uypelgbf.pharm.whu.com.  IN    A    85.68.184.10
jglvmioq.pharm.whu.com.  IN    A    120.85.105.121
ndwrfomk.pharm.whu.com.  IN    A    224.11.2.186
oltwnhxb.pharm.whu.com.  IN    A    84.184.200.219
ewvtfrxj.pharm.whu.com.  IN    A    44.52.237.51
mdrgtnlu.pharm.whu.com.  IN    A    125.155.209.174
gomdnpjh.pharm.whu.com.  IN    A    255.207.151.211
hgpoutay.pharm.whu.com.  IN    A    25.4.65.94
qpanmyro.pharm.whu.com.  IN    A    231.204.188.194
pkhcamlg.pharm.whu.com.  IN    A    237.181.193.252
gweqkatm.pharm.whu.com.  IN    A    210.156.228.244
rjdlcstm.pharm.whu.com.  IN    A    179.30.120.151
qgnrmkvp.pharm.whu.com.  IN    A    120.65.242.57
xdpynrvm.pharm.whu.com.  IN    A    57.85.150.15
oiqtwmex.pharm.whu.com.  IN    A    161.60.26.90
rnpviwkj.pharm.whu.com.  IN    A    140.165.147.183
wkepnycm.pharm.whu.com.  IN    A    191.13.99.19
nhlarxks.pharm.whu.com.  IN    A    116.86.131.66
yoqnwskp.pharm.whu.com.  IN    A    181.146.81.123
rcjphmlo.pharm.whu.com.  IN    A    191.151.247.177
ltohexkf.pharm.whu.com.  IN    A    61.188.94.115
aicxyesd.pharm.whu.com.  IN    A    129.203.0.94
cxqwaorp.pharm.whu.com.  IN    A    171.2.71.232
ybfixhcq.pharm.whu.com.  IN    A    131.39.39.47
awbgmxcv.pharm.whu.com.  IN    A    109.200.124.156
grpaciye.pharm.whu.com.  IN    A    253.154.201.16
pybcsoha.pharm.whu.com.  IN    A    40.143.226.159
astxufdv.pharm.whu.com.  IN    A    8.126.59.227
xgdnkqet.pharm.whu.com.  IN    A    78.239.240.27
daogxbmw.pharm.whu.com.  IN    A    88.62.196.188
tinurcew.pharm.whu.com.  IN    A    80.163.216.2
fjpalriu.pharm.whu.com.  IN    A    74.225.88.201
kqjdhomx.pharm.whu.com.  IN    A    165.192.207.85
saocmrkh.pharm.whu.com.  IN    A    246.95.41.207
xygpvedr.pharm.whu.com.  IN    A    74.175.165.44
qmiapdgj.pharm.whu.com.  IN    A    22.238.221.253
fdjglpht.pharm.whu.com.  IN    A    169.20.147.40
wmvlkidn.pharm.whu.com.  IN    A    214.161.56.123
qnkcjogt.pharm.whu.com.  IN    A    50.61.109.3
slkefpod.pharm.whu.com.  IN    A    112.99.101.19
ieyvujgk.pharm.whu.com.  IN    A    243.124.185.44
pgejyvnd.pharm.whu.com.  IN    A    253.103.225.5
ewgnjmdb.pharm.whu.com.  IN    A    149.227.239.90
batpefjy.pharm.whu.com.  IN    A    95.217.111.87
gtfprkvj.pharm.whu.com.  IN    A    113.243.255.177
ubvaljcr.pharm.whu.com.  IN    A    21.202.245.210
hpfautnb.pharm.whu.com.  IN    A    72.204.19.89
xhwlkepj.pharm.whu.com.  IN    A    7.114.224.175
lvfbeupa.pharm.whu.com.  IN    A    87.118.149.129
kmlgebno.pharm.whu.com.  IN    A    110.156.50.135
tyxflrma.pharm.whu.com.  IN    A    248.236.14.211
glkfucdx.pharm.whu.com.  IN    A    132.112.174.151
rbegoihq.pharm.whu.com.  IN    A    43.249.172.150
mbecralh.pharm.whu.com.  IN    A    138.44.174.254
kjyabgtf.pharm.whu.com.  IN    A    241.205.255.106
wiykjnms.pharm.whu.com.  IN    A    100.249.87.48
oimhsuyw.pharm.whu.com.  IN    A    63.247.204.12
qywgjlsh.pharm.whu.com.  IN    A    198.130.99.122
yvcnmoau.pharm.whu.com.  IN    A    233.165.223.159
mstrobjq.pharm.whu.com.  IN    A    100.182.146.135
kdvtbmgq.pharm.whu.com.  IN    A    81.234.147.77
gcflutkx.pharm.whu.com.  IN    A    23.184.46.36
ndchajgq.pharm.whu.com.  IN    A    45.250.47.139
vteumaqi.pharm.whu.com.  IN    A    176.4.242.178
gevdxhau.pharm.whu.com.  IN    A    76.24.116.180
qgwkexjv.pharm.whu.com.  IN    A    217.114.212.24
aurjfciv.pharm.whu.com.  IN    A    216.202.198.191
tibjwsvd.pharm.whu.com.  IN    A    68.166.118.204
mocbupky.pharm.whu.com.  IN    A    254.28.108.67
nawujqso.pharm.whu.com.  IN    A    126.52.170.213
bwgykaoh.pharm.whu.com.  IN    A    119.211.76.89
jxmosepi.pharm.whu.com.  IN    A    49.48.191.53
hqsnumrd.pharm.whu.com.  IN    A    198.82.123.129
pbyiqafm.pharm.whu.com.  IN    A    135.76.207.74
lvpicsdf.pharm.whu.com.  IN    A    246.70.37.42
dvsfwcyu.pharm.whu.com.  IN    A    22.147.92.112
mclpvsxd.pharm.whu.com.  IN    A    248.244.254.144
jbestdrx.pharm.whu.com.  IN    A    16.235.36.89
rntlbhqy.pharm.whu.com.  IN    A    164.123.33.26
pkvxthrb.pharm.whu.com.  IN    A    149.121.201.144
itavsqcp.pharm.whu.com.  IN    A    98.165.10.35
loraeiug.pharm.whu.com.  IN    A    211.209.212.19
sgyfpmvl.pharm.whu.com.  IN    A    112.111.111.91
fkywihqm.pharm.whu.com.  IN    A    41.245.195.79
bnqtsjuh.pharm.whu.com.  IN    A    197.51.158.67
ujicqvlm.pharm.whu.com.  IN    A    189.219.111.116
aofyhlcr.pharm.whu.com.  IN    A    209.58.14.12
klptivgb.pharm.whu.com.  IN    A    139.74.46.224
jmnklgye.pharm.whu.com.  IN    A    190.100.185.100
wlibesgr.pharm.whu.com.  IN    A    245.221.190.138
qifdxnum.pharm.whu.com.  IN    A    78.210.112.109
eplraymx.pharm.whu.com.  IN    A    88.137.130.217
pwyrfdus.pharm.whu.com.  IN    A    73.99.11.195
aqjgnbmp.pharm.whu.com.  IN    A    165.195.173.12
ntgaxmbk.pharm.whu.com.  IN    A    90.74.117.139
pyomflgt.pharm.whu.com.  IN    A    241.128.27.121
ywspfgbe.pharm.whu.com.  IN    A    123.233.13.210
nloqkmdx.pharm.whu.com.  IN    A    118.38.196.155
uerlqowx.pharm.whu.com.  IN    A    42.73.192.231
jrduyoit.pharm.whu.com.  IN    A    124.230.139.204
nchqsifx.pharm.whu.com.  IN    A    91.45.221.146
xlbkreqp.pharm.whu.com.  IN    A    35.64.79.239
ofkbtwng.pharm.whu.com.  IN    A    192.174.77.80
ndxwfrtm.pharm.whu.com.  IN    A    69.183.63.200
kmhgqynt.pharm.whu.com.  IN    A    117.17.209.83
xayrlbwc.pharm.whu.com.  IN    A    114.73.48.199
xqfremtu.pharm.whu.com.  IN    A    88.191.91.70
qdsjuoha.pharm.whu.com.  IN    A    102.179.56.29
dqwsnoyb.pharm.whu.com.  IN    A    142.38.214.94
rigbxmld.pharm.whu.com.  IN    A    227.251.189.200
qirhdsku.pharm.whu.com.  IN    A    55.39.25.138
uigwkdos.pharm.whu.com.  IN    A    42.21.88.86
nhsdorgi.pharm.whu.com.  IN    A    241.113.219.54
woqguydf.pharm.whu.com.  IN    A    15.249.235.75
djwrvlbt.pharm.whu.com.  IN    A    253.67.162.58
pxnjvesr.pharm.whu.com.  IN    A    48.175.38.23
aosbyjli.pharm.whu.com.  IN    A    105.123.127.254
uwnajfci.pharm.whu.com.  IN    A    183.214.237.153
sapbkmlt.pharm.whu.com.  IN    A    32.182.121.64
kexsdglj.pharm.whu.com.  IN    A    190.91.99.135
gbptqekn.pharm.whu.com.  IN    A    208.154.60.111
amjgufeo.pharm.whu.com.  IN    A    174.84.81.7
wlodtbyx.pharm.whu.com.  IN    A    207.77.228.213
dtyeknas.pharm.whu.com.  IN    A    27.147.217.114
sdmpjbei.pharm.whu.com.  IN    A    2.226.193.189
tibycalv.pharm.whu.com.  IN    A    26.188.221.168
ixdejlbg.pharm.whu.com.  IN    A    110.61.182.19
wftaqnck.pharm.whu.com.  IN    A    8.178.124.230
grpynehx.pharm.whu.com.  IN    A    83.232.149.174
rbfisadp.pharm.whu.com.  IN    A    160.248.251.66
dcuvorkg.pharm.whu.com.  IN    A    186.51.136.197
comsxjty.pharm.whu.com.  IN    A    147.8.142.58
pdnskghl.pharm.whu.com.  IN    A    148.198.34.135
pmglotkq.pharm.whu.com.  IN    A    28.236.27.214
lfihsmvc.pharm.whu.com.  IN    A    94.2.113.223
aeptdxmn.pharm.whu.com.  IN    A    52.78.118.126
cnlbjvgp.pharm.whu.com.  IN    A    217.253.39.217
qaryglej.pharm.whu.com.  IN    A    7.67.9.110
fairxlcp.pharm.whu.com.  IN    A    68.230.243.112
yqfanipx.pharm.whu.com.  IN    A    25.183.139.83
bdanmlxi.pharm.whu.com.  IN    A    171.28.132.100
mjrvwnkh.pharm.whu.com.  IN    A    111.49.10.252
fxygrijd.pharm.whu.com.  IN    A    176.194.15.13
qrbtxypj.pharm.whu.com.  IN    A    59.195.237.91
yildfqbx.pharm.whu.com.  IN    A    189.32.178.42
jyxpkqsn.pharm.whu.com.  IN    A    6.43.204.132
imsdfjvw.pharm.whu.com.  IN    A    199.53.60.122
cuosxtyf.pharm.whu.com.  IN    A    163.175.188.59
duhrteji.pharm.whu.com.  IN    A    228.244.170.48
myolfqwp.pharm.whu.com.  IN    A    241.75.42.5
gqwuxhrl.pharm.whu.com.  IN    A    74.203.185.71
bmykprwo.pharm.whu.com.  IN    A    224.165.43.93
jvwtxfyo.pharm.whu.com.  IN    A    31.148.255.100
fntjmqpr.pharm.whu.com.  IN    A    167.169.174.241
jhfbareg.pharm.whu.com.  IN    A    143.48.175.219
rgefdvwa.pharm.whu.com.  IN    A    9.146.214.73
qkucliht.pharm.whu.com.  IN    A    58.81.141.83
ajwxitqs.pharm.whu.com.  IN    A    189.71.23.228
knvldsmy.pharm.whu.com.  IN    A    33.167.211.199
ntyehmqi.pharm.whu.com.  IN    A    193.155.41.42
rkhivqlm.pharm.whu.com.  IN    A    192.79.26.28
kyeudfbc.pharm.whu.com.  IN    A    118.189.76.106
mjocfglb.pharm.whu.com.  IN    A    2.164.43.246
nygevhjk.pharm.whu.com.  IN    A    62.235.73.176
cnyxviqd.pharm.whu.com.  IN    A    14.183.68.57
sqflkpno.pharm.whu.com.  IN    A    137.100.93.100
itkycdnp.pharm.whu.com.  IN    A    190.61.242.96
oqhypfud.pharm.whu.com.  IN    A    50.174.16.51
edlxwatm.pharm.whu.com.  IN    A    194.238.1.43
hngbelud.pharm.whu.com.  IN    A    203.174.69.152
sujcpfxb.pharm.whu.com.  IN    A    15.38.62.118
bsgltfpc.pharm.whu.com.  IN    A    134.56.149.48
ryndthje.pharm.whu.com.  IN    A    174.84.77.119
xdbfukce.pharm.whu.com.  IN    A    229.196.121.128
vdmnqyil.pharm.whu.com.  IN    A    20.124.235.47
khorlbae.pharm.whu.com.  IN    A    28.174.125.104
jsoqykcd.pharm.whu.com.  IN    A    73.35.78.88
vknqjwde.pharm.whu.com.  IN    A    21.138.114.177
mevctuon.pharm.whu.com.  IN    A    222.197.65.245
vecrqupl.pharm.whu.com.  IN    A    116.106.186.62
whkeylap.pharm.whu.com.  IN    A    84.253.241.129
fprsqvuk.pharm.whu.com.  IN    A    18.152.231.246
rpvkgboc.pharm.whu.com.  IN    A    110.146.127.185
yhdkoqnr.pharm.whu.com.  IN    A    168.42.152.187
vqcxlsdf.pharm.whu.com.  IN    A    217.156.208.130
awdtlnpg.pharm.whu.com.  IN    A    53.22.87.128
sbxenmci.pharm.whu.com.  IN    A    139.118.165.240
etbxhrcd.pharm.whu.com.  IN    A    187.103.193.104
xhoisygj.pharm.whu.com.  IN    A    54.241.41.243
xkyfqdun.pharm.whu.com.  IN    A    234.83.216.102
jlfemgap.pharm.whu.com.  IN    A    213.186.22.206
plnjcygw.pharm.whu.com.  IN    A    195.38.175.181
jtqukfpc.pharm.whu.com.  IN    A    209.48.202.128
guiyeonx.pharm.whu.com.  IN    A    124.137.112.22
kejtgpdn.pharm.whu.com.  IN    A    167.132.233.253
qtsojmvi.pharm.whu.com.  IN    A    185.150.204.189
ocjrukqg.pharm.whu.com.  IN    A    43.133.172.197
ficjqrmw.pharm.whu.com.  IN    A    237.0.35.47
pahskyvu.pharm.whu.com.  IN    A    251.220.164.4
bifhwdkg.pharm.whu.com.  IN    A    179.177.175.225
xscldwqp.pharm.whu.com.  IN    A    32.31.173.238
yipkgfud.pharm.whu.com.  IN    A    238.71.24.96
ihktamfq.pharm.whu.com.  IN    A    34.20.45.227
domqapxj.pharm.whu.com.  IN    A    224.236.216.186
vkjetgdn.pharm.whu.com.  IN    A    214.72.36.83
yxfgeali.pharm.whu.com.  IN    A    226.138.121.103
giwyoehx.pharm.whu.com.  IN    A    164.148.158.148
gfueytkn.pharm.whu.com.  IN    A    102.191.70.229
aoubirsd.pharm.whu.com.  IN    A    28.233.40.83
hivxsfcg.pharm.whu.com.  IN    A    151.181.124.206
fetnwlub.pharm.whu.com.  IN    A    54.56.226.206
celubxfq.pharm.whu.com.  IN    A    5.142.204.66
vonubkfr.pharm.whu.com.  IN    A    15.88.198.220
gsvcjhnb.pharm.whu.com.  IN    A    242.138.214.177
juidvoma.pharm.whu.com.  IN    A    122.216.207.21
jnhgxylc.pharm.whu.com.  IN    A    88.245.189.9
avhfsokp.pharm.whu.com.  IN    A    157.166.157.127
iwslgkpt.pharm.whu.com.  IN    A    225.36.152.152
vmwkqfus.pharm.whu.com.  IN    A    76.163.59.175
kegrbsod.pharm.whu.com.  IN    A    106.131.56.153
temghwip.pharm.whu.com.  IN    A    122.190.216.13
moijwdvs.pharm.whu.com.  IN    A    164.155.170.52
neyrtqap.pharm.whu.com.  IN    A    153.53.65.248
byfmljgw.pharm.whu.com.  IN    A    227.33.222.245
bkamnvxq.pharm.whu.com.  IN    A    50.73.77.144
jfbihvpo.pharm.whu.com.  IN    A    215.176.157.62
ofhgvsuy.pharm.whu.com.  IN    A    154.122.56.11
wynfxjpg.pharm.whu.com.  IN    A    152.177.101.139
kjbndiaw.pharm.whu.com.  IN    A    180.27.224.20
nmeprxwa.pharm.whu.com.  IN    A    219.213.136.186
kleyrhts.pharm.whu.com.  IN    A    120.202.99.95
naiqfysj.pharm.whu.com.  IN    A    176.156.94.209
bydqprnx.pharm.whu.com.  IN    A    104.235.49.142
wxpuibfm.pharm.whu.com.  IN    A    204.17.75.130
mqtajldx.pharm.whu.com.  IN    A    64.255.79.18
utikdmey.pharm.whu.com.  IN    A    210.171.100.97
ehainyls.pharm.whu.com.  IN    A    54.44.167.240
vjrskmtb.pharm.whu.com.  IN    A    195.58.50.34
ivsujrfa.pharm.whu.com.  IN    A    84.182.134.66
cdlbawpy.pharm.whu.com.  IN    A    116.21.175.32
mexjyrag.pharm.whu.com.  IN    A    169.24.14.174
iknujglb.pharm.whu.com.  IN    A    19.101.138.31
vdgixutf.pharm.whu.com.  IN    A    92.128.75.95
ypnkjdas.pharm.whu.com.  IN    A    149.186.189.161
itsnpxgm.pharm.whu.com.  IN    A    29.203.173.136
numoedfr.pharm.whu.com.  IN    A    61.85.37.243
kbeonhia.pharm.whu.com.  IN    A    191.123.155.153
clhtxqpe.pharm.whu.com.  IN    A    238.56.145.204
wekhaisy.pharm.whu.com.  IN    A    32.74.136.82
dqbsfoac.pharm.whu.com.  IN    A    180.215.113.190
qctxiydn.pharm.whu.com.  IN    A    158.42.225.73
kwbylajq.pharm.whu.com.  IN    A    120.104.36.110
krpdqesf.pharm.whu.com.  IN    A    176.191.135.157
lkairoxq.pharm.whu.com.  IN    A    9.34.216.43
eriovtcp.pharm.whu.com.  IN    A    78.221.41.134
ryobdftp.pharm.whu.com.  IN    A    209.239.228.52
otfkjsep.pharm.whu.com.  IN    A    164.74.229.96
mhxperjb.pharm.whu.com.  IN    A    9.128.190.139
dcbulejt.pharm.whu.com.  IN    A    101.87.93.234
wmfxeysu.pharm.whu.com.  IN    A    66.148.245.33
cgloprhm.pharm.whu.com.  IN    A    97.115.158.123
hqynidlb.pharm.whu.com.  IN    A    52.52.135.152
oxtdlkmj.pharm.whu.com.  IN    A    177.82.109.118
rwvbpxyl.pharm.whu.com.  IN    A    145.221.240.176
hrepmawd.pharm.whu.com.  IN    A    17.39.187.71
odghrwst.pharm.whu.com.  IN    A    109.159.6.9
sqoutbnp.pharm.whu.com.  IN    A    77.222.150.12
qmvxgjkl.pharm.whu.com.  IN    A    87.162.12.66
brdjyxfw.pharm.whu.com.  IN    A    246.196.69.55
fbkohuyi.pharm.whu.com.  IN    A    143.168.66.75
hqosjagw.pharm.whu.com.  IN    A    6.118.163.5
oclvdujh.pharm.whu.com.  IN    A    163.201.88.251
bshcqkrd.pharm.whu.com.  IN    A    242.239.172.39
jswbnger.pharm.whu.com.  IN    A    172.103.239.35
lavnfrgp.pharm.whu.com.  IN    A    74.223.124.223
etwckhum.pharm.whu.com.  IN    A    99.150.98.153
ibwcxnmq.pharm.whu.com.  IN    A    76.99.131.163
tdspruig.pharm.whu.com.  IN    A    6.215.50.252
feltcxbo.pharm.whu.com.  IN    A    108.106.109.211
hirmanwd.pharm.whu.com.  IN    A    147.112.107.132
kejhwacs.pharm.whu.com.  IN    A    117.239.39.25
vicdshkg.pharm.whu.com.  IN    A    29.218.236.3
hfkqsrpy.pharm.whu.com.  IN    A    32.223.30.126
enmlysrt.pharm.whu.com.  IN    A    148.87.160.145
hvtnwjro.pharm.whu.com.  IN    A    176.219.179.94
jwnxftqu.pharm.whu.com.  IN    A    141.109.23.75
xgbtkhlc.pharm.whu.com.  IN    A    70.165.207.246
qheiswmt.pharm.whu.com.  IN    A    97.87.245.211
ailyfmnj.pharm.whu.com.  IN    A    95.92.231.156
cxkrnqyh.pharm.whu.com.  IN    A    11.73.40.138
demvoyln.pharm.whu.com.  IN    A    198.76.174.227
cvpygbdx.pharm.whu.com.  IN    A    158.242.107.46
jfohcpgi.pharm.whu.com.  IN    A    113.185.214.165
lebtcarj.pharm.whu.com.  IN    A    67.226.175.213
dekipuml.pharm.whu.com.  IN    A    236.34.106.69
wdfamkcn.pharm.whu.com.  IN    A    133.59.137.38
msndywch.pharm.whu.com.  IN    A    95.23.204.104
pxywbvem.pharm.whu.com.  IN    A    235.139.234.1
krwixelt.pharm.whu.com.  IN    A    116.131.254.216
eibsogdc.pharm.whu.com.  IN    A    171.29.227.188
lqyafrin.pharm.whu.com.  IN    A    245.92.104.209
ntbgfiju.pharm.whu.com.  IN    A    114.19.181.55
fraobkld.pharm.whu.com.  IN    A    27.225.120.30
tgeosdab.pharm.whu.com.  IN    A    32.112.228.208
cmysthka.pharm.whu.com.  IN    A    187.147.232.3
xmpdvtch.pharm.whu.com.  IN    A    149.34.68.70
iawtebqo.pharm.whu.com.  IN    A    87.183.206.3
kdnpjoxa.pharm.whu.com.  IN    A    119.214.81.138
fxdcirys.pharm.whu.com.  IN    A    118.92.213.39
hvujplrf.pharm.whu.com.  IN    A    41.107.30.177
fapytvbs.pharm.whu.com.  IN    A    98.116.66.29
wcilkour.pharm.whu.com.  IN    A    179.20.150.238
gujnsofe.pharm.whu.com.  IN    A    21.245.140.217
eiyrjobl.pharm.whu.com.  IN    A    207.17.157.228
nseidwvp.pharm.whu.com.  IN    A    216.35.233.175
ctgripdv.pharm.whu.com.  IN    A    16.139.158.40
mejivkht.pharm.whu.com.  IN    A    238.188.8.53
yhovrqie.pharm.whu.com.  IN    A    242.67.255.154
jvxosglr.pharm.whu.com.  IN    A    229.56.225.48
hkefxcrg.pharm.whu.com.  IN    A    231.138.18.74
ensyluqa.pharm.whu.com.  IN    A    145.67.40.121
uqpsodkg.pharm.whu.com.  IN    A    222.47.52.63
dlnpxafr.pharm.whu.com.  IN    A    93.181.215.245
onfvqsti.pharm.whu.com.  IN    A    6.26.196.193
dyaenfgs.pharm.whu.com.  IN    A    82.64.37.123
xbnetmkr.pharm.whu.com.  IN    A    73.147.48.128
xmcksrgq.pharm.whu.com.  IN    A    115.159.108.241
jrbxcfuy.pharm.whu.com.  IN    A    202.121.95.211
utvahcgs.pharm.whu.com.  IN    A    0.40.93.170
bhutkwcn.pharm.whu.com.  IN    A    120.238.186.147
sbjlancv.pharm.whu.com.  IN    A    241.172.23.218
kmbfaleh.pharm.whu.com.  IN    A    154.250.105.194
djlcosqx.pharm.whu.com.  IN    A    183.203.174.231
dwhckvrt.pharm.whu.com.  IN    A    226.118.89.62
scdxihpq.pharm.whu.com.  IN    A    189.184.95.177
uqcratvn.pharm.whu.com.  IN    A    125.42.4.96
dpjytigf.pharm.whu.com.  IN    A    147.69.206.117
dnyefwkc.pharm.whu.com.  IN    A    1.185.87.142
polnafrq.pharm.whu.com.  IN    A    211.103.236.247
vxfjwyed.pharm.whu.com.  IN    A    128.33.252.233
bpstgoky.pharm.whu.com.  IN    A    66.167.120.238
ngycrdtu.pharm.whu.com.  IN    A    175.15.174.225
oryahvxu.pharm.whu.com.  IN    A    83.24.120.246
eavxphjl.pharm.whu.com.  IN    A    123.216.68.113
dmqhwjkg.pharm.whu.com.  IN    A    48.246.146.124
xsjabwqn.pharm.whu.com.  IN    A    78.62.156.136
fwshkmbt.pharm.whu.com.  IN    A    149.40.52.220
hpmuetvb.pharm.whu.com.  IN    A    17.217.24.148
dhbmtfcq.pharm.whu.com.  IN    A    3.37.90.74
jisdmxhv.pharm.whu.com.  IN    A    157.107.113.163
kcnuemqg.pharm.whu.com.  IN    A    245.23.150.63
emhuwbvg.pharm.whu.com.  IN    A    197.62.27.191
fnkxmqpt.pharm.whu.com.  IN    A    176.243.145.29
htejwcmv.pharm.whu.com.  IN    A    236.250.103.158
lbcphntd.pharm.whu.com.  IN    A    209.198.193.241
