sm.xmu.com.	14400	IN	SOA	ns1.sm.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
sm.xmu.com.		    IN	NS ns1.sm.xmu.com.
odmayjxv.sm.xmu.com.     IN    A    215.29.1.150
pvqhiouj.sm.xmu.com.     IN    A    152.112.188.98
oqwsjgmv.sm.xmu.com.     IN    A    87.190.12.224
ohsceavq.sm.xmu.com.     IN    A    212.166.223.22
xscphayu.sm.xmu.com.     IN    A    158.67.101.195
skyvcgwn.sm.xmu.com.     IN    A    175.199.176.114
rokwmgsd.sm.xmu.com.     IN    A    171.202.196.109
ugrwokpn.sm.xmu.com.     IN    A    143.252.49.221
lufivecj.sm.xmu.com.     IN    A    58.72.115.48
vskntdhy.sm.xmu.com.     IN    A    75.91.125.162
jgcakdlb.sm.xmu.com.     IN    A    93.212.122.106
dlghepuc.sm.xmu.com.     IN    A    103.55.80.252
okbxvmea.sm.xmu.com.     IN    A    11.131.171.87
fpromwid.sm.xmu.com.     IN    A    19.54.148.185
phcfjuow.sm.xmu.com.     IN    A    126.101.237.252
kxyvfjho.sm.xmu.com.     IN    A    116.44.19.26
mydvpnrh.sm.xmu.com.     IN    A    171.115.174.74
yrailcof.sm.xmu.com.     IN    A    114.218.43.95
mdnyiext.sm.xmu.com.     IN    A    91.171.43.218
apbthvun.sm.xmu.com.     IN    A    213.88.171.58
qknicbut.sm.xmu.com.     IN    A    212.199.252.180
tfhopgle.sm.xmu.com.     IN    A    121.58.145.149
kyurmeqj.sm.xmu.com.     IN    A    72.21.78.52
csehmgor.sm.xmu.com.     IN    A    173.255.47.30
nibsuvya.sm.xmu.com.     IN    A    169.249.71.120
kboucgjn.sm.xmu.com.     IN    A    231.98.63.51
gadmebfw.sm.xmu.com.     IN    A    31.231.53.93
sbufdpkc.sm.xmu.com.     IN    A    76.114.45.214
jronutlv.sm.xmu.com.     IN    A    139.161.95.34
vecrhikt.sm.xmu.com.     IN    A    29.116.19.104
yqxvtrca.sm.xmu.com.     IN    A    25.49.56.70
dxsagnvo.sm.xmu.com.     IN    A    49.206.208.13
puhgcwkf.sm.xmu.com.     IN    A    138.162.201.231
jtkuehwi.sm.xmu.com.     IN    A    22.55.224.218
empgkcya.sm.xmu.com.     IN    A    70.126.32.113
sixpblco.sm.xmu.com.     IN    A    243.15.66.249
gunpjyio.sm.xmu.com.     IN    A    56.36.130.80
msoghvxf.sm.xmu.com.     IN    A    204.87.131.167
hatfiqjm.sm.xmu.com.     IN    A    36.131.228.28
kgduiljn.sm.xmu.com.     IN    A    221.230.148.34
uwnitjbo.sm.xmu.com.     IN    A    114.4.115.13
tbjkmvgs.sm.xmu.com.     IN    A    112.243.125.63
nybjdksm.sm.xmu.com.     IN    A    183.177.180.2
shoxfeaw.sm.xmu.com.     IN    A    0.91.44.122
pfaywxrm.sm.xmu.com.     IN    A    58.155.234.106
svjepkqf.sm.xmu.com.     IN    A    225.108.235.115
mopgsvix.sm.xmu.com.     IN    A    57.169.24.248
bjdhvrou.sm.xmu.com.     IN    A    53.153.17.18
pmsnyouq.sm.xmu.com.     IN    A    34.150.217.124
mtgfyvbl.sm.xmu.com.     IN    A    43.208.18.197
gdybhwcj.sm.xmu.com.     IN    A    17.92.157.240
ycmdtvqx.sm.xmu.com.     IN    A    138.6.160.58
wdoqmxlg.sm.xmu.com.     IN    A    88.162.178.215
nlxckmqh.sm.xmu.com.     IN    A    193.57.158.44
hugnxjmb.sm.xmu.com.     IN    A    32.4.236.80
vkhjibtr.sm.xmu.com.     IN    A    146.159.212.61
fwvrxslb.sm.xmu.com.     IN    A    222.66.158.208
bvjikxtr.sm.xmu.com.     IN    A    250.104.37.0
epjkftld.sm.xmu.com.     IN    A    95.62.252.158
nojpybcv.sm.xmu.com.     IN    A    63.50.1.132
tkarfodp.sm.xmu.com.     IN    A    17.121.127.146
vnydlgkh.sm.xmu.com.     IN    A    96.76.125.72
mnqlfrhb.sm.xmu.com.     IN    A    209.106.103.202
flkabrvx.sm.xmu.com.     IN    A    147.57.5.204
ugiksmpn.sm.xmu.com.     IN    A    164.123.98.159
dletnqkg.sm.xmu.com.     IN    A    139.137.16.46
kncftjvr.sm.xmu.com.     IN    A    222.106.84.195
wokfmnah.sm.xmu.com.     IN    A    224.179.234.48
ryodgewb.sm.xmu.com.     IN    A    22.200.33.33
yglfhnpx.sm.xmu.com.     IN    A    46.246.135.195
rvuambsc.sm.xmu.com.     IN    A    191.146.31.142
nrjkwydx.sm.xmu.com.     IN    A    83.251.13.80
qwcioedt.sm.xmu.com.     IN    A    128.58.123.205
kxglveqw.sm.xmu.com.     IN    A    3.124.216.191
phbnomlu.sm.xmu.com.     IN    A    85.105.71.185
jkhtsgxm.sm.xmu.com.     IN    A    171.255.53.185
ekpfslcx.sm.xmu.com.     IN    A    178.140.13.194
rvoqifbj.sm.xmu.com.     IN    A    19.175.80.157
emohnrfv.sm.xmu.com.     IN    A    177.173.132.123
gpatqoey.sm.xmu.com.     IN    A    89.236.246.176
mrpnigua.sm.xmu.com.     IN    A    251.22.185.116
niycqjfb.sm.xmu.com.     IN    A    57.163.35.135
ubgcejql.sm.xmu.com.     IN    A    57.55.245.203
ufmelwvi.sm.xmu.com.     IN    A    209.121.19.115
bktjxunm.sm.xmu.com.     IN    A    44.220.246.87
qgbnipev.sm.xmu.com.     IN    A    215.91.155.33
xvgfyqdk.sm.xmu.com.     IN    A    102.150.49.70
hijmvtxg.sm.xmu.com.     IN    A    173.88.36.129
mwschbnt.sm.xmu.com.     IN    A    167.80.62.23
pcfodxlq.sm.xmu.com.     IN    A    246.139.32.149
jutchwel.sm.xmu.com.     IN    A    236.151.48.134
presmloy.sm.xmu.com.     IN    A    208.22.73.232
edixptug.sm.xmu.com.     IN    A    117.56.207.101
mhduxnyv.sm.xmu.com.     IN    A    167.193.137.22
puxndkyw.sm.xmu.com.     IN    A    153.97.232.201
xhjaoqgs.sm.xmu.com.     IN    A    107.74.50.123
srioxycb.sm.xmu.com.     IN    A    224.247.253.80
huecfbqy.sm.xmu.com.     IN    A    162.137.138.228
nhqlxbck.sm.xmu.com.     IN    A    233.146.54.144
xqglkaop.sm.xmu.com.     IN    A    125.4.205.120
aelhqfjt.sm.xmu.com.     IN    A    63.195.19.219
vdtfeoqw.sm.xmu.com.     IN    A    246.120.253.38
ongarcei.sm.xmu.com.     IN    A    10.228.101.133
pqwhjygc.sm.xmu.com.     IN    A    221.214.237.153
kwygmuvc.sm.xmu.com.     IN    A    170.199.77.118
qsdrepny.sm.xmu.com.     IN    A    180.1.191.97
oikjlcxr.sm.xmu.com.     IN    A    83.99.100.238
ucrjilbk.sm.xmu.com.     IN    A    38.152.97.165
mnqwrftj.sm.xmu.com.     IN    A    80.88.248.111
cynefaiw.sm.xmu.com.     IN    A    217.5.15.11
ptsoxnri.sm.xmu.com.     IN    A    27.113.76.34
jdlfukhc.sm.xmu.com.     IN    A    231.255.31.41
cjdtiyru.sm.xmu.com.     IN    A    7.246.161.19
xmutpsib.sm.xmu.com.     IN    A    159.153.54.213
fpvcxgkb.sm.xmu.com.     IN    A    207.201.77.38
ofbhvtqg.sm.xmu.com.     IN    A    78.41.39.236
gocplykn.sm.xmu.com.     IN    A    6.33.49.106
vjxsratc.sm.xmu.com.     IN    A    148.251.192.158
jfrsdctq.sm.xmu.com.     IN    A    141.41.4.58
ugxbmlfi.sm.xmu.com.     IN    A    198.9.140.201
thqixklp.sm.xmu.com.     IN    A    173.155.203.116
vhpdniyk.sm.xmu.com.     IN    A    190.82.183.7
felsphtm.sm.xmu.com.     IN    A    51.198.174.193
nsdpathg.sm.xmu.com.     IN    A    29.83.251.205
gahlqisy.sm.xmu.com.     IN    A    250.187.217.231
gmqiwsou.sm.xmu.com.     IN    A    200.105.246.113
hwmblxay.sm.xmu.com.     IN    A    109.94.35.233
qmeduisg.sm.xmu.com.     IN    A    188.107.105.68
uxjdkoqy.sm.xmu.com.     IN    A    210.193.182.210
nfkthblo.sm.xmu.com.     IN    A    45.169.89.202
lwuarjcg.sm.xmu.com.     IN    A    92.111.100.42
eubvjlax.sm.xmu.com.     IN    A    4.88.144.241
barejoht.sm.xmu.com.     IN    A    31.173.211.238
fcjmkruh.sm.xmu.com.     IN    A    112.222.200.52
tqwnelps.sm.xmu.com.     IN    A    61.60.35.118
xblspnev.sm.xmu.com.     IN    A    66.106.55.235
tnskbhpr.sm.xmu.com.     IN    A    199.196.108.165
ihuropaf.sm.xmu.com.     IN    A    213.93.17.13
sdtpwabn.sm.xmu.com.     IN    A    120.39.226.149
tyaspklg.sm.xmu.com.     IN    A    90.157.36.187
jpxohwbr.sm.xmu.com.     IN    A    140.91.67.212
lbvsumhe.sm.xmu.com.     IN    A    2.156.222.177
noxhbuti.sm.xmu.com.     IN    A    153.124.162.7
umwkonia.sm.xmu.com.     IN    A    234.251.53.47
xamujkwh.sm.xmu.com.     IN    A    191.49.30.112
qwjodmkp.sm.xmu.com.     IN    A    69.153.65.223
nsqvufmw.sm.xmu.com.     IN    A    125.127.37.229
hnvgodib.sm.xmu.com.     IN    A    63.66.146.211
gdmjexih.sm.xmu.com.     IN    A    230.173.119.138
dstxhrgf.sm.xmu.com.     IN    A    153.249.218.218
ralhbvfu.sm.xmu.com.     IN    A    165.241.8.34
dflnauxg.sm.xmu.com.     IN    A    42.35.239.114
wksmvtfe.sm.xmu.com.     IN    A    124.152.144.194
qmepvcgf.sm.xmu.com.     IN    A    163.150.158.239
dnmiestf.sm.xmu.com.     IN    A    116.226.186.244
yadliomc.sm.xmu.com.     IN    A    228.183.186.35
fuhwqyxj.sm.xmu.com.     IN    A    204.218.212.37
eglfvkxs.sm.xmu.com.     IN    A    180.222.2.55
henkdxof.sm.xmu.com.     IN    A    192.174.141.14
jesvpdtr.sm.xmu.com.     IN    A    46.23.242.99
umdvifnj.sm.xmu.com.     IN    A    164.52.175.217
espqmoyi.sm.xmu.com.     IN    A    177.204.16.201
dgvmafhs.sm.xmu.com.     IN    A    194.243.42.191
jnadytfr.sm.xmu.com.     IN    A    14.53.157.30
uwstdfgv.sm.xmu.com.     IN    A    120.103.98.198
ywpfxgve.sm.xmu.com.     IN    A    190.205.19.129
xgmbiohl.sm.xmu.com.     IN    A    61.184.87.77
wcgsbevl.sm.xmu.com.     IN    A    138.46.174.246
rkfbuhvm.sm.xmu.com.     IN    A    237.84.251.14
bjhqdgke.sm.xmu.com.     IN    A    20.143.242.202
ajomicus.sm.xmu.com.     IN    A    216.187.168.206
qmtylsgi.sm.xmu.com.     IN    A    44.156.64.18
qopvucxd.sm.xmu.com.     IN    A    164.60.106.69
ysuxcohj.sm.xmu.com.     IN    A    130.20.248.106
vfogkxum.sm.xmu.com.     IN    A    84.253.91.55
abmpgksj.sm.xmu.com.     IN    A    178.246.237.227
rdewmapv.sm.xmu.com.     IN    A    183.119.88.146
vbulqypg.sm.xmu.com.     IN    A    36.115.189.189
srjgeimk.sm.xmu.com.     IN    A    200.176.252.110
hytxguev.sm.xmu.com.     IN    A    49.113.70.216
emtfganl.sm.xmu.com.     IN    A    3.7.17.168
bqrkdewu.sm.xmu.com.     IN    A    163.226.215.176
txelroia.sm.xmu.com.     IN    A    22.231.45.131
pbknfrwq.sm.xmu.com.     IN    A    160.106.122.228
fsbcphrj.sm.xmu.com.     IN    A    98.210.22.3
yqmrxlcb.sm.xmu.com.     IN    A    167.129.228.162
leqkvxdc.sm.xmu.com.     IN    A    56.71.113.230
kxlyhrvd.sm.xmu.com.     IN    A    64.178.93.169
irvwldto.sm.xmu.com.     IN    A    183.97.83.104
dpmbqxck.sm.xmu.com.     IN    A    205.166.70.219
cxkgeluy.sm.xmu.com.     IN    A    77.64.80.251
dfmtenax.sm.xmu.com.     IN    A    80.139.172.186
hsgtaemb.sm.xmu.com.     IN    A    59.51.71.112
tvdiwpho.sm.xmu.com.     IN    A    190.53.131.146
qtimsbow.sm.xmu.com.     IN    A    15.186.26.7
lhvagcqm.sm.xmu.com.     IN    A    105.181.224.18
wtvoafyk.sm.xmu.com.     IN    A    33.71.91.99
cjksnhtx.sm.xmu.com.     IN    A    179.172.200.72
oivkptce.sm.xmu.com.     IN    A    230.189.104.179
mkdaqsye.sm.xmu.com.     IN    A    134.75.125.157
munplxjg.sm.xmu.com.     IN    A    113.19.61.10
ictqswku.sm.xmu.com.     IN    A    183.19.48.196
yhsxalkd.sm.xmu.com.     IN    A    177.74.143.44
kqmjhcwt.sm.xmu.com.     IN    A    233.29.213.164
ichrgtjn.sm.xmu.com.     IN    A    214.199.220.125
rgacpoub.sm.xmu.com.     IN    A    6.121.181.164
civbrefg.sm.xmu.com.     IN    A    154.156.5.193
jrbfncws.sm.xmu.com.     IN    A    71.86.103.96
xhwygpmt.sm.xmu.com.     IN    A    145.2.219.29
aplybhfc.sm.xmu.com.     IN    A    123.151.201.48
mhyanxrg.sm.xmu.com.     IN    A    227.144.19.161
dhfcewpi.sm.xmu.com.     IN    A    117.241.203.218
ibdrwujx.sm.xmu.com.     IN    A    186.163.5.93
uaiyrgxj.sm.xmu.com.     IN    A    191.9.174.250
dfayrqlg.sm.xmu.com.     IN    A    82.14.17.51
joyfkeqv.sm.xmu.com.     IN    A    16.31.51.253
fbmyostj.sm.xmu.com.     IN    A    195.221.75.7
jcfsgudo.sm.xmu.com.     IN    A    41.59.176.98
rwohiyqx.sm.xmu.com.     IN    A    131.56.75.135
aoteuhrb.sm.xmu.com.     IN    A    209.125.130.237
vjlhqmtg.sm.xmu.com.     IN    A    11.196.185.114
hxrpskvj.sm.xmu.com.     IN    A    117.225.78.181
rnqiehmj.sm.xmu.com.     IN    A    86.221.154.64
scflmxqv.sm.xmu.com.     IN    A    176.230.172.86
icrpgqxj.sm.xmu.com.     IN    A    44.189.192.111
vkbgjxfr.sm.xmu.com.     IN    A    56.214.59.209
ecbivomk.sm.xmu.com.     IN    A    186.228.107.184
kfhibopl.sm.xmu.com.     IN    A    221.161.172.140
terpaiog.sm.xmu.com.     IN    A    100.94.134.52
khyfaciu.sm.xmu.com.     IN    A    47.119.197.15
fqdsmblt.sm.xmu.com.     IN    A    33.55.14.187
eitkhqxl.sm.xmu.com.     IN    A    164.103.160.81
imcfjvae.sm.xmu.com.     IN    A    91.188.214.20
qledrkxw.sm.xmu.com.     IN    A    178.185.130.9
linrevtx.sm.xmu.com.     IN    A    194.227.148.43
rghknsay.sm.xmu.com.     IN    A    174.130.27.127
kidhaufg.sm.xmu.com.     IN    A    106.96.32.91
erlhgtwa.sm.xmu.com.     IN    A    217.202.47.225
nygmwaud.sm.xmu.com.     IN    A    102.74.110.49
mgcyuvod.sm.xmu.com.     IN    A    253.144.52.5
bdiyufge.sm.xmu.com.     IN    A    54.41.22.30
qrlycvjm.sm.xmu.com.     IN    A    40.117.1.151
fdqmkbjh.sm.xmu.com.     IN    A    89.242.201.66
grlothwk.sm.xmu.com.     IN    A    254.6.51.247
wovbtnfu.sm.xmu.com.     IN    A    133.151.187.35
wlndkeva.sm.xmu.com.     IN    A    134.58.13.118
vnmkitle.sm.xmu.com.     IN    A    131.59.128.151
yrejdxnm.sm.xmu.com.     IN    A    234.111.57.125
paxktmyr.sm.xmu.com.     IN    A    55.120.250.248
tlawngvr.sm.xmu.com.     IN    A    197.131.187.222
sxipqtyf.sm.xmu.com.     IN    A    17.162.245.182
qlibotwe.sm.xmu.com.     IN    A    234.223.202.144
gquctaeh.sm.xmu.com.     IN    A    157.4.105.206
mopyxrtn.sm.xmu.com.     IN    A    227.22.142.246
cdkqnjfv.sm.xmu.com.     IN    A    154.17.37.89
hndgyfut.sm.xmu.com.     IN    A    67.5.102.108
sgxiyqrk.sm.xmu.com.     IN    A    144.133.17.171
omuilkgb.sm.xmu.com.     IN    A    30.121.72.37
iwfytvsq.sm.xmu.com.     IN    A    249.110.0.252
afgnbplk.sm.xmu.com.     IN    A    16.195.200.197
lvaeuwix.sm.xmu.com.     IN    A    175.152.205.184
lswekyoc.sm.xmu.com.     IN    A    67.185.37.2
vubmfewo.sm.xmu.com.     IN    A    158.110.0.36
eisatnyv.sm.xmu.com.     IN    A    4.129.173.83
knhrtfga.sm.xmu.com.     IN    A    212.63.193.181
kpeilnwg.sm.xmu.com.     IN    A    24.69.181.35
ngeixmba.sm.xmu.com.     IN    A    67.55.186.118
daphiefk.sm.xmu.com.     IN    A    42.153.99.74
nfvgesql.sm.xmu.com.     IN    A    46.129.60.227
iamtwqvd.sm.xmu.com.     IN    A    2.85.125.98
pjhldqeo.sm.xmu.com.     IN    A    98.108.55.123
hmnfkeco.sm.xmu.com.     IN    A    150.132.242.9
oasjbxew.sm.xmu.com.     IN    A    141.100.83.51
psclfmdg.sm.xmu.com.     IN    A    192.104.101.31
shgfncjm.sm.xmu.com.     IN    A    18.106.130.137
kspngqdh.sm.xmu.com.     IN    A    156.168.242.158
ouxvdmak.sm.xmu.com.     IN    A    197.107.31.18
aqsomuwe.sm.xmu.com.     IN    A    114.51.30.218
vlujsixd.sm.xmu.com.     IN    A    75.86.24.124
ltmcyqek.sm.xmu.com.     IN    A    30.39.231.73
acgenjyu.sm.xmu.com.     IN    A    103.120.104.163
coxkbmae.sm.xmu.com.     IN    A    159.238.166.97
ytdmcqsi.sm.xmu.com.     IN    A    242.59.132.36
verwktmf.sm.xmu.com.     IN    A    103.70.145.97
ycadsrnl.sm.xmu.com.     IN    A    23.130.66.38
yjhmecpt.sm.xmu.com.     IN    A    74.231.108.3
tgmuerwx.sm.xmu.com.     IN    A    150.158.87.208
dybnhgpe.sm.xmu.com.     IN    A    123.59.0.41
hiyxdkst.sm.xmu.com.     IN    A    50.171.230.238
xqkhtiae.sm.xmu.com.     IN    A    126.28.37.234
wscrypmu.sm.xmu.com.     IN    A    124.33.143.146
wpreiajg.sm.xmu.com.     IN    A    65.97.75.161
ornlifuw.sm.xmu.com.     IN    A    77.81.143.199
efcjprto.sm.xmu.com.     IN    A    143.230.138.156
kqmtxeja.sm.xmu.com.     IN    A    71.74.236.254
cdyeahob.sm.xmu.com.     IN    A    18.25.34.116
sftjiuqn.sm.xmu.com.     IN    A    211.177.69.84
cfmbjaqv.sm.xmu.com.     IN    A    41.165.229.129
xnmscjbf.sm.xmu.com.     IN    A    1.88.198.215
dnqlhxuk.sm.xmu.com.     IN    A    172.55.227.34
aeykwslm.sm.xmu.com.     IN    A    139.120.64.90
ptqvgaro.sm.xmu.com.     IN    A    193.216.0.18
rmfujkpd.sm.xmu.com.     IN    A    218.23.56.234
xwmtfsye.sm.xmu.com.     IN    A    170.12.234.29
yejfinmd.sm.xmu.com.     IN    A    108.84.178.254
oclgvafi.sm.xmu.com.     IN    A    30.47.238.77
bimqgnsx.sm.xmu.com.     IN    A    86.123.147.179
htasoumb.sm.xmu.com.     IN    A    195.251.177.218
yxgrmlpt.sm.xmu.com.     IN    A    25.128.7.39
frhstiwu.sm.xmu.com.     IN    A    73.170.139.72
qbgujmyw.sm.xmu.com.     IN    A    245.141.13.14
rolucakg.sm.xmu.com.     IN    A    69.251.166.46
capnkuob.sm.xmu.com.     IN    A    19.209.182.177
plwnqfub.sm.xmu.com.     IN    A    116.23.119.191
jlrxyptq.sm.xmu.com.     IN    A    245.179.234.237
cbdauvon.sm.xmu.com.     IN    A    193.19.104.156
drwejtca.sm.xmu.com.     IN    A    220.14.124.115
rmeptbio.sm.xmu.com.     IN    A    170.41.183.165
vlwuomrp.sm.xmu.com.     IN    A    196.16.234.88
penkgbuo.sm.xmu.com.     IN    A    187.212.6.194
pivbuxys.sm.xmu.com.     IN    A    224.236.2.231
xwpovkyg.sm.xmu.com.     IN    A    27.45.75.90
bhkcfrja.sm.xmu.com.     IN    A    185.41.38.35
clhgkbrv.sm.xmu.com.     IN    A    6.13.26.64
lqniagxs.sm.xmu.com.     IN    A    17.138.184.136
dgpwqfic.sm.xmu.com.     IN    A    153.144.89.29
ypaxuwdv.sm.xmu.com.     IN    A    190.99.230.187
htolnfbu.sm.xmu.com.     IN    A    93.239.118.70
kiyxrmwu.sm.xmu.com.     IN    A    50.22.51.141
xsjfdego.sm.xmu.com.     IN    A    164.217.21.34
cwtsvpok.sm.xmu.com.     IN    A    24.66.91.72
xustrvpe.sm.xmu.com.     IN    A    90.110.150.80
lvidnega.sm.xmu.com.     IN    A    246.242.52.67
yshdvjgl.sm.xmu.com.     IN    A    114.42.61.232
pqlbdmuw.sm.xmu.com.     IN    A    82.202.215.12
lytviefd.sm.xmu.com.     IN    A    109.248.224.92
tydavspm.sm.xmu.com.     IN    A    109.19.179.252
irupygnf.sm.xmu.com.     IN    A    50.220.108.6
jkfynsbg.sm.xmu.com.     IN    A    31.192.29.3
betlnmuk.sm.xmu.com.     IN    A    12.96.250.166
krapedtu.sm.xmu.com.     IN    A    124.229.242.107
xvcrstkf.sm.xmu.com.     IN    A    200.8.196.242
cvyijfbx.sm.xmu.com.     IN    A    27.128.224.76
txkidwpc.sm.xmu.com.     IN    A    18.9.210.147
jinbktgw.sm.xmu.com.     IN    A    202.142.161.90
udbqonyj.sm.xmu.com.     IN    A    110.219.54.98
aynfkjrl.sm.xmu.com.     IN    A    183.231.248.202
jnhkbgto.sm.xmu.com.     IN    A    148.14.82.140
xrqlonvt.sm.xmu.com.     IN    A    62.81.23.234
acveprjl.sm.xmu.com.     IN    A    209.234.174.152
dfckemgv.sm.xmu.com.     IN    A    88.0.63.220
ewmiaohj.sm.xmu.com.     IN    A    102.244.122.74
rpyjxewn.sm.xmu.com.     IN    A    215.206.33.1
vadeuojs.sm.xmu.com.     IN    A    166.251.142.223
hufybqwd.sm.xmu.com.     IN    A    148.119.6.78
qiftdvpk.sm.xmu.com.     IN    A    148.111.60.227
lqdirfsa.sm.xmu.com.     IN    A    123.218.103.85
jthgrsoi.sm.xmu.com.     IN    A    110.61.194.87
rnpbewuj.sm.xmu.com.     IN    A    99.34.129.96
igdfrxvh.sm.xmu.com.     IN    A    214.245.125.202
kldbvnpw.sm.xmu.com.     IN    A    200.131.80.52
hqwemcja.sm.xmu.com.     IN    A    104.103.70.217
torjmaik.sm.xmu.com.     IN    A    106.231.95.154
bonghuxe.sm.xmu.com.     IN    A    91.253.206.173
xwhdvout.sm.xmu.com.     IN    A    136.200.56.170
pxknsqhj.sm.xmu.com.     IN    A    63.96.0.109
tibjwdvu.sm.xmu.com.     IN    A    248.34.152.183
xvsmckry.sm.xmu.com.     IN    A    53.188.9.244
jrxbsvkt.sm.xmu.com.     IN    A    245.1.89.33
qoryckag.sm.xmu.com.     IN    A    147.182.34.174
ntkfvglx.sm.xmu.com.     IN    A    110.79.138.60
ktwcysmu.sm.xmu.com.     IN    A    178.52.45.229
atnglhco.sm.xmu.com.     IN    A    199.26.74.154
olwkvtib.sm.xmu.com.     IN    A    37.110.54.227
ailvprtw.sm.xmu.com.     IN    A    53.127.7.119
gxmnceqr.sm.xmu.com.     IN    A    224.58.122.96
tcobrfhi.sm.xmu.com.     IN    A    118.98.70.80
rsimdwpt.sm.xmu.com.     IN    A    89.172.227.253
gvrybfnp.sm.xmu.com.     IN    A    245.45.10.45
jlrdxaus.sm.xmu.com.     IN    A    199.244.98.215
bhnsrtfi.sm.xmu.com.     IN    A    66.181.123.139
qpvkflnw.sm.xmu.com.     IN    A    204.99.144.229
ewrhfboy.sm.xmu.com.     IN    A    250.1.249.253
htywmvuc.sm.xmu.com.     IN    A    117.162.134.219
kpfmgwij.sm.xmu.com.     IN    A    126.71.249.230
dxfuvkrc.sm.xmu.com.     IN    A    198.167.62.52
uqmnoyxs.sm.xmu.com.     IN    A    58.228.159.164
tocieqnw.sm.xmu.com.     IN    A    92.61.140.169
nfakgqps.sm.xmu.com.     IN    A    160.246.160.63
dxlcastj.sm.xmu.com.     IN    A    0.183.42.26
fwxjbkps.sm.xmu.com.     IN    A    30.226.131.35
plcmihae.sm.xmu.com.     IN    A    126.49.85.60
qshgtrja.sm.xmu.com.     IN    A    119.95.21.27
wsblpnxt.sm.xmu.com.     IN    A    244.122.16.119
xyagkvlj.sm.xmu.com.     IN    A    193.47.242.43
hqxgwera.sm.xmu.com.     IN    A    119.105.213.142
btgixpek.sm.xmu.com.     IN    A    65.109.244.0
xmlqrnti.sm.xmu.com.     IN    A    142.191.85.39
xhprakdv.sm.xmu.com.     IN    A    96.8.100.226
ybxjfurt.sm.xmu.com.     IN    A    39.247.216.140
xjhsnqwy.sm.xmu.com.     IN    A    206.105.49.116
hmabcpsq.sm.xmu.com.     IN    A    15.11.170.102
yfvjgtuw.sm.xmu.com.     IN    A    2.111.19.44
yturdpcb.sm.xmu.com.     IN    A    39.146.16.57
ochyvned.sm.xmu.com.     IN    A    112.232.126.62
qbwjvlut.sm.xmu.com.     IN    A    110.77.65.126
tqxliybs.sm.xmu.com.     IN    A    172.173.243.109
wjqaiheb.sm.xmu.com.     IN    A    72.246.36.179
dewsbain.sm.xmu.com.     IN    A    170.165.252.126
xbucwjhv.sm.xmu.com.     IN    A    212.116.232.11
rxmfsneb.sm.xmu.com.     IN    A    220.180.60.42
pgmfcvus.sm.xmu.com.     IN    A    108.127.62.173
uvxwgysm.sm.xmu.com.     IN    A    58.199.221.42
mubnikxe.sm.xmu.com.     IN    A    116.37.216.45
fpetlrqj.sm.xmu.com.     IN    A    64.217.155.58
incxfbjg.sm.xmu.com.     IN    A    211.168.245.73
typuaren.sm.xmu.com.     IN    A    139.207.133.62
ghpytrmd.sm.xmu.com.     IN    A    228.147.55.23
wmkforng.sm.xmu.com.     IN    A    206.179.103.54
mwonlikp.sm.xmu.com.     IN    A    215.197.185.55
brqjofue.sm.xmu.com.     IN    A    37.218.245.221
heqvmjcp.sm.xmu.com.     IN    A    238.158.184.244
uyjslitk.sm.xmu.com.     IN    A    30.32.64.110
bpnrgetv.sm.xmu.com.     IN    A    121.184.47.29
bhrxdisa.sm.xmu.com.     IN    A    120.131.37.222
unhcotle.sm.xmu.com.     IN    A    145.179.186.69
bktmivxn.sm.xmu.com.     IN    A    66.174.129.156
ibufqrtd.sm.xmu.com.     IN    A    77.62.224.32
pmlgaqke.sm.xmu.com.     IN    A    156.171.202.117
fmuarsvi.sm.xmu.com.     IN    A    187.243.124.244
cinbtuya.sm.xmu.com.     IN    A    11.80.225.61
dlrbvpuw.sm.xmu.com.     IN    A    160.231.77.237
qbyerfux.sm.xmu.com.     IN    A    232.242.29.185
psceaylw.sm.xmu.com.     IN    A    48.25.39.220
tdwnphgx.sm.xmu.com.     IN    A    156.0.104.46
qlfryods.sm.xmu.com.     IN    A    168.63.125.115
vprwjght.sm.xmu.com.     IN    A    253.39.32.77
ylophejs.sm.xmu.com.     IN    A    152.38.55.132
kgnydaxc.sm.xmu.com.     IN    A    170.158.141.50
jokpucsb.sm.xmu.com.     IN    A    8.108.168.187
