hyxt.whu.com.	14400	IN	SOA	ns1.hyxt.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
hyxt.whu.com.		    IN	NS ns1.hyxt.whu.com.
cetqpoyk.hyxt.whu.com.   IN    A    155.10.18.77
favmuqbt.hyxt.whu.com.   IN    A    247.114.118.95
hyemjnxf.hyxt.whu.com.   IN    A    189.214.180.37
voeralsu.hyxt.whu.com.   IN    A    33.67.150.246
lbtamkig.hyxt.whu.com.   IN    A    41.240.159.188
xemohflg.hyxt.whu.com.   IN    A    217.208.30.121
jeyunkxl.hyxt.whu.com.   IN    A    11.75.124.83
noaledws.hyxt.whu.com.   IN    A    42.114.227.25
sgyrbhlk.hyxt.whu.com.   IN    A    54.21.48.208
othlegbf.hyxt.whu.com.   IN    A    236.253.17.34
scyvtjei.hyxt.whu.com.   IN    A    106.195.0.67
tpiqnsmd.hyxt.whu.com.   IN    A    142.212.124.73
gsqyxeru.hyxt.whu.com.   IN    A    239.26.97.226
maujsbpw.hyxt.whu.com.   IN    A    1.39.163.235
ngyubpwd.hyxt.whu.com.   IN    A    34.134.109.187
nyidpoth.hyxt.whu.com.   IN    A    68.246.64.34
gysvajqp.hyxt.whu.com.   IN    A    197.11.80.110
hycwejun.hyxt.whu.com.   IN    A    226.98.128.81
ihkrclme.hyxt.whu.com.   IN    A    144.79.205.181
tqlpmber.hyxt.whu.com.   IN    A    61.37.68.188
qsgrdwbl.hyxt.whu.com.   IN    A    217.86.230.181
yimfdoal.hyxt.whu.com.   IN    A    217.159.181.174
kocnpewq.hyxt.whu.com.   IN    A    102.75.42.173
qptmbyil.hyxt.whu.com.   IN    A    121.163.95.38
nbqyvfdh.hyxt.whu.com.   IN    A    8.246.237.5
hwbiejsf.hyxt.whu.com.   IN    A    244.141.65.141
grxscjhk.hyxt.whu.com.   IN    A    129.91.94.90
vmqifgwy.hyxt.whu.com.   IN    A    104.253.213.97
lvdaywxp.hyxt.whu.com.   IN    A    166.136.191.165
uynvgasm.hyxt.whu.com.   IN    A    227.23.97.46
ojervsyx.hyxt.whu.com.   IN    A    101.121.116.119
ilkjsvqt.hyxt.whu.com.   IN    A    109.69.52.253
tnvpdios.hyxt.whu.com.   IN    A    18.202.229.108
mptbvoxe.hyxt.whu.com.   IN    A    82.217.67.160
nthbspaf.hyxt.whu.com.   IN    A    47.136.172.208
kiqdatbu.hyxt.whu.com.   IN    A    0.20.141.222
yrnvwiqp.hyxt.whu.com.   IN    A    238.97.147.136
tlxdgmsq.hyxt.whu.com.   IN    A    124.48.71.234
xtejasfp.hyxt.whu.com.   IN    A    128.170.50.236
elkqtgbr.hyxt.whu.com.   IN    A    129.167.175.85
rewkbimu.hyxt.whu.com.   IN    A    30.57.107.75
cupxoiyg.hyxt.whu.com.   IN    A    23.1.33.65
orachvng.hyxt.whu.com.   IN    A    113.141.157.129
bjwfxrys.hyxt.whu.com.   IN    A    103.63.223.12
aojvmkre.hyxt.whu.com.   IN    A    248.170.208.169
ghcwespi.hyxt.whu.com.   IN    A    28.135.101.67
updwyxrm.hyxt.whu.com.   IN    A    228.59.99.66
emaxpqch.hyxt.whu.com.   IN    A    197.1.18.235
kgrfmevl.hyxt.whu.com.   IN    A    7.88.63.178
qostaivn.hyxt.whu.com.   IN    A    164.27.123.185
tpmkdabe.hyxt.whu.com.   IN    A    93.72.11.174
obtdvrke.hyxt.whu.com.   IN    A    60.149.80.18
dqcolbrn.hyxt.whu.com.   IN    A    75.15.115.252
gxbcwuoa.hyxt.whu.com.   IN    A    109.219.240.38
richlntk.hyxt.whu.com.   IN    A    69.115.241.72
pkncxaro.hyxt.whu.com.   IN    A    200.105.252.241
urjwmebh.hyxt.whu.com.   IN    A    189.32.87.247
praoltqy.hyxt.whu.com.   IN    A    209.81.107.62
sblpafqm.hyxt.whu.com.   IN    A    143.81.250.184
lwesohtv.hyxt.whu.com.   IN    A    179.183.56.142
mkequvlh.hyxt.whu.com.   IN    A    198.73.133.244
rauxkloj.hyxt.whu.com.   IN    A    217.76.89.125
rnhwijak.hyxt.whu.com.   IN    A    169.212.95.246
gofesrhn.hyxt.whu.com.   IN    A    204.50.145.129
dnatrlek.hyxt.whu.com.   IN    A    187.70.10.243
jymilxnr.hyxt.whu.com.   IN    A    216.24.46.46
wbonvmtg.hyxt.whu.com.   IN    A    40.146.10.194
fcdamqpl.hyxt.whu.com.   IN    A    214.91.87.176
avxrsgtw.hyxt.whu.com.   IN    A    96.109.54.20
pyecdfiu.hyxt.whu.com.   IN    A    76.253.135.85
kfbwuixv.hyxt.whu.com.   IN    A    229.125.108.179
uryboadg.hyxt.whu.com.   IN    A    210.183.161.213
rhjkxqdp.hyxt.whu.com.   IN    A    22.70.195.179
wlbgcfmh.hyxt.whu.com.   IN    A    236.226.191.253
yfgikcrv.hyxt.whu.com.   IN    A    106.235.73.27
idmfpkan.hyxt.whu.com.   IN    A    229.102.20.117
bhraokfd.hyxt.whu.com.   IN    A    47.59.47.68
vfhocnsj.hyxt.whu.com.   IN    A    218.118.192.225
xsriypqw.hyxt.whu.com.   IN    A    33.159.178.154
xbuwtlir.hyxt.whu.com.   IN    A    58.35.132.146
waohjuvb.hyxt.whu.com.   IN    A    159.68.214.57
ijshngqv.hyxt.whu.com.   IN    A    81.23.194.225
xjvanylf.hyxt.whu.com.   IN    A    247.74.76.224
wbeqhgnd.hyxt.whu.com.   IN    A    122.58.173.85
jqdnawlm.hyxt.whu.com.   IN    A    40.215.31.113
ybjhrlgx.hyxt.whu.com.   IN    A    204.88.239.116
tymnrdcw.hyxt.whu.com.   IN    A    126.155.148.135
bhiuawdr.hyxt.whu.com.   IN    A    201.137.227.155
pmjafewx.hyxt.whu.com.   IN    A    31.204.255.119
uwdqlimb.hyxt.whu.com.   IN    A    143.190.141.232
sgkbmtch.hyxt.whu.com.   IN    A    47.98.204.166
yhwkvtnj.hyxt.whu.com.   IN    A    43.119.78.231
krdbjxos.hyxt.whu.com.   IN    A    172.167.46.110
qcitvjlm.hyxt.whu.com.   IN    A    58.3.205.230
rbgowanq.hyxt.whu.com.   IN    A    170.94.65.54
xwyspbhm.hyxt.whu.com.   IN    A    123.49.109.0
usrlwena.hyxt.whu.com.   IN    A    142.127.114.230
fwxvlygi.hyxt.whu.com.   IN    A    86.240.120.83
yvpjkchw.hyxt.whu.com.   IN    A    233.123.172.16
nyjtiobc.hyxt.whu.com.   IN    A    155.49.15.156
cwmplbfv.hyxt.whu.com.   IN    A    78.177.86.108
enxjtlbg.hyxt.whu.com.   IN    A    21.225.233.244
oifjluer.hyxt.whu.com.   IN    A    95.138.114.204
clufknbe.hyxt.whu.com.   IN    A    114.140.224.139
vwcgxofy.hyxt.whu.com.   IN    A    39.128.177.163
lgijhsuq.hyxt.whu.com.   IN    A    135.177.33.145
ndkpybau.hyxt.whu.com.   IN    A    208.98.67.14
irvdcsqx.hyxt.whu.com.   IN    A    118.39.197.230
ucvmxrqw.hyxt.whu.com.   IN    A    60.123.183.86
lchfsdim.hyxt.whu.com.   IN    A    196.193.249.196
qkaywuln.hyxt.whu.com.   IN    A    33.163.48.72
oaecuify.hyxt.whu.com.   IN    A    164.220.229.62
lrhtfwav.hyxt.whu.com.   IN    A    11.145.166.189
ehavgqyd.hyxt.whu.com.   IN    A    31.53.123.86
mvrxdloe.hyxt.whu.com.   IN    A    183.13.46.81
ctqjabyf.hyxt.whu.com.   IN    A    182.135.104.153
qjtykhov.hyxt.whu.com.   IN    A    41.169.162.235
lqncyrue.hyxt.whu.com.   IN    A    176.17.120.109
aekqwgxj.hyxt.whu.com.   IN    A    236.103.24.54
iqytxbps.hyxt.whu.com.   IN    A    175.171.157.156
oplfwgni.hyxt.whu.com.   IN    A    205.51.21.250
fohlvuxe.hyxt.whu.com.   IN    A    37.95.48.231
chktoeuf.hyxt.whu.com.   IN    A    186.131.37.91
uymrglsx.hyxt.whu.com.   IN    A    131.171.50.122
wnabxthg.hyxt.whu.com.   IN    A    59.181.187.147
jvqfidcw.hyxt.whu.com.   IN    A    2.237.210.40
uwagrlqk.hyxt.whu.com.   IN    A    191.98.182.131
mlkodsat.hyxt.whu.com.   IN    A    243.102.39.187
dvmspuyq.hyxt.whu.com.   IN    A    121.244.215.252
jpbuqkic.hyxt.whu.com.   IN    A    132.51.49.28
unalhxoe.hyxt.whu.com.   IN    A    44.194.162.16
jytucwah.hyxt.whu.com.   IN    A    81.89.182.116
rlgnioxh.hyxt.whu.com.   IN    A    215.249.167.70
feltjsmg.hyxt.whu.com.   IN    A    50.142.60.104
vrsnfyqe.hyxt.whu.com.   IN    A    180.10.167.44
kbpwtyex.hyxt.whu.com.   IN    A    192.5.28.30
npvfmdwc.hyxt.whu.com.   IN    A    123.145.38.180
heuykxwt.hyxt.whu.com.   IN    A    171.165.130.84
bjxolmqs.hyxt.whu.com.   IN    A    15.79.45.193
dlanhrxk.hyxt.whu.com.   IN    A    9.188.8.173
hxagysbk.hyxt.whu.com.   IN    A    30.53.242.98
dcpahfbi.hyxt.whu.com.   IN    A    132.40.43.253
cqmhtilp.hyxt.whu.com.   IN    A    239.15.12.239
wbjtnxak.hyxt.whu.com.   IN    A    162.3.168.202
flrwaeuc.hyxt.whu.com.   IN    A    179.131.196.24
mvxeujrf.hyxt.whu.com.   IN    A    6.0.16.240
facrjmih.hyxt.whu.com.   IN    A    54.174.86.28
hicxklfs.hyxt.whu.com.   IN    A    253.145.116.12
jfypmtor.hyxt.whu.com.   IN    A    116.178.5.178
griqfuob.hyxt.whu.com.   IN    A    94.39.127.83
okcuxtvq.hyxt.whu.com.   IN    A    22.221.133.5
avqbkfoc.hyxt.whu.com.   IN    A    136.165.77.44
etcyhfoj.hyxt.whu.com.   IN    A    225.211.99.165
iyepqblo.hyxt.whu.com.   IN    A    163.66.82.94
bgmsdijf.hyxt.whu.com.   IN    A    236.101.19.19
bdptsijc.hyxt.whu.com.   IN    A    82.97.178.3
xonkspbl.hyxt.whu.com.   IN    A    15.177.181.106
mhywnulg.hyxt.whu.com.   IN    A    108.112.254.89
itmhudoa.hyxt.whu.com.   IN    A    131.254.141.131
ixtycfhe.hyxt.whu.com.   IN    A    242.152.87.10
laovyken.hyxt.whu.com.   IN    A    166.229.105.51
lhvtuaec.hyxt.whu.com.   IN    A    6.25.7.134
hjrglofa.hyxt.whu.com.   IN    A    25.229.217.88
yvltgieo.hyxt.whu.com.   IN    A    23.6.197.51
portxeig.hyxt.whu.com.   IN    A    129.135.50.58
figqjnhu.hyxt.whu.com.   IN    A    4.67.87.245
lytbqgxu.hyxt.whu.com.   IN    A    204.15.193.130
jqpvntuy.hyxt.whu.com.   IN    A    200.193.233.189
wonqkvtg.hyxt.whu.com.   IN    A    67.131.73.166
swapgvqr.hyxt.whu.com.   IN    A    92.14.17.211
mqihrcju.hyxt.whu.com.   IN    A    249.255.183.144
lnkeivmw.hyxt.whu.com.   IN    A    189.176.122.95
rhxgjsla.hyxt.whu.com.   IN    A    76.151.196.165
oelfqwjh.hyxt.whu.com.   IN    A    59.59.112.163
jkcadvux.hyxt.whu.com.   IN    A    167.252.43.119
piatuyfx.hyxt.whu.com.   IN    A    9.255.156.195
vthskyfc.hyxt.whu.com.   IN    A    62.167.180.226
ehknxbfy.hyxt.whu.com.   IN    A    46.22.207.179
coxveaiq.hyxt.whu.com.   IN    A    128.124.167.181
wqrspxvd.hyxt.whu.com.   IN    A    113.150.238.107
prdjsbgv.hyxt.whu.com.   IN    A    5.122.252.120
yedsnifu.hyxt.whu.com.   IN    A    215.5.90.73
lgoxwkec.hyxt.whu.com.   IN    A    120.225.105.104
iqfyjphx.hyxt.whu.com.   IN    A    65.232.32.183
pukqtebj.hyxt.whu.com.   IN    A    179.145.74.120
itogarbd.hyxt.whu.com.   IN    A    229.174.203.52
inhuceap.hyxt.whu.com.   IN    A    229.202.6.15
whmsicgv.hyxt.whu.com.   IN    A    31.131.170.240
ibkrdmcv.hyxt.whu.com.   IN    A    112.116.118.254
mhaxecwt.hyxt.whu.com.   IN    A    145.54.98.136
nymjqikb.hyxt.whu.com.   IN    A    22.212.82.148
aqxvgjob.hyxt.whu.com.   IN    A    93.151.245.122
ifxpcuym.hyxt.whu.com.   IN    A    238.153.119.22
cjothvky.hyxt.whu.com.   IN    A    203.149.219.209
ehxnovti.hyxt.whu.com.   IN    A    59.42.101.93
xesdqnft.hyxt.whu.com.   IN    A    94.2.94.224
jaotfvup.hyxt.whu.com.   IN    A    40.39.23.35
cyfvjomx.hyxt.whu.com.   IN    A    111.167.234.78
wopaquri.hyxt.whu.com.   IN    A    174.83.164.230
fbhaqruo.hyxt.whu.com.   IN    A    208.56.212.19
rulitmjb.hyxt.whu.com.   IN    A    17.147.26.220
emhnvrls.hyxt.whu.com.   IN    A    165.59.32.225
yfswlvpn.hyxt.whu.com.   IN    A    161.191.3.173
mersbucv.hyxt.whu.com.   IN    A    184.36.246.99
siwcyvbx.hyxt.whu.com.   IN    A    56.85.58.253
fbqrmtyv.hyxt.whu.com.   IN    A    43.82.197.227
xkqdpwfg.hyxt.whu.com.   IN    A    189.98.124.52
iopgxdfr.hyxt.whu.com.   IN    A    72.244.204.149
gvdlcnex.hyxt.whu.com.   IN    A    126.215.145.84
mbyajdkg.hyxt.whu.com.   IN    A    126.20.109.169
mfbxetnr.hyxt.whu.com.   IN    A    112.35.103.169
taloqxru.hyxt.whu.com.   IN    A    111.29.68.220
hqmrtoxl.hyxt.whu.com.   IN    A    127.88.135.204
cslfyedx.hyxt.whu.com.   IN    A    162.23.187.239
lcebkpir.hyxt.whu.com.   IN    A    228.49.102.147
iwadytlq.hyxt.whu.com.   IN    A    218.63.115.9
mxjwivuq.hyxt.whu.com.   IN    A    127.201.76.160
slrhdkep.hyxt.whu.com.   IN    A    171.207.168.137
dalgxrnq.hyxt.whu.com.   IN    A    9.57.158.58
qbiyxmja.hyxt.whu.com.   IN    A    146.157.32.14
nupmjgve.hyxt.whu.com.   IN    A    24.192.75.161
olxvqkin.hyxt.whu.com.   IN    A    236.188.157.229
ghcipunw.hyxt.whu.com.   IN    A    219.11.197.184
oguwljci.hyxt.whu.com.   IN    A    231.244.58.250
hpbvywqi.hyxt.whu.com.   IN    A    183.51.119.182
uwdifmhg.hyxt.whu.com.   IN    A    206.254.165.139
nsiqodje.hyxt.whu.com.   IN    A    145.236.54.68
yahepwnf.hyxt.whu.com.   IN    A    196.101.95.142
cioaljrq.hyxt.whu.com.   IN    A    108.197.233.143
kwxehvaf.hyxt.whu.com.   IN    A    206.46.60.179
wjcqihsl.hyxt.whu.com.   IN    A    241.30.104.210
cxmrilpv.hyxt.whu.com.   IN    A    5.72.78.214
pnhrtoxv.hyxt.whu.com.   IN    A    91.120.100.132
nscifmwo.hyxt.whu.com.   IN    A    71.2.43.41
rajnkxmt.hyxt.whu.com.   IN    A    41.135.146.128
ytxbikmw.hyxt.whu.com.   IN    A    164.137.224.38
wtxhbpgv.hyxt.whu.com.   IN    A    223.200.161.114
wsrlpaet.hyxt.whu.com.   IN    A    155.110.206.128
cogkjdls.hyxt.whu.com.   IN    A    255.218.255.100
oduhmtic.hyxt.whu.com.   IN    A    148.237.224.220
rafidcvk.hyxt.whu.com.   IN    A    200.238.14.29
ecymiflx.hyxt.whu.com.   IN    A    253.116.252.64
hfsugxmr.hyxt.whu.com.   IN    A    177.208.184.154
eswbrqyh.hyxt.whu.com.   IN    A    141.143.243.238
lwfcevab.hyxt.whu.com.   IN    A    67.118.164.131
pejmcnar.hyxt.whu.com.   IN    A    2.71.233.63
dexshuqn.hyxt.whu.com.   IN    A    107.124.166.63
vjstfohm.hyxt.whu.com.   IN    A    34.158.165.248
figxjued.hyxt.whu.com.   IN    A    145.71.73.62
torifxpy.hyxt.whu.com.   IN    A    82.31.252.178
xnduipej.hyxt.whu.com.   IN    A    247.7.150.171
acjynevm.hyxt.whu.com.   IN    A    19.139.212.43
lkondypc.hyxt.whu.com.   IN    A    127.138.159.174
urlnxwhe.hyxt.whu.com.   IN    A    225.51.68.229
xshqvnbt.hyxt.whu.com.   IN    A    185.3.167.148
gcnrmjil.hyxt.whu.com.   IN    A    117.197.62.127
uihkctjf.hyxt.whu.com.   IN    A    51.213.81.192
otmgscik.hyxt.whu.com.   IN    A    147.17.229.192
proeaqdg.hyxt.whu.com.   IN    A    162.231.134.92
lshmkvyp.hyxt.whu.com.   IN    A    21.101.174.39
pwjkxbol.hyxt.whu.com.   IN    A    193.47.252.56
stipayxu.hyxt.whu.com.   IN    A    81.14.168.20
bdpicvax.hyxt.whu.com.   IN    A    67.72.10.53
vibpnwya.hyxt.whu.com.   IN    A    160.203.220.210
qsficnau.hyxt.whu.com.   IN    A    137.7.137.126
rsiedvmh.hyxt.whu.com.   IN    A    84.251.145.42
vlqkentr.hyxt.whu.com.   IN    A    78.103.141.92
bxpjfysu.hyxt.whu.com.   IN    A    0.149.99.224
yjhcblxg.hyxt.whu.com.   IN    A    74.74.87.202
rcuxpdnt.hyxt.whu.com.   IN    A    143.79.55.117
gkxhsymc.hyxt.whu.com.   IN    A    47.222.56.18
ebjvlkxm.hyxt.whu.com.   IN    A    18.110.22.101
mjpdsvwb.hyxt.whu.com.   IN    A    243.167.242.113
uhwbsmxg.hyxt.whu.com.   IN    A    238.36.34.52
amislwrc.hyxt.whu.com.   IN    A    25.109.245.222
mgdofcil.hyxt.whu.com.   IN    A    112.112.35.87
lwsxjpfu.hyxt.whu.com.   IN    A    191.243.63.61
rqceasvl.hyxt.whu.com.   IN    A    114.20.86.226
dsmaxcob.hyxt.whu.com.   IN    A    90.100.125.0
sgpxdmlj.hyxt.whu.com.   IN    A    223.192.232.116
euoqpavf.hyxt.whu.com.   IN    A    108.18.247.222
motrisuy.hyxt.whu.com.   IN    A    153.41.181.74
nymbcwsp.hyxt.whu.com.   IN    A    201.227.216.191
agwremcs.hyxt.whu.com.   IN    A    114.223.98.14
ihvpbtus.hyxt.whu.com.   IN    A    20.80.241.150
fkujxnbc.hyxt.whu.com.   IN    A    19.59.205.157
wvgrmypt.hyxt.whu.com.   IN    A    182.137.37.231
qtmaehon.hyxt.whu.com.   IN    A    235.72.217.92
gplcnhis.hyxt.whu.com.   IN    A    124.202.36.157
axgrtjlq.hyxt.whu.com.   IN    A    129.66.194.61
lgnmysxu.hyxt.whu.com.   IN    A    67.87.126.75
vbspxolu.hyxt.whu.com.   IN    A    110.48.89.253
wbnyvqhf.hyxt.whu.com.   IN    A    84.74.111.165
xitujhdq.hyxt.whu.com.   IN    A    72.254.2.212
oeidbnch.hyxt.whu.com.   IN    A    108.62.47.168
lihdgryt.hyxt.whu.com.   IN    A    48.239.35.50
dxnwkpqy.hyxt.whu.com.   IN    A    104.217.217.133
djbsnmie.hyxt.whu.com.   IN    A    49.87.220.88
fcbtrysp.hyxt.whu.com.   IN    A    157.117.177.228
ucvfewyr.hyxt.whu.com.   IN    A    237.69.39.47
uhsfleoq.hyxt.whu.com.   IN    A    216.177.38.38
ijqmpcel.hyxt.whu.com.   IN    A    83.125.180.135
icypfgsx.hyxt.whu.com.   IN    A    208.170.0.181
amdovhkr.hyxt.whu.com.   IN    A    154.204.20.193
mflvstoy.hyxt.whu.com.   IN    A    131.54.123.174
beouhgcj.hyxt.whu.com.   IN    A    16.155.83.108
byrofgjq.hyxt.whu.com.   IN    A    79.43.131.210
thwfpcls.hyxt.whu.com.   IN    A    35.111.29.233
eknoqvyi.hyxt.whu.com.   IN    A    157.114.61.119
flrangeh.hyxt.whu.com.   IN    A    199.200.219.235
pwjhcumg.hyxt.whu.com.   IN    A    49.140.2.170
eborukys.hyxt.whu.com.   IN    A    89.211.149.137
pnucarxt.hyxt.whu.com.   IN    A    183.182.6.116
brlcxdaf.hyxt.whu.com.   IN    A    168.150.158.144
harwtdkc.hyxt.whu.com.   IN    A    221.190.148.210
yqhgdofe.hyxt.whu.com.   IN    A    243.211.173.90
tqbjgnis.hyxt.whu.com.   IN    A    4.3.87.62
bvldqmyj.hyxt.whu.com.   IN    A    26.7.65.230
vcrmdbxu.hyxt.whu.com.   IN    A    213.134.233.29
owliqtab.hyxt.whu.com.   IN    A    169.105.34.170
tsdvlwxk.hyxt.whu.com.   IN    A    37.21.184.202
ebyshtpu.hyxt.whu.com.   IN    A    43.14.113.84
mdwhjgyf.hyxt.whu.com.   IN    A    35.80.129.212
wuqriaeh.hyxt.whu.com.   IN    A    149.177.120.197
nbypetwm.hyxt.whu.com.   IN    A    30.165.142.173
jvbsacei.hyxt.whu.com.   IN    A    166.222.190.149
wmjasxfh.hyxt.whu.com.   IN    A    153.250.4.206
xcdheyqu.hyxt.whu.com.   IN    A    119.178.28.122
mwhgcair.hyxt.whu.com.   IN    A    172.144.230.143
uqsycaog.hyxt.whu.com.   IN    A    176.60.122.202
fhimcajk.hyxt.whu.com.   IN    A    50.181.173.145
ilybfgrk.hyxt.whu.com.   IN    A    153.131.152.51
clhndeqi.hyxt.whu.com.   IN    A    25.1.22.7
fekidqac.hyxt.whu.com.   IN    A    193.29.129.8
cmrxlsda.hyxt.whu.com.   IN    A    175.69.145.147
jtsakogn.hyxt.whu.com.   IN    A    115.30.218.230
qgpsdayo.hyxt.whu.com.   IN    A    123.140.79.191
gdbyorju.hyxt.whu.com.   IN    A    27.102.99.45
etxhkcld.hyxt.whu.com.   IN    A    223.253.151.23
kpideqrm.hyxt.whu.com.   IN    A    84.45.84.16
yoqhwibs.hyxt.whu.com.   IN    A    11.2.208.171
qturxksc.hyxt.whu.com.   IN    A    83.253.232.190
mldfqacw.hyxt.whu.com.   IN    A    193.215.133.32
baskpfod.hyxt.whu.com.   IN    A    251.162.150.130
vxgfband.hyxt.whu.com.   IN    A    67.225.86.215
rydfecqp.hyxt.whu.com.   IN    A    49.16.234.157
dwrtkaji.hyxt.whu.com.   IN    A    226.76.177.199
nyheroxs.hyxt.whu.com.   IN    A    28.82.4.167
tprdmajv.hyxt.whu.com.   IN    A    88.96.96.127
yuhdgltk.hyxt.whu.com.   IN    A    25.4.207.66
ovteaqwl.hyxt.whu.com.   IN    A    222.38.241.214
wogxeadc.hyxt.whu.com.   IN    A    2.186.236.85
fdxnuqoi.hyxt.whu.com.   IN    A    53.6.79.24
dfpqwuyr.hyxt.whu.com.   IN    A    78.100.3.152
dwlaqojg.hyxt.whu.com.   IN    A    219.236.143.128
rnxijydw.hyxt.whu.com.   IN    A    161.98.10.101
vgkusnyx.hyxt.whu.com.   IN    A    156.90.75.155
qxuewtlk.hyxt.whu.com.   IN    A    196.168.174.158
bcstfgpw.hyxt.whu.com.   IN    A    153.57.34.78
frqemxgj.hyxt.whu.com.   IN    A    101.163.245.224
ioyfjhrv.hyxt.whu.com.   IN    A    93.52.179.244
onsyfbcv.hyxt.whu.com.   IN    A    37.205.155.33
xhdtojsp.hyxt.whu.com.   IN    A    63.22.80.11
wdiafxnj.hyxt.whu.com.   IN    A    25.199.197.54
nvswufek.hyxt.whu.com.   IN    A    170.38.180.42
kwhjmlug.hyxt.whu.com.   IN    A    66.211.145.152
bluhyqmk.hyxt.whu.com.   IN    A    29.240.150.114
yqbfnegj.hyxt.whu.com.   IN    A    180.45.255.237
ryjnfhcu.hyxt.whu.com.   IN    A    184.89.175.235
ynsedtwb.hyxt.whu.com.   IN    A    30.161.207.167
hworkfnx.hyxt.whu.com.   IN    A    79.249.176.113
avpkswfq.hyxt.whu.com.   IN    A    93.176.197.102
frgvsudj.hyxt.whu.com.   IN    A    204.199.130.31
cavionus.hyxt.whu.com.   IN    A    6.229.4.174
qhxbkntj.hyxt.whu.com.   IN    A    31.3.254.140
hlcgbdqt.hyxt.whu.com.   IN    A    46.47.84.160
riktoxjm.hyxt.whu.com.   IN    A    153.176.57.21
dbufigmw.hyxt.whu.com.   IN    A    61.77.187.126
koneabrx.hyxt.whu.com.   IN    A    218.164.171.207
tdswovnl.hyxt.whu.com.   IN    A    67.173.145.14
sigdrcwl.hyxt.whu.com.   IN    A    92.186.77.30
acyxwknv.hyxt.whu.com.   IN    A    188.10.51.43
prxhafyk.hyxt.whu.com.   IN    A    117.67.179.134
ukhvxsci.hyxt.whu.com.   IN    A    170.169.211.195
vcdluori.hyxt.whu.com.   IN    A    54.186.64.175
hegprkyl.hyxt.whu.com.   IN    A    93.142.84.59
ohwafieu.hyxt.whu.com.   IN    A    116.185.71.170
fhgxjanp.hyxt.whu.com.   IN    A    7.235.106.61
juhaicqv.hyxt.whu.com.   IN    A    45.101.206.195
hlxvycti.hyxt.whu.com.   IN    A    17.214.159.221
dwbxlfac.hyxt.whu.com.   IN    A    251.175.47.231
xlavqpjh.hyxt.whu.com.   IN    A    216.88.224.208
jcwmaqlt.hyxt.whu.com.   IN    A    246.44.141.33
hjnpdcyb.hyxt.whu.com.   IN    A    21.67.150.104
cdkjmvit.hyxt.whu.com.   IN    A    144.203.107.24
qsekcjrp.hyxt.whu.com.   IN    A    36.189.88.26
ejvgmrio.hyxt.whu.com.   IN    A    108.238.250.248
lcuxtvjo.hyxt.whu.com.   IN    A    105.31.166.44
cjkmigud.hyxt.whu.com.   IN    A    21.38.227.155
coljhers.hyxt.whu.com.   IN    A    203.45.168.104
vgsfiquy.hyxt.whu.com.   IN    A    243.5.200.155
vceuplxa.hyxt.whu.com.   IN    A    144.96.6.173
brlucmqv.hyxt.whu.com.   IN    A    97.196.249.98
gajthfso.hyxt.whu.com.   IN    A    200.208.98.189
qwbohcpd.hyxt.whu.com.   IN    A    63.221.114.215
jlgpdmci.hyxt.whu.com.   IN    A    98.227.228.11
xebaicpw.hyxt.whu.com.   IN    A    115.61.89.225
ygoadipj.hyxt.whu.com.   IN    A    36.237.136.27
qxplaymc.hyxt.whu.com.   IN    A    111.174.102.97
plcqxfus.hyxt.whu.com.   IN    A    122.36.213.225
dlaurygp.hyxt.whu.com.   IN    A    114.82.195.254
ksjogixe.hyxt.whu.com.   IN    A    196.191.247.61
hdkwbmgl.hyxt.whu.com.   IN    A    128.79.74.49
lejupvni.hyxt.whu.com.   IN    A    183.186.158.104
uwrjkqao.hyxt.whu.com.   IN    A    12.187.8.72
manxfjhi.hyxt.whu.com.   IN    A    139.180.209.93
tnldkucg.hyxt.whu.com.   IN    A    96.192.248.60
iwmyudef.hyxt.whu.com.   IN    A    76.29.57.154
dktijqlv.hyxt.whu.com.   IN    A    5.179.27.193
ljptgmnv.hyxt.whu.com.   IN    A    166.149.61.41
kpcyawhb.hyxt.whu.com.   IN    A    109.81.144.45
qcpyrgvk.hyxt.whu.com.   IN    A    36.131.139.33
sqevwygd.hyxt.whu.com.   IN    A    39.19.69.97
lrupaeot.hyxt.whu.com.   IN    A    163.6.209.108
gpqhlenu.hyxt.whu.com.   IN    A    138.202.214.61
hefajbqd.hyxt.whu.com.   IN    A    35.13.142.199
bidkwfey.hyxt.whu.com.   IN    A    139.185.38.143
teblwfcx.hyxt.whu.com.   IN    A    250.137.234.75
phsyvcek.hyxt.whu.com.   IN    A    1.245.98.126
ecpwurng.hyxt.whu.com.   IN    A    227.66.154.36
hripdusn.hyxt.whu.com.   IN    A    251.93.132.1
emrhjwqp.hyxt.whu.com.   IN    A    51.93.117.153
lxbysoki.hyxt.whu.com.   IN    A    150.122.166.131
vymrihwd.hyxt.whu.com.   IN    A    238.87.233.134
wdihtxfo.hyxt.whu.com.   IN    A    142.135.74.244
pjexbvkm.hyxt.whu.com.   IN    A    104.201.147.150
ahslqctb.hyxt.whu.com.   IN    A    3.173.245.181
yaeguowd.hyxt.whu.com.   IN    A    120.59.149.164
owesjyuq.hyxt.whu.com.   IN    A    16.234.198.12
muixajkd.hyxt.whu.com.   IN    A    5.149.87.41
edkrftys.hyxt.whu.com.   IN    A    209.190.194.78
lythxmwk.hyxt.whu.com.   IN    A    215.14.42.96
