www.lzu.com. 	14400	IN	SOA	ns1.www.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
www.lzu.com.		    IN	NS ns1.www.lzu.com.
glbnjdmy.www.lzu.com.    IN    A    96.93.70.15
ptfjxkqo.www.lzu.com.    IN    A    75.36.106.169
kuyefail.www.lzu.com.    IN    A    85.211.175.133
vmkhacbu.www.lzu.com.    IN    A    242.216.64.2
filtakeb.www.lzu.com.    IN    A    222.111.185.242
sagwjhkq.www.lzu.com.    IN    A    216.183.80.63
gqjaxect.www.lzu.com.    IN    A    103.143.16.28
kgbveapn.www.lzu.com.    IN    A    200.11.21.253
hivecfga.www.lzu.com.    IN    A    167.207.23.207
yasefinu.www.lzu.com.    IN    A    94.62.219.4
lqtmysxu.www.lzu.com.    IN    A    45.217.99.89
xtpvwmhd.www.lzu.com.    IN    A    207.91.158.10
bdeonhvu.www.lzu.com.    IN    A    28.156.49.178
nuptmvqa.www.lzu.com.    IN    A    178.41.197.22
ygverhfu.www.lzu.com.    IN    A    89.39.137.236
tdyemlbu.www.lzu.com.    IN    A    174.145.245.201
efiborpv.www.lzu.com.    IN    A    166.113.86.184
kqsbtpcn.www.lzu.com.    IN    A    36.199.98.228
yxdkuhgs.www.lzu.com.    IN    A    91.183.123.96
wbotikvq.www.lzu.com.    IN    A    64.82.211.112
utdejxqn.www.lzu.com.    IN    A    189.253.145.105
krwfcqvu.www.lzu.com.    IN    A    192.128.154.101
qjnwvxpy.www.lzu.com.    IN    A    56.109.134.231
pmbtxcij.www.lzu.com.    IN    A    118.236.86.250
nmcltwkb.www.lzu.com.    IN    A    38.4.111.54
abjeyhfp.www.lzu.com.    IN    A    222.250.194.186
dsionylt.www.lzu.com.    IN    A    115.147.127.199
phmfvdyl.www.lzu.com.    IN    A    32.13.142.135
smivnxdj.www.lzu.com.    IN    A    69.221.42.141
orcxyhtp.www.lzu.com.    IN    A    65.118.14.152
gaobdtky.www.lzu.com.    IN    A    134.45.242.62
xwguhnfj.www.lzu.com.    IN    A    83.203.30.35
dtjihvls.www.lzu.com.    IN    A    136.72.186.187
rvkynujd.www.lzu.com.    IN    A    4.241.115.4
qeipotmw.www.lzu.com.    IN    A    154.70.92.141
wpbfgcjx.www.lzu.com.    IN    A    195.158.142.168
pgjvkbat.www.lzu.com.    IN    A    194.194.84.109
fmqcweup.www.lzu.com.    IN    A    143.175.186.96
dplyfekj.www.lzu.com.    IN    A    118.133.158.40
wbluxfph.www.lzu.com.    IN    A    234.66.79.132
pquewdag.www.lzu.com.    IN    A    40.79.0.212
gemnfvys.www.lzu.com.    IN    A    142.187.195.58
vnwxfpbg.www.lzu.com.    IN    A    81.73.195.30
usqxwdao.www.lzu.com.    IN    A    255.85.144.96
iuvrnpwx.www.lzu.com.    IN    A    157.27.4.109
ehokcyfl.www.lzu.com.    IN    A    100.204.38.217
ndkfirmx.www.lzu.com.    IN    A    184.142.82.81
ejmhgcrt.www.lzu.com.    IN    A    198.170.103.215
ihgxcbad.www.lzu.com.    IN    A    32.192.204.51
xsauovpq.www.lzu.com.    IN    A    51.63.250.178
rsyhanpc.www.lzu.com.    IN    A    26.72.81.202
tcyheapf.www.lzu.com.    IN    A    170.21.211.165
afhylguw.www.lzu.com.    IN    A    148.172.234.224
qwsxumpn.www.lzu.com.    IN    A    16.150.240.127
uqaclsmh.www.lzu.com.    IN    A    226.74.220.30
jxhnudte.www.lzu.com.    IN    A    194.250.204.237
gsdnbxva.www.lzu.com.    IN    A    175.120.64.209
cldgukar.www.lzu.com.    IN    A    213.175.100.182
umtwdrxs.www.lzu.com.    IN    A    22.0.82.49
lfdwoxgc.www.lzu.com.    IN    A    50.170.191.107
vxwnscfj.www.lzu.com.    IN    A    224.120.50.162
atulbhwr.www.lzu.com.    IN    A    49.38.163.228
odqjrpyk.www.lzu.com.    IN    A    15.119.84.140
gpikvdrh.www.lzu.com.    IN    A    224.97.57.134
tmwxsljy.www.lzu.com.    IN    A    203.190.132.60
wmogtive.www.lzu.com.    IN    A    206.69.227.100
klfemxyc.www.lzu.com.    IN    A    242.71.27.1
lvsbhtpr.www.lzu.com.    IN    A    183.183.97.231
jthwvuae.www.lzu.com.    IN    A    199.157.139.183
qkxnlcvo.www.lzu.com.    IN    A    240.60.129.202
ktqblwvd.www.lzu.com.    IN    A    76.218.247.253
opugxhns.www.lzu.com.    IN    A    218.40.192.60
glpucjxs.www.lzu.com.    IN    A    158.181.204.121
moqewiut.www.lzu.com.    IN    A    164.130.134.157
goxlfajm.www.lzu.com.    IN    A    13.114.51.45
trpbhdlx.www.lzu.com.    IN    A    60.75.27.25
bvadypxw.www.lzu.com.    IN    A    94.32.104.240
megkhluy.www.lzu.com.    IN    A    250.91.245.137
uxmpbctk.www.lzu.com.    IN    A    124.55.224.1
qetyhfjk.www.lzu.com.    IN    A    152.140.164.197
otsekfim.www.lzu.com.    IN    A    35.245.181.120
ohiqswcv.www.lzu.com.    IN    A    85.58.198.192
dltrqivk.www.lzu.com.    IN    A    53.26.194.226
mrvgbuat.www.lzu.com.    IN    A    222.170.78.178
afrjdqxl.www.lzu.com.    IN    A    111.131.222.243
rpsfaocj.www.lzu.com.    IN    A    10.170.199.221
qlwysurt.www.lzu.com.    IN    A    127.68.150.67
hgbociyf.www.lzu.com.    IN    A    183.36.202.46
ilhbuxat.www.lzu.com.    IN    A    39.47.148.145
bamvplgc.www.lzu.com.    IN    A    218.74.95.124
ydfoigke.www.lzu.com.    IN    A    88.114.221.137
xekctdgs.www.lzu.com.    IN    A    203.158.191.58
ajvphiqo.www.lzu.com.    IN    A    128.245.161.101
ngvpcjbl.www.lzu.com.    IN    A    105.108.180.80
nxpyluvg.www.lzu.com.    IN    A    25.97.48.90
stkhaodf.www.lzu.com.    IN    A    132.106.147.120
mndwkohu.www.lzu.com.    IN    A    201.225.248.46
jpltuemn.www.lzu.com.    IN    A    57.32.99.168
hmoquxpg.www.lzu.com.    IN    A    8.161.119.221
yrgcaqjw.www.lzu.com.    IN    A    206.35.175.32
xghujekm.www.lzu.com.    IN    A    192.64.243.204
weoqhmgs.www.lzu.com.    IN    A    32.5.84.148
ahpbtufm.www.lzu.com.    IN    A    184.141.24.36
sjhqeokf.www.lzu.com.    IN    A    43.253.103.246
nwafxvcp.www.lzu.com.    IN    A    40.127.52.157
rdhkoutg.www.lzu.com.    IN    A    25.113.231.247
wbjsuxio.www.lzu.com.    IN    A    214.23.113.208
vyabmntd.www.lzu.com.    IN    A    6.206.151.163
irkltaum.www.lzu.com.    IN    A    171.251.64.79
gdnmcflk.www.lzu.com.    IN    A    172.30.93.146
kfbrsuel.www.lzu.com.    IN    A    166.4.165.179
swhcmfdb.www.lzu.com.    IN    A    240.119.73.86
gahujely.www.lzu.com.    IN    A    7.23.252.199
nhovleub.www.lzu.com.    IN    A    11.106.159.110
yorcudwe.www.lzu.com.    IN    A    136.224.194.202
syrontvl.www.lzu.com.    IN    A    68.244.89.57
pwisuotf.www.lzu.com.    IN    A    234.11.86.41
vholcaix.www.lzu.com.    IN    A    130.221.121.45
fvjpuakx.www.lzu.com.    IN    A    155.73.123.249
dpfsonlv.www.lzu.com.    IN    A    223.147.215.162
mywkqrsx.www.lzu.com.    IN    A    99.138.108.187
ulinxtmq.www.lzu.com.    IN    A    158.238.141.30
xqjfvkcp.www.lzu.com.    IN    A    71.229.86.33
qjhgtayx.www.lzu.com.    IN    A    217.235.198.21
tvpejknd.www.lzu.com.    IN    A    92.127.82.230
natogexq.www.lzu.com.    IN    A    207.159.140.244
nhvmqgta.www.lzu.com.    IN    A    28.162.166.3
abxqughj.www.lzu.com.    IN    A    185.158.65.221
ivqyknuj.www.lzu.com.    IN    A    235.26.50.191
lvjmgpbf.www.lzu.com.    IN    A    33.78.247.172
tgslcrjx.www.lzu.com.    IN    A    147.180.55.21
aeuygocj.www.lzu.com.    IN    A    108.207.2.180
kvfbuqng.www.lzu.com.    IN    A    42.62.45.118
vxhjcfyo.www.lzu.com.    IN    A    178.116.76.89
cadubnqh.www.lzu.com.    IN    A    216.124.241.176
nomvwpuc.www.lzu.com.    IN    A    251.253.236.106
mtdofieq.www.lzu.com.    IN    A    217.235.125.205
vwgrisde.www.lzu.com.    IN    A    92.105.186.34
dbjtgohv.www.lzu.com.    IN    A    31.115.243.81
gpwrnqtj.www.lzu.com.    IN    A    145.30.120.229
uftrmqsp.www.lzu.com.    IN    A    6.34.149.162
msqldenp.www.lzu.com.    IN    A    75.60.117.210
vuclnkrb.www.lzu.com.    IN    A    135.119.218.88
ucxagrbi.www.lzu.com.    IN    A    11.182.120.7
dwstrqxy.www.lzu.com.    IN    A    129.17.186.56
jctqfirs.www.lzu.com.    IN    A    253.104.59.190
cfvbpjky.www.lzu.com.    IN    A    163.82.59.117
avofbupd.www.lzu.com.    IN    A    151.67.189.23
inopcvlj.www.lzu.com.    IN    A    186.86.158.218
vmaebdwf.www.lzu.com.    IN    A    207.219.192.85
pqbsahcf.www.lzu.com.    IN    A    116.167.183.193
cahxujpm.www.lzu.com.    IN    A    149.243.188.20
iutjbmng.www.lzu.com.    IN    A    244.171.91.221
uhwbqilr.www.lzu.com.    IN    A    1.91.160.163
cyeswmbg.www.lzu.com.    IN    A    110.29.31.216
xupeyavd.www.lzu.com.    IN    A    77.178.60.89
bfwmvoue.www.lzu.com.    IN    A    68.59.224.37
bhapclju.www.lzu.com.    IN    A    119.233.128.29
kcbpxtal.www.lzu.com.    IN    A    133.130.229.150
wlbenjop.www.lzu.com.    IN    A    55.182.214.188
maehtnru.www.lzu.com.    IN    A    83.129.23.54
saqxwthe.www.lzu.com.    IN    A    188.254.119.189
kdcghmfs.www.lzu.com.    IN    A    43.72.56.160
vsctnupm.www.lzu.com.    IN    A    181.24.150.202
jnywuxei.www.lzu.com.    IN    A    242.153.132.188
crowbhgy.www.lzu.com.    IN    A    12.53.33.86
lbrhmpxd.www.lzu.com.    IN    A    52.232.20.178
oisudeyq.www.lzu.com.    IN    A    41.64.224.82
oevxrcpt.www.lzu.com.    IN    A    217.163.26.213
qlmsucvf.www.lzu.com.    IN    A    157.70.96.28
fylcksnq.www.lzu.com.    IN    A    217.4.136.236
tjvuircw.www.lzu.com.    IN    A    8.4.86.35
kmucfong.www.lzu.com.    IN    A    245.130.196.207
syqmtoiv.www.lzu.com.    IN    A    81.64.3.236
bmnxupdc.www.lzu.com.    IN    A    215.78.237.77
hynmsgrk.www.lzu.com.    IN    A    35.58.52.160
ohgcbjsy.www.lzu.com.    IN    A    52.215.16.175
pwbrnmde.www.lzu.com.    IN    A    101.47.244.235
kfjgcyvi.www.lzu.com.    IN    A    20.117.136.67
emfaurtd.www.lzu.com.    IN    A    0.39.107.61
peqsvgti.www.lzu.com.    IN    A    95.6.74.29
hptvcygi.www.lzu.com.    IN    A    67.246.185.30
evgnkwxq.www.lzu.com.    IN    A    102.97.146.40
edbtmori.www.lzu.com.    IN    A    216.108.151.255
ubyrpgkx.www.lzu.com.    IN    A    182.10.169.234
leamxhbs.www.lzu.com.    IN    A    199.65.21.1
gsunqepx.www.lzu.com.    IN    A    10.52.99.65
gtwnlxdm.www.lzu.com.    IN    A    128.114.76.179
dsblfnqh.www.lzu.com.    IN    A    142.204.241.137
kulbaenm.www.lzu.com.    IN    A    175.119.23.71
bygnhatl.www.lzu.com.    IN    A    92.99.197.252
rjihptyd.www.lzu.com.    IN    A    137.85.104.185
ehfitoym.www.lzu.com.    IN    A    223.217.105.36
xmrephsg.www.lzu.com.    IN    A    229.88.129.94
okfnxvgw.www.lzu.com.    IN    A    88.67.2.57
potkyulr.www.lzu.com.    IN    A    107.90.101.79
aetqygjm.www.lzu.com.    IN    A    53.46.172.249
yoqujhgw.www.lzu.com.    IN    A    83.186.131.6
vtaofsui.www.lzu.com.    IN    A    87.91.153.101
hjcmgxde.www.lzu.com.    IN    A    192.83.202.3
fndjmyep.www.lzu.com.    IN    A    121.7.206.89
naruqdtw.www.lzu.com.    IN    A    206.231.33.228
gbehqoxf.www.lzu.com.    IN    A    131.236.27.81
sehauvtq.www.lzu.com.    IN    A    250.197.34.243
gtymvljr.www.lzu.com.    IN    A    164.103.255.80
xhfrbljs.www.lzu.com.    IN    A    1.9.61.105
shpltxva.www.lzu.com.    IN    A    232.59.158.169
tiugjxdr.www.lzu.com.    IN    A    27.171.45.242
bfcgkvon.www.lzu.com.    IN    A    98.202.139.198
frjbkmhp.www.lzu.com.    IN    A    110.207.239.115
lrowyfej.www.lzu.com.    IN    A    109.242.141.8
vxpdkrwu.www.lzu.com.    IN    A    28.146.180.67
lgwnboah.www.lzu.com.    IN    A    104.134.232.217
fxsjcvqp.www.lzu.com.    IN    A    104.170.39.65
mdkveguy.www.lzu.com.    IN    A    91.115.184.24
ewpubkvt.www.lzu.com.    IN    A    217.48.133.140
duwkqrcx.www.lzu.com.    IN    A    75.202.72.193
qviypdxs.www.lzu.com.    IN    A    80.7.18.112
wrxpkcfm.www.lzu.com.    IN    A    35.81.113.208
snbyhpow.www.lzu.com.    IN    A    91.100.207.13
qsnebjtc.www.lzu.com.    IN    A    236.170.24.194
cxtlunjy.www.lzu.com.    IN    A    38.216.246.101
jwosfmci.www.lzu.com.    IN    A    188.124.53.18
yovsmjkf.www.lzu.com.    IN    A    160.156.81.129
yprwjtcf.www.lzu.com.    IN    A    148.201.124.113
slcidaxj.www.lzu.com.    IN    A    145.23.42.219
xlykpnjf.www.lzu.com.    IN    A    74.189.89.164
elymcofg.www.lzu.com.    IN    A    76.236.233.231
hitybmxq.www.lzu.com.    IN    A    234.128.118.231
imlsjtcw.www.lzu.com.    IN    A    43.101.42.253
cwjndebv.www.lzu.com.    IN    A    108.228.213.248
njdbskvq.www.lzu.com.    IN    A    175.212.173.141
nujybale.www.lzu.com.    IN    A    183.19.216.43
qldsxkhf.www.lzu.com.    IN    A    12.81.92.212
jkambcth.www.lzu.com.    IN    A    65.41.115.194
hopkxmwj.www.lzu.com.    IN    A    82.60.95.43
dbiogpct.www.lzu.com.    IN    A    250.70.217.152
auciegqt.www.lzu.com.    IN    A    22.25.175.209
eyjqchkg.www.lzu.com.    IN    A    80.204.253.187
lwbmrjks.www.lzu.com.    IN    A    64.82.201.167
ygcpafeh.www.lzu.com.    IN    A    225.57.149.94
dokvwiag.www.lzu.com.    IN    A    201.0.66.70
epabjngt.www.lzu.com.    IN    A    167.19.159.210
gfdkhylv.www.lzu.com.    IN    A    200.87.64.170
rlanstqy.www.lzu.com.    IN    A    206.116.17.45
dbyxiejc.www.lzu.com.    IN    A    99.112.159.216
ghcqkied.www.lzu.com.    IN    A    253.114.2.214
oauvefny.www.lzu.com.    IN    A    99.103.63.112
owlgyqid.www.lzu.com.    IN    A    180.27.217.88
nprlusdq.www.lzu.com.    IN    A    46.167.75.60
upbglkdr.www.lzu.com.    IN    A    162.153.165.135
kgfutnlw.www.lzu.com.    IN    A    133.150.96.234
bdwmsthe.www.lzu.com.    IN    A    178.76.188.46
uxtgmwyk.www.lzu.com.    IN    A    166.124.131.159
yrsdnvjq.www.lzu.com.    IN    A    32.236.189.240
fyngcdkw.www.lzu.com.    IN    A    76.149.196.81
hljqvpuw.www.lzu.com.    IN    A    184.117.62.19
gbkwoimh.www.lzu.com.    IN    A    8.210.93.52
jpaecrvs.www.lzu.com.    IN    A    168.104.12.7
wdpkvonh.www.lzu.com.    IN    A    117.76.225.117
vywtoedj.www.lzu.com.    IN    A    129.83.213.197
jkefgliq.www.lzu.com.    IN    A    67.252.40.2
evconira.www.lzu.com.    IN    A    255.109.220.53
qcydnohi.www.lzu.com.    IN    A    195.45.199.26
bfmxyijh.www.lzu.com.    IN    A    148.207.28.27
pehgcnbl.www.lzu.com.    IN    A    117.28.173.248
anpbswoi.www.lzu.com.    IN    A    74.97.205.195
eimpugwd.www.lzu.com.    IN    A    243.17.51.58
hqkprydw.www.lzu.com.    IN    A    116.237.79.209
ijbaxclk.www.lzu.com.    IN    A    88.212.192.233
nejtlkpa.www.lzu.com.    IN    A    158.79.23.35
vlsqkigr.www.lzu.com.    IN    A    201.125.56.40
kihsnpyg.www.lzu.com.    IN    A    186.241.124.238
rjdapxgy.www.lzu.com.    IN    A    223.43.143.173
vfklduja.www.lzu.com.    IN    A    18.238.188.219
ealrfthm.www.lzu.com.    IN    A    151.215.235.248
xtmqwsey.www.lzu.com.    IN    A    253.168.130.121
bighcsjt.www.lzu.com.    IN    A    24.232.16.69
copsrevb.www.lzu.com.    IN    A    82.192.177.137
jsodkiuw.www.lzu.com.    IN    A    16.217.74.34
rthkucqx.www.lzu.com.    IN    A    199.217.180.136
gtoawleu.www.lzu.com.    IN    A    39.137.179.114
dnvpwlyu.www.lzu.com.    IN    A    102.147.186.179
drnhmaey.www.lzu.com.    IN    A    235.153.3.212
nfmdpyao.www.lzu.com.    IN    A    171.166.20.199
kowrnadb.www.lzu.com.    IN    A    139.112.102.173
nlvwidsb.www.lzu.com.    IN    A    106.154.134.0
aqiwmtcj.www.lzu.com.    IN    A    241.203.211.57
sopdvbmj.www.lzu.com.    IN    A    53.186.168.142
paugfhws.www.lzu.com.    IN    A    152.250.139.63
daxqivgl.www.lzu.com.    IN    A    147.244.17.193
kiyfnhul.www.lzu.com.    IN    A    247.179.3.158
auqvnxbr.www.lzu.com.    IN    A    139.123.72.88
kiaoqylv.www.lzu.com.    IN    A    129.212.95.141
rphubxlv.www.lzu.com.    IN    A    200.232.236.162
tdgnjiul.www.lzu.com.    IN    A    139.128.105.245
dshipaeq.www.lzu.com.    IN    A    176.4.235.36
hxuplwgj.www.lzu.com.    IN    A    175.180.63.169
weovhnmk.www.lzu.com.    IN    A    31.218.138.73
bowkcphs.www.lzu.com.    IN    A    164.105.184.187
lsukfqht.www.lzu.com.    IN    A    70.138.205.193
xaylqcbt.www.lzu.com.    IN    A    190.210.232.42
rueqpngo.www.lzu.com.    IN    A    250.72.73.223
irjaynte.www.lzu.com.    IN    A    29.188.208.81
ulvghbfr.www.lzu.com.    IN    A    163.221.11.205
lejtaiyv.www.lzu.com.    IN    A    255.169.188.124
eamxdtiw.www.lzu.com.    IN    A    107.114.90.17
cdsqmlej.www.lzu.com.    IN    A    8.104.47.173
ijmhbqwa.www.lzu.com.    IN    A    115.5.46.148
kyqtviea.www.lzu.com.    IN    A    221.181.215.90
gmtpejha.www.lzu.com.    IN    A    228.223.164.96
qxkifgmy.www.lzu.com.    IN    A    6.218.101.9
ewudjsap.www.lzu.com.    IN    A    93.13.199.207
tswudron.www.lzu.com.    IN    A    29.26.42.253
pmjtofux.www.lzu.com.    IN    A    36.233.229.201
ugwmparl.www.lzu.com.    IN    A    106.8.167.56
rwoxqpac.www.lzu.com.    IN    A    138.200.19.227
lcpxtymb.www.lzu.com.    IN    A    142.9.6.242
vkqgubce.www.lzu.com.    IN    A    73.52.33.235
ihxuksyt.www.lzu.com.    IN    A    58.235.188.203
mhsblido.www.lzu.com.    IN    A    231.153.250.178
mrjkotga.www.lzu.com.    IN    A    200.44.126.153
dsefonrx.www.lzu.com.    IN    A    244.155.101.110
cjtbknwg.www.lzu.com.    IN    A    113.117.115.164
fbcmuxqj.www.lzu.com.    IN    A    59.95.202.216
elbcjfxt.www.lzu.com.    IN    A    201.91.251.146
uqesmwlp.www.lzu.com.    IN    A    154.251.17.41
bfepqnxo.www.lzu.com.    IN    A    98.189.116.35
dxsrfhky.www.lzu.com.    IN    A    85.137.116.44
kiysvnhl.www.lzu.com.    IN    A    206.202.92.214
yikjdvmb.www.lzu.com.    IN    A    93.80.158.108
rqgvopth.www.lzu.com.    IN    A    26.221.204.103
adscetkq.www.lzu.com.    IN    A    6.216.157.217
geqdrbiw.www.lzu.com.    IN    A    97.132.134.169
kminhwst.www.lzu.com.    IN    A    162.83.212.163
lidhjcrg.www.lzu.com.    IN    A    15.243.200.228
njixeycg.www.lzu.com.    IN    A    205.174.81.211
ducryegn.www.lzu.com.    IN    A    41.161.64.213
pyabgrlh.www.lzu.com.    IN    A    23.105.34.240
mjhbdwrg.www.lzu.com.    IN    A    65.187.136.91
edthoguq.www.lzu.com.    IN    A    27.49.183.195
ymfxdbig.www.lzu.com.    IN    A    17.42.218.146
fbqkisng.www.lzu.com.    IN    A    94.36.141.64
etjlgwqu.www.lzu.com.    IN    A    117.189.22.201
invxeoqt.www.lzu.com.    IN    A    254.253.46.114
dignpmsr.www.lzu.com.    IN    A    10.204.140.247
tcukwiel.www.lzu.com.    IN    A    152.170.213.35
tidsgbom.www.lzu.com.    IN    A    232.240.101.253
ecmvqdbt.www.lzu.com.    IN    A    57.87.3.254
mhvnpojc.www.lzu.com.    IN    A    98.81.237.105
vmhwxjtn.www.lzu.com.    IN    A    39.163.24.36
dphgbnsm.www.lzu.com.    IN    A    188.244.114.200
otedfupa.www.lzu.com.    IN    A    131.43.59.164
cqgnlmrh.www.lzu.com.    IN    A    39.118.190.10
nhogpkjl.www.lzu.com.    IN    A    106.248.81.127
ryobekcf.www.lzu.com.    IN    A    189.25.199.24
gvqcufhp.www.lzu.com.    IN    A    44.213.23.72
ohafmxgw.www.lzu.com.    IN    A    33.73.190.135
xdywnfqg.www.lzu.com.    IN    A    24.131.251.160
fyqogtab.www.lzu.com.    IN    A    163.32.77.163
hfuwmdlj.www.lzu.com.    IN    A    169.213.5.160
ctmuwokq.www.lzu.com.    IN    A    61.242.59.169
rskyvgdi.www.lzu.com.    IN    A    12.77.153.37
ytwgdnxj.www.lzu.com.    IN    A    252.85.31.179
oumefdwr.www.lzu.com.    IN    A    54.148.63.217
vbjuihxl.www.lzu.com.    IN    A    212.8.171.252
qermxkap.www.lzu.com.    IN    A    123.6.229.131
hdweirnp.www.lzu.com.    IN    A    232.237.28.181
rsdxibol.www.lzu.com.    IN    A    101.219.140.30
cxkavmoi.www.lzu.com.    IN    A    194.13.88.176
jrmvewnh.www.lzu.com.    IN    A    142.225.241.93
pbermksv.www.lzu.com.    IN    A    29.171.55.87
mbvwqkde.www.lzu.com.    IN    A    164.167.78.197
jnqwcxyi.www.lzu.com.    IN    A    140.29.154.143
qgnrdmwh.www.lzu.com.    IN    A    105.105.245.150
jixreway.www.lzu.com.    IN    A    184.5.5.156
bhlaftnx.www.lzu.com.    IN    A    80.214.66.171
rbukyxqf.www.lzu.com.    IN    A    127.45.213.111
pcihjlov.www.lzu.com.    IN    A    50.87.167.181
uncgapde.www.lzu.com.    IN    A    6.10.134.220
sqykgrnf.www.lzu.com.    IN    A    177.125.25.229
ciofmlje.www.lzu.com.    IN    A    59.121.202.43
knmdweqi.www.lzu.com.    IN    A    164.144.116.79
awefimuy.www.lzu.com.    IN    A    185.83.51.253
odrtgxkv.www.lzu.com.    IN    A    49.160.10.155
tqvyagiu.www.lzu.com.    IN    A    143.194.97.103
jnfvtmic.www.lzu.com.    IN    A    100.233.244.36
prvkegyu.www.lzu.com.    IN    A    233.129.18.71
aqolfrun.www.lzu.com.    IN    A    160.189.161.179
mjpgqasv.www.lzu.com.    IN    A    32.179.161.40
clpqykaf.www.lzu.com.    IN    A    88.84.140.233
tljqcygp.www.lzu.com.    IN    A    37.18.229.29
ftqrxdng.www.lzu.com.    IN    A    126.49.253.229
ugmispdr.www.lzu.com.    IN    A    158.124.194.48
pjtoiqfc.www.lzu.com.    IN    A    119.168.87.108
woxevbjp.www.lzu.com.    IN    A    206.235.25.223
cgxbypot.www.lzu.com.    IN    A    37.167.100.178
iuhfbdxe.www.lzu.com.    IN    A    123.222.43.222
dqrhynjt.www.lzu.com.    IN    A    3.217.238.179
kdjhltcg.www.lzu.com.    IN    A    157.103.196.233
bhkgadsf.www.lzu.com.    IN    A    165.184.82.188
nkitlfdr.www.lzu.com.    IN    A    83.220.63.236
gmldwtph.www.lzu.com.    IN    A    236.138.52.101
conpqeji.www.lzu.com.    IN    A    125.13.131.157
dkywrgel.www.lzu.com.    IN    A    48.37.7.108
cluwhixq.www.lzu.com.    IN    A    104.181.52.84
ftckprsu.www.lzu.com.    IN    A    16.155.0.194
ecpvhfry.www.lzu.com.    IN    A    57.107.244.25
ushpjktr.www.lzu.com.    IN    A    34.171.60.86
bgdruxec.www.lzu.com.    IN    A    70.173.136.233
biptmxhu.www.lzu.com.    IN    A    176.160.231.69
petujgmy.www.lzu.com.    IN    A    66.211.46.165
ajosvnqk.www.lzu.com.    IN    A    62.244.76.152
chtfwkym.www.lzu.com.    IN    A    130.65.152.32
yctkslxv.www.lzu.com.    IN    A    56.172.197.76
pshoqjdw.www.lzu.com.    IN    A    213.246.60.255
qmuspgia.www.lzu.com.    IN    A    242.12.196.128
vbaoijqy.www.lzu.com.    IN    A    179.71.82.244
biwnhdfm.www.lzu.com.    IN    A    32.14.9.151
rsbefpgu.www.lzu.com.    IN    A    61.144.29.32
ubwjqogv.www.lzu.com.    IN    A    19.41.92.116
xejfohbg.www.lzu.com.    IN    A    227.105.23.231
