www.whu.com. 	14400	IN	SOA	ns1.www.whu.com. james.whu.edu. 19122302 14400 3600 2419200 14400
www.whu.com.		    IN	NS ns1.www.whu.com.
xihqmylr.www.whu.com.    IN    A    95.204.248.6
ukyxjlfp.www.whu.com.    IN    A    70.167.67.138
emrlijxp.www.whu.com.    IN    A    16.147.220.34
gnuwosax.www.whu.com.    IN    A    107.162.148.89
jmxsctbq.www.whu.com.    IN    A    138.119.114.108
rpfsltqh.www.whu.com.    IN    A    117.6.47.198
abxrfhmp.www.whu.com.    IN    A    151.239.50.245
umxrfovn.www.whu.com.    IN    A    45.208.115.41
scwmqxju.www.whu.com.    IN    A    152.44.69.133
tosxfanc.www.whu.com.    IN    A    235.181.138.25
idobhjwu.www.whu.com.    IN    A    247.191.172.28
eyavjdik.www.whu.com.    IN    A    72.111.239.194
txupieow.www.whu.com.    IN    A    202.138.223.106
pryxqgad.www.whu.com.    IN    A    32.111.179.57
pahrydeg.www.whu.com.    IN    A    65.111.20.223
harxpsve.www.whu.com.    IN    A    248.14.109.130
ftkpvmlj.www.whu.com.    IN    A    39.131.135.98
whvrikyj.www.whu.com.    IN    A    186.65.15.233
hamyioqn.www.whu.com.    IN    A    73.66.87.125
kulwjdfa.www.whu.com.    IN    A    193.167.67.146
wfcvdgxo.www.whu.com.    IN    A    48.76.73.3
qgvmyuop.www.whu.com.    IN    A    57.0.207.232
ipuefqkt.www.whu.com.    IN    A    154.28.250.53
ryxalofn.www.whu.com.    IN    A    126.124.58.54
ubmhscja.www.whu.com.    IN    A    157.43.106.110
tayrwips.www.whu.com.    IN    A    137.133.151.218
qkgwoefx.www.whu.com.    IN    A    226.69.58.188
njfmwqpc.www.whu.com.    IN    A    71.47.209.24
tyhrgnjo.www.whu.com.    IN    A    103.95.167.210
wjfapure.www.whu.com.    IN    A    33.36.222.246
gicawbud.www.whu.com.    IN    A    231.243.35.103
lhrsquyt.www.whu.com.    IN    A    208.102.179.147
rafdmepo.www.whu.com.    IN    A    144.87.74.250
fvbnscja.www.whu.com.    IN    A    30.140.243.76
pjvnxtqe.www.whu.com.    IN    A    234.92.212.191
lokufwrn.www.whu.com.    IN    A    114.44.143.135
qawrjubd.www.whu.com.    IN    A    15.214.231.108
nlwvmhig.www.whu.com.    IN    A    181.37.165.142
uscftgqk.www.whu.com.    IN    A    190.39.78.34
tsflgrku.www.whu.com.    IN    A    132.59.18.215
arvlmtsd.www.whu.com.    IN    A    17.0.138.92
mwklxehn.www.whu.com.    IN    A    216.231.114.53
ydrbuvwi.www.whu.com.    IN    A    46.42.157.198
qprtbdnj.www.whu.com.    IN    A    127.214.164.241
xtmvejgf.www.whu.com.    IN    A    211.187.127.56
ckoenfyx.www.whu.com.    IN    A    108.89.202.36
cphijtqr.www.whu.com.    IN    A    41.48.68.35
krpmbgox.www.whu.com.    IN    A    210.212.46.170
lvcuykqh.www.whu.com.    IN    A    5.22.116.28
uwertayl.www.whu.com.    IN    A    139.193.69.206
wavkpngr.www.whu.com.    IN    A    84.93.234.72
mtakvxco.www.whu.com.    IN    A    64.199.115.207
kuglcjbq.www.whu.com.    IN    A    56.61.7.13
cknrlhmu.www.whu.com.    IN    A    118.58.8.187
iqogkbxn.www.whu.com.    IN    A    32.127.5.109
mkvwhqjp.www.whu.com.    IN    A    173.79.173.0
yaiwgrcl.www.whu.com.    IN    A    17.57.203.43
shcqgioy.www.whu.com.    IN    A    34.35.147.141
xwjnkyft.www.whu.com.    IN    A    156.58.47.3
cwfqmojn.www.whu.com.    IN    A    138.196.17.160
trhoijbg.www.whu.com.    IN    A    84.177.224.153
oahuyxdm.www.whu.com.    IN    A    104.160.161.45
nfibkwtj.www.whu.com.    IN    A    239.109.97.93
cjrnmyvq.www.whu.com.    IN    A    14.206.243.51
neuhxcok.www.whu.com.    IN    A    211.247.213.26
garmhixn.www.whu.com.    IN    A    210.47.22.38
vsuylbnd.www.whu.com.    IN    A    254.12.230.142
bdhanoyg.www.whu.com.    IN    A    37.62.252.35
jogstqfa.www.whu.com.    IN    A    45.126.184.143
mqwofsgp.www.whu.com.    IN    A    171.219.190.188
qbexsryl.www.whu.com.    IN    A    39.15.151.13
xdkyjwet.www.whu.com.    IN    A    208.202.166.102
rtuywlaj.www.whu.com.    IN    A    6.234.140.143
ymjsvarc.www.whu.com.    IN    A    77.237.85.39
nsrvtpek.www.whu.com.    IN    A    124.162.168.254
kjclsaxd.www.whu.com.    IN    A    135.51.56.61
ytdjerpo.www.whu.com.    IN    A    133.235.70.159
epcmbvgd.www.whu.com.    IN    A    29.8.42.211
ucvfdwoj.www.whu.com.    IN    A    142.16.22.82
psybtjev.www.whu.com.    IN    A    68.21.251.90
bleqfosj.www.whu.com.    IN    A    255.91.243.81
suthlyrb.www.whu.com.    IN    A    62.251.184.193
jdywvcos.www.whu.com.    IN    A    125.59.4.193
sivawxbg.www.whu.com.    IN    A    234.10.250.195
rhfytnxw.www.whu.com.    IN    A    75.84.67.114
rbwuylxj.www.whu.com.    IN    A    0.104.67.115
rlqjiewx.www.whu.com.    IN    A    240.108.221.7
aqhcwekp.www.whu.com.    IN    A    78.61.159.15
fyxbeswa.www.whu.com.    IN    A    60.33.14.196
xekdlgti.www.whu.com.    IN    A    123.137.46.160
rgvfibtl.www.whu.com.    IN    A    48.130.60.218
kadcmveb.www.whu.com.    IN    A    199.112.168.103
cbpxyrfg.www.whu.com.    IN    A    199.89.232.137
eubmhsqw.www.whu.com.    IN    A    187.17.88.231
dwnpsjoe.www.whu.com.    IN    A    138.222.237.234
brxafvgn.www.whu.com.    IN    A    224.47.40.144
purtnxie.www.whu.com.    IN    A    71.215.158.6
ejrgcbyd.www.whu.com.    IN    A    210.123.153.191
cnbjetam.www.whu.com.    IN    A    70.9.217.235
fsvqbxhu.www.whu.com.    IN    A    176.162.15.152
clwgjbno.www.whu.com.    IN    A    213.118.207.252
jiutbpkx.www.whu.com.    IN    A    14.151.65.228
yntljixs.www.whu.com.    IN    A    190.23.90.157
nglkyuco.www.whu.com.    IN    A    210.41.69.6
jfoeircx.www.whu.com.    IN    A    12.81.237.15
yxbaqtcg.www.whu.com.    IN    A    90.152.125.22
vsoedlyj.www.whu.com.    IN    A    210.36.4.199
ecmyfbit.www.whu.com.    IN    A    60.139.180.200
hfaoujlx.www.whu.com.    IN    A    34.50.198.109
loxhubmn.www.whu.com.    IN    A    250.146.178.68
iqgpabdv.www.whu.com.    IN    A    66.253.172.210
mvpbgqxr.www.whu.com.    IN    A    129.110.204.142
tcxoqmef.www.whu.com.    IN    A    22.246.187.207
prahwjni.www.whu.com.    IN    A    223.92.155.81
nekhsbxa.www.whu.com.    IN    A    185.155.244.44
mopixfyk.www.whu.com.    IN    A    157.112.216.193
rpckaedu.www.whu.com.    IN    A    57.168.229.167
wcufdoqi.www.whu.com.    IN    A    112.191.205.48
hxlgiovc.www.whu.com.    IN    A    133.166.39.183
yciakxph.www.whu.com.    IN    A    127.61.132.78
oxndtqkf.www.whu.com.    IN    A    248.128.170.68
jrinpahg.www.whu.com.    IN    A    95.232.221.2
gtwofjdu.www.whu.com.    IN    A    24.156.163.205
rqdxskwt.www.whu.com.    IN    A    31.111.22.128
rhbqtagw.www.whu.com.    IN    A    135.43.223.197
hyvxcdti.www.whu.com.    IN    A    190.249.51.97
hbydpkti.www.whu.com.    IN    A    250.70.97.67
esjnydhx.www.whu.com.    IN    A    104.42.82.18
wbiepvtq.www.whu.com.    IN    A    46.251.171.7
uvgitsra.www.whu.com.    IN    A    30.245.27.211
benkqulh.www.whu.com.    IN    A    11.144.93.1
rmgiqwjh.www.whu.com.    IN    A    221.28.252.242
uinroxml.www.whu.com.    IN    A    191.254.74.179
wyigdboc.www.whu.com.    IN    A    17.145.225.210
unlidxmk.www.whu.com.    IN    A    132.208.204.22
qxnbkptv.www.whu.com.    IN    A    51.176.186.230
sdkyemnq.www.whu.com.    IN    A    136.193.183.115
pmkechno.www.whu.com.    IN    A    94.144.104.149
strxcday.www.whu.com.    IN    A    229.47.226.0
ljbmswqa.www.whu.com.    IN    A    223.95.118.237
fmaokcdq.www.whu.com.    IN    A    72.140.103.17
pywfugha.www.whu.com.    IN    A    70.169.52.223
hspaqbxc.www.whu.com.    IN    A    78.170.33.66
cdurpbxi.www.whu.com.    IN    A    245.40.144.227
vjnpxoub.www.whu.com.    IN    A    160.109.117.137
gbijfptr.www.whu.com.    IN    A    88.27.74.169
qvypdxtf.www.whu.com.    IN    A    172.119.46.200
xrsypuct.www.whu.com.    IN    A    153.54.87.25
afwrgcih.www.whu.com.    IN    A    49.85.108.162
yrpdilqg.www.whu.com.    IN    A    242.236.119.39
biklncta.www.whu.com.    IN    A    134.79.184.207
ewtypran.www.whu.com.    IN    A    72.91.231.157
dnqxfiue.www.whu.com.    IN    A    82.104.195.148
phfsaytx.www.whu.com.    IN    A    77.126.131.176
kjqdfgrh.www.whu.com.    IN    A    15.141.122.184
bnkuyhwd.www.whu.com.    IN    A    167.173.24.41
kcimvsny.www.whu.com.    IN    A    247.171.120.187
rshkbuag.www.whu.com.    IN    A    143.125.18.103
evnbupmc.www.whu.com.    IN    A    119.185.86.73
pwdhoery.www.whu.com.    IN    A    241.228.231.238
lgfmepau.www.whu.com.    IN    A    222.126.198.27
alimthpo.www.whu.com.    IN    A    77.88.230.95
awluhxje.www.whu.com.    IN    A    99.86.4.216
ymqtdbgu.www.whu.com.    IN    A    86.50.10.231
qarepcij.www.whu.com.    IN    A    225.140.186.158
hwyrfjvi.www.whu.com.    IN    A    111.164.132.119
usnjfwdk.www.whu.com.    IN    A    113.115.90.133
eqbroakm.www.whu.com.    IN    A    3.40.73.136
gqmyetpw.www.whu.com.    IN    A    38.9.88.74
qymvisbx.www.whu.com.    IN    A    144.169.142.186
uhioysat.www.whu.com.    IN    A    163.79.142.39
kruejpdm.www.whu.com.    IN    A    148.119.209.202
qaigstvn.www.whu.com.    IN    A    129.218.53.168
tmepkrls.www.whu.com.    IN    A    19.229.231.40
ojdnuyqt.www.whu.com.    IN    A    30.233.67.201
xipsfeko.www.whu.com.    IN    A    30.64.68.63
kbtxchie.www.whu.com.    IN    A    10.64.9.211
rjekvpdf.www.whu.com.    IN    A    160.207.18.94
qmtnjlcf.www.whu.com.    IN    A    94.33.229.69
nhuaxyrk.www.whu.com.    IN    A    154.66.155.109
sjwpoygm.www.whu.com.    IN    A    235.64.190.217
oiplbcrd.www.whu.com.    IN    A    213.179.148.209
rejdtchv.www.whu.com.    IN    A    206.160.212.30
ypsovuqr.www.whu.com.    IN    A    113.91.190.182
rekpoign.www.whu.com.    IN    A    1.246.52.82
jhrnmgok.www.whu.com.    IN    A    193.207.134.74
pxwodfgl.www.whu.com.    IN    A    91.117.81.64
wkmvjqdt.www.whu.com.    IN    A    226.128.196.151
krwtupnl.www.whu.com.    IN    A    130.134.227.98
cyridten.www.whu.com.    IN    A    14.106.66.105
prjskvgt.www.whu.com.    IN    A    227.240.235.50
eijyonhm.www.whu.com.    IN    A    130.175.3.219
hbilwmfr.www.whu.com.    IN    A    247.15.8.10
gojreqkh.www.whu.com.    IN    A    25.109.117.1
vofxkupw.www.whu.com.    IN    A    45.236.247.137
tmrjgvso.www.whu.com.    IN    A    33.148.139.121
qhamicux.www.whu.com.    IN    A    59.81.43.180
blymginv.www.whu.com.    IN    A    163.67.135.153
vapxitnk.www.whu.com.    IN    A    96.255.20.44
ynrtilup.www.whu.com.    IN    A    203.109.89.77
uksmexqn.www.whu.com.    IN    A    181.106.245.26
agdyhjml.www.whu.com.    IN    A    152.52.172.32
alstyrkg.www.whu.com.    IN    A    196.63.202.75
xywraeqg.www.whu.com.    IN    A    124.183.184.187
sqougbjc.www.whu.com.    IN    A    153.48.68.226
whlpoyjr.www.whu.com.    IN    A    81.214.146.9
udjtswpk.www.whu.com.    IN    A    72.241.193.45
ulicjafw.www.whu.com.    IN    A    213.232.143.207
rpvjxksb.www.whu.com.    IN    A    103.0.120.204
ckjbrqxi.www.whu.com.    IN    A    40.20.159.26
ghnrlkai.www.whu.com.    IN    A    229.110.9.228
ithwbuay.www.whu.com.    IN    A    65.152.49.254
rkxhgqut.www.whu.com.    IN    A    17.208.188.166
fgtbkies.www.whu.com.    IN    A    131.204.64.64
pokfldic.www.whu.com.    IN    A    44.219.248.196
vbksdpgw.www.whu.com.    IN    A    112.21.208.151
kvfnulie.www.whu.com.    IN    A    99.228.93.95
behnkoul.www.whu.com.    IN    A    230.88.188.191
mjwesrtu.www.whu.com.    IN    A    165.13.79.184
bqkiycud.www.whu.com.    IN    A    14.199.10.0
bncpsyfx.www.whu.com.    IN    A    16.194.140.79
wiygmujv.www.whu.com.    IN    A    55.161.12.225
bwskxhrm.www.whu.com.    IN    A    158.194.222.95
mhilwkjr.www.whu.com.    IN    A    71.148.25.7
xdbquiwy.www.whu.com.    IN    A    68.162.171.82
kobtvifn.www.whu.com.    IN    A    108.197.21.193
xvemitpg.www.whu.com.    IN    A    84.138.159.160
lnhwgvqx.www.whu.com.    IN    A    183.62.237.32
gekdhptb.www.whu.com.    IN    A    195.123.183.5
hmxvfulp.www.whu.com.    IN    A    220.184.252.34
bmeauogf.www.whu.com.    IN    A    247.47.247.213
kjunaoms.www.whu.com.    IN    A    26.118.58.176
kheqnrma.www.whu.com.    IN    A    65.102.189.194
eikdjupw.www.whu.com.    IN    A    223.190.189.0
rnaqdxvh.www.whu.com.    IN    A    180.253.210.216
bhudaote.www.whu.com.    IN    A    248.115.37.177
gjfasxlr.www.whu.com.    IN    A    35.199.95.140
kaefqrpi.www.whu.com.    IN    A    178.250.97.148
nvgwecsq.www.whu.com.    IN    A    174.190.14.78
mvrcgali.www.whu.com.    IN    A    242.2.207.182
gpjxafik.www.whu.com.    IN    A    221.25.95.57
tjwixvdo.www.whu.com.    IN    A    233.72.206.58
ndcfehor.www.whu.com.    IN    A    0.230.104.233
whtbmkfo.www.whu.com.    IN    A    56.101.14.123
luysbctr.www.whu.com.    IN    A    165.251.250.35
xjoqgikt.www.whu.com.    IN    A    177.104.227.11
wnvmqpjh.www.whu.com.    IN    A    9.85.37.104
dateyxsh.www.whu.com.    IN    A    8.103.160.18
bdftvlmy.www.whu.com.    IN    A    67.19.86.241
rwkstuyh.www.whu.com.    IN    A    43.64.48.110
ihevmpak.www.whu.com.    IN    A    33.117.198.19
rckgtead.www.whu.com.    IN    A    144.229.199.98
yxvjbuos.www.whu.com.    IN    A    250.73.190.26
bpjwxifn.www.whu.com.    IN    A    89.1.62.245
jnoscdmq.www.whu.com.    IN    A    33.100.78.131
vafqiwok.www.whu.com.    IN    A    68.130.200.107
xwetphfu.www.whu.com.    IN    A    73.157.192.79
nhbcdakv.www.whu.com.    IN    A    11.67.176.229
qtcrmbay.www.whu.com.    IN    A    75.165.98.183
rlhgjpdq.www.whu.com.    IN    A    156.156.115.50
eciwraop.www.whu.com.    IN    A    23.131.51.25
kegncrhv.www.whu.com.    IN    A    23.126.114.252
hsrjtkax.www.whu.com.    IN    A    217.137.130.239
wrchpkob.www.whu.com.    IN    A    40.80.134.6
jaivdeku.www.whu.com.    IN    A    54.32.17.173
hjnxbmvf.www.whu.com.    IN    A    4.201.66.78
lwdrhokf.www.whu.com.    IN    A    110.146.186.214
xsuahljn.www.whu.com.    IN    A    15.6.101.250
flivqxau.www.whu.com.    IN    A    47.81.215.186
kqtynvwu.www.whu.com.    IN    A    24.138.113.192
evursjqx.www.whu.com.    IN    A    99.119.206.100
kbhatocu.www.whu.com.    IN    A    255.144.2.182
sxeaplvo.www.whu.com.    IN    A    170.218.59.154
licydxhs.www.whu.com.    IN    A    135.92.142.162
ocxhjnvk.www.whu.com.    IN    A    112.147.126.230
mohdkpxl.www.whu.com.    IN    A    223.120.224.63
dqvnfgua.www.whu.com.    IN    A    62.35.144.154
sjcdnumr.www.whu.com.    IN    A    109.225.73.76
rgvwdpyo.www.whu.com.    IN    A    144.168.31.106
yaulsnwt.www.whu.com.    IN    A    90.81.115.252
iayqkwcb.www.whu.com.    IN    A    140.164.228.140
seakutyl.www.whu.com.    IN    A    220.96.28.55
svobmyra.www.whu.com.    IN    A    211.29.11.139
ihdlxnvt.www.whu.com.    IN    A    194.209.149.225
lxheqtuc.www.whu.com.    IN    A    191.42.232.238
xoecqfts.www.whu.com.    IN    A    215.147.173.1
tarjoyke.www.whu.com.    IN    A    0.215.18.64
ogehwjtb.www.whu.com.    IN    A    86.89.11.83
fsqcjtgo.www.whu.com.    IN    A    237.126.201.169
krnbdqgy.www.whu.com.    IN    A    83.146.252.54
ulsejwvx.www.whu.com.    IN    A    202.225.46.150
arwpqeof.www.whu.com.    IN    A    95.20.6.146
tfcgxrib.www.whu.com.    IN    A    241.126.92.28
nfmlgivp.www.whu.com.    IN    A    195.188.103.208
ieknpgms.www.whu.com.    IN    A    167.54.69.205
kmjngfdi.www.whu.com.    IN    A    8.59.84.40
ihgomlft.www.whu.com.    IN    A    40.143.2.191
rxlyiknh.www.whu.com.    IN    A    127.13.74.34
cnqpsyog.www.whu.com.    IN    A    253.148.9.192
mjgxtryi.www.whu.com.    IN    A    53.214.53.129
axcqhgtu.www.whu.com.    IN    A    212.36.249.142
qfxbrlhk.www.whu.com.    IN    A    163.211.104.148
ognfbtri.www.whu.com.    IN    A    96.194.166.226
cvnkqxuy.www.whu.com.    IN    A    127.69.207.137
sgfwxnjt.www.whu.com.    IN    A    35.237.228.149
motgfnqk.www.whu.com.    IN    A    229.255.16.40
sxblfeyp.www.whu.com.    IN    A    81.237.4.207
ypgvxehb.www.whu.com.    IN    A    51.126.66.54
meostcrq.www.whu.com.    IN    A    87.244.33.254
dfanvusx.www.whu.com.    IN    A    33.166.91.131
iayomgrd.www.whu.com.    IN    A    57.249.180.84
ncfsbvhx.www.whu.com.    IN    A    100.180.227.134
drhjlack.www.whu.com.    IN    A    135.138.231.208
gnqjfvcx.www.whu.com.    IN    A    118.105.163.112
awydlrmt.www.whu.com.    IN    A    2.246.72.77
pxfmbeyq.www.whu.com.    IN    A    99.12.207.32
egqhwcou.www.whu.com.    IN    A    227.51.146.3
hvjmprxy.www.whu.com.    IN    A    230.75.34.81
jksctygb.www.whu.com.    IN    A    167.191.104.149
nyuwpefg.www.whu.com.    IN    A    230.25.5.70
hcptmnyq.www.whu.com.    IN    A    157.69.164.15
pitymxok.www.whu.com.    IN    A    178.243.219.105
biwuojsc.www.whu.com.    IN    A    200.31.50.133
btdwaxvs.www.whu.com.    IN    A    59.163.107.196
keqwgpol.www.whu.com.    IN    A    139.193.40.93
amriuytb.www.whu.com.    IN    A    59.254.48.156
ahwsvkbx.www.whu.com.    IN    A    28.183.6.161
gvmesdhr.www.whu.com.    IN    A    73.54.2.8
fseqodlj.www.whu.com.    IN    A    163.182.207.120
mofltwru.www.whu.com.    IN    A    235.183.16.79
drfbkawc.www.whu.com.    IN    A    220.120.24.133
konrdabu.www.whu.com.    IN    A    74.161.182.39
gtxcsjef.www.whu.com.    IN    A    25.71.102.53
wcjifbre.www.whu.com.    IN    A    86.173.175.194
urydgknt.www.whu.com.    IN    A    239.162.67.233
njvwgihl.www.whu.com.    IN    A    5.209.114.50
itsqfgvb.www.whu.com.    IN    A    50.219.240.247
xjfpkqst.www.whu.com.    IN    A    41.75.40.180
wijulsoh.www.whu.com.    IN    A    200.148.145.130
rlgyxacd.www.whu.com.    IN    A    31.90.59.202
glqfebtx.www.whu.com.    IN    A    120.198.245.112
kvcjhoxl.www.whu.com.    IN    A    61.219.241.238
tysdfbpq.www.whu.com.    IN    A    229.191.234.125
pjdmbrol.www.whu.com.    IN    A    120.122.178.1
cnbqmkey.www.whu.com.    IN    A    38.111.200.95
rpjhiumn.www.whu.com.    IN    A    129.181.66.16
fexbhctw.www.whu.com.    IN    A    209.165.242.214
ahklqusx.www.whu.com.    IN    A    234.192.198.217
wlygqmiv.www.whu.com.    IN    A    20.154.140.65
idafuhmr.www.whu.com.    IN    A    41.99.248.139
ioquwejl.www.whu.com.    IN    A    162.37.171.80
utgxvkin.www.whu.com.    IN    A    111.85.23.108
qidomwht.www.whu.com.    IN    A    45.117.175.31
qvbepiow.www.whu.com.    IN    A    10.230.249.33
hxocgpyl.www.whu.com.    IN    A    173.245.74.139
ljgnpuav.www.whu.com.    IN    A    24.125.158.230
lnovisej.www.whu.com.    IN    A    83.55.31.71
ulywkdqa.www.whu.com.    IN    A    156.39.16.196
ohnewdlx.www.whu.com.    IN    A    48.48.38.219
qgfjhuai.www.whu.com.    IN    A    224.61.152.69
ejnhdfix.www.whu.com.    IN    A    253.1.28.198
bxmvljtd.www.whu.com.    IN    A    186.58.230.155
kfyhsemg.www.whu.com.    IN    A    13.215.59.247
rnkqjhxs.www.whu.com.    IN    A    176.43.124.77
crvnfatk.www.whu.com.    IN    A    34.131.4.172
qpuxnlgk.www.whu.com.    IN    A    105.17.44.3
cgqdofkx.www.whu.com.    IN    A    85.164.7.204
alkgfqsd.www.whu.com.    IN    A    12.69.120.54
shbnxkmu.www.whu.com.    IN    A    212.126.120.86
kbqxpaoe.www.whu.com.    IN    A    78.159.107.187
rogusdwh.www.whu.com.    IN    A    190.57.119.244
fmrpnjet.www.whu.com.    IN    A    17.16.250.242
akcogwep.www.whu.com.    IN    A    207.52.194.207
xsvlfhiq.www.whu.com.    IN    A    117.183.236.71
jcmtrlbv.www.whu.com.    IN    A    124.213.35.161
hbtwpykg.www.whu.com.    IN    A    94.227.102.42
ltvumydi.www.whu.com.    IN    A    132.105.190.145
cpjvwmar.www.whu.com.    IN    A    152.95.194.131
hxsufwtk.www.whu.com.    IN    A    157.229.159.197
tvhfomub.www.whu.com.    IN    A    73.76.65.244
ousktpye.www.whu.com.    IN    A    176.167.38.196
kqyefpwj.www.whu.com.    IN    A    57.195.21.254
sfpqjeml.www.whu.com.    IN    A    167.165.235.253
ncapsymt.www.whu.com.    IN    A    197.45.104.232
lxpthsbm.www.whu.com.    IN    A    72.170.63.168
kjaylniu.www.whu.com.    IN    A    189.154.86.10
xvtnugby.www.whu.com.    IN    A    59.149.92.106
dtxfyblv.www.whu.com.    IN    A    23.44.124.55
rfdgpyms.www.whu.com.    IN    A    74.207.222.3
vgfyeubq.www.whu.com.    IN    A    73.234.56.70
ybtausfn.www.whu.com.    IN    A    79.83.153.105
exjlhtmq.www.whu.com.    IN    A    195.133.243.76
jmglqhfv.www.whu.com.    IN    A    65.28.255.166
yfdxmjct.www.whu.com.    IN    A    23.9.115.31
bicstyeo.www.whu.com.    IN    A    25.62.120.226
ayrdkflx.www.whu.com.    IN    A    234.50.55.17
debvhlqp.www.whu.com.    IN    A    120.142.191.133
ikuxlgem.www.whu.com.    IN    A    236.168.125.142
wdpkgbao.www.whu.com.    IN    A    21.240.191.114
tyjdnosh.www.whu.com.    IN    A    162.60.103.28
ijokegqu.www.whu.com.    IN    A    178.59.132.176
asextjmh.www.whu.com.    IN    A    189.142.210.175
frudhylo.www.whu.com.    IN    A    155.199.45.190
mkltgrej.www.whu.com.    IN    A    91.159.107.217
pnfhwbru.www.whu.com.    IN    A    91.122.75.228
