; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR xmu.com. @ns2.xmu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
xmu.com.			      14400 IN NS	ns1.xmu.com.
ns1.xmu.com.			      14400 IN A	10.166.21.12

www.xmu.com.		      14400 IN NS	ns1.www.xmu.com.
ns1.www.xmu.com.		      14400 IN A		10.166.21.13

informatics.xmu.com.		      14400 IN NS	ns1.informatics.xmu.com.
ns1.informatics.xmu.com.		      14400 IN A		10.166.21.14

sm.xmu.com.		      14400 IN NS	ns1.sm.xmu.com.
ns1.sm.xmu.com.		      14400 IN A		10.166.21.15

xmu.com.			      14400 IN MX	10 smtp.xmu.edu.
xmu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
pquanjck.xmu.com.        IN    A    107.232.187.10
dlbokirq.xmu.com.        IN    A    1.65.190.208
lbhqvwxi.xmu.com.        IN    A    171.15.38.234
mcroisbe.xmu.com.        IN    A    103.247.132.242
mhwlgjkt.xmu.com.        IN    A    191.178.143.151
stkbyuio.xmu.com.        IN    A    252.196.11.86
dtjuobnw.xmu.com.        IN    A    5.90.217.157
ystpuvqm.xmu.com.        IN    A    157.137.11.51
danukevw.xmu.com.        IN    A    165.91.6.16
yikjolaw.xmu.com.        IN    A    55.176.64.69
ylimktgc.xmu.com.        IN    A    38.108.91.222
jlxvbsmy.xmu.com.        IN    A    32.103.173.226
ublhcfno.xmu.com.        IN    A    101.227.115.239
msawigon.xmu.com.        IN    A    190.149.122.97
fptixjen.xmu.com.        IN    A    25.130.224.173
omnlekcq.xmu.com.        IN    A    118.19.187.61
uvbymqon.xmu.com.        IN    A    151.240.24.244
kxevtwfd.xmu.com.        IN    A    63.173.123.206
drjbcvan.xmu.com.        IN    A    251.240.32.243
xrmbsocd.xmu.com.        IN    A    10.20.30.152
ieaxwudt.xmu.com.        IN    A    55.12.243.255
rcjdvnsw.xmu.com.        IN    A    246.193.197.198
fgimotcn.xmu.com.        IN    A    14.243.226.55
qleskcuv.xmu.com.        IN    A    207.124.50.99
lquaetpv.xmu.com.        IN    A    129.200.114.189
xndbopym.xmu.com.        IN    A    144.16.119.237
undxrjqa.xmu.com.        IN    A    195.189.55.145
klatdrun.xmu.com.        IN    A    102.1.61.184
bsqjnhrm.xmu.com.        IN    A    91.18.119.162
ijotwvun.xmu.com.        IN    A    60.53.105.66
xjabrvkd.xmu.com.        IN    A    36.67.109.30
oflbgeus.xmu.com.        IN    A    135.206.60.31
mxgfqebn.xmu.com.        IN    A    52.81.161.105
yecpqdwf.xmu.com.        IN    A    230.219.196.220
aipmckbj.xmu.com.        IN    A    33.108.235.104
nhwstqov.xmu.com.        IN    A    3.148.62.12
ouphcnft.xmu.com.        IN    A    231.31.216.123
phkbmyia.xmu.com.        IN    A    92.65.208.155
yakqgbfc.xmu.com.        IN    A    33.27.249.75
rkmnupji.xmu.com.        IN    A    72.84.190.156
dailxmru.xmu.com.        IN    A    139.98.6.117
pvrseljt.xmu.com.        IN    A    214.96.94.177
iscbmtox.xmu.com.        IN    A    220.102.143.159
dmwhnfgc.xmu.com.        IN    A    63.196.215.224
smiqeocu.xmu.com.        IN    A    216.10.40.62
dabhprmf.xmu.com.        IN    A    75.27.91.30
bhegcxaj.xmu.com.        IN    A    247.180.66.177
tpkwvmdo.xmu.com.        IN    A    43.139.117.157
fiypwlqu.xmu.com.        IN    A    145.47.152.219
gaslcpwd.xmu.com.        IN    A    190.250.187.64
wgnalefr.xmu.com.        IN    A    191.149.54.229
egtuomkx.xmu.com.        IN    A    148.136.247.137
cjfvoher.xmu.com.        IN    A    195.240.100.63
knbxghvw.xmu.com.        IN    A    67.40.147.118
ywuvlsep.xmu.com.        IN    A    191.95.224.227
rpcxoqba.xmu.com.        IN    A    252.13.201.235
kbatviud.xmu.com.        IN    A    43.97.33.131
wfqjxgpo.xmu.com.        IN    A    137.142.128.254
eqihtysc.xmu.com.        IN    A    12.143.168.221
fhptawns.xmu.com.        IN    A    246.118.203.155
dtiefmbo.xmu.com.        IN    A    121.90.149.132
isqrewma.xmu.com.        IN    A    238.35.166.86
mdqfklsn.xmu.com.        IN    A    243.55.8.112
wlgoknau.xmu.com.        IN    A    118.254.200.61
dxshearp.xmu.com.        IN    A    89.207.110.84
ybpfjmia.xmu.com.        IN    A    119.224.15.45
kvhgnmxl.xmu.com.        IN    A    207.160.22.244
ojhytevi.xmu.com.        IN    A    128.100.211.26
npxywdur.xmu.com.        IN    A    94.165.202.161
sdoaucei.xmu.com.        IN    A    0.203.191.188
vagqmkjb.xmu.com.        IN    A    14.79.28.148
ekbnysvx.xmu.com.        IN    A    58.211.159.225
jaxncewu.xmu.com.        IN    A    6.194.56.192
ymqifgnl.xmu.com.        IN    A    228.26.113.178
oenscuqj.xmu.com.        IN    A    180.175.155.101
pmlrgoqf.xmu.com.        IN    A    215.53.122.249
ronjkwyc.xmu.com.        IN    A    194.155.253.148
eqinjdbr.xmu.com.        IN    A    62.79.181.107
vjhesnyd.xmu.com.        IN    A    214.103.11.128
fhaoqyjx.xmu.com.        IN    A    127.203.72.72
lmihcksa.xmu.com.        IN    A    151.29.48.105
sjluvahk.xmu.com.        IN    A    57.25.179.66
vhoexpfs.xmu.com.        IN    A    33.57.44.87
whyxqapm.xmu.com.        IN    A    206.38.200.28
acnrmgev.xmu.com.        IN    A    186.134.120.130
muwlbjkf.xmu.com.        IN    A    167.36.76.159
prhxvsca.xmu.com.        IN    A    109.86.33.116
mefpyris.xmu.com.        IN    A    109.197.73.49
snerdyim.xmu.com.        IN    A    206.42.70.50
twglxdik.xmu.com.        IN    A    174.58.201.172
mywtdvib.xmu.com.        IN    A    7.247.72.70
suicbapt.xmu.com.        IN    A    188.19.10.168
uecqsbdl.xmu.com.        IN    A    92.159.192.78
soerixam.xmu.com.        IN    A    57.137.124.71
afrydwms.xmu.com.        IN    A    235.99.122.172
thidwvfm.xmu.com.        IN    A    255.211.67.227
lprynvmg.xmu.com.        IN    A    174.70.170.29
mthvjrcu.xmu.com.        IN    A    110.218.44.2
cgyrjvhf.xmu.com.        IN    A    12.122.109.111
bevwqikm.xmu.com.        IN    A    142.172.167.6
rfeykpxs.xmu.com.        IN    A    173.9.149.98
bdnjkwal.xmu.com.        IN    A    8.220.204.179
cohylgmu.xmu.com.        IN    A    141.46.31.149
hyvdgjsf.xmu.com.        IN    A    240.29.232.97
cwtjiqyf.xmu.com.        IN    A    71.230.82.100
cuiamtyl.xmu.com.        IN    A    137.218.115.68
jbmvtrhl.xmu.com.        IN    A    77.223.161.139
mljsguka.xmu.com.        IN    A    36.76.28.145
cxwhykge.xmu.com.        IN    A    99.169.62.87
bovurwpg.xmu.com.        IN    A    250.11.197.201
nagjebwc.xmu.com.        IN    A    19.142.17.249
ynljbage.xmu.com.        IN    A    189.137.13.155
ofwtgcxq.xmu.com.        IN    A    39.12.169.151
ipvxsoab.xmu.com.        IN    A    109.203.253.60
vlwdxbkq.xmu.com.        IN    A    214.225.211.215
asydgqxv.xmu.com.        IN    A    30.105.235.108
njolpswv.xmu.com.        IN    A    96.185.93.182
tonlegda.xmu.com.        IN    A    230.121.106.76
hrjlekxm.xmu.com.        IN    A    14.152.36.191
aydcxbme.xmu.com.        IN    A    194.10.154.83
xhfpnlis.xmu.com.        IN    A    100.204.44.205
fheilcdo.xmu.com.        IN    A    101.179.84.102
onblrvxk.xmu.com.        IN    A    218.71.158.252
vgjcrwxp.xmu.com.        IN    A    142.213.42.221
woympnur.xmu.com.        IN    A    211.4.211.228
gcmovdhr.xmu.com.        IN    A    95.68.126.211
kwgmafjv.xmu.com.        IN    A    19.254.31.51
nejgsywo.xmu.com.        IN    A    50.91.60.165
hfvcjapb.xmu.com.        IN    A    123.46.103.86
ywvtfreb.xmu.com.        IN    A    53.169.190.30
xhclvuok.xmu.com.        IN    A    158.254.119.102
jipfowns.xmu.com.        IN    A    52.107.148.220
lwxrtipo.xmu.com.        IN    A    186.238.105.161
uybtgoaf.xmu.com.        IN    A    61.218.93.209
ylrkcsfh.xmu.com.        IN    A    177.109.88.33
vkuacysn.xmu.com.        IN    A    121.120.10.28
pcvfblsa.xmu.com.        IN    A    32.65.252.24
nrkuyved.xmu.com.        IN    A    201.178.133.10
viyglban.xmu.com.        IN    A    47.227.54.240
mctlgrdq.xmu.com.        IN    A    187.250.160.245
lksbgvhp.xmu.com.        IN    A    64.141.52.193
ptqhyias.xmu.com.        IN    A    89.49.120.26
jlkncthy.xmu.com.        IN    A    219.14.15.102
lontvmga.xmu.com.        IN    A    220.47.227.191
jtulchgp.xmu.com.        IN    A    48.47.18.134
albqsmkp.xmu.com.        IN    A    247.208.99.252
efamngrs.xmu.com.        IN    A    175.241.207.56
fpxiragd.xmu.com.        IN    A    170.218.196.47
upvgdytc.xmu.com.        IN    A    195.243.38.76
ulcsrobp.xmu.com.        IN    A    99.10.217.226
riycxeag.xmu.com.        IN    A    129.181.55.241
tjgsbwlc.xmu.com.        IN    A    244.169.96.251
tfqryjdo.xmu.com.        IN    A    0.179.123.30
kirlspjf.xmu.com.        IN    A    49.224.62.58
daimfvgr.xmu.com.        IN    A    121.7.43.199
avmuijpd.xmu.com.        IN    A    237.142.190.250
xaidnhmo.xmu.com.        IN    A    112.139.78.7
kylvpbhr.xmu.com.        IN    A    250.25.77.178
mrgbixuo.xmu.com.        IN    A    0.109.170.255
viuqsgme.xmu.com.        IN    A    169.154.203.102
fjrtxpsm.xmu.com.        IN    A    173.216.155.242
ranqpgmv.xmu.com.        IN    A    40.91.214.4
phrknyte.xmu.com.        IN    A    6.177.225.248
xbydwpsc.xmu.com.        IN    A    218.140.224.111
labexhfm.xmu.com.        IN    A    241.119.5.171
eqhdkupf.xmu.com.        IN    A    47.175.27.61
eklayprb.xmu.com.        IN    A    106.112.59.230
twvuyjdl.xmu.com.        IN    A    121.198.110.19
jiqprdbf.xmu.com.        IN    A    208.188.0.21
xdbpglhj.xmu.com.        IN    A    43.45.231.122
ljgvsmpt.xmu.com.        IN    A    62.172.36.193
xvptqiok.xmu.com.        IN    A    62.250.63.224
nkwyseir.xmu.com.        IN    A    175.33.251.72
oiyxelgs.xmu.com.        IN    A    175.39.2.214
jkmtgfnd.xmu.com.        IN    A    230.137.20.240
jhsndclf.xmu.com.        IN    A    165.3.7.165
cvbjgirk.xmu.com.        IN    A    166.247.115.192
ftgoeydv.xmu.com.        IN    A    41.99.130.54
wcifvtly.xmu.com.        IN    A    125.119.195.35
mtdigoxf.xmu.com.        IN    A    215.82.80.159
vpoagqwt.xmu.com.        IN    A    158.149.210.76
wxlmfkre.xmu.com.        IN    A    207.159.197.227
wxfepokh.xmu.com.        IN    A    243.11.140.254
gqokhswy.xmu.com.        IN    A    140.211.172.231
mbsxitlu.xmu.com.        IN    A    73.60.232.116
aqfrhjvp.xmu.com.        IN    A    40.159.109.11
hausbmij.xmu.com.        IN    A    218.133.90.6
dntrilbe.xmu.com.        IN    A    254.220.91.71
ofsibkdg.xmu.com.        IN    A    54.137.232.162
nhdfjycp.xmu.com.        IN    A    216.9.240.238
hipofxwb.xmu.com.        IN    A    70.93.104.230
pvibdxma.xmu.com.        IN    A    231.121.157.15
gcdsywtq.xmu.com.        IN    A    17.54.53.75
kyhnpdrt.xmu.com.        IN    A    46.79.34.88
kwmoafrt.xmu.com.        IN    A    110.236.93.144
tshobifx.xmu.com.        IN    A    0.39.208.122
npjifodt.xmu.com.        IN    A    249.254.217.32
jmqeydar.xmu.com.        IN    A    120.149.235.103
yalsfvnr.xmu.com.        IN    A    75.44.174.236
lgowsqti.xmu.com.        IN    A    35.247.226.213
gpkucjyd.xmu.com.        IN    A    183.224.102.113
rxvnyqcu.xmu.com.        IN    A    253.71.16.24
jvhacimd.xmu.com.        IN    A    21.69.72.19
tdpuhmik.xmu.com.        IN    A    36.74.61.236
wbupmyjc.xmu.com.        IN    A    90.44.117.69
udbaroet.xmu.com.        IN    A    240.34.47.93
pcbwhuaf.xmu.com.        IN    A    42.230.166.208
irqjgnap.xmu.com.        IN    A    98.209.15.8
eangvrqh.xmu.com.        IN    A    130.214.194.188
bwvfopqx.xmu.com.        IN    A    124.118.121.41
rsahpdfj.xmu.com.        IN    A    120.105.209.23
guheoxdf.xmu.com.        IN    A    121.69.171.123
jlhmdsur.xmu.com.        IN    A    148.104.25.158
hyvufcos.xmu.com.        IN    A    1.191.111.207
pshroavk.xmu.com.        IN    A    62.223.195.224
cshetdra.xmu.com.        IN    A    14.127.15.166
iehdnqyx.xmu.com.        IN    A    200.115.102.98
yldnefgs.xmu.com.        IN    A    13.144.27.54
xjwcoiby.xmu.com.        IN    A    62.158.145.103
dnelvumj.xmu.com.        IN    A    182.169.177.10
rajfqkgb.xmu.com.        IN    A    169.122.106.117
xlejkysw.xmu.com.        IN    A    138.57.148.198
miguxclf.xmu.com.        IN    A    199.209.67.159
cnfixvba.xmu.com.        IN    A    165.162.67.83
rukatygh.xmu.com.        IN    A    33.88.221.51
sohctakd.xmu.com.        IN    A    125.125.127.247
xmgytreo.xmu.com.        IN    A    32.238.188.210
xctvdqbh.xmu.com.        IN    A    239.178.122.243
wcktjpva.xmu.com.        IN    A    208.184.130.190
vxqwmyuo.xmu.com.        IN    A    138.218.226.164
npgmcqbw.xmu.com.        IN    A    62.185.33.4
cpgfytva.xmu.com.        IN    A    165.219.70.154
eylfcjst.xmu.com.        IN    A    235.96.46.118
sefhvdaq.xmu.com.        IN    A    245.64.225.38
kslypnih.xmu.com.        IN    A    153.240.11.36
xqkmecar.xmu.com.        IN    A    46.171.63.106
kqpdeyhs.xmu.com.        IN    A    57.137.153.43
kovyjmab.xmu.com.        IN    A    167.22.8.42
nliesyvb.xmu.com.        IN    A    231.88.225.58
alcmvunx.xmu.com.        IN    A    153.218.88.130
fujdocei.xmu.com.        IN    A    144.74.103.140
ydfitecj.xmu.com.        IN    A    117.166.49.0
rvaqjesg.xmu.com.        IN    A    167.231.166.119
rcmdupis.xmu.com.        IN    A    173.140.46.141
mjpcauir.xmu.com.        IN    A    161.136.254.195
fshempgt.xmu.com.        IN    A    254.190.13.212
olsncjma.xmu.com.        IN    A    230.58.243.128
wyjutdlr.xmu.com.        IN    A    149.1.189.35
aypmjnvb.xmu.com.        IN    A    145.147.30.196
igqmhfax.xmu.com.        IN    A    31.147.40.138
xmphkcgw.xmu.com.        IN    A    99.115.148.114
bdphftie.xmu.com.        IN    A    201.214.199.207
oprdxlbq.xmu.com.        IN    A    186.44.139.148
nrbmyskf.xmu.com.        IN    A    125.115.38.220
uhjmwbky.xmu.com.        IN    A    194.38.17.164
nxjfdeym.xmu.com.        IN    A    56.79.65.147
qjarfcmx.xmu.com.        IN    A    193.174.182.231
bicjrxnl.xmu.com.        IN    A    111.160.71.1
xlyfivcw.xmu.com.        IN    A    248.192.246.110
smwhtenr.xmu.com.        IN    A    244.201.139.88
mxwlbhdp.xmu.com.        IN    A    97.125.44.80
urqljbsm.xmu.com.        IN    A    160.216.22.100
joftapxl.xmu.com.        IN    A    192.53.35.128
csiqrgxd.xmu.com.        IN    A    87.176.207.212
emyvjptb.xmu.com.        IN    A    247.58.160.123
xgnlwmdp.xmu.com.        IN    A    241.126.141.150
rhefgwia.xmu.com.        IN    A    134.200.228.208
pkmbhoxy.xmu.com.        IN    A    196.155.238.252
wjvxhryc.xmu.com.        IN    A    96.27.65.92
fveabhdt.xmu.com.        IN    A    30.197.87.236
idtrlxmb.xmu.com.        IN    A    59.60.71.253
gmhivkby.xmu.com.        IN    A    162.248.52.20
asfhtvpy.xmu.com.        IN    A    67.138.227.58
xdtbrjqp.xmu.com.        IN    A    232.244.113.76
axmlgcpr.xmu.com.        IN    A    220.106.89.146
efvxramy.xmu.com.        IN    A    87.55.73.131
utpkgyqe.xmu.com.        IN    A    120.27.38.225
wtuvycex.xmu.com.        IN    A    59.190.34.146
vtypwkrg.xmu.com.        IN    A    7.183.81.140
pfcwovde.xmu.com.        IN    A    67.115.53.192
wyvsojtf.xmu.com.        IN    A    60.53.178.45
glyqfaso.xmu.com.        IN    A    190.255.145.250
odupgljn.xmu.com.        IN    A    47.61.31.77
gfluikrb.xmu.com.        IN    A    201.37.61.29
icarvhby.xmu.com.        IN    A    51.27.49.250
ytcuqjdk.xmu.com.        IN    A    11.125.122.195
coxahmjp.xmu.com.        IN    A    47.224.193.47
oqkbcumn.xmu.com.        IN    A    13.20.70.45
chgdilns.xmu.com.        IN    A    106.230.137.54
ntxehoil.xmu.com.        IN    A    203.22.59.83
chvdnpye.xmu.com.        IN    A    132.20.243.25
ibjvmdeg.xmu.com.        IN    A    3.65.193.44
lumentjw.xmu.com.        IN    A    200.136.29.38
dmewfqps.xmu.com.        IN    A    159.194.122.145
lrudnxpe.xmu.com.        IN    A    118.151.202.73
anrevqlm.xmu.com.        IN    A    171.72.99.210
fgshicea.xmu.com.        IN    A    169.60.19.109
oediujrk.xmu.com.        IN    A    247.23.17.140
gpudmakn.xmu.com.        IN    A    230.254.159.203
awyjpdsn.xmu.com.        IN    A    128.193.95.107
yuvejokq.xmu.com.        IN    A    155.199.144.20
kyxjhmip.xmu.com.        IN    A    152.15.22.219
mghtrduw.xmu.com.        IN    A    108.194.40.17
hiwcajbr.xmu.com.        IN    A    155.111.133.34
psvoaxwi.xmu.com.        IN    A    195.5.28.204
obiwalgk.xmu.com.        IN    A    212.16.228.25
hlcjsfqd.xmu.com.        IN    A    187.209.173.199
hgojsfre.xmu.com.        IN    A    19.118.75.92
nhpefmgk.xmu.com.        IN    A    251.49.5.168
weuopnhy.xmu.com.        IN    A    146.1.144.0
mkvceswg.xmu.com.        IN    A    146.37.184.207
ajnvklfd.xmu.com.        IN    A    77.209.120.41
xephjcuo.xmu.com.        IN    A    49.170.94.106
ptyebiqn.xmu.com.        IN    A    60.11.233.149
pjwvanfc.xmu.com.        IN    A    22.153.133.166
vitlkgaj.xmu.com.        IN    A    125.207.68.202
oqfhedic.xmu.com.        IN    A    24.100.217.218
kdilbenf.xmu.com.        IN    A    237.52.15.7
dfpvemji.xmu.com.        IN    A    194.228.126.11
humcvwty.xmu.com.        IN    A    252.10.214.138
btjdymrw.xmu.com.        IN    A    71.85.217.134
rnwjapct.xmu.com.        IN    A    228.254.190.246
rhpemgav.xmu.com.        IN    A    128.243.115.106
dylwcmxa.xmu.com.        IN    A    186.251.246.52
yjbmgrap.xmu.com.        IN    A    242.128.143.176
jtlgwyqu.xmu.com.        IN    A    118.165.152.169
tgwnclki.xmu.com.        IN    A    2.68.17.125
rbaolgyx.xmu.com.        IN    A    208.44.181.175
etwviqsh.xmu.com.        IN    A    144.241.195.201
iawksnpq.xmu.com.        IN    A    150.43.7.133
mfuxdijr.xmu.com.        IN    A    133.15.159.93
hbonqewc.xmu.com.        IN    A    254.44.240.176
guianqth.xmu.com.        IN    A    50.239.96.96
rfieatjs.xmu.com.        IN    A    245.145.115.85
wprolkuj.xmu.com.        IN    A    230.253.179.103
dunifegv.xmu.com.        IN    A    209.140.137.40
pjuqnavs.xmu.com.        IN    A    61.49.194.210
mnpsckjr.xmu.com.        IN    A    104.127.83.206
javelbyg.xmu.com.        IN    A    129.123.90.240
rtgifjwb.xmu.com.        IN    A    6.239.224.142
anmhyofj.xmu.com.        IN    A    60.251.113.2
wierlayq.xmu.com.        IN    A    119.25.91.192
blwcksug.xmu.com.        IN    A    169.46.189.92
bpdwjctu.xmu.com.        IN    A    116.210.143.232
kjqgwtso.xmu.com.        IN    A    22.12.222.156
aubxjwsv.xmu.com.        IN    A    35.59.100.100
mijxpnwq.xmu.com.        IN    A    206.190.48.20
nispkyql.xmu.com.        IN    A    216.221.28.220
lqekfvdh.xmu.com.        IN    A    62.81.94.182
grdasleb.xmu.com.        IN    A    130.141.157.154
phikjxsu.xmu.com.        IN    A    190.201.183.217
sgdyqnhf.xmu.com.        IN    A    95.66.145.18
rdnokxgm.xmu.com.        IN    A    161.79.189.161
pfqjhrit.xmu.com.        IN    A    34.29.22.30
fdmrlhvk.xmu.com.        IN    A    128.158.87.101
kndfsuqx.xmu.com.        IN    A    43.93.178.193
huopjnym.xmu.com.        IN    A    123.219.64.163
orpqtiel.xmu.com.        IN    A    157.122.72.221
vtgcrkjn.xmu.com.        IN    A    23.224.64.5
qhcngsmu.xmu.com.        IN    A    22.205.222.226
sqerxlwh.xmu.com.        IN    A    68.40.145.184
tuaexokr.xmu.com.        IN    A    131.159.243.22
mjyfdubt.xmu.com.        IN    A    0.253.70.253
jytsdagv.xmu.com.        IN    A    210.232.130.43
xlcyrins.xmu.com.        IN    A    53.82.123.186
tvyxbguk.xmu.com.        IN    A    64.217.194.248
ermfstwc.xmu.com.        IN    A    37.200.72.144
rbjxelhp.xmu.com.        IN    A    222.252.79.53
xsnthykb.xmu.com.        IN    A    210.10.198.43
kwyaubso.xmu.com.        IN    A    7.54.126.76
owjypltd.xmu.com.        IN    A    223.131.71.199
wmnyahgj.xmu.com.        IN    A    19.81.27.163
ctixohvm.xmu.com.        IN    A    22.166.241.175
oaeycnhs.xmu.com.        IN    A    231.207.144.232
gwkvrohs.xmu.com.        IN    A    34.164.199.53
lgpojans.xmu.com.        IN    A    136.243.154.85
cdayqkfv.xmu.com.        IN    A    119.72.21.134
itepbswa.xmu.com.        IN    A    135.60.134.233
rjwfsoku.xmu.com.        IN    A    235.191.191.179
vcmixhja.xmu.com.        IN    A    67.40.42.109
afyujwch.xmu.com.        IN    A    190.107.39.131
tgljpnuc.xmu.com.        IN    A    40.127.11.150
ngcstfvo.xmu.com.        IN    A    175.53.244.26
ouvfhkgm.xmu.com.        IN    A    224.209.241.179
ebrnxlys.xmu.com.        IN    A    104.231.149.47
ijdyxbmt.xmu.com.        IN    A    225.172.192.122
shkjgrvn.xmu.com.        IN    A    71.229.32.100
mwjpfhdb.xmu.com.        IN    A    19.213.38.94
wucnxjsi.xmu.com.        IN    A    80.171.12.87
faurimvl.xmu.com.        IN    A    15.103.158.97
hwvsymok.xmu.com.        IN    A    160.66.92.83
kpdobsme.xmu.com.        IN    A    167.100.229.63
jbciepmx.xmu.com.        IN    A    85.23.162.238
xfmkcbwe.xmu.com.        IN    A    130.203.123.57
blsmprjv.xmu.com.        IN    A    94.187.80.58
jcsvqkyo.xmu.com.        IN    A    252.156.224.151
jrfepdcb.xmu.com.        IN    A    199.126.67.127
tyouwesb.xmu.com.        IN    A    127.95.187.32
clfuspnw.xmu.com.        IN    A    139.119.78.32
lsqkwpct.xmu.com.        IN    A    28.29.70.194
wpnqfeyl.xmu.com.        IN    A    74.129.113.235
