xw.lzu.com.	14400	IN	SOA	ns1.xw.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
xw.lzu.com.		    IN	NS ns1.xw.lzu.com.
pktgdilx.xw.lzu.com.     IN    A    134.230.184.251
uqlkbpda.xw.lzu.com.     IN    A    250.224.112.88
vieofugj.xw.lzu.com.     IN    A    86.68.158.4
ntshydla.xw.lzu.com.     IN    A    115.232.213.189
axtlcdue.xw.lzu.com.     IN    A    253.99.253.204
kcegjxnw.xw.lzu.com.     IN    A    215.64.19.149
npyuriso.xw.lzu.com.     IN    A    207.126.250.85
geisaodl.xw.lzu.com.     IN    A    3.21.114.49
jyvokfpd.xw.lzu.com.     IN    A    178.80.101.181
divtembu.xw.lzu.com.     IN    A    147.209.144.158
tmfewcpn.xw.lzu.com.     IN    A    169.71.134.200
djebwgym.xw.lzu.com.     IN    A    160.159.221.254
ickrvtea.xw.lzu.com.     IN    A    106.69.95.110
uclqfnjg.xw.lzu.com.     IN    A    121.132.50.220
tchqepar.xw.lzu.com.     IN    A    49.38.167.98
cyoujfrg.xw.lzu.com.     IN    A    68.70.154.104
tdehpsow.xw.lzu.com.     IN    A    165.249.144.125
xdlurfoh.xw.lzu.com.     IN    A    243.77.74.163
qnbgfpcl.xw.lzu.com.     IN    A    120.219.235.206
lsmvwide.xw.lzu.com.     IN    A    69.125.46.25
fpjidane.xw.lzu.com.     IN    A    65.164.16.125
tmaijosn.xw.lzu.com.     IN    A    168.156.181.128
xuigqwjs.xw.lzu.com.     IN    A    48.26.142.170
cyqabfku.xw.lzu.com.     IN    A    113.45.170.58
fiyjwkrs.xw.lzu.com.     IN    A    57.237.78.141
expbgtvy.xw.lzu.com.     IN    A    251.64.106.180
jwqlxgkh.xw.lzu.com.     IN    A    91.138.115.59
obctevus.xw.lzu.com.     IN    A    171.147.7.229
pfklisut.xw.lzu.com.     IN    A    183.168.207.158
hbqpesrv.xw.lzu.com.     IN    A    65.38.133.144
rogvbqfu.xw.lzu.com.     IN    A    210.192.56.207
jofyuvia.xw.lzu.com.     IN    A    115.227.88.111
kmlwyogt.xw.lzu.com.     IN    A    158.68.69.160
gckrwnhi.xw.lzu.com.     IN    A    14.154.90.192
kqfwsvce.xw.lzu.com.     IN    A    62.145.45.80
oqhgetlb.xw.lzu.com.     IN    A    146.246.237.53
lhcvsgpo.xw.lzu.com.     IN    A    29.32.123.13
iqxrlnpy.xw.lzu.com.     IN    A    15.170.215.157
buomrtfl.xw.lzu.com.     IN    A    197.146.232.98
iernqjvo.xw.lzu.com.     IN    A    8.192.174.185
giyoafsb.xw.lzu.com.     IN    A    95.185.121.188
wbvefjlr.xw.lzu.com.     IN    A    40.55.160.190
qfjvawhe.xw.lzu.com.     IN    A    133.234.183.190
simdnwju.xw.lzu.com.     IN    A    119.14.221.70
pxgbjlqk.xw.lzu.com.     IN    A    6.173.117.212
vwaoucbn.xw.lzu.com.     IN    A    70.219.200.219
ecpkuylt.xw.lzu.com.     IN    A    195.251.194.55
xyjfghou.xw.lzu.com.     IN    A    132.116.74.122
okyqxdbm.xw.lzu.com.     IN    A    84.3.48.37
ehfkvcjn.xw.lzu.com.     IN    A    98.59.230.26
iaoqwkgp.xw.lzu.com.     IN    A    42.77.229.207
jwxquvrl.xw.lzu.com.     IN    A    63.187.239.223
silxvepu.xw.lzu.com.     IN    A    47.250.140.24
nbwtivog.xw.lzu.com.     IN    A    59.74.55.128
krcmelhd.xw.lzu.com.     IN    A    35.105.65.72
jkbgwaft.xw.lzu.com.     IN    A    81.57.229.0
nfgmxkqi.xw.lzu.com.     IN    A    39.82.32.194
porlvekn.xw.lzu.com.     IN    A    110.205.43.81
qinluodf.xw.lzu.com.     IN    A    146.3.201.94
iaudlwqr.xw.lzu.com.     IN    A    159.46.91.3
rgiaksdo.xw.lzu.com.     IN    A    221.94.166.43
jtmksxhl.xw.lzu.com.     IN    A    213.73.186.74
rlpfdhjn.xw.lzu.com.     IN    A    93.254.45.168
yptaeqmi.xw.lzu.com.     IN    A    132.245.188.217
eguoirpn.xw.lzu.com.     IN    A    95.112.5.81
rohapxjt.xw.lzu.com.     IN    A    47.160.55.173
owvdljth.xw.lzu.com.     IN    A    243.244.115.69
tahympcr.xw.lzu.com.     IN    A    24.152.91.10
guvlqhtb.xw.lzu.com.     IN    A    178.118.248.42
rykhpqfb.xw.lzu.com.     IN    A    13.201.225.64
ergnqxsj.xw.lzu.com.     IN    A    197.62.33.216
vkdumtxq.xw.lzu.com.     IN    A    240.206.141.229
idcwthbo.xw.lzu.com.     IN    A    154.232.159.56
oabsldgj.xw.lzu.com.     IN    A    18.104.53.161
orfteclu.xw.lzu.com.     IN    A    99.248.35.242
tcspkrxy.xw.lzu.com.     IN    A    193.60.155.132
yjotfhik.xw.lzu.com.     IN    A    222.195.254.39
iqexykfp.xw.lzu.com.     IN    A    54.143.83.229
ueytnrdo.xw.lzu.com.     IN    A    249.251.96.88
fecudhbo.xw.lzu.com.     IN    A    31.199.188.148
euobjprh.xw.lzu.com.     IN    A    113.102.204.219
wsuqovkj.xw.lzu.com.     IN    A    165.103.176.83
ehxyrkqo.xw.lzu.com.     IN    A    75.30.191.194
rondtsxq.xw.lzu.com.     IN    A    74.220.241.72
gciyvdfa.xw.lzu.com.     IN    A    229.90.149.5
gjhpvkfm.xw.lzu.com.     IN    A    60.144.95.182
kiltyhqn.xw.lzu.com.     IN    A    162.129.50.42
tcyfmgxr.xw.lzu.com.     IN    A    180.36.129.2
dloikbgv.xw.lzu.com.     IN    A    50.250.221.68
oriygxaj.xw.lzu.com.     IN    A    17.6.21.235
htvfldmu.xw.lzu.com.     IN    A    221.250.176.108
htjfinpx.xw.lzu.com.     IN    A    83.133.120.12
gkhfamjo.xw.lzu.com.     IN    A    140.108.83.40
sqhdxnkl.xw.lzu.com.     IN    A    15.136.9.110
tsawcuir.xw.lzu.com.     IN    A    48.107.82.228
rxwtnodb.xw.lzu.com.     IN    A    4.232.81.216
tlrwumjx.xw.lzu.com.     IN    A    191.124.236.71
erdvyigm.xw.lzu.com.     IN    A    88.164.161.46
rsmkuehg.xw.lzu.com.     IN    A    2.236.107.133
shqogmtu.xw.lzu.com.     IN    A    230.198.23.1
hjicsdpy.xw.lzu.com.     IN    A    141.157.78.86
yqewfmls.xw.lzu.com.     IN    A    1.166.94.118
latrenkm.xw.lzu.com.     IN    A    101.80.6.206
ebigcydo.xw.lzu.com.     IN    A    104.242.48.102
rwptjgyh.xw.lzu.com.     IN    A    145.186.220.88
aiuobvmk.xw.lzu.com.     IN    A    59.97.203.129
alunhecr.xw.lzu.com.     IN    A    204.95.4.60
cwdyeqgm.xw.lzu.com.     IN    A    51.148.41.30
tvepncmf.xw.lzu.com.     IN    A    219.131.247.224
qfhpdwgn.xw.lzu.com.     IN    A    91.159.49.225
wtaqsfyl.xw.lzu.com.     IN    A    250.227.100.123
tujrnmaq.xw.lzu.com.     IN    A    46.37.37.151
yieqbxwk.xw.lzu.com.     IN    A    195.255.48.120
wjqsnuka.xw.lzu.com.     IN    A    178.30.161.41
uqsaghxo.xw.lzu.com.     IN    A    98.117.252.176
jctidaxs.xw.lzu.com.     IN    A    140.7.113.136
vxgemfab.xw.lzu.com.     IN    A    40.151.113.162
caikuvte.xw.lzu.com.     IN    A    159.154.237.219
kewqmjur.xw.lzu.com.     IN    A    21.92.254.92
toabyirn.xw.lzu.com.     IN    A    168.139.69.208
uvstoqry.xw.lzu.com.     IN    A    166.91.0.188
mvwuotes.xw.lzu.com.     IN    A    46.37.18.48
onrsyufw.xw.lzu.com.     IN    A    150.100.234.135
dsgvbkpi.xw.lzu.com.     IN    A    2.123.16.126
yrxdilwj.xw.lzu.com.     IN    A    90.209.7.185
vyhmudcf.xw.lzu.com.     IN    A    208.156.63.95
qbsgtjdf.xw.lzu.com.     IN    A    38.48.139.214
twnlemyp.xw.lzu.com.     IN    A    83.153.123.47
drcqoyjp.xw.lzu.com.     IN    A    228.247.159.60
uewxhpyc.xw.lzu.com.     IN    A    1.43.60.82
jmkdwcht.xw.lzu.com.     IN    A    78.201.158.197
wskhfeui.xw.lzu.com.     IN    A    139.174.26.180
xlveobrt.xw.lzu.com.     IN    A    100.28.115.66
hlwqrvac.xw.lzu.com.     IN    A    8.81.97.49
ivulyxrf.xw.lzu.com.     IN    A    185.221.21.136
oxelbirf.xw.lzu.com.     IN    A    25.124.206.149
dtguhsao.xw.lzu.com.     IN    A    143.124.58.239
buxeydqc.xw.lzu.com.     IN    A    209.213.35.236
kuhpalvm.xw.lzu.com.     IN    A    174.50.236.144
nvtbcrqy.xw.lzu.com.     IN    A    131.3.178.150
dwgpuyfm.xw.lzu.com.     IN    A    230.181.110.164
qybhrvfs.xw.lzu.com.     IN    A    194.223.56.91
tiyujbkh.xw.lzu.com.     IN    A    230.135.0.153
bqflirnj.xw.lzu.com.     IN    A    151.210.107.8
ayurotwh.xw.lzu.com.     IN    A    15.53.151.207
njtamkfy.xw.lzu.com.     IN    A    116.99.138.98
vfmgshea.xw.lzu.com.     IN    A    147.8.2.44
xbnevcsk.xw.lzu.com.     IN    A    35.90.81.19
liujngwk.xw.lzu.com.     IN    A    131.243.252.114
adbtnqiu.xw.lzu.com.     IN    A    250.100.191.136
fhaiqgxs.xw.lzu.com.     IN    A    238.108.129.147
brucxdkv.xw.lzu.com.     IN    A    16.91.236.86
kqenhbdj.xw.lzu.com.     IN    A    65.125.174.169
aqmcrusk.xw.lzu.com.     IN    A    168.171.142.195
viorgsdn.xw.lzu.com.     IN    A    162.214.235.94
jvwbtyom.xw.lzu.com.     IN    A    132.81.10.141
ajmfspgx.xw.lzu.com.     IN    A    86.6.52.45
pvwylcgo.xw.lzu.com.     IN    A    160.219.34.129
frdvqejo.xw.lzu.com.     IN    A    58.105.76.160
phgfoasb.xw.lzu.com.     IN    A    20.18.218.67
rtayhxql.xw.lzu.com.     IN    A    169.81.230.124
wyijvufo.xw.lzu.com.     IN    A    149.22.71.194
gipvoquf.xw.lzu.com.     IN    A    249.88.252.111
yaexjrwc.xw.lzu.com.     IN    A    253.37.192.188
lhyqmfxw.xw.lzu.com.     IN    A    185.71.98.112
ewpjbmgf.xw.lzu.com.     IN    A    74.162.156.58
axfhwsqk.xw.lzu.com.     IN    A    55.228.23.145
hvkubiqs.xw.lzu.com.     IN    A    134.203.59.136
glpcmwky.xw.lzu.com.     IN    A    101.109.69.227
rdplvmnf.xw.lzu.com.     IN    A    208.75.235.205
qfgksnma.xw.lzu.com.     IN    A    103.200.140.171
asrlqomh.xw.lzu.com.     IN    A    76.187.193.248
jcufbnhy.xw.lzu.com.     IN    A    60.47.124.113
ykrvfhdw.xw.lzu.com.     IN    A    49.53.211.248
tgadhuqi.xw.lzu.com.     IN    A    68.165.190.2
dlwtefbk.xw.lzu.com.     IN    A    189.43.76.110
gluctjby.xw.lzu.com.     IN    A    98.33.2.212
rfbqmnpx.xw.lzu.com.     IN    A    245.216.250.241
ypabdtmv.xw.lzu.com.     IN    A    100.166.16.96
lhoegqkx.xw.lzu.com.     IN    A    4.217.48.68
qridoeth.xw.lzu.com.     IN    A    170.143.235.81
gudkqwhp.xw.lzu.com.     IN    A    67.32.26.55
dcfnxwsj.xw.lzu.com.     IN    A    159.201.63.218
wlmpartc.xw.lzu.com.     IN    A    46.147.203.244
eabjdtkl.xw.lzu.com.     IN    A    112.2.53.217
flotqaex.xw.lzu.com.     IN    A    3.141.143.47
ebufpaox.xw.lzu.com.     IN    A    74.152.80.61
wsnmjhal.xw.lzu.com.     IN    A    205.203.216.8
mrkwhnyb.xw.lzu.com.     IN    A    210.12.52.176
sqnpbugm.xw.lzu.com.     IN    A    226.19.234.242
xngavqpj.xw.lzu.com.     IN    A    116.64.216.196
gceyfdst.xw.lzu.com.     IN    A    180.126.152.187
eftxopbc.xw.lzu.com.     IN    A    97.108.37.29
slrkqjnd.xw.lzu.com.     IN    A    115.82.209.19
odyvslku.xw.lzu.com.     IN    A    83.25.7.98
spumotay.xw.lzu.com.     IN    A    232.183.47.10
svehixlp.xw.lzu.com.     IN    A    215.83.165.129
dwjfmayk.xw.lzu.com.     IN    A    20.208.26.211
dvtwjqcy.xw.lzu.com.     IN    A    254.162.231.241
fnerlqdc.xw.lzu.com.     IN    A    184.145.60.10
qftnwxag.xw.lzu.com.     IN    A    182.168.246.188
bwrnkcpx.xw.lzu.com.     IN    A    43.81.67.52
wueptcfm.xw.lzu.com.     IN    A    18.220.171.163
pqceuomr.xw.lzu.com.     IN    A    22.170.211.82
neguvlwo.xw.lzu.com.     IN    A    181.163.124.253
alemfjtw.xw.lzu.com.     IN    A    113.65.69.61
dakheylt.xw.lzu.com.     IN    A    98.72.182.242
aojxeufl.xw.lzu.com.     IN    A    189.170.209.63
bhcusytw.xw.lzu.com.     IN    A    224.196.108.207
fcqbdtng.xw.lzu.com.     IN    A    145.10.126.73
eoxaspvr.xw.lzu.com.     IN    A    173.111.54.14
ukotrinj.xw.lzu.com.     IN    A    152.69.63.165
dxnocski.xw.lzu.com.     IN    A    129.203.109.90
mpwdynuf.xw.lzu.com.     IN    A    29.84.106.58
gdkonaeh.xw.lzu.com.     IN    A    83.175.193.197
rgxntybw.xw.lzu.com.     IN    A    88.113.219.127
gnwdjlxr.xw.lzu.com.     IN    A    113.74.158.191
gdlyvpjn.xw.lzu.com.     IN    A    61.57.151.41
jfhvkwot.xw.lzu.com.     IN    A    210.132.37.52
vbwougpr.xw.lzu.com.     IN    A    30.139.71.181
aqkwdnpl.xw.lzu.com.     IN    A    66.245.52.250
sihbdaru.xw.lzu.com.     IN    A    90.183.73.87
sbvdepxj.xw.lzu.com.     IN    A    83.32.86.140
eiokhsuc.xw.lzu.com.     IN    A    193.51.117.144
yqroitwe.xw.lzu.com.     IN    A    61.176.96.215
caksygxh.xw.lzu.com.     IN    A    214.195.92.194
iufrpkta.xw.lzu.com.     IN    A    85.174.27.87
eijrsoup.xw.lzu.com.     IN    A    27.61.196.65
dbnxhltv.xw.lzu.com.     IN    A    133.202.220.248
kglxvemy.xw.lzu.com.     IN    A    252.52.186.153
cwudvjyb.xw.lzu.com.     IN    A    222.158.238.159
bymvwipq.xw.lzu.com.     IN    A    13.110.183.234
eokrdiqu.xw.lzu.com.     IN    A    150.11.164.178
adrkvgce.xw.lzu.com.     IN    A    160.130.73.80
okivanth.xw.lzu.com.     IN    A    163.51.114.79
nxratbpj.xw.lzu.com.     IN    A    224.107.193.197
mcbirfap.xw.lzu.com.     IN    A    227.250.244.191
pqyxbmul.xw.lzu.com.     IN    A    133.80.239.205
qkuiogbs.xw.lzu.com.     IN    A    138.131.177.89
ydjocblk.xw.lzu.com.     IN    A    36.57.169.15
othqxvas.xw.lzu.com.     IN    A    100.87.191.156
wtdymigu.xw.lzu.com.     IN    A    169.136.22.217
cmoxanfr.xw.lzu.com.     IN    A    134.27.154.58
mcaoukep.xw.lzu.com.     IN    A    233.172.167.20
okmdrbgl.xw.lzu.com.     IN    A    39.187.126.143
vqupekxc.xw.lzu.com.     IN    A    23.117.150.102
anrhwofy.xw.lzu.com.     IN    A    254.62.247.21
hftbilnj.xw.lzu.com.     IN    A    209.57.21.22
bwexaltq.xw.lzu.com.     IN    A    131.198.159.107
sruhdpyi.xw.lzu.com.     IN    A    103.63.9.154
eafpytwr.xw.lzu.com.     IN    A    185.68.76.149
okjygreh.xw.lzu.com.     IN    A    140.54.115.106
sfigdnxt.xw.lzu.com.     IN    A    10.14.180.73
gkblxrqi.xw.lzu.com.     IN    A    25.247.228.49
batikhqf.xw.lzu.com.     IN    A    202.231.160.228
lsrdjpui.xw.lzu.com.     IN    A    134.88.114.179
vwpsabfl.xw.lzu.com.     IN    A    104.30.81.79
lxicsrtp.xw.lzu.com.     IN    A    103.236.215.248
opgkfneq.xw.lzu.com.     IN    A    161.72.216.16
yafcknvb.xw.lzu.com.     IN    A    117.73.27.175
yagjoenu.xw.lzu.com.     IN    A    75.173.79.110
jikanuol.xw.lzu.com.     IN    A    50.44.13.0
rkpeawso.xw.lzu.com.     IN    A    135.136.41.236
unqkjtah.xw.lzu.com.     IN    A    185.179.93.195
wkcpxsjh.xw.lzu.com.     IN    A    141.175.78.163
wiuojgnt.xw.lzu.com.     IN    A    196.24.53.13
jgetvaio.xw.lzu.com.     IN    A    106.90.232.90
dghwxcqj.xw.lzu.com.     IN    A    136.82.180.39
tgdxjraf.xw.lzu.com.     IN    A    174.99.38.15
siqtlefy.xw.lzu.com.     IN    A    122.94.64.203
scejuhkr.xw.lzu.com.     IN    A    200.4.255.119
ypvnjgwm.xw.lzu.com.     IN    A    49.155.253.136
faecbwtm.xw.lzu.com.     IN    A    246.12.115.13
rdjpnuoa.xw.lzu.com.     IN    A    216.47.213.243
xnimedsh.xw.lzu.com.     IN    A    146.223.254.79
nrdjmybw.xw.lzu.com.     IN    A    140.104.158.197
rkcnbvmo.xw.lzu.com.     IN    A    174.34.57.210
gqajudch.xw.lzu.com.     IN    A    37.183.178.110
jyctoafd.xw.lzu.com.     IN    A    192.230.247.223
filsehjt.xw.lzu.com.     IN    A    170.97.87.6
lgaxfiow.xw.lzu.com.     IN    A    2.156.92.59
dotprcwh.xw.lzu.com.     IN    A    55.224.213.196
gbvhmton.xw.lzu.com.     IN    A    111.148.136.74
kolbqixm.xw.lzu.com.     IN    A    19.216.130.18
jpcoadhk.xw.lzu.com.     IN    A    109.176.126.252
fdbjpcmi.xw.lzu.com.     IN    A    139.132.15.29
raxidebj.xw.lzu.com.     IN    A    191.169.126.82
djxygcqm.xw.lzu.com.     IN    A    214.202.183.143
sqiwxkyu.xw.lzu.com.     IN    A    87.110.150.23
nrfablks.xw.lzu.com.     IN    A    132.7.186.208
cwdjtgxu.xw.lzu.com.     IN    A    181.34.191.36
fehkwpjs.xw.lzu.com.     IN    A    181.31.187.228
wbxplkgn.xw.lzu.com.     IN    A    56.21.200.56
yvslxtcj.xw.lzu.com.     IN    A    226.225.114.252
wmpjgydf.xw.lzu.com.     IN    A    220.249.237.206
kgsqdxpo.xw.lzu.com.     IN    A    240.36.229.210
gqhieyxa.xw.lzu.com.     IN    A    250.80.118.198
ltwamejq.xw.lzu.com.     IN    A    120.106.21.218
qwgnpfsm.xw.lzu.com.     IN    A    77.93.198.227
egnkpadr.xw.lzu.com.     IN    A    243.189.186.237
eibsmtar.xw.lzu.com.     IN    A    70.64.42.80
rvgfswpk.xw.lzu.com.     IN    A    153.81.142.81
mdjuctgp.xw.lzu.com.     IN    A    195.105.44.56
eiwutxpy.xw.lzu.com.     IN    A    235.22.214.26
opuwxaje.xw.lzu.com.     IN    A    21.167.136.185
syiobude.xw.lzu.com.     IN    A    135.199.205.147
btivwuxg.xw.lzu.com.     IN    A    149.45.128.231
omrucqea.xw.lzu.com.     IN    A    159.130.176.1
tadygenx.xw.lzu.com.     IN    A    44.244.184.202
gyjwlkhi.xw.lzu.com.     IN    A    71.116.32.43
ldfmnjaq.xw.lzu.com.     IN    A    232.184.133.74
qlfaxdcn.xw.lzu.com.     IN    A    36.111.216.33
boxfmsty.xw.lzu.com.     IN    A    53.84.16.70
xvegyojp.xw.lzu.com.     IN    A    111.195.235.43
gscwyuqr.xw.lzu.com.     IN    A    62.58.135.239
ujlqskaw.xw.lzu.com.     IN    A    60.120.172.158
imvysnlh.xw.lzu.com.     IN    A    2.219.47.98
qbhiatsr.xw.lzu.com.     IN    A    1.49.21.114
fkcmuadn.xw.lzu.com.     IN    A    49.193.219.102
hrbifusn.xw.lzu.com.     IN    A    4.96.141.219
efwcypkd.xw.lzu.com.     IN    A    31.204.179.23
nxkrpegh.xw.lzu.com.     IN    A    241.71.222.225
jymnecfl.xw.lzu.com.     IN    A    183.200.3.239
kmpltxrq.xw.lzu.com.     IN    A    55.121.85.1
csorviek.xw.lzu.com.     IN    A    86.27.160.158
bjpnmcga.xw.lzu.com.     IN    A    176.143.63.29
ivltsqgf.xw.lzu.com.     IN    A    194.150.204.32
rtomehvi.xw.lzu.com.     IN    A    156.34.22.96
lrqswhoi.xw.lzu.com.     IN    A    45.244.232.193
tsgwrmaq.xw.lzu.com.     IN    A    119.52.4.223
tclukhao.xw.lzu.com.     IN    A    108.121.255.18
ovsnkjcf.xw.lzu.com.     IN    A    102.155.92.73
xownjhua.xw.lzu.com.     IN    A    58.145.154.22
ltndckrh.xw.lzu.com.     IN    A    160.135.104.126
foqjswgt.xw.lzu.com.     IN    A    7.170.193.83
dvswxkgl.xw.lzu.com.     IN    A    67.188.216.163
smdgtprf.xw.lzu.com.     IN    A    16.31.10.224
ludjkgyv.xw.lzu.com.     IN    A    75.244.193.124
hqcuxwsn.xw.lzu.com.     IN    A    78.11.151.71
lyowfjdm.xw.lzu.com.     IN    A    41.133.119.45
qughrtls.xw.lzu.com.     IN    A    17.235.52.130
hdbgtulp.xw.lzu.com.     IN    A    13.225.104.110
bqlmciuo.xw.lzu.com.     IN    A    150.191.106.25
xbkeysnm.xw.lzu.com.     IN    A    224.97.187.62
tivrcndl.xw.lzu.com.     IN    A    10.49.83.140
unptkjev.xw.lzu.com.     IN    A    231.92.75.133
lfraqtyi.xw.lzu.com.     IN    A    14.250.165.13
iwmndrsj.xw.lzu.com.     IN    A    213.83.214.44
nxtuokge.xw.lzu.com.     IN    A    210.46.182.207
dbavmxfu.xw.lzu.com.     IN    A    224.109.195.120
hbxgtkim.xw.lzu.com.     IN    A    64.156.46.37
vefgdljh.xw.lzu.com.     IN    A    75.155.129.144
wnxuqhfg.xw.lzu.com.     IN    A    156.68.113.239
jcubgiva.xw.lzu.com.     IN    A    122.29.32.39
aopreflm.xw.lzu.com.     IN    A    38.224.200.166
bvkwshfc.xw.lzu.com.     IN    A    120.9.189.32
vyqcoaut.xw.lzu.com.     IN    A    209.230.140.70
hkoixeup.xw.lzu.com.     IN    A    107.80.187.162
twmpisjv.xw.lzu.com.     IN    A    38.171.27.188
nkjxgyda.xw.lzu.com.     IN    A    73.207.237.185
pidljyag.xw.lzu.com.     IN    A    76.73.182.140
dkoamuxr.xw.lzu.com.     IN    A    227.22.127.150
gxqblpis.xw.lzu.com.     IN    A    179.87.91.116
bjfkeitq.xw.lzu.com.     IN    A    25.24.220.6
pteumabd.xw.lzu.com.     IN    A    144.41.135.239
cqgjukwb.xw.lzu.com.     IN    A    6.132.157.218
frvwouyl.xw.lzu.com.     IN    A    28.25.38.196
qrihfpbg.xw.lzu.com.     IN    A    202.171.212.10
nuikwvfs.xw.lzu.com.     IN    A    123.22.206.6
juwlnmvo.xw.lzu.com.     IN    A    75.2.217.43
fmptsdva.xw.lzu.com.     IN    A    238.17.95.42
jofwptci.xw.lzu.com.     IN    A    35.193.109.72
pnlrfxuc.xw.lzu.com.     IN    A    253.145.107.76
bimefgnx.xw.lzu.com.     IN    A    168.144.58.104
qjkmplyx.xw.lzu.com.     IN    A    9.151.210.72
nvtlceux.xw.lzu.com.     IN    A    218.210.225.5
wxoklcad.xw.lzu.com.     IN    A    176.192.48.177
smjtyvdu.xw.lzu.com.     IN    A    118.5.153.248
kcmjryal.xw.lzu.com.     IN    A    35.233.133.120
xoyglpcm.xw.lzu.com.     IN    A    231.229.200.35
qecbhvnx.xw.lzu.com.     IN    A    115.255.237.125
hbjomrtx.xw.lzu.com.     IN    A    114.29.227.190
wohdxbgc.xw.lzu.com.     IN    A    123.196.198.195
eawgfson.xw.lzu.com.     IN    A    146.79.201.190
vjacoqpw.xw.lzu.com.     IN    A    129.12.17.122
uwgodlpi.xw.lzu.com.     IN    A    191.20.7.241
mhfujbdy.xw.lzu.com.     IN    A    96.182.243.25
msbgjweq.xw.lzu.com.     IN    A    54.77.254.175
wmadsqjv.xw.lzu.com.     IN    A    197.28.142.227
kbwvsuco.xw.lzu.com.     IN    A    106.248.39.2
xvkrwine.xw.lzu.com.     IN    A    248.135.116.146
oepywqgf.xw.lzu.com.     IN    A    247.60.167.54
mcxghsbq.xw.lzu.com.     IN    A    8.213.20.200
euwbxioa.xw.lzu.com.     IN    A    96.224.226.105
cevqxnkb.xw.lzu.com.     IN    A    52.116.51.180
kjmxicds.xw.lzu.com.     IN    A    24.89.153.129
tdqwerpa.xw.lzu.com.     IN    A    98.41.185.110
mqtpujkn.xw.lzu.com.     IN    A    15.29.125.125
bgshqvlt.xw.lzu.com.     IN    A    217.242.254.145
fuejwloq.xw.lzu.com.     IN    A    20.182.60.210
jftdlcou.xw.lzu.com.     IN    A    120.23.193.5
boyarjtd.xw.lzu.com.     IN    A    158.179.118.178
qhvkpjsg.xw.lzu.com.     IN    A    63.193.185.167
ebowlstf.xw.lzu.com.     IN    A    124.83.203.245
pogvkyfl.xw.lzu.com.     IN    A    38.115.188.236
eaqjdbgo.xw.lzu.com.     IN    A    217.16.141.170
argfeqdn.xw.lzu.com.     IN    A    94.65.43.254
rivyqbjc.xw.lzu.com.     IN    A    96.186.154.150
obxswveh.xw.lzu.com.     IN    A    2.26.124.240
uhlsixbc.xw.lzu.com.     IN    A    70.5.79.156
kjobgtcx.xw.lzu.com.     IN    A    229.40.4.154
aiqnvujm.xw.lzu.com.     IN    A    214.185.35.111
omaclsbf.xw.lzu.com.     IN    A    108.149.116.83
uwkymfen.xw.lzu.com.     IN    A    58.32.214.139
pisoathu.xw.lzu.com.     IN    A    123.198.237.8
eqwyagrk.xw.lzu.com.     IN    A    146.25.147.138
jfpwicym.xw.lzu.com.     IN    A    201.168.34.18
gomtydus.xw.lzu.com.     IN    A    119.80.239.13
ycapmwrd.xw.lzu.com.     IN    A    29.87.124.29
tiuadxeq.xw.lzu.com.     IN    A    225.28.212.191
kybitgwx.xw.lzu.com.     IN    A    214.19.204.193
jwhborxv.xw.lzu.com.     IN    A    57.173.216.214
hrfgsiew.xw.lzu.com.     IN    A    164.81.138.53
ltmkgnjb.xw.lzu.com.     IN    A    52.236.27.16
cobvehpl.xw.lzu.com.     IN    A    9.131.191.164
vxocjuyh.xw.lzu.com.     IN    A    175.213.216.130
fpaeliuy.xw.lzu.com.     IN    A    221.109.236.166
fiqmloyw.xw.lzu.com.     IN    A    176.163.239.53
sjtvodhc.xw.lzu.com.     IN    A    51.125.254.218
csxyjwip.xw.lzu.com.     IN    A    123.182.0.250
wfncxuom.xw.lzu.com.     IN    A    206.155.36.84
gfetanow.xw.lzu.com.     IN    A    164.180.68.15
ebjimadv.xw.lzu.com.     IN    A    233.6.233.80
sqamvpkl.xw.lzu.com.     IN    A    63.157.174.77
wutkapod.xw.lzu.com.     IN    A    232.147.160.184
wnatdouk.xw.lzu.com.     IN    A    182.226.73.2
eqloraun.xw.lzu.com.     IN    A    184.96.4.103
fseyopga.xw.lzu.com.     IN    A    170.162.242.139
rwudvcmx.xw.lzu.com.     IN    A    71.155.221.13
