; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR cqu.com. @ns2.cqu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
cqu.com.			      14400 IN NS	ns1.cqu.com.
ns1.cqu.com.			      14400 IN A	10.166.21.15

www.cqu.com.		      14400 IN NS	ns1.www.cqu.com.
ns1.www.cqu.com.		      14400 IN A		10.166.21.12

sci.cqu.com.		      14400 IN NS	ns1.sci.cqu.com.
ns1.sci.cqu.com.		      14400 IN A		10.166.21.13

cse.cqu.com.		      14400 IN NS	ns1.cse.cqu.com.
ns1.cse.cqu.com.		      14400 IN A		10.166.21.14

cqu.com.			      14400 IN MX	10 csetp.cqu.edu.
cqu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
nxlhqscy.cqu.com.        IN    A    17.238.233.106
ytpmhesl.cqu.com.        IN    A    201.81.131.7
bxyrqapn.cqu.com.        IN    A    88.88.160.160
ivtsflhn.cqu.com.        IN    A    87.101.199.61
nqvuxcot.cqu.com.        IN    A    103.98.235.157
cuwerynf.cqu.com.        IN    A    99.69.147.146
wlvoxtdj.cqu.com.        IN    A    95.119.151.136
rsnmajqh.cqu.com.        IN    A    158.128.247.20
seycuwmv.cqu.com.        IN    A    60.231.190.75
ujrhycea.cqu.com.        IN    A    105.90.126.70
dspjlevm.cqu.com.        IN    A    95.161.201.228
hafkvsoi.cqu.com.        IN    A    35.18.79.70
fpvrengw.cqu.com.        IN    A    31.68.139.162
iyfmjslq.cqu.com.        IN    A    70.233.246.249
soxklypi.cqu.com.        IN    A    238.29.141.222
beqtmxkg.cqu.com.        IN    A    99.195.241.50
fcntjpli.cqu.com.        IN    A    199.1.24.83
yxqhprje.cqu.com.        IN    A    201.118.188.8
vndiskbc.cqu.com.        IN    A    67.109.168.99
wuavotji.cqu.com.        IN    A    170.125.60.252
rgcjbvop.cqu.com.        IN    A    146.229.48.25
dlqksumh.cqu.com.        IN    A    234.210.138.72
hyvmdcka.cqu.com.        IN    A    43.192.219.142
wuibelyp.cqu.com.        IN    A    64.177.139.24
wgjisqnr.cqu.com.        IN    A    173.74.124.100
cakledft.cqu.com.        IN    A    171.68.91.135
oklhbrpf.cqu.com.        IN    A    160.185.223.43
fyvrumad.cqu.com.        IN    A    10.188.71.73
grkwoptl.cqu.com.        IN    A    110.119.119.149
mnkxpqih.cqu.com.        IN    A    118.188.13.38
elunotgr.cqu.com.        IN    A    238.174.59.78
liawtyqo.cqu.com.        IN    A    193.112.63.109
fgpyrmib.cqu.com.        IN    A    239.174.244.206
guntxshp.cqu.com.        IN    A    131.128.180.239
dathoyle.cqu.com.        IN    A    205.126.205.143
sckojydm.cqu.com.        IN    A    238.115.23.59
iyajusdm.cqu.com.        IN    A    26.42.114.64
ichpefls.cqu.com.        IN    A    176.96.107.48
oilydugr.cqu.com.        IN    A    129.166.120.235
okevrfpb.cqu.com.        IN    A    234.113.148.186
oivfajbe.cqu.com.        IN    A    37.72.242.102
eufhmdjy.cqu.com.        IN    A    12.81.193.249
ocndthui.cqu.com.        IN    A    252.134.246.203
mxdwqpal.cqu.com.        IN    A    143.250.17.128
pdxgqsto.cqu.com.        IN    A    177.119.71.202
iqkhtxnb.cqu.com.        IN    A    245.230.173.93
uhtwpmov.cqu.com.        IN    A    161.180.120.14
eomkjfcq.cqu.com.        IN    A    62.89.244.15
wmngplja.cqu.com.        IN    A    217.171.7.130
gbksjoqn.cqu.com.        IN    A    117.87.234.146
gvdehqsu.cqu.com.        IN    A    3.97.207.109
uharmeob.cqu.com.        IN    A    66.101.253.219
xnkmayjr.cqu.com.        IN    A    202.108.125.176
xhdbycnj.cqu.com.        IN    A    156.126.225.240
qwnvmtap.cqu.com.        IN    A    151.128.211.158
pnvodwch.cqu.com.        IN    A    235.214.197.227
ocfgdbip.cqu.com.        IN    A    1.0.75.124
cftbkxwe.cqu.com.        IN    A    43.200.126.3
lpsmevkd.cqu.com.        IN    A    211.89.206.45
geqybxjf.cqu.com.        IN    A    100.188.157.160
jlgdhkfb.cqu.com.        IN    A    187.184.66.73
aokweuxt.cqu.com.        IN    A    0.235.167.229
ynjlewrq.cqu.com.        IN    A    126.133.139.242
jwoadqcg.cqu.com.        IN    A    81.156.229.117
ufmwlypv.cqu.com.        IN    A    171.81.181.235
yevglchi.cqu.com.        IN    A    51.20.214.28
aoehurnl.cqu.com.        IN    A    229.200.223.12
gvkqdeja.cqu.com.        IN    A    160.98.197.74
bnqtgwfj.cqu.com.        IN    A    201.205.253.176
ptsdinfl.cqu.com.        IN    A    149.166.28.129
yfgnjieu.cqu.com.        IN    A    21.210.136.186
dlmashnp.cqu.com.        IN    A    150.164.251.208
ymtubilg.cqu.com.        IN    A    124.245.96.65
vlkpjsmu.cqu.com.        IN    A    198.215.13.220
lgenpcim.cqu.com.        IN    A    49.214.68.123
vncwsxpt.cqu.com.        IN    A    29.81.122.53
mvulbjqh.cqu.com.        IN    A    58.121.185.236
fokajsvx.cqu.com.        IN    A    155.113.62.180
pdwnkihv.cqu.com.        IN    A    138.33.58.14
hvmgapqu.cqu.com.        IN    A    231.144.146.208
tpqoiwxa.cqu.com.        IN    A    153.2.211.54
pcybsuht.cqu.com.        IN    A    248.233.134.198
rjfuydvg.cqu.com.        IN    A    65.111.24.41
vtbawyjp.cqu.com.        IN    A    154.47.152.164
dycgrbaq.cqu.com.        IN    A    31.60.6.192
atuvyxdh.cqu.com.        IN    A    192.42.198.117
tpbeqxmc.cqu.com.        IN    A    145.125.235.2
igohkmlb.cqu.com.        IN    A    102.230.237.221
ujfnatmk.cqu.com.        IN    A    65.99.57.27
xpacvjws.cqu.com.        IN    A    204.180.206.200
jfniyrxt.cqu.com.        IN    A    69.139.51.44
pmnlsirv.cqu.com.        IN    A    22.197.197.216
ndxjlkmv.cqu.com.        IN    A    58.192.199.128
bknytfua.cqu.com.        IN    A    220.53.137.234
mujtsdnv.cqu.com.        IN    A    197.27.62.2
xvrulgtf.cqu.com.        IN    A    106.95.17.47
xvolchqp.cqu.com.        IN    A    110.83.3.145
cgyoxads.cqu.com.        IN    A    199.206.115.106
imrsvtyo.cqu.com.        IN    A    153.14.237.151
ucqolhir.cqu.com.        IN    A    216.107.90.95
byktmhpc.cqu.com.        IN    A    62.60.199.171
ybcfnojr.cqu.com.        IN    A    200.114.8.67
icjexqmd.cqu.com.        IN    A    121.207.212.181
qdnwoiav.cqu.com.        IN    A    145.95.141.85
nayvwpqo.cqu.com.        IN    A    207.157.20.231
qmjbxdna.cqu.com.        IN    A    249.68.125.201
ntuwgkrb.cqu.com.        IN    A    115.5.7.215
fgkopdth.cqu.com.        IN    A    246.36.82.87
obipksyd.cqu.com.        IN    A    198.100.191.48
vcskqfgx.cqu.com.        IN    A    50.194.130.236
lgumcxve.cqu.com.        IN    A    195.136.83.105
uqknlted.cqu.com.        IN    A    105.156.164.43
xjrwpfet.cqu.com.        IN    A    221.221.111.219
flxyjuvs.cqu.com.        IN    A    69.133.242.80
ngqyhlic.cqu.com.        IN    A    114.162.51.8
xwdkqieg.cqu.com.        IN    A    224.163.234.183
eqwrtoxf.cqu.com.        IN    A    237.8.167.122
fnixjseu.cqu.com.        IN    A    12.144.170.114
mtnabwld.cqu.com.        IN    A    155.240.164.183
ogqhtjbd.cqu.com.        IN    A    215.10.23.6
rpjviluo.cqu.com.        IN    A    113.211.184.18
adtcelfs.cqu.com.        IN    A    173.156.88.57
gxjitcwq.cqu.com.        IN    A    105.168.180.127
wpfstaiv.cqu.com.        IN    A    201.168.101.214
jagxypqi.cqu.com.        IN    A    71.16.41.159
sdcflkgm.cqu.com.        IN    A    235.242.191.57
gnmadyts.cqu.com.        IN    A    117.228.219.246
gsbwufvk.cqu.com.        IN    A    246.89.132.59
iqungdpb.cqu.com.        IN    A    139.239.78.186
bqaojldp.cqu.com.        IN    A    45.17.82.252
lbpdjowf.cqu.com.        IN    A    72.200.8.185
jvmbsnua.cqu.com.        IN    A    150.140.87.113
tgafedpm.cqu.com.        IN    A    14.176.14.187
pilrbahc.cqu.com.        IN    A    126.144.98.201
ktxcuwlo.cqu.com.        IN    A    98.95.240.128
rcejhbau.cqu.com.        IN    A    200.12.10.226
erusldov.cqu.com.        IN    A    32.77.210.248
xnbywvma.cqu.com.        IN    A    27.27.52.201
rlfpxjuk.cqu.com.        IN    A    22.44.112.208
tknijogh.cqu.com.        IN    A    197.120.63.115
lrtcdahg.cqu.com.        IN    A    44.105.44.160
dpocuxen.cqu.com.        IN    A    196.202.242.182
fohsncqx.cqu.com.        IN    A    146.206.222.37
mbqenfud.cqu.com.        IN    A    78.117.135.3
sayhixfv.cqu.com.        IN    A    67.213.50.106
dyghulpt.cqu.com.        IN    A    129.12.251.89
hawstjmq.cqu.com.        IN    A    57.248.141.23
opcdqhnb.cqu.com.        IN    A    200.235.252.253
pwcbnmka.cqu.com.        IN    A    47.100.241.240
lwxuekdb.cqu.com.        IN    A    59.219.254.72
cmterpxn.cqu.com.        IN    A    143.61.228.116
rawuoetn.cqu.com.        IN    A    165.162.229.240
dpmtagub.cqu.com.        IN    A    7.196.54.68
cjbvisqw.cqu.com.        IN    A    85.104.199.165
jbvcgkyh.cqu.com.        IN    A    73.132.208.175
vjhsbyrk.cqu.com.        IN    A    226.238.129.162
nvbdlfrh.cqu.com.        IN    A    65.147.229.168
alfocrdm.cqu.com.        IN    A    222.132.42.159
kdojmvue.cqu.com.        IN    A    73.58.96.103
mvpfkcay.cqu.com.        IN    A    250.184.192.45
kslgqaec.cqu.com.        IN    A    188.151.250.6
pumiclkh.cqu.com.        IN    A    211.116.4.80
kjrdsyvi.cqu.com.        IN    A    23.192.9.21
tusxebnq.cqu.com.        IN    A    67.37.61.22
duoajwnh.cqu.com.        IN    A    38.168.110.139
fysoujhn.cqu.com.        IN    A    16.174.170.110
oiyefwql.cqu.com.        IN    A    193.31.157.74
dtokeqrh.cqu.com.        IN    A    226.230.94.53
upfilrhq.cqu.com.        IN    A    4.36.56.211
ubxwmkgv.cqu.com.        IN    A    161.180.202.193
fjspvbih.cqu.com.        IN    A    10.174.199.245
dwqakvox.cqu.com.        IN    A    51.156.202.146
lwstajem.cqu.com.        IN    A    199.2.83.40
wfrptsbu.cqu.com.        IN    A    186.152.156.144
qdayrhxi.cqu.com.        IN    A    35.65.97.222
xudylmng.cqu.com.        IN    A    182.228.251.106
tomcvenr.cqu.com.        IN    A    244.137.181.134
vwtkfjud.cqu.com.        IN    A    69.156.203.77
fperoqmb.cqu.com.        IN    A    203.101.210.173
lgprajhi.cqu.com.        IN    A    202.124.134.65
tsdbfhqi.cqu.com.        IN    A    9.122.199.42
tweskypx.cqu.com.        IN    A    120.213.34.119
yiecgsjw.cqu.com.        IN    A    233.8.238.56
axcsdyiv.cqu.com.        IN    A    134.189.159.161
bsqxwfvd.cqu.com.        IN    A    135.8.117.186
owymidck.cqu.com.        IN    A    54.33.59.246
wcsnpyfo.cqu.com.        IN    A    200.171.135.163
iwhyeaob.cqu.com.        IN    A    217.244.175.239
nioswvjd.cqu.com.        IN    A    171.128.58.68
lwdrmbyh.cqu.com.        IN    A    245.32.100.89
faetqcjn.cqu.com.        IN    A    144.46.233.54
skiftogj.cqu.com.        IN    A    148.162.76.88
egnpybjo.cqu.com.        IN    A    18.23.57.24
asrtyumo.cqu.com.        IN    A    131.0.175.8
qrcsmvbg.cqu.com.        IN    A    111.65.122.104
kfctsxed.cqu.com.        IN    A    30.77.193.180
jbymgckp.cqu.com.        IN    A    121.207.237.8
ekgnjphr.cqu.com.        IN    A    135.124.124.122
ueixtpvf.cqu.com.        IN    A    233.178.81.108
opuxbnls.cqu.com.        IN    A    80.255.30.190
ukyhdtef.cqu.com.        IN    A    215.42.174.14
cwafsnrq.cqu.com.        IN    A    227.70.172.229
vjyxnrdc.cqu.com.        IN    A    18.218.228.21
xqwflrad.cqu.com.        IN    A    44.81.24.124
vutijrcx.cqu.com.        IN    A    154.113.108.126
btyphgox.cqu.com.        IN    A    244.62.192.63
ahslgdex.cqu.com.        IN    A    43.38.83.149
fucaeyjd.cqu.com.        IN    A    144.218.246.8
cmultfhr.cqu.com.        IN    A    132.79.108.123
qtnybdag.cqu.com.        IN    A    153.83.118.94
ibfamgwp.cqu.com.        IN    A    50.3.191.234
ogyahrxp.cqu.com.        IN    A    116.37.186.9
erxjbitl.cqu.com.        IN    A    109.159.63.230
iwodtknb.cqu.com.        IN    A    253.42.12.20
agxemwiu.cqu.com.        IN    A    14.12.62.76
xasougqe.cqu.com.        IN    A    224.250.54.108
jkncygtd.cqu.com.        IN    A    217.144.195.211
vuanphqk.cqu.com.        IN    A    15.22.184.227
fudxinkm.cqu.com.        IN    A    239.178.121.87
kaesxlbm.cqu.com.        IN    A    191.250.54.28
wvmtxril.cqu.com.        IN    A    222.164.57.91
utknpfmc.cqu.com.        IN    A    115.173.103.19
wiojenka.cqu.com.        IN    A    157.177.118.246
gxudbwae.cqu.com.        IN    A    120.35.176.87
nhopwcjx.cqu.com.        IN    A    240.129.88.150
dawxthiv.cqu.com.        IN    A    164.147.108.98
nqtxskyf.cqu.com.        IN    A    105.203.2.157
mactlqre.cqu.com.        IN    A    25.15.172.118
sltudyer.cqu.com.        IN    A    183.197.79.253
unrdhwfk.cqu.com.        IN    A    196.222.73.244
prdvoabh.cqu.com.        IN    A    77.148.150.134
sxlupgva.cqu.com.        IN    A    244.101.79.139
kpwqsvto.cqu.com.        IN    A    206.194.95.49
cesqlymg.cqu.com.        IN    A    239.208.68.30
hpdntkmi.cqu.com.        IN    A    81.177.64.119
bjruakgn.cqu.com.        IN    A    61.120.170.164
emwqojkg.cqu.com.        IN    A    107.205.27.55
gyxpbrqk.cqu.com.        IN    A    35.207.10.176
uvjekmxb.cqu.com.        IN    A    247.86.65.147
jdbleuts.cqu.com.        IN    A    161.211.201.111
sgnrtxvw.cqu.com.        IN    A    240.145.63.27
spewghnt.cqu.com.        IN    A    23.250.139.165
qnipboev.cqu.com.        IN    A    91.179.28.85
jsnroaui.cqu.com.        IN    A    128.211.27.161
tmqpoiul.cqu.com.        IN    A    66.159.26.102
pwtdesqr.cqu.com.        IN    A    1.127.193.30
jnqpcytf.cqu.com.        IN    A    68.198.10.152
nyjdhvut.cqu.com.        IN    A    163.139.247.193
ibyoprwe.cqu.com.        IN    A    198.218.53.111
ivlrgyqa.cqu.com.        IN    A    75.12.149.89
fhwgmrtb.cqu.com.        IN    A    77.228.83.211
sndgjimu.cqu.com.        IN    A    247.145.100.29
ncjdmsyk.cqu.com.        IN    A    188.237.210.79
wgquphxc.cqu.com.        IN    A    216.16.197.209
aritpgoj.cqu.com.        IN    A    196.235.103.222
edthsoaq.cqu.com.        IN    A    118.35.200.179
nxspbiha.cqu.com.        IN    A    164.88.132.202
ciugdykm.cqu.com.        IN    A    208.128.89.8
kxlhbfsu.cqu.com.        IN    A    35.182.194.40
qrpdyvba.cqu.com.        IN    A    236.209.135.36
xhfeyngp.cqu.com.        IN    A    65.66.17.58
yjngkxmq.cqu.com.        IN    A    71.111.184.249
rdeimvnx.cqu.com.        IN    A    220.185.149.9
tkqajing.cqu.com.        IN    A    31.64.70.67
lpxfehdw.cqu.com.        IN    A    186.107.117.0
mlckfexq.cqu.com.        IN    A    56.66.199.118
wurtmand.cqu.com.        IN    A    157.158.48.207
garwqkfh.cqu.com.        IN    A    73.185.45.78
qirlmcve.cqu.com.        IN    A    115.225.125.168
yguinxvp.cqu.com.        IN    A    3.2.239.101
bxygrunl.cqu.com.        IN    A    73.145.237.180
spjmynhu.cqu.com.        IN    A    83.82.158.107
gntwpvex.cqu.com.        IN    A    23.53.170.156
diaupfew.cqu.com.        IN    A    183.154.71.161
gfabqvpr.cqu.com.        IN    A    115.68.84.61
kohgtvnp.cqu.com.        IN    A    193.5.90.254
drmubhqc.cqu.com.        IN    A    57.127.51.128
nyjfhicu.cqu.com.        IN    A    129.141.40.182
uykencmh.cqu.com.        IN    A    109.182.63.180
lxfisctm.cqu.com.        IN    A    193.127.170.3
irydjqwa.cqu.com.        IN    A    48.117.143.228
iamtnxfd.cqu.com.        IN    A    53.3.125.8
jycplbgr.cqu.com.        IN    A    97.71.225.204
gkaxuljd.cqu.com.        IN    A    89.116.48.87
xsnqdfju.cqu.com.        IN    A    199.31.64.65
adjriyel.cqu.com.        IN    A    133.217.14.8
gjldifwv.cqu.com.        IN    A    25.224.214.176
ejimqafy.cqu.com.        IN    A    251.171.201.210
dfqkghbn.cqu.com.        IN    A    98.87.246.128
mcnypqlg.cqu.com.        IN    A    213.12.89.251
ogvyksif.cqu.com.        IN    A    36.91.177.38
qlkchdwu.cqu.com.        IN    A    131.81.32.81
jektiags.cqu.com.        IN    A    68.7.86.81
qmownthd.cqu.com.        IN    A    108.86.117.197
jdokelaq.cqu.com.        IN    A    170.16.205.60
ipsfalvj.cqu.com.        IN    A    217.129.125.56
tvwidxmq.cqu.com.        IN    A    33.85.58.251
axitgrbm.cqu.com.        IN    A    103.206.29.47
kbvoyqmu.cqu.com.        IN    A    251.65.152.70
nsejqayf.cqu.com.        IN    A    86.29.231.187
nqbuvfgj.cqu.com.        IN    A    69.19.28.16
fyaewnbr.cqu.com.        IN    A    159.116.182.185
vaxiugsn.cqu.com.        IN    A    112.134.224.10
ktjpixlg.cqu.com.        IN    A    237.250.117.223
lewdgqhm.cqu.com.        IN    A    139.160.87.247
yopihnrc.cqu.com.        IN    A    224.244.193.147
yumvwlfg.cqu.com.        IN    A    5.196.90.94
gohutvlr.cqu.com.        IN    A    29.163.202.162
yslcnvrq.cqu.com.        IN    A    90.122.97.120
ohftpscm.cqu.com.        IN    A    41.84.118.229
ujapbvon.cqu.com.        IN    A    193.100.30.170
rbnxagyu.cqu.com.        IN    A    172.188.212.113
jbdcxsky.cqu.com.        IN    A    29.233.44.163
urqvmwot.cqu.com.        IN    A    200.89.74.247
sofxtmvd.cqu.com.        IN    A    142.132.107.129
txcsoglu.cqu.com.        IN    A    84.137.184.20
moahepgn.cqu.com.        IN    A    207.67.26.233
wbisdtox.cqu.com.        IN    A    61.14.246.60
xsheckan.cqu.com.        IN    A    175.130.158.109
wlesiojb.cqu.com.        IN    A    197.140.224.4
syncqdbx.cqu.com.        IN    A    71.1.183.182
diwgprfh.cqu.com.        IN    A    244.47.37.29
mpqsrteb.cqu.com.        IN    A    52.178.133.195
rqtsevai.cqu.com.        IN    A    46.255.250.141
fqhbxywm.cqu.com.        IN    A    160.97.218.228
navpwklb.cqu.com.        IN    A    249.121.110.73
gavudbyl.cqu.com.        IN    A    191.176.57.166
wpshxyuc.cqu.com.        IN    A    81.255.88.171
hfswrdlt.cqu.com.        IN    A    227.202.23.122
pjhxonui.cqu.com.        IN    A    180.137.209.28
fnpkbosj.cqu.com.        IN    A    194.235.240.90
bvcdrpui.cqu.com.        IN    A    23.162.203.59
ojextunh.cqu.com.        IN    A    108.177.245.41
lrunsjmy.cqu.com.        IN    A    143.79.82.5
tvkhoslc.cqu.com.        IN    A    68.179.121.180
macqntpl.cqu.com.        IN    A    4.250.218.90
wgctkbvp.cqu.com.        IN    A    171.222.39.129
pntfmgwj.cqu.com.        IN    A    91.151.218.147
gxwhotvu.cqu.com.        IN    A    9.255.210.245
buywlgpr.cqu.com.        IN    A    249.30.232.35
wehpmubl.cqu.com.        IN    A    38.70.220.37
mjlwgrvk.cqu.com.        IN    A    79.51.33.136
bitdyahu.cqu.com.        IN    A    28.153.177.160
kguotcmi.cqu.com.        IN    A    22.136.24.40
lgcwrpxj.cqu.com.        IN    A    29.231.121.192
yoqstega.cqu.com.        IN    A    60.124.155.164
jnfypudm.cqu.com.        IN    A    176.26.142.31
agvmbnpw.cqu.com.        IN    A    237.192.115.111
ycesbrlq.cqu.com.        IN    A    230.227.209.111
pdvqgskb.cqu.com.        IN    A    165.56.177.223
eaimohlk.cqu.com.        IN    A    2.57.240.29
huecgqsi.cqu.com.        IN    A    30.244.164.69
ebnsalfr.cqu.com.        IN    A    171.100.102.175
ygmqkfpw.cqu.com.        IN    A    175.187.30.229
qbfxoven.cqu.com.        IN    A    180.67.237.194
ckxeofhj.cqu.com.        IN    A    11.166.25.86
oaqkgclh.cqu.com.        IN    A    39.128.227.245
klaiwqfo.cqu.com.        IN    A    211.147.96.252
cmukpqlv.cqu.com.        IN    A    226.217.79.152
jmcrvoea.cqu.com.        IN    A    77.98.220.76
yxcvimdu.cqu.com.        IN    A    134.171.138.46
ouyekbqh.cqu.com.        IN    A    237.26.94.147
hvukomif.cqu.com.        IN    A    156.20.64.210
nojsbiht.cqu.com.        IN    A    161.121.76.60
kjgaxryf.cqu.com.        IN    A    109.42.49.133
ewvjrqdh.cqu.com.        IN    A    59.6.59.82
ciqveknw.cqu.com.        IN    A    76.103.180.32
plrqcnku.cqu.com.        IN    A    42.210.187.115
oqysnhpk.cqu.com.        IN    A    192.0.106.253
rfaxiyol.cqu.com.        IN    A    1.44.178.236
mphwodxu.cqu.com.        IN    A    176.25.233.37
pdnouqxf.cqu.com.        IN    A    163.86.76.135
dgxanbul.cqu.com.        IN    A    65.31.132.37
cdxqvuji.cqu.com.        IN    A    94.168.135.47
xhkruidp.cqu.com.        IN    A    123.191.45.87
ypklbwhm.cqu.com.        IN    A    104.144.100.50
mucsbwgf.cqu.com.        IN    A    33.118.177.235
nuijsaow.cqu.com.        IN    A    44.84.240.255
wkmdoyie.cqu.com.        IN    A    77.168.74.217
ohrlwdsf.cqu.com.        IN    A    156.4.157.143
tsdlwrob.cqu.com.        IN    A    1.99.126.47
ievrpkxq.cqu.com.        IN    A    64.222.199.123
olrkuvsf.cqu.com.        IN    A    249.39.34.40
bjuaptgf.cqu.com.        IN    A    51.32.155.223
gtmhqobd.cqu.com.        IN    A    90.134.249.64
hdfveknw.cqu.com.        IN    A    175.210.194.21
iyuensqh.cqu.com.        IN    A    124.157.90.207
gfmsjcuq.cqu.com.        IN    A    105.245.62.194
kofdrlys.cqu.com.        IN    A    87.71.181.245
xfmupdst.cqu.com.        IN    A    96.220.65.6
xigceays.cqu.com.        IN    A    128.163.230.148
mvilhunb.cqu.com.        IN    A    140.123.166.191
tynshqgd.cqu.com.        IN    A    22.236.118.56
kndxqgca.cqu.com.        IN    A    45.43.0.4
fgomnqir.cqu.com.        IN    A    173.193.64.233
bpmfndhe.cqu.com.        IN    A    234.251.29.186
eajvlhgc.cqu.com.        IN    A    185.114.14.213
sajkufbn.cqu.com.        IN    A    43.7.19.33
vpyebfhj.cqu.com.        IN    A    103.94.142.146
enghkrsa.cqu.com.        IN    A    147.232.28.70
nwgiaqhy.cqu.com.        IN    A    58.171.86.144
lpsjyrvn.cqu.com.        IN    A    188.236.151.24
