www.xmu.com. 	14400	IN	SOA	ns1.www.xmu.com. james.xmu.edu. 19122302 14400 3600 2419200 14400
www.xmu.com.		    IN	NS ns1.www.xmu.com.
iqdbujog.www.xmu.com.    IN    A    200.23.3.25
kygtiauq.www.xmu.com.    IN    A    130.163.222.15
hcbyqasj.www.xmu.com.    IN    A    52.55.207.219
urngjpdw.www.xmu.com.    IN    A    155.114.129.60
wkjsqdpv.www.xmu.com.    IN    A    207.164.164.110
efkatbni.www.xmu.com.    IN    A    103.60.86.112
mcpxisyq.www.xmu.com.    IN    A    164.222.156.192
vbnicxdo.www.xmu.com.    IN    A    44.116.187.23
mtoexdih.www.xmu.com.    IN    A    229.78.147.176
aflsogxw.www.xmu.com.    IN    A    39.48.73.74
rawbvckl.www.xmu.com.    IN    A    145.138.99.12
bcgwfeyq.www.xmu.com.    IN    A    39.129.206.72
qnslchxv.www.xmu.com.    IN    A    243.77.119.143
hjmarbve.www.xmu.com.    IN    A    109.75.240.203
lrwxchty.www.xmu.com.    IN    A    143.223.71.218
kcyndaep.www.xmu.com.    IN    A    62.82.44.229
kbxgsoca.www.xmu.com.    IN    A    88.201.71.230
jhsaedmu.www.xmu.com.    IN    A    161.207.97.164
kyljwxbu.www.xmu.com.    IN    A    160.202.12.49
acshrbjn.www.xmu.com.    IN    A    209.129.119.239
wpkradyl.www.xmu.com.    IN    A    158.171.39.141
ekymcaql.www.xmu.com.    IN    A    12.251.78.100
caivdfho.www.xmu.com.    IN    A    136.124.163.13
lfbxsemy.www.xmu.com.    IN    A    147.57.223.104
oeichyav.www.xmu.com.    IN    A    74.129.30.121
cgldarmi.www.xmu.com.    IN    A    184.105.16.86
gtpbekyo.www.xmu.com.    IN    A    108.80.238.78
imfwutrv.www.xmu.com.    IN    A    246.32.243.86
cjfsvtyo.www.xmu.com.    IN    A    126.242.213.19
pekjsqwv.www.xmu.com.    IN    A    222.231.15.25
dushtcjq.www.xmu.com.    IN    A    70.92.247.50
ejwsdxiy.www.xmu.com.    IN    A    115.242.235.252
ftebionr.www.xmu.com.    IN    A    153.244.46.248
prnfwcba.www.xmu.com.    IN    A    181.24.182.208
psloxirv.www.xmu.com.    IN    A    55.51.119.146
kgrcejib.www.xmu.com.    IN    A    73.121.111.13
yqnbfgja.www.xmu.com.    IN    A    12.97.41.0
pgmywslv.www.xmu.com.    IN    A    249.182.100.156
smpynujw.www.xmu.com.    IN    A    7.68.233.49
bphcnmgf.www.xmu.com.    IN    A    12.200.76.216
usihaexd.www.xmu.com.    IN    A    229.24.152.151
oedlpbgv.www.xmu.com.    IN    A    85.153.8.149
weldkgnb.www.xmu.com.    IN    A    157.113.67.251
mhopibdr.www.xmu.com.    IN    A    15.227.243.92
agrnvqxb.www.xmu.com.    IN    A    9.251.38.233
csqbamri.www.xmu.com.    IN    A    40.188.154.52
gxeyfdhs.www.xmu.com.    IN    A    106.124.71.220
grpqfbcy.www.xmu.com.    IN    A    181.169.188.31
ycrohtlx.www.xmu.com.    IN    A    34.77.62.41
igfhjyvw.www.xmu.com.    IN    A    154.248.91.243
etuafdxr.www.xmu.com.    IN    A    75.106.98.7
qiabfyjw.www.xmu.com.    IN    A    215.70.18.201
fldhkxva.www.xmu.com.    IN    A    119.204.237.58
vbfolnsq.www.xmu.com.    IN    A    239.12.55.124
fhesmbyo.www.xmu.com.    IN    A    254.138.143.15
ctybrpei.www.xmu.com.    IN    A    118.2.97.224
rclmdtgu.www.xmu.com.    IN    A    24.5.236.198
xludsqvi.www.xmu.com.    IN    A    242.106.216.76
otskmlgq.www.xmu.com.    IN    A    188.200.221.102
thcnwfog.www.xmu.com.    IN    A    198.174.233.142
qrmjcnik.www.xmu.com.    IN    A    128.169.14.236
vfhkdwbl.www.xmu.com.    IN    A    181.89.173.96
tvyclodk.www.xmu.com.    IN    A    81.22.208.22
ijculhmx.www.xmu.com.    IN    A    69.33.111.221
ylfvsnot.www.xmu.com.    IN    A    247.144.60.77
jinhqaeg.www.xmu.com.    IN    A    130.183.70.185
pcqilgbx.www.xmu.com.    IN    A    177.70.63.95
eclvbxwd.www.xmu.com.    IN    A    81.134.3.207
iojyeksr.www.xmu.com.    IN    A    165.236.56.12
acbifrgn.www.xmu.com.    IN    A    112.122.64.134
bmlwvcrn.www.xmu.com.    IN    A    112.41.66.109
vfqohbme.www.xmu.com.    IN    A    242.9.3.236
wayxrhej.www.xmu.com.    IN    A    219.7.85.235
mhjifosn.www.xmu.com.    IN    A    56.253.46.179
cxbjfunh.www.xmu.com.    IN    A    246.57.97.158
gtiyhnmp.www.xmu.com.    IN    A    206.188.29.25
pqnyelri.www.xmu.com.    IN    A    244.116.171.87
rjixbqvo.www.xmu.com.    IN    A    140.199.248.123
qsplevta.www.xmu.com.    IN    A    175.210.119.109
bgdeiphy.www.xmu.com.    IN    A    236.242.93.34
ymacidsh.www.xmu.com.    IN    A    253.146.105.164
ecdkaxpq.www.xmu.com.    IN    A    46.211.233.114
gxonphae.www.xmu.com.    IN    A    223.126.11.84
swqkaiyl.www.xmu.com.    IN    A    207.170.9.173
jgpsxykq.www.xmu.com.    IN    A    128.209.155.194
xfnsahle.www.xmu.com.    IN    A    135.66.250.101
lwpekqbu.www.xmu.com.    IN    A    95.53.50.240
gbsoqcye.www.xmu.com.    IN    A    163.175.20.187
hdfgeckr.www.xmu.com.    IN    A    150.77.223.105
ebvtnmjp.www.xmu.com.    IN    A    111.0.60.168
rkibyogp.www.xmu.com.    IN    A    231.123.186.131
lgcoynst.www.xmu.com.    IN    A    60.193.241.55
cgomjhlb.www.xmu.com.    IN    A    212.250.44.105
psvqiyhj.www.xmu.com.    IN    A    228.60.50.136
pfwilmgy.www.xmu.com.    IN    A    31.191.1.86
xpyiajug.www.xmu.com.    IN    A    46.234.124.238
jypwuxaq.www.xmu.com.    IN    A    237.160.146.202
wtkbdvsm.www.xmu.com.    IN    A    86.177.157.184
yajuhoqk.www.xmu.com.    IN    A    40.73.11.139
clavefsx.www.xmu.com.    IN    A    116.1.86.212
cgkulfjy.www.xmu.com.    IN    A    135.146.65.24
kulrxfmv.www.xmu.com.    IN    A    153.254.130.187
xpbvegrf.www.xmu.com.    IN    A    160.223.20.223
eijqscou.www.xmu.com.    IN    A    199.158.184.1
rlhinfud.www.xmu.com.    IN    A    119.35.16.115
sjoxwalq.www.xmu.com.    IN    A    96.61.55.173
sqcibtdg.www.xmu.com.    IN    A    163.226.248.41
fwoyrqvs.www.xmu.com.    IN    A    147.216.81.91
vschfyim.www.xmu.com.    IN    A    37.40.166.55
aprjludx.www.xmu.com.    IN    A    38.114.221.186
kjpogrnt.www.xmu.com.    IN    A    216.218.89.250
qnwigdlu.www.xmu.com.    IN    A    1.162.187.77
qvopjhml.www.xmu.com.    IN    A    175.133.10.174
urkhmgyc.www.xmu.com.    IN    A    102.154.39.22
lpygounk.www.xmu.com.    IN    A    255.37.36.132
bfpqxkrt.www.xmu.com.    IN    A    138.209.150.18
gtjvuhpn.www.xmu.com.    IN    A    42.214.11.128
hfryvlng.www.xmu.com.    IN    A    118.81.16.116
cwmuygob.www.xmu.com.    IN    A    61.211.67.201
fbauiwtd.www.xmu.com.    IN    A    10.116.58.178
gqohcdkn.www.xmu.com.    IN    A    80.200.126.75
poijsnlh.www.xmu.com.    IN    A    89.196.95.149
qmskatow.www.xmu.com.    IN    A    89.152.138.209
iponhkts.www.xmu.com.    IN    A    94.123.64.123
emqtwyhf.www.xmu.com.    IN    A    251.206.165.152
fblikdxu.www.xmu.com.    IN    A    82.123.210.206
ghamniqd.www.xmu.com.    IN    A    126.231.25.176
nrjqfyub.www.xmu.com.    IN    A    112.231.130.67
ljexwmvs.www.xmu.com.    IN    A    48.49.1.57
hvswqmgy.www.xmu.com.    IN    A    219.22.160.57
mnufojgt.www.xmu.com.    IN    A    194.7.113.247
klvxjsqw.www.xmu.com.    IN    A    63.224.246.31
cbxodtfj.www.xmu.com.    IN    A    135.142.198.46
rephvwaf.www.xmu.com.    IN    A    46.105.11.97
geakxlmc.www.xmu.com.    IN    A    44.6.13.195
gurpaxeh.www.xmu.com.    IN    A    1.253.134.202
ucdimepx.www.xmu.com.    IN    A    47.202.57.160
vqeswdkc.www.xmu.com.    IN    A    86.254.234.123
crqgjltv.www.xmu.com.    IN    A    90.89.235.98
konqxucl.www.xmu.com.    IN    A    23.248.214.126
yrlswkta.www.xmu.com.    IN    A    112.58.227.52
gatuwxkq.www.xmu.com.    IN    A    153.31.135.141
ocedrpvf.www.xmu.com.    IN    A    137.238.18.207
jnigbrop.www.xmu.com.    IN    A    5.120.255.22
dwecksbl.www.xmu.com.    IN    A    52.109.165.171
dfknmlso.www.xmu.com.    IN    A    44.75.167.133
ktjrqago.www.xmu.com.    IN    A    12.229.64.20
dhoauxew.www.xmu.com.    IN    A    65.31.38.87
eygumcdr.www.xmu.com.    IN    A    65.127.144.250
tyrespwn.www.xmu.com.    IN    A    239.111.26.26
wagmktsv.www.xmu.com.    IN    A    248.3.79.69
dgyokrfc.www.xmu.com.    IN    A    150.183.27.186
xfeljisb.www.xmu.com.    IN    A    93.160.119.39
kwxpsvoh.www.xmu.com.    IN    A    42.41.55.211
rglewysh.www.xmu.com.    IN    A    207.119.168.140
txlwgdun.www.xmu.com.    IN    A    218.79.36.187
fjqvgihl.www.xmu.com.    IN    A    70.29.18.128
fxokilay.www.xmu.com.    IN    A    138.69.2.63
tokunbqi.www.xmu.com.    IN    A    64.101.222.139
phyxqkio.www.xmu.com.    IN    A    43.233.24.167
nbcvgytw.www.xmu.com.    IN    A    224.7.55.234
osnfirjc.www.xmu.com.    IN    A    63.57.41.5
kduhpfsa.www.xmu.com.    IN    A    245.144.19.109
tavdbmsx.www.xmu.com.    IN    A    128.107.243.74
qhoigntl.www.xmu.com.    IN    A    3.152.252.158
yaqbwkix.www.xmu.com.    IN    A    1.11.137.20
tjdfbyse.www.xmu.com.    IN    A    128.18.122.2
tjqgkdue.www.xmu.com.    IN    A    228.180.135.31
ndqutxmo.www.xmu.com.    IN    A    162.139.55.206
lfwbtyxk.www.xmu.com.    IN    A    154.90.93.243
cnafxtov.www.xmu.com.    IN    A    131.45.146.86
lysxnbtg.www.xmu.com.    IN    A    231.95.154.41
pecxdktm.www.xmu.com.    IN    A    130.62.209.135
adyxjkto.www.xmu.com.    IN    A    204.158.181.64
ldtnkigs.www.xmu.com.    IN    A    223.10.64.69
nhmxclef.www.xmu.com.    IN    A    151.14.242.68
dqicyvhg.www.xmu.com.    IN    A    117.163.196.219
dpjmlbwg.www.xmu.com.    IN    A    45.192.217.84
orstqbfc.www.xmu.com.    IN    A    169.180.108.146
ptvegsmn.www.xmu.com.    IN    A    220.196.121.110
ecjronph.www.xmu.com.    IN    A    174.249.224.43
fsovnmad.www.xmu.com.    IN    A    239.121.72.3
mctkxgsf.www.xmu.com.    IN    A    90.171.216.243
ufjhrvik.www.xmu.com.    IN    A    171.229.177.248
kgpqenwx.www.xmu.com.    IN    A    247.153.47.34
xnhcjiem.www.xmu.com.    IN    A    33.16.36.194
dqrlcfwn.www.xmu.com.    IN    A    202.206.108.240
ciehxbga.www.xmu.com.    IN    A    57.116.250.153
ykvltscr.www.xmu.com.    IN    A    82.60.80.86
dqrcohsk.www.xmu.com.    IN    A    139.141.163.1
ndofmuyr.www.xmu.com.    IN    A    76.196.49.73
btoufvem.www.xmu.com.    IN    A    167.49.9.21
cofjkiuq.www.xmu.com.    IN    A    52.129.104.207
qtbhvoek.www.xmu.com.    IN    A    20.21.34.162
xlrdopte.www.xmu.com.    IN    A    48.106.55.197
nqmogeta.www.xmu.com.    IN    A    228.115.235.81
tcaxhjsy.www.xmu.com.    IN    A    179.54.183.135
strdguaf.www.xmu.com.    IN    A    249.173.199.199
irktgxjh.www.xmu.com.    IN    A    226.110.194.112
ursmjvoc.www.xmu.com.    IN    A    133.162.11.191
nslqumhj.www.xmu.com.    IN    A    131.77.164.100
qkemltbo.www.xmu.com.    IN    A    105.214.116.161
qpjmnlts.www.xmu.com.    IN    A    99.104.65.37
kbtyjums.www.xmu.com.    IN    A    144.108.249.63
gfuqevhk.www.xmu.com.    IN    A    70.178.79.168
lqmnbacr.www.xmu.com.    IN    A    174.134.149.94
roysplug.www.xmu.com.    IN    A    8.135.37.47
vcdetiau.www.xmu.com.    IN    A    90.250.89.39
drwbftav.www.xmu.com.    IN    A    236.9.180.5
efcoxrvn.www.xmu.com.    IN    A    112.126.41.184
wrkyiuqt.www.xmu.com.    IN    A    250.181.228.187
gmxfievb.www.xmu.com.    IN    A    245.137.39.26
tdxmsfor.www.xmu.com.    IN    A    25.107.35.125
omlwfbkj.www.xmu.com.    IN    A    155.123.162.200
cdmjelnq.www.xmu.com.    IN    A    107.73.118.161
bprtgsli.www.xmu.com.    IN    A    148.49.20.206
sjeptwio.www.xmu.com.    IN    A    61.4.216.118
xyofuram.www.xmu.com.    IN    A    205.197.41.48
ehsbrojl.www.xmu.com.    IN    A    5.39.28.112
oraemswn.www.xmu.com.    IN    A    114.249.140.215
jugetpli.www.xmu.com.    IN    A    190.204.124.242
gbkxwifd.www.xmu.com.    IN    A    152.55.45.221
mxdkyqbc.www.xmu.com.    IN    A    208.43.123.216
wmydktlo.www.xmu.com.    IN    A    223.37.208.135
pmjwxrin.www.xmu.com.    IN    A    171.155.222.1
rvpjhwdm.www.xmu.com.    IN    A    174.206.166.98
gqwpmoyj.www.xmu.com.    IN    A    15.36.71.133
fctdlkhi.www.xmu.com.    IN    A    132.74.135.22
pjlvrobw.www.xmu.com.    IN    A    232.251.119.173
hoxpkitm.www.xmu.com.    IN    A    21.126.184.87
vkipnrhe.www.xmu.com.    IN    A    60.123.100.2
efkqsltj.www.xmu.com.    IN    A    138.107.125.40
cfmjpusd.www.xmu.com.    IN    A    203.106.135.237
ykxwbvni.www.xmu.com.    IN    A    121.138.2.232
tcapfhqk.www.xmu.com.    IN    A    210.88.152.80
sjgqrbne.www.xmu.com.    IN    A    214.162.10.71
prdlaonm.www.xmu.com.    IN    A    15.13.108.73
yglktruc.www.xmu.com.    IN    A    102.168.6.204
bnfqmlyv.www.xmu.com.    IN    A    60.139.129.35
fejvchuq.www.xmu.com.    IN    A    119.185.224.31
fkqltjpi.www.xmu.com.    IN    A    194.223.231.133
ypgxvnuw.www.xmu.com.    IN    A    76.241.65.79
sgdukbhx.www.xmu.com.    IN    A    71.37.58.63
xnoaveuw.www.xmu.com.    IN    A    159.231.216.172
ewqryuvk.www.xmu.com.    IN    A    62.191.1.6
yerlbnxj.www.xmu.com.    IN    A    108.239.222.208
yavqcnem.www.xmu.com.    IN    A    67.66.167.167
lcnyjpew.www.xmu.com.    IN    A    24.253.90.197
rheyikbl.www.xmu.com.    IN    A    154.172.40.152
mweqhjly.www.xmu.com.    IN    A    111.96.204.1
krlysenj.www.xmu.com.    IN    A    60.246.183.251
rpdeucmi.www.xmu.com.    IN    A    66.231.83.98
xrnckyvh.www.xmu.com.    IN    A    243.81.220.201
ltowuick.www.xmu.com.    IN    A    73.40.196.11
yuphltof.www.xmu.com.    IN    A    218.165.21.228
unwvrily.www.xmu.com.    IN    A    179.244.10.21
olpyajtm.www.xmu.com.    IN    A    253.72.208.175
sywpxbeq.www.xmu.com.    IN    A    55.36.10.229
ntfvqlyx.www.xmu.com.    IN    A    74.218.47.19
ugtqkbwo.www.xmu.com.    IN    A    83.156.115.152
wlmqeokp.www.xmu.com.    IN    A    149.237.59.22
mlnoqsfu.www.xmu.com.    IN    A    59.195.190.157
ioeurvhw.www.xmu.com.    IN    A    210.210.156.230
suqpdxhn.www.xmu.com.    IN    A    109.119.62.112
mscbhvpo.www.xmu.com.    IN    A    94.58.33.190
rkphmxva.www.xmu.com.    IN    A    80.46.49.215
qsjiyhau.www.xmu.com.    IN    A    190.105.94.242
vxobkphe.www.xmu.com.    IN    A    8.187.144.167
qyjfwipm.www.xmu.com.    IN    A    179.43.28.67
aluiqkxb.www.xmu.com.    IN    A    173.134.138.225
oalswuhg.www.xmu.com.    IN    A    176.76.7.60
gnswdhxi.www.xmu.com.    IN    A    61.40.0.45
vobacugx.www.xmu.com.    IN    A    54.80.18.35
hyqbdjfe.www.xmu.com.    IN    A    6.190.17.214
tvuonick.www.xmu.com.    IN    A    59.92.206.134
qmnfuaht.www.xmu.com.    IN    A    195.224.151.6
nwgpmlua.www.xmu.com.    IN    A    144.218.23.216
fdcqwjsg.www.xmu.com.    IN    A    18.212.112.119
dxpicjkq.www.xmu.com.    IN    A    62.153.220.39
vyrphlsm.www.xmu.com.    IN    A    186.20.206.246
baetgiou.www.xmu.com.    IN    A    173.72.42.161
twleqdus.www.xmu.com.    IN    A    167.130.13.123
mwfudlto.www.xmu.com.    IN    A    186.242.243.158
wnmcbleo.www.xmu.com.    IN    A    232.128.117.137
ajsxnvuk.www.xmu.com.    IN    A    239.226.29.199
donuksya.www.xmu.com.    IN    A    105.173.103.38
tpnoabmi.www.xmu.com.    IN    A    27.65.39.113
tdqrhcni.www.xmu.com.    IN    A    53.124.250.235
lvkqacpu.www.xmu.com.    IN    A    225.109.127.192
clhbrqpw.www.xmu.com.    IN    A    191.183.251.83
ylbjdrut.www.xmu.com.    IN    A    250.154.131.7
jihqtxeu.www.xmu.com.    IN    A    89.83.174.237
techqwaf.www.xmu.com.    IN    A    114.42.230.35
ebkarfiq.www.xmu.com.    IN    A    116.239.191.42
atlrjpgo.www.xmu.com.    IN    A    61.163.32.82
plxjsoyd.www.xmu.com.    IN    A    236.95.3.150
hkigartx.www.xmu.com.    IN    A    207.86.155.12
lkpjnbgc.www.xmu.com.    IN    A    15.96.182.132
hvlgiqow.www.xmu.com.    IN    A    198.159.111.189
pjsdgltx.www.xmu.com.    IN    A    117.177.237.225
tevspwal.www.xmu.com.    IN    A    171.187.141.196
wvhpqyui.www.xmu.com.    IN    A    195.182.99.94
rfypknqj.www.xmu.com.    IN    A    54.190.221.84
rmeydiof.www.xmu.com.    IN    A    112.17.158.191
fonycked.www.xmu.com.    IN    A    76.68.61.95
evbpkimr.www.xmu.com.    IN    A    141.6.170.183
aqptlbdh.www.xmu.com.    IN    A    15.153.251.156
nxqpkdor.www.xmu.com.    IN    A    255.42.170.158
vmxtergw.www.xmu.com.    IN    A    254.14.208.33
mysjlrxc.www.xmu.com.    IN    A    111.68.187.32
ojhtcaiw.www.xmu.com.    IN    A    157.8.19.239
axrphnct.www.xmu.com.    IN    A    66.3.42.110
jywntsxk.www.xmu.com.    IN    A    252.35.38.36
dsxcmeoq.www.xmu.com.    IN    A    51.2.14.164
nflsgkjo.www.xmu.com.    IN    A    177.115.141.47
fbkgiqur.www.xmu.com.    IN    A    207.239.159.28
stvwyglo.www.xmu.com.    IN    A    197.70.165.68
iwpchtau.www.xmu.com.    IN    A    239.5.17.9
myakvxbt.www.xmu.com.    IN    A    26.252.164.157
cxrqjpin.www.xmu.com.    IN    A    122.157.248.21
jingsaqo.www.xmu.com.    IN    A    3.74.178.18
liakysdc.www.xmu.com.    IN    A    225.91.169.115
egxcldru.www.xmu.com.    IN    A    149.191.154.161
oeatdwvl.www.xmu.com.    IN    A    156.86.101.116
pfscvaoi.www.xmu.com.    IN    A    125.110.247.82
botkpaqd.www.xmu.com.    IN    A    232.97.47.106
mixpcrnt.www.xmu.com.    IN    A    231.152.255.48
einxupwr.www.xmu.com.    IN    A    216.109.74.14
nylikjxc.www.xmu.com.    IN    A    207.23.6.30
cbqtodlx.www.xmu.com.    IN    A    1.106.49.175
yncgipdj.www.xmu.com.    IN    A    33.92.240.68
jweqchkl.www.xmu.com.    IN    A    99.52.70.165
haetmfcw.www.xmu.com.    IN    A    124.160.68.49
ukdtnvjc.www.xmu.com.    IN    A    201.201.11.255
tnysvlhc.www.xmu.com.    IN    A    105.1.194.193
dctjybix.www.xmu.com.    IN    A    19.203.200.183
wkiuqdhs.www.xmu.com.    IN    A    28.81.231.236
onypsxri.www.xmu.com.    IN    A    224.244.105.36
igtmxyds.www.xmu.com.    IN    A    211.61.174.67
icqfxyut.www.xmu.com.    IN    A    144.65.94.255
hbyovmkw.www.xmu.com.    IN    A    225.191.122.57
unhoqaje.www.xmu.com.    IN    A    133.138.213.156
qrnoxsed.www.xmu.com.    IN    A    199.27.195.159
dxukgabe.www.xmu.com.    IN    A    187.130.84.102
twgapnuf.www.xmu.com.    IN    A    131.230.104.38
bswoklhi.www.xmu.com.    IN    A    122.31.195.252
dhipkamg.www.xmu.com.    IN    A    26.213.141.224
tjmsbqrv.www.xmu.com.    IN    A    242.244.191.141
hlrwdeqv.www.xmu.com.    IN    A    84.81.249.224
ohxqilad.www.xmu.com.    IN    A    81.238.145.244
itcvgbnd.www.xmu.com.    IN    A    149.26.241.22
tijnqxyp.www.xmu.com.    IN    A    117.130.43.86
pjualdqv.www.xmu.com.    IN    A    116.103.206.93
puxtqoec.www.xmu.com.    IN    A    172.5.173.35
rxncplbg.www.xmu.com.    IN    A    198.220.90.90
twhaiygb.www.xmu.com.    IN    A    54.218.252.237
nompygtc.www.xmu.com.    IN    A    170.148.48.141
svdgfxyk.www.xmu.com.    IN    A    66.166.137.61
vglwkans.www.xmu.com.    IN    A    70.243.101.1
nvoicbyk.www.xmu.com.    IN    A    142.129.217.148
etcoaklb.www.xmu.com.    IN    A    103.128.124.184
dygjluvx.www.xmu.com.    IN    A    173.222.53.24
niqosvfd.www.xmu.com.    IN    A    13.252.210.112
utdkrefa.www.xmu.com.    IN    A    11.175.241.182
altbkoxi.www.xmu.com.    IN    A    66.193.48.193
hoelfnmb.www.xmu.com.    IN    A    62.169.98.175
ytlvrfnm.www.xmu.com.    IN    A    239.113.194.252
nqvxeaui.www.xmu.com.    IN    A    177.222.10.25
ytpqgrxl.www.xmu.com.    IN    A    145.98.199.55
axdyfunw.www.xmu.com.    IN    A    23.90.95.63
ovfhyjgk.www.xmu.com.    IN    A    247.171.71.249
teyndfjs.www.xmu.com.    IN    A    68.195.189.81
hlkwjfnv.www.xmu.com.    IN    A    126.14.140.73
bakqloiw.www.xmu.com.    IN    A    155.239.219.208
auyfktwi.www.xmu.com.    IN    A    249.101.251.66
nxmribdy.www.xmu.com.    IN    A    30.222.244.101
jhkxfyvl.www.xmu.com.    IN    A    186.126.86.105
hrnsiwdk.www.xmu.com.    IN    A    206.214.139.118
rfkxqule.www.xmu.com.    IN    A    67.171.73.194
tnquyloa.www.xmu.com.    IN    A    178.148.204.241
qjngstbw.www.xmu.com.    IN    A    212.234.67.101
glinrhjy.www.xmu.com.    IN    A    206.204.31.52
mdgvspqj.www.xmu.com.    IN    A    227.136.155.199
xmpjeiby.www.xmu.com.    IN    A    112.200.101.34
cplsmnfg.www.xmu.com.    IN    A    162.200.6.241
fnhgyaut.www.xmu.com.    IN    A    255.132.112.21
lwqdaocr.www.xmu.com.    IN    A    230.225.61.53
oefjnlhv.www.xmu.com.    IN    A    5.103.59.150
wvifqtjg.www.xmu.com.    IN    A    42.192.16.75
fegnqpod.www.xmu.com.    IN    A    254.42.80.92
dwneqajm.www.xmu.com.    IN    A    132.52.87.11
pcqwhmyb.www.xmu.com.    IN    A    17.159.118.6
kcdetljo.www.xmu.com.    IN    A    122.252.23.133
wefiqkrn.www.xmu.com.    IN    A    57.75.104.58
eiwpbknr.www.xmu.com.    IN    A    142.233.150.77
wrkfuoxg.www.xmu.com.    IN    A    70.229.1.253
rekbqvwo.www.xmu.com.    IN    A    187.55.164.81
acdfxqby.www.xmu.com.    IN    A    99.113.42.131
psntgelb.www.xmu.com.    IN    A    180.183.3.135
fhcogvup.www.xmu.com.    IN    A    99.227.199.171
gfmuqcoi.www.xmu.com.    IN    A    184.79.87.72
eglsdicq.www.xmu.com.    IN    A    144.216.191.100
ktdwaiuv.www.xmu.com.    IN    A    106.194.159.70
gyefvuoi.www.xmu.com.    IN    A    25.100.99.80
vyoljhag.www.xmu.com.    IN    A    168.160.192.98
upkfnisr.www.xmu.com.    IN    A    22.1.85.166
tnoqabhw.www.xmu.com.    IN    A    78.78.26.221
lmjtqxuf.www.xmu.com.    IN    A    56.27.192.97
pqevurbo.www.xmu.com.    IN    A    67.133.140.160
gcodjume.www.xmu.com.    IN    A    12.49.31.206
qbtpxohs.www.xmu.com.    IN    A    13.198.207.244
todbghiy.www.xmu.com.    IN    A    52.239.128.90
toikmura.www.xmu.com.    IN    A    13.40.83.148
glyotfcm.www.xmu.com.    IN    A    194.173.6.71
langsfbt.www.xmu.com.    IN    A    93.205.100.172
maqijndv.www.xmu.com.    IN    A    111.250.162.180
efoaibhj.www.xmu.com.    IN    A    208.75.125.80
qlrysjgp.www.xmu.com.    IN    A    165.4.66.138
orwfduyj.www.xmu.com.    IN    A    90.185.153.200
xmciadre.www.xmu.com.    IN    A    211.223.204.168
outresgp.www.xmu.com.    IN    A    83.15.65.55
lbchvyqe.www.xmu.com.    IN    A    180.233.151.61
rlymbxui.www.xmu.com.    IN    A    117.161.165.31
qtymbfws.www.xmu.com.    IN    A    213.228.139.162
wnmqrxds.www.xmu.com.    IN    A    156.17.45.55
