; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR tju.com. @ns2.tju.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.tju.com. james.tju.edu. 19122302 14400 3600 2419200 14400
tju.com.			      14400 IN NS	ns1.tju.com.
ns1.tju.com.			      14400 IN A	10.166.21.13

www.tju.com.		      14400 IN NS	ns1.www.tju.com.
ns1.www.tju.com.		      14400 IN A		10.166.21.14

science.tju.com.		      14400 IN NS	ns1.science.tju.com.
ns1.science.tju.com.		      14400 IN A		10.166.21.15

arch.tju.com.		      14400 IN NS	ns1.arch.tju.com.
ns1.arch.tju.com.		      14400 IN A		10.166.21.12

tju.com.			      14400 IN MX	10 archtp.tju.edu.
tju.com.			      14400 IN TXT	"v=spf1 a mx ~all"
eriysgov.tju.com.        IN    A    243.142.11.153
glwfirnp.tju.com.        IN    A    154.100.96.118
flvcrthp.tju.com.        IN    A    180.83.11.61
axvcksep.tju.com.        IN    A    41.196.236.224
ovlgxjma.tju.com.        IN    A    93.115.129.235
uvhfmltd.tju.com.        IN    A    247.117.230.3
wyarsoum.tju.com.        IN    A    176.96.142.164
yudmlrhw.tju.com.        IN    A    240.216.84.26
owiktxfe.tju.com.        IN    A    38.192.26.118
hfbmlpac.tju.com.        IN    A    148.217.51.181
fgseulbo.tju.com.        IN    A    25.88.79.11
vrlmieou.tju.com.        IN    A    82.221.244.220
lojvwbhx.tju.com.        IN    A    243.10.102.247
xqahftvd.tju.com.        IN    A    242.110.116.175
uhcpwijr.tju.com.        IN    A    179.84.91.216
letrgsdc.tju.com.        IN    A    201.81.98.9
alguweht.tju.com.        IN    A    86.115.159.130
wmniyvlr.tju.com.        IN    A    141.41.52.165
jwlfmdga.tju.com.        IN    A    217.216.240.14
oebkjxtg.tju.com.        IN    A    56.108.109.251
tmxqlche.tju.com.        IN    A    185.232.2.174
sxhitcbg.tju.com.        IN    A    218.144.123.178
jiduaoek.tju.com.        IN    A    238.28.229.80
ojdpfsyl.tju.com.        IN    A    205.195.51.64
iqpldrtc.tju.com.        IN    A    76.236.209.193
djniwlgv.tju.com.        IN    A    115.97.224.52
vxbosjwh.tju.com.        IN    A    190.94.136.122
paghfedw.tju.com.        IN    A    227.136.204.0
iftbuepq.tju.com.        IN    A    67.182.137.34
gbdpjcmi.tju.com.        IN    A    238.165.13.28
esvodxbu.tju.com.        IN    A    74.125.96.130
sfdpqlbk.tju.com.        IN    A    197.126.205.207
ebvyfwur.tju.com.        IN    A    92.81.43.150
hgbotrvj.tju.com.        IN    A    248.9.249.252
laurfdcw.tju.com.        IN    A    240.161.77.198
jcdtxely.tju.com.        IN    A    178.212.158.45
nbkhyuav.tju.com.        IN    A    180.31.209.113
qoayumpn.tju.com.        IN    A    100.127.69.197
htoaqdbu.tju.com.        IN    A    221.218.194.7
nsdxlebf.tju.com.        IN    A    230.207.254.179
yilpkoqj.tju.com.        IN    A    133.245.37.166
agvxpfob.tju.com.        IN    A    136.83.176.172
fhmobryl.tju.com.        IN    A    0.194.29.209
lbovmpje.tju.com.        IN    A    101.101.31.30
wamtjyuq.tju.com.        IN    A    177.198.75.133
vxulgbtk.tju.com.        IN    A    254.80.69.6
eltndvbq.tju.com.        IN    A    223.171.65.60
fyavgoei.tju.com.        IN    A    40.211.54.156
nwivjfla.tju.com.        IN    A    151.121.0.25
vsgalrbk.tju.com.        IN    A    134.248.150.206
hqslyijf.tju.com.        IN    A    28.90.25.66
psfdarbh.tju.com.        IN    A    110.95.88.67
rqvegtwm.tju.com.        IN    A    8.111.115.233
oedflkpw.tju.com.        IN    A    23.121.18.220
toisnugl.tju.com.        IN    A    121.104.172.186
jgcotyar.tju.com.        IN    A    244.170.171.125
noewkxdq.tju.com.        IN    A    119.66.115.202
gweumvtj.tju.com.        IN    A    57.252.239.255
brnlpueg.tju.com.        IN    A    63.9.56.197
uvsjdpce.tju.com.        IN    A    94.13.138.95
rxtounqb.tju.com.        IN    A    153.21.56.234
einbmprf.tju.com.        IN    A    30.227.61.186
auogciyk.tju.com.        IN    A    194.57.139.232
snuvexkp.tju.com.        IN    A    70.93.62.213
pldhnfja.tju.com.        IN    A    78.103.201.56
tigqlsfy.tju.com.        IN    A    237.75.83.69
ibqfgeyj.tju.com.        IN    A    53.87.26.124
ieftrusd.tju.com.        IN    A    162.212.7.27
roylwbfd.tju.com.        IN    A    26.236.229.17
euonyfsd.tju.com.        IN    A    235.140.69.247
xsefqmpd.tju.com.        IN    A    87.197.117.82
uaitwoen.tju.com.        IN    A    187.220.49.124
purnkfsa.tju.com.        IN    A    67.136.253.118
jmqkgfbe.tju.com.        IN    A    242.106.24.9
ftlyxdsm.tju.com.        IN    A    41.156.21.98
iydlmwha.tju.com.        IN    A    49.246.30.18
ajukygqf.tju.com.        IN    A    148.58.14.98
yclqxfgv.tju.com.        IN    A    28.186.208.200
lcsyhugj.tju.com.        IN    A    114.134.73.15
nlegdujw.tju.com.        IN    A    250.7.73.243
kfxnbgtw.tju.com.        IN    A    193.221.245.182
wkbmvuca.tju.com.        IN    A    14.163.57.132
kihyfsuo.tju.com.        IN    A    88.215.233.20
uhmwbyfa.tju.com.        IN    A    105.6.125.112
rdmieqnk.tju.com.        IN    A    229.15.50.8
dsiwkavt.tju.com.        IN    A    151.207.164.136
hbxoiret.tju.com.        IN    A    47.226.158.36
apkvtycd.tju.com.        IN    A    175.18.112.51
euwimlyf.tju.com.        IN    A    118.16.152.75
anoprfdc.tju.com.        IN    A    70.109.189.226
dhpoxyfa.tju.com.        IN    A    239.6.183.161
xmvpsnjc.tju.com.        IN    A    185.3.74.199
ftbodsih.tju.com.        IN    A    37.151.101.60
cjxtuyqr.tju.com.        IN    A    160.14.49.52
spbietan.tju.com.        IN    A    81.151.80.130
jsepuqvd.tju.com.        IN    A    50.104.174.106
mgufdwel.tju.com.        IN    A    105.116.93.232
iybnpcdv.tju.com.        IN    A    25.161.66.57
mxhbguka.tju.com.        IN    A    242.150.84.42
wfykqgcs.tju.com.        IN    A    187.213.68.172
ysxmvbht.tju.com.        IN    A    101.66.92.96
esatmico.tju.com.        IN    A    128.1.251.232
jmckxulp.tju.com.        IN    A    44.166.252.19
duhbgmpr.tju.com.        IN    A    120.119.89.36
tqbpmgew.tju.com.        IN    A    31.98.53.248
kdxigmhs.tju.com.        IN    A    139.191.237.68
xyucaqrh.tju.com.        IN    A    64.102.13.128
wrxsajgo.tju.com.        IN    A    177.6.243.28
tjswnbdr.tju.com.        IN    A    194.238.132.172
janvrleo.tju.com.        IN    A    191.126.251.70
adybfxsc.tju.com.        IN    A    3.116.116.96
bheyrtfn.tju.com.        IN    A    245.90.129.39
jfskmcil.tju.com.        IN    A    64.240.54.73
vsoeijgl.tju.com.        IN    A    109.229.65.211
vtemjrxy.tju.com.        IN    A    102.188.32.9
ojqfyxck.tju.com.        IN    A    5.138.98.242
fjmcvewn.tju.com.        IN    A    61.36.187.43
iwmuynob.tju.com.        IN    A    129.53.181.100
hyjqiosx.tju.com.        IN    A    21.97.23.105
hvwseftu.tju.com.        IN    A    13.74.201.117
eiqxhabg.tju.com.        IN    A    32.104.104.112
xsumntlk.tju.com.        IN    A    219.131.218.41
optbkcal.tju.com.        IN    A    205.45.222.65
hwquspjx.tju.com.        IN    A    95.175.234.73
ebjrcgat.tju.com.        IN    A    243.57.186.75
umtrhaie.tju.com.        IN    A    200.197.108.66
kpnhydtc.tju.com.        IN    A    64.182.165.188
pxcaoesn.tju.com.        IN    A    98.126.48.43
cbmyhikr.tju.com.        IN    A    159.141.67.67
auyfgkvo.tju.com.        IN    A    246.206.111.214
ykqowugh.tju.com.        IN    A    84.203.86.12
dhnbjekf.tju.com.        IN    A    149.87.3.14
uoxnvjga.tju.com.        IN    A    184.164.249.100
elqbogsp.tju.com.        IN    A    133.29.33.201
ldoqmbtx.tju.com.        IN    A    9.188.215.64
rvwohyin.tju.com.        IN    A    44.65.12.150
qcfxhdjk.tju.com.        IN    A    154.62.114.204
tklhjxcd.tju.com.        IN    A    187.40.67.171
caohrxgd.tju.com.        IN    A    226.125.71.223
wrixnpsa.tju.com.        IN    A    167.23.103.18
hybwudxj.tju.com.        IN    A    161.172.168.98
kamqsdpj.tju.com.        IN    A    199.118.231.59
yhjnmola.tju.com.        IN    A    160.193.150.31
adbcgohj.tju.com.        IN    A    40.58.251.46
yxrfbgps.tju.com.        IN    A    194.52.39.126
roybipna.tju.com.        IN    A    10.245.233.46
udhkmsbq.tju.com.        IN    A    214.81.209.120
lkypvdrg.tju.com.        IN    A    252.75.249.78
dhkmvtro.tju.com.        IN    A    51.253.52.208
uicotjyk.tju.com.        IN    A    220.246.96.10
qryokgst.tju.com.        IN    A    250.228.7.174
badfsvyo.tju.com.        IN    A    77.23.165.223
qsofxurh.tju.com.        IN    A    71.205.227.53
cikmgslt.tju.com.        IN    A    249.147.178.211
urbslvph.tju.com.        IN    A    76.32.189.58
xfcajhsp.tju.com.        IN    A    118.135.252.94
ovjxtafl.tju.com.        IN    A    189.46.180.126
ntuerfyi.tju.com.        IN    A    184.123.200.207
egsmhbpq.tju.com.        IN    A    235.10.12.158
icsonhkj.tju.com.        IN    A    200.176.229.194
ewhkuvnj.tju.com.        IN    A    101.160.200.239
hlbfuryv.tju.com.        IN    A    169.213.41.166
kwsievbj.tju.com.        IN    A    213.213.67.233
qkgslmpo.tju.com.        IN    A    203.229.66.247
josbhmny.tju.com.        IN    A    211.91.49.226
ihjdkbnu.tju.com.        IN    A    169.0.82.180
xonshtum.tju.com.        IN    A    19.32.65.102
bwxlfgoq.tju.com.        IN    A    117.238.211.230
lbfsxvya.tju.com.        IN    A    78.173.149.132
ahjorsnx.tju.com.        IN    A    50.106.96.40
tsjyvlke.tju.com.        IN    A    170.27.92.46
habnrdmg.tju.com.        IN    A    30.82.88.199
htbrklvc.tju.com.        IN    A    51.194.23.39
lmrxavhs.tju.com.        IN    A    94.248.211.26
jkfudyme.tju.com.        IN    A    117.149.188.117
pnikfyms.tju.com.        IN    A    10.88.34.11
embahocr.tju.com.        IN    A    244.193.138.198
utefabvn.tju.com.        IN    A    242.48.57.104
csyuebvn.tju.com.        IN    A    207.181.95.171
kimyfaup.tju.com.        IN    A    99.35.109.90
jodenhyw.tju.com.        IN    A    52.96.66.155
qswrbjux.tju.com.        IN    A    217.63.42.133
lgqterma.tju.com.        IN    A    253.142.207.8
grdfvbxt.tju.com.        IN    A    150.29.56.191
wakengcf.tju.com.        IN    A    251.141.172.42
qxsryfgu.tju.com.        IN    A    79.194.165.166
wylboefq.tju.com.        IN    A    120.159.131.110
fqcutsmv.tju.com.        IN    A    16.146.46.198
uhxldyqo.tju.com.        IN    A    103.12.184.69
nrgwiesl.tju.com.        IN    A    156.103.215.93
gmoeidwl.tju.com.        IN    A    130.165.165.66
erncjktw.tju.com.        IN    A    62.252.191.15
orgwuqec.tju.com.        IN    A    252.251.160.8
bjwpmote.tju.com.        IN    A    84.231.162.79
cojuksea.tju.com.        IN    A    252.65.104.31
tpvxwayn.tju.com.        IN    A    31.155.190.104
lucbrdvs.tju.com.        IN    A    6.148.158.80
odjbvpwk.tju.com.        IN    A    181.63.96.185
kiajlrve.tju.com.        IN    A    233.183.154.166
ryepuxln.tju.com.        IN    A    60.124.236.204
aqodcrpn.tju.com.        IN    A    22.208.0.193
ihvdfysw.tju.com.        IN    A    178.126.89.131
pgwbatyl.tju.com.        IN    A    237.179.158.13
kphqotjc.tju.com.        IN    A    224.229.234.178
cafupknv.tju.com.        IN    A    63.232.55.190
ohmnasxe.tju.com.        IN    A    0.89.23.148
kdqxblpf.tju.com.        IN    A    171.254.137.244
mphgwxcl.tju.com.        IN    A    35.141.255.239
sdgouknf.tju.com.        IN    A    24.233.22.174
iebvhlwf.tju.com.        IN    A    6.69.72.209
rfkpmnaj.tju.com.        IN    A    214.181.145.90
copusqgb.tju.com.        IN    A    121.164.138.86
ecslxqyn.tju.com.        IN    A    106.179.82.15
jrqltvnw.tju.com.        IN    A    202.164.181.90
krupcmlv.tju.com.        IN    A    119.248.196.138
cajhyurn.tju.com.        IN    A    216.170.68.210
nstupydb.tju.com.        IN    A    225.68.175.107
jecmylvi.tju.com.        IN    A    136.127.149.3
mucnoqiy.tju.com.        IN    A    175.106.177.218
jpirvlnk.tju.com.        IN    A    210.215.88.238
trpheudn.tju.com.        IN    A    116.241.133.218
oenxuskc.tju.com.        IN    A    142.67.107.228
ytvlixsq.tju.com.        IN    A    179.43.104.163
vgrepwht.tju.com.        IN    A    197.8.6.244
tmjpncug.tju.com.        IN    A    26.44.229.139
qmhpdcbu.tju.com.        IN    A    2.133.207.186
lemyuajt.tju.com.        IN    A    60.205.204.195
tqncpgfd.tju.com.        IN    A    216.217.93.60
rmyjvtpo.tju.com.        IN    A    176.55.1.133
rhuxcwvd.tju.com.        IN    A    122.198.15.115
gdnjvrsf.tju.com.        IN    A    222.72.139.74
ivsuhxtc.tju.com.        IN    A    186.79.87.193
xnelmodq.tju.com.        IN    A    163.155.60.158
phekmdan.tju.com.        IN    A    255.247.5.223
nrsxblkv.tju.com.        IN    A    31.77.223.179
nlcpbuew.tju.com.        IN    A    163.225.199.162
muejisbk.tju.com.        IN    A    1.77.213.21
ywstujho.tju.com.        IN    A    77.86.108.47
qbnaryhe.tju.com.        IN    A    214.137.107.61
qfjigyhk.tju.com.        IN    A    13.240.20.227
nwtdovje.tju.com.        IN    A    10.173.178.192
ruepbqcs.tju.com.        IN    A    72.37.128.139
sdbcganm.tju.com.        IN    A    70.69.112.196
pwdljxem.tju.com.        IN    A    162.195.81.238
pxekrfuj.tju.com.        IN    A    146.3.23.100
iktmgprx.tju.com.        IN    A    185.243.192.131
blrfknem.tju.com.        IN    A    29.165.174.16
dphojfts.tju.com.        IN    A    97.0.196.242
aenqjpvs.tju.com.        IN    A    59.10.190.107
oayvfmsb.tju.com.        IN    A    106.232.20.29
tryhasfv.tju.com.        IN    A    67.83.242.130
oyhukjni.tju.com.        IN    A    75.149.182.135
jdxtinaq.tju.com.        IN    A    4.112.129.253
tndyekhf.tju.com.        IN    A    160.55.108.215
padqrlsm.tju.com.        IN    A    228.157.91.162
mnqobygf.tju.com.        IN    A    180.156.5.204
stngxkuv.tju.com.        IN    A    242.184.76.245
yrqksxbn.tju.com.        IN    A    159.161.253.114
rlsxjcam.tju.com.        IN    A    150.246.216.8
ldbmgnhi.tju.com.        IN    A    72.152.52.17
norisavf.tju.com.        IN    A    42.230.48.158
wspltrhy.tju.com.        IN    A    175.238.152.154
ecpbtsya.tju.com.        IN    A    52.131.226.28
ipajbnfe.tju.com.        IN    A    116.245.131.212
rshnymcb.tju.com.        IN    A    70.56.173.97
mhnjbtrp.tju.com.        IN    A    206.178.201.98
jgluxrim.tju.com.        IN    A    120.229.53.77
dcnaligf.tju.com.        IN    A    150.36.166.150
kwfxtyoa.tju.com.        IN    A    125.79.236.101
vyijgmdt.tju.com.        IN    A    255.250.209.223
uqtevapo.tju.com.        IN    A    44.76.140.193
oxwueipv.tju.com.        IN    A    127.24.4.3
anogsjuh.tju.com.        IN    A    117.64.207.126
lhbcmwfo.tju.com.        IN    A    107.205.113.106
fiuanxjq.tju.com.        IN    A    131.107.78.196
trdhgmcj.tju.com.        IN    A    26.54.213.122
lodgbwat.tju.com.        IN    A    5.101.53.156
eoqkfmld.tju.com.        IN    A    169.251.14.138
gvhwrfby.tju.com.        IN    A    153.251.13.36
bdmtsefu.tju.com.        IN    A    31.105.234.5
yebqalsx.tju.com.        IN    A    72.146.16.206
ahyktmvu.tju.com.        IN    A    172.114.202.58
njmcpvqs.tju.com.        IN    A    121.36.170.211
dcqhitao.tju.com.        IN    A    7.107.104.76
laxkjfdt.tju.com.        IN    A    63.77.189.124
khjtxase.tju.com.        IN    A    227.134.233.221
dtoqijfw.tju.com.        IN    A    79.132.130.197
bdcjvetf.tju.com.        IN    A    161.255.186.221
wluxmknd.tju.com.        IN    A    248.221.163.65
nrftkchp.tju.com.        IN    A    146.155.169.97
rcvdxpym.tju.com.        IN    A    174.32.6.146
fdqpgwon.tju.com.        IN    A    125.232.8.94
ahpbrodc.tju.com.        IN    A    59.40.157.103
anuekjyw.tju.com.        IN    A    110.147.42.160
cmlstbvg.tju.com.        IN    A    199.4.18.136
wyrqtclu.tju.com.        IN    A    208.221.117.253
pnesrcby.tju.com.        IN    A    219.213.183.226
sxoauctb.tju.com.        IN    A    143.226.127.218
vbuxklre.tju.com.        IN    A    226.43.194.227
vhjrlwin.tju.com.        IN    A    17.16.139.78
inmfxdcb.tju.com.        IN    A    106.217.109.95
ktnlgiua.tju.com.        IN    A    207.142.74.209
vuseqocb.tju.com.        IN    A    20.200.159.161
ycxrugis.tju.com.        IN    A    71.222.245.82
lgadmfnv.tju.com.        IN    A    176.142.250.232
ilgnxvmo.tju.com.        IN    A    250.191.144.183
jhriqnfk.tju.com.        IN    A    130.4.26.54
bdmynktp.tju.com.        IN    A    172.8.51.164
njyqdukh.tju.com.        IN    A    121.251.8.89
jtfaushk.tju.com.        IN    A    81.79.235.75
fjbcautv.tju.com.        IN    A    251.248.183.161
sygqedcf.tju.com.        IN    A    160.92.86.196
bsoetqrm.tju.com.        IN    A    8.18.43.243
udweyqcl.tju.com.        IN    A    187.137.18.195
kveauwml.tju.com.        IN    A    61.202.215.150
pmwixnbc.tju.com.        IN    A    118.231.66.80
cusdqkni.tju.com.        IN    A    7.11.39.135
cjnitfal.tju.com.        IN    A    61.118.76.196
pvmeknyx.tju.com.        IN    A    231.163.204.26
tdckelah.tju.com.        IN    A    156.22.30.65
ghldkuxt.tju.com.        IN    A    145.155.217.154
mhvdlqui.tju.com.        IN    A    13.55.35.98
clsvrefh.tju.com.        IN    A    0.55.131.60
nwtrbmjl.tju.com.        IN    A    21.24.125.237
yefnkgbi.tju.com.        IN    A    185.47.58.245
mhgfxsky.tju.com.        IN    A    251.4.162.122
qruytwoa.tju.com.        IN    A    179.26.146.50
vfdupeqn.tju.com.        IN    A    166.199.5.252
fuacihxb.tju.com.        IN    A    135.255.143.140
buhoyekg.tju.com.        IN    A    82.141.170.23
cugtxryv.tju.com.        IN    A    195.77.233.160
vcntopyb.tju.com.        IN    A    110.181.32.67
lfndaric.tju.com.        IN    A    4.39.18.165
dheilmpu.tju.com.        IN    A    45.233.124.120
njwcyter.tju.com.        IN    A    132.6.98.54
flqhitxc.tju.com.        IN    A    76.136.85.222
crykxqbi.tju.com.        IN    A    228.79.58.48
hobnvflr.tju.com.        IN    A    222.225.212.193
vdfxhjwe.tju.com.        IN    A    80.214.190.225
tcghnyds.tju.com.        IN    A    154.88.255.113
ftpaqgro.tju.com.        IN    A    255.98.176.183
qbvgaopl.tju.com.        IN    A    106.220.190.205
kvwmigcb.tju.com.        IN    A    122.89.144.201
fmhpidao.tju.com.        IN    A    150.177.243.10
qretmdxu.tju.com.        IN    A    74.134.110.7
epodvrif.tju.com.        IN    A    120.106.94.63
pbdheocf.tju.com.        IN    A    235.162.249.58
lwdvetog.tju.com.        IN    A    166.64.151.250
dicalhqx.tju.com.        IN    A    231.174.3.251
lgspfdrb.tju.com.        IN    A    144.53.54.34
hlrgedjk.tju.com.        IN    A    146.197.191.97
pkjvcnqf.tju.com.        IN    A    20.176.30.240
ivhkoylt.tju.com.        IN    A    64.76.186.169
pwdtmfrs.tju.com.        IN    A    207.61.129.120
jqhnfawu.tju.com.        IN    A    55.23.213.98
omcayrux.tju.com.        IN    A    232.62.127.35
majdkpgv.tju.com.        IN    A    81.227.54.5
ulywcqed.tju.com.        IN    A    215.49.235.152
vnclxkwf.tju.com.        IN    A    71.114.184.142
ijlgwmpy.tju.com.        IN    A    178.94.68.162
eslpvbgq.tju.com.        IN    A    129.181.217.211
exyrajtg.tju.com.        IN    A    160.49.159.122
gmpswqxv.tju.com.        IN    A    213.247.137.78
lmhcdxjt.tju.com.        IN    A    34.59.218.163
uwclapgs.tju.com.        IN    A    128.199.84.179
spghjxoe.tju.com.        IN    A    154.119.233.116
achrgdon.tju.com.        IN    A    135.36.192.221
qclyrgpd.tju.com.        IN    A    54.212.221.103
owfadxgk.tju.com.        IN    A    113.18.244.169
rhswaiuk.tju.com.        IN    A    242.188.160.30
xvqparwk.tju.com.        IN    A    36.14.239.34
digvfsbl.tju.com.        IN    A    162.49.128.245
fhbirgwa.tju.com.        IN    A    19.229.138.0
xjbksagn.tju.com.        IN    A    250.125.148.146
lrecfbkw.tju.com.        IN    A    241.45.163.214
cniswhpg.tju.com.        IN    A    135.177.156.24
djckxelg.tju.com.        IN    A    59.200.175.9
spnjiebt.tju.com.        IN    A    237.60.154.148
nslqkxgt.tju.com.        IN    A    72.154.133.208
euaohjni.tju.com.        IN    A    157.3.20.99
yrevfmpk.tju.com.        IN    A    240.10.108.134
havfmxqe.tju.com.        IN    A    114.113.85.195
