; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR shu.com. @ns2.shu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.shu.com. james.shu.edu. 19122302 14400 3600 2419200 14400
shu.com.			      14400 IN NS	ns1.shu.com.
ns1.shu.com.			      14400 IN A	10.166.21.15

www.shu.com.		      14400 IN NS	ns1.www.shu.com.
ns1.www.shu.com.		      14400 IN A		10.166.21.12

ai.shu.com.		      14400 IN NS	ns1.ai.shu.com.
ns1.ai.shu.com.		      14400 IN A		10.166.21.13

sociology.shu.com.		      14400 IN NS	ns1.sociology.shu.com.
ns1.sociology.shu.com.		      14400 IN A		10.166.21.14

shu.com.			      14400 IN MX	10 sociologytp.shu.edu.
shu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
jihpbtvl.shu.com.        IN    A    87.105.202.17
rpuygcqw.shu.com.        IN    A    168.131.160.214
ihtlyxdp.shu.com.        IN    A    116.56.189.13
ctelmjnq.shu.com.        IN    A    95.151.118.74
suheylqi.shu.com.        IN    A    166.229.162.247
ftpacwds.shu.com.        IN    A    138.125.208.229
lgcjyhdu.shu.com.        IN    A    4.222.176.156
cxmpjvuf.shu.com.        IN    A    212.165.33.155
mcjyrswh.shu.com.        IN    A    179.237.20.220
veptniju.shu.com.        IN    A    181.230.40.68
adutnowb.shu.com.        IN    A    204.91.28.85
yaebpimg.shu.com.        IN    A    68.19.172.158
vkwgiame.shu.com.        IN    A    112.41.52.149
nuqsefrw.shu.com.        IN    A    114.183.149.190
bwhsnkup.shu.com.        IN    A    86.7.199.159
xpjfmlrg.shu.com.        IN    A    122.50.62.198
kpjildxb.shu.com.        IN    A    55.86.157.193
qhxaurog.shu.com.        IN    A    189.152.20.161
uyxtgsqj.shu.com.        IN    A    107.241.131.26
cfnuoqsx.shu.com.        IN    A    109.63.248.45
nasehutd.shu.com.        IN    A    235.51.245.67
jinbfkvh.shu.com.        IN    A    123.99.56.219
eltcrgoa.shu.com.        IN    A    39.16.226.80
sjpictyk.shu.com.        IN    A    38.235.177.193
ljwbqecf.shu.com.        IN    A    84.3.153.118
xutsmcbg.shu.com.        IN    A    183.218.217.118
blfuvqjk.shu.com.        IN    A    159.102.116.33
kelopmar.shu.com.        IN    A    116.211.13.73
nysheuga.shu.com.        IN    A    239.172.240.223
xcalugdq.shu.com.        IN    A    113.81.225.145
sndqafui.shu.com.        IN    A    209.232.70.82
ygalkbti.shu.com.        IN    A    81.141.63.20
paodqlxh.shu.com.        IN    A    82.156.74.249
bepnmaxw.shu.com.        IN    A    88.67.247.194
lfwcdjpt.shu.com.        IN    A    243.54.104.31
gdkspjay.shu.com.        IN    A    188.21.107.145
ufeasdbq.shu.com.        IN    A    111.63.226.254
yexvutqj.shu.com.        IN    A    71.63.69.52
gemqkbdc.shu.com.        IN    A    25.101.64.174
wfucrjpt.shu.com.        IN    A    106.206.132.87
gxsrbnkt.shu.com.        IN    A    145.143.18.251
tnlsqvgd.shu.com.        IN    A    80.50.185.50
fbtigpau.shu.com.        IN    A    21.252.148.43
hkltdnqs.shu.com.        IN    A    143.106.2.132
agymqbfc.shu.com.        IN    A    2.11.96.141
dprqxhoy.shu.com.        IN    A    242.249.201.54
otwufehg.shu.com.        IN    A    20.130.113.219
gtunrkje.shu.com.        IN    A    46.254.205.208
pyxcvkit.shu.com.        IN    A    45.248.254.245
dsvufcpr.shu.com.        IN    A    39.197.37.6
ageofpcs.shu.com.        IN    A    90.30.201.211
yofjbqxs.shu.com.        IN    A    165.207.237.71
xqphlrws.shu.com.        IN    A    200.8.177.92
qhewojgs.shu.com.        IN    A    142.120.212.236
apulhxev.shu.com.        IN    A    21.96.12.141
dnmqckox.shu.com.        IN    A    33.63.117.128
idgptnso.shu.com.        IN    A    33.164.4.133
rybmdnoa.shu.com.        IN    A    206.229.78.56
ilpynmvd.shu.com.        IN    A    72.78.229.97
panebojr.shu.com.        IN    A    136.66.17.140
jwdxyang.shu.com.        IN    A    160.114.121.214
xfsueopt.shu.com.        IN    A    72.240.127.221
xbuiwhvq.shu.com.        IN    A    78.194.21.172
opqnfsju.shu.com.        IN    A    45.33.246.144
qjagxeco.shu.com.        IN    A    169.100.167.184
drphliob.shu.com.        IN    A    102.177.120.216
dhcswqgu.shu.com.        IN    A    202.63.157.119
lnvpdjaq.shu.com.        IN    A    144.197.10.44
uqmdwpio.shu.com.        IN    A    114.43.177.247
syelhfva.shu.com.        IN    A    1.169.135.50
dtrmunql.shu.com.        IN    A    255.212.135.125
gxlwrhuj.shu.com.        IN    A    188.9.204.35
okgynwre.shu.com.        IN    A    32.158.227.28
qpruyvef.shu.com.        IN    A    18.96.52.18
ocxrgdks.shu.com.        IN    A    90.22.5.190
lhgvoauj.shu.com.        IN    A    181.162.183.145
cluxdshb.shu.com.        IN    A    39.160.64.242
jronkewp.shu.com.        IN    A    197.117.124.82
kolndcgi.shu.com.        IN    A    115.83.181.145
olsfqxyb.shu.com.        IN    A    206.127.152.128
tyiuwjla.shu.com.        IN    A    198.247.228.176
vqaijncm.shu.com.        IN    A    54.0.246.125
qmlursci.shu.com.        IN    A    97.35.224.25
jcdaqbkh.shu.com.        IN    A    215.182.59.48
htikcrgx.shu.com.        IN    A    249.141.238.115
abhodyev.shu.com.        IN    A    56.120.181.213
irhtsevd.shu.com.        IN    A    97.99.251.204
qlxkbtfh.shu.com.        IN    A    23.222.173.124
davuocty.shu.com.        IN    A    96.130.149.248
udxcygof.shu.com.        IN    A    71.106.93.115
tswpvodk.shu.com.        IN    A    121.243.81.2
ysxaoieh.shu.com.        IN    A    118.251.205.159
ldacygrw.shu.com.        IN    A    147.55.91.197
umkyctjq.shu.com.        IN    A    95.236.119.172
silwkaqr.shu.com.        IN    A    28.144.8.126
skuhbpgv.shu.com.        IN    A    209.28.57.209
ltrxfdae.shu.com.        IN    A    19.205.254.148
akcrmdef.shu.com.        IN    A    237.240.130.195
nuymtbfh.shu.com.        IN    A    108.114.227.160
yswavopj.shu.com.        IN    A    13.18.115.13
jpmkqyht.shu.com.        IN    A    200.39.27.116
qwlmgafv.shu.com.        IN    A    231.31.237.40
ydhkaunb.shu.com.        IN    A    68.66.92.167
owbtypqi.shu.com.        IN    A    73.60.66.188
yawqfobg.shu.com.        IN    A    197.182.39.155
hcadvqrw.shu.com.        IN    A    63.232.114.137
wgneosft.shu.com.        IN    A    83.17.178.113
uswjqplx.shu.com.        IN    A    16.137.239.183
voatmkcn.shu.com.        IN    A    134.219.217.50
vbmtpush.shu.com.        IN    A    84.211.66.115
cbhodkfn.shu.com.        IN    A    25.235.103.59
jmlbxide.shu.com.        IN    A    200.255.169.149
rwhcftdq.shu.com.        IN    A    28.139.155.71
nwiytuje.shu.com.        IN    A    13.61.244.119
iwtqovxc.shu.com.        IN    A    22.177.52.9
kvupfgya.shu.com.        IN    A    68.251.144.134
mukyeadt.shu.com.        IN    A    165.238.116.173
veqrbfgy.shu.com.        IN    A    214.242.156.6
cqiojhvf.shu.com.        IN    A    220.202.138.244
ecsthxni.shu.com.        IN    A    4.244.212.230
bumexakv.shu.com.        IN    A    220.62.89.85
ilqjuaog.shu.com.        IN    A    153.201.8.160
dulxjnoh.shu.com.        IN    A    204.106.109.6
kdrqbxvj.shu.com.        IN    A    5.119.15.226
ohgcwdmy.shu.com.        IN    A    53.241.83.90
pdkwtyqm.shu.com.        IN    A    116.201.183.57
mgedocur.shu.com.        IN    A    66.240.233.158
xrpvdetk.shu.com.        IN    A    206.117.136.245
oqhbpidy.shu.com.        IN    A    115.195.22.41
espbkdxt.shu.com.        IN    A    130.230.13.237
jghpmbei.shu.com.        IN    A    115.51.165.238
kavjgpwr.shu.com.        IN    A    74.14.121.137
enordpti.shu.com.        IN    A    116.31.175.3
ydekwmuh.shu.com.        IN    A    226.205.153.81
gfbmheij.shu.com.        IN    A    7.248.70.38
nyaedxlw.shu.com.        IN    A    144.210.113.217
ivghnktw.shu.com.        IN    A    223.3.161.154
chygutfl.shu.com.        IN    A    18.187.206.255
fmkxnqca.shu.com.        IN    A    34.130.144.32
pymxdfwt.shu.com.        IN    A    49.137.203.212
ifjednrl.shu.com.        IN    A    152.32.159.228
otpicjng.shu.com.        IN    A    134.51.34.6
rktglcmn.shu.com.        IN    A    154.0.175.173
gstldbkp.shu.com.        IN    A    244.79.74.80
ntxdehaw.shu.com.        IN    A    130.240.143.148
wsmflxip.shu.com.        IN    A    216.3.235.41
ktcnqhpj.shu.com.        IN    A    152.195.167.159
mkjaihcb.shu.com.        IN    A    161.54.69.38
xrcdyhwn.shu.com.        IN    A    228.11.43.114
wgseqfum.shu.com.        IN    A    77.84.106.38
hpervuyg.shu.com.        IN    A    51.249.252.120
pnqkuywf.shu.com.        IN    A    86.78.249.210
vxqysckr.shu.com.        IN    A    157.101.212.185
dtpynfmr.shu.com.        IN    A    124.36.63.154
pnmktlfb.shu.com.        IN    A    245.102.152.20
ojiwuden.shu.com.        IN    A    231.91.92.128
folvaqwj.shu.com.        IN    A    234.100.10.86
cfrqpmiv.shu.com.        IN    A    234.120.20.186
flqmbukt.shu.com.        IN    A    138.195.101.187
gtncmyqd.shu.com.        IN    A    222.23.242.73
tmlnsafq.shu.com.        IN    A    230.150.70.101
ayiukvpj.shu.com.        IN    A    42.85.19.124
jmwcdnlo.shu.com.        IN    A    67.132.160.200
weyudgpa.shu.com.        IN    A    116.14.81.194
jmfviksy.shu.com.        IN    A    139.9.157.121
psjwbcit.shu.com.        IN    A    71.225.77.253
jgcspvkf.shu.com.        IN    A    81.88.127.81
qmauekhb.shu.com.        IN    A    208.147.227.245
tculswni.shu.com.        IN    A    113.179.144.22
dsxncuqg.shu.com.        IN    A    17.177.79.135
spmvekxl.shu.com.        IN    A    9.194.8.245
pfobeasn.shu.com.        IN    A    55.74.170.231
iskygjvr.shu.com.        IN    A    116.24.115.103
xybpnqwt.shu.com.        IN    A    28.168.180.245
tivljnah.shu.com.        IN    A    202.251.90.79
hpauocns.shu.com.        IN    A    177.237.247.156
ctqufwnr.shu.com.        IN    A    195.45.231.213
mowlucxd.shu.com.        IN    A    40.105.28.190
iecnwmyh.shu.com.        IN    A    190.238.173.231
dkbnflua.shu.com.        IN    A    104.246.55.117
kbysfanh.shu.com.        IN    A    200.101.89.56
bnwmykeu.shu.com.        IN    A    69.1.49.3
dlieshvc.shu.com.        IN    A    35.57.18.157
rsxwjpnf.shu.com.        IN    A    31.12.7.197
bqnjfgwh.shu.com.        IN    A    5.211.139.242
lnejxhqc.shu.com.        IN    A    96.88.54.150
xlficoue.shu.com.        IN    A    35.152.71.247
ptochuqj.shu.com.        IN    A    65.7.90.198
kuwxafns.shu.com.        IN    A    122.47.153.96
gyclwehn.shu.com.        IN    A    28.237.203.52
plhegqbx.shu.com.        IN    A    72.114.24.74
jfupqkny.shu.com.        IN    A    228.53.9.101
dampslwe.shu.com.        IN    A    242.156.122.72
ljatkyvh.shu.com.        IN    A    239.159.229.92
qnpyhslg.shu.com.        IN    A    2.20.128.158
xvbfhtcr.shu.com.        IN    A    98.147.100.181
tjspehar.shu.com.        IN    A    188.32.250.33
jwnqufac.shu.com.        IN    A    215.204.53.105
wvorgnud.shu.com.        IN    A    58.224.71.3
qpvnclox.shu.com.        IN    A    194.247.110.227
ruslwngq.shu.com.        IN    A    113.190.7.35
fcmywuot.shu.com.        IN    A    202.161.156.49
xyaqcvjp.shu.com.        IN    A    34.40.150.199
jwxcmdft.shu.com.        IN    A    1.247.153.141
kucrjawn.shu.com.        IN    A    151.222.202.110
egluftbo.shu.com.        IN    A    241.204.7.235
aposhflm.shu.com.        IN    A    23.136.92.73
cwnapxvh.shu.com.        IN    A    135.173.182.217
mvroqaht.shu.com.        IN    A    14.80.230.114
lnarfokd.shu.com.        IN    A    233.116.173.16
ltwnquri.shu.com.        IN    A    254.107.245.24
veqxysbd.shu.com.        IN    A    53.102.46.114
qcklewsb.shu.com.        IN    A    69.6.16.233
jvseafmx.shu.com.        IN    A    255.11.7.254
ebsqukty.shu.com.        IN    A    231.254.25.194
vtfqpjmi.shu.com.        IN    A    164.121.241.168
gpqwkvmb.shu.com.        IN    A    20.153.58.5
iumgslwp.shu.com.        IN    A    183.100.185.252
bvumferh.shu.com.        IN    A    168.192.218.113
lwignxpj.shu.com.        IN    A    149.44.75.92
bctgnohv.shu.com.        IN    A    226.171.0.197
dfglbrvi.shu.com.        IN    A    81.158.99.84
iyrkwqux.shu.com.        IN    A    124.71.137.102
yhlsxfkt.shu.com.        IN    A    218.23.58.236
odkvuilr.shu.com.        IN    A    108.63.83.213
uxpgjrha.shu.com.        IN    A    65.114.240.58
owumirja.shu.com.        IN    A    13.235.68.56
lqiroatn.shu.com.        IN    A    224.157.166.150
ivnhjcfa.shu.com.        IN    A    52.55.166.232
awotdypq.shu.com.        IN    A    186.50.201.117
ktodphyb.shu.com.        IN    A    249.220.151.40
hmyedqsn.shu.com.        IN    A    140.65.155.8
ihgfwyts.shu.com.        IN    A    106.80.197.137
uwlcvkhn.shu.com.        IN    A    49.173.192.48
qrxoisfe.shu.com.        IN    A    23.133.214.149
wurhmikn.shu.com.        IN    A    14.110.134.82
qvsochba.shu.com.        IN    A    48.234.122.59
kadiucoq.shu.com.        IN    A    76.57.159.174
vspqfhng.shu.com.        IN    A    8.27.51.9
wpianudy.shu.com.        IN    A    31.14.250.112
wucstegb.shu.com.        IN    A    218.174.52.72
udyfwnxo.shu.com.        IN    A    142.77.166.35
kjmcfrub.shu.com.        IN    A    166.186.185.220
suhwramg.shu.com.        IN    A    92.69.110.254
lqbwftcp.shu.com.        IN    A    210.21.106.255
awslgieq.shu.com.        IN    A    119.88.82.242
ynidhqvp.shu.com.        IN    A    40.159.196.95
fxrpqkmu.shu.com.        IN    A    138.225.206.189
mdwneltu.shu.com.        IN    A    78.229.253.160
xsfvpdyb.shu.com.        IN    A    145.234.109.87
goqcvkpf.shu.com.        IN    A    105.10.73.16
ptdqjkeg.shu.com.        IN    A    56.46.59.235
pesdgimt.shu.com.        IN    A    57.78.108.144
obavhnci.shu.com.        IN    A    224.98.198.252
diowtavq.shu.com.        IN    A    82.73.205.208
ejrwtoyl.shu.com.        IN    A    86.130.13.253
aibvwtgy.shu.com.        IN    A    153.168.126.216
kljgdxta.shu.com.        IN    A    57.117.28.247
kamdpbfl.shu.com.        IN    A    65.42.183.249
nxbdcrau.shu.com.        IN    A    153.60.3.245
sfjgyonx.shu.com.        IN    A    75.130.221.203
jdsibhae.shu.com.        IN    A    231.222.156.252
fspirejd.shu.com.        IN    A    88.151.237.118
sahigxyv.shu.com.        IN    A    200.61.70.191
slywmekj.shu.com.        IN    A    187.89.77.83
clpsaegj.shu.com.        IN    A    133.52.140.124
soydthrf.shu.com.        IN    A    122.92.34.164
jbnhulmx.shu.com.        IN    A    148.70.32.118
coyugmbj.shu.com.        IN    A    249.212.60.175
cnbofjlt.shu.com.        IN    A    209.113.3.231
amtiqcpf.shu.com.        IN    A    98.9.190.138
jtuboisn.shu.com.        IN    A    61.80.200.51
pxsevqut.shu.com.        IN    A    131.40.168.10
wrysfdoe.shu.com.        IN    A    21.155.253.137
ejmksxln.shu.com.        IN    A    126.106.40.74
dnypqjck.shu.com.        IN    A    187.170.31.90
nmvfxqli.shu.com.        IN    A    234.122.225.127
hwmpfcqj.shu.com.        IN    A    196.135.44.251
owfcdpsb.shu.com.        IN    A    243.176.56.220
hxvjsler.shu.com.        IN    A    181.2.214.133
iukpalvm.shu.com.        IN    A    67.30.95.181
lrwaehyx.shu.com.        IN    A    142.227.101.136
irfbnsde.shu.com.        IN    A    7.130.54.28
uqnxgold.shu.com.        IN    A    112.242.92.70
tfglowvn.shu.com.        IN    A    187.10.168.239
wyudgjme.shu.com.        IN    A    159.44.7.38
kyflxjgh.shu.com.        IN    A    81.242.136.207
cxqwhard.shu.com.        IN    A    159.67.235.178
lyuvdxae.shu.com.        IN    A    96.121.44.99
vajfmcdw.shu.com.        IN    A    145.152.138.194
kqxmrbga.shu.com.        IN    A    215.204.45.39
hbkqdevr.shu.com.        IN    A    240.251.175.45
qcjoftkg.shu.com.        IN    A    134.249.162.103
sircnpfk.shu.com.        IN    A    189.103.252.224
euatlfks.shu.com.        IN    A    192.64.70.33
gnqsyxjp.shu.com.        IN    A    90.15.241.54
qlcmnfgt.shu.com.        IN    A    197.79.42.186
ifmctygd.shu.com.        IN    A    142.17.181.124
egcxfmqv.shu.com.        IN    A    32.12.66.72
dgmwhbax.shu.com.        IN    A    147.104.42.13
nxtbmhvw.shu.com.        IN    A    80.154.49.47
hflmevrq.shu.com.        IN    A    66.246.248.137
pambvoie.shu.com.        IN    A    139.209.181.187
xltbcymr.shu.com.        IN    A    248.113.88.110
ockduhat.shu.com.        IN    A    76.130.66.125
fbycouwg.shu.com.        IN    A    181.44.75.101
rsktaqce.shu.com.        IN    A    139.37.223.15
tuvohldr.shu.com.        IN    A    125.198.30.78
dlficokx.shu.com.        IN    A    191.67.194.81
mjwavnlh.shu.com.        IN    A    11.7.96.169
agthrcyj.shu.com.        IN    A    57.188.60.21
gouxqjpi.shu.com.        IN    A    39.112.72.59
wtdgpjmh.shu.com.        IN    A    34.92.211.87
esmbowxv.shu.com.        IN    A    26.151.153.201
qpomhikb.shu.com.        IN    A    139.193.209.250
nmytlevd.shu.com.        IN    A    37.65.189.4
gknrxoiv.shu.com.        IN    A    210.161.205.21
gpxmscyk.shu.com.        IN    A    58.96.156.246
wokcrixh.shu.com.        IN    A    25.79.240.20
lyrvxpfg.shu.com.        IN    A    251.157.73.124
ovpcgnlt.shu.com.        IN    A    70.66.192.178
qmuhfscp.shu.com.        IN    A    108.201.97.71
hslvqtxr.shu.com.        IN    A    55.44.106.115
hxbtemqi.shu.com.        IN    A    85.116.104.201
vmibrdgk.shu.com.        IN    A    46.65.50.103
oblpkfdw.shu.com.        IN    A    89.75.225.22
cnmbljwu.shu.com.        IN    A    158.224.166.63
algictoe.shu.com.        IN    A    146.191.56.162
dfjerxci.shu.com.        IN    A    4.158.162.192
oqhasbmt.shu.com.        IN    A    52.182.216.204
qkobncvw.shu.com.        IN    A    24.123.68.212
qjirbkym.shu.com.        IN    A    220.237.95.182
npeajtus.shu.com.        IN    A    9.254.120.209
xnbhysjl.shu.com.        IN    A    71.177.12.239
rmhfvwnl.shu.com.        IN    A    178.6.155.52
utkimnwv.shu.com.        IN    A    64.141.222.75
kyxrwopm.shu.com.        IN    A    41.17.179.40
yvlrgqmf.shu.com.        IN    A    205.155.44.164
udysrfcg.shu.com.        IN    A    102.20.234.137
xjyglrtn.shu.com.        IN    A    65.214.124.221
vfghdlxq.shu.com.        IN    A    88.207.214.5
krewauxg.shu.com.        IN    A    238.88.120.164
vblmkdfs.shu.com.        IN    A    249.93.78.66
caflkhyv.shu.com.        IN    A    84.64.51.159
kphirtoe.shu.com.        IN    A    194.60.7.28
nrgoeudk.shu.com.        IN    A    212.68.214.105
itydaklf.shu.com.        IN    A    25.223.36.44
tvwkpbco.shu.com.        IN    A    206.13.82.131
naphfgqd.shu.com.        IN    A    165.24.39.77
txgkhaqv.shu.com.        IN    A    173.53.131.127
auglphid.shu.com.        IN    A    29.168.169.88
kcnhmisy.shu.com.        IN    A    135.149.9.108
cgplohjb.shu.com.        IN    A    51.160.179.41
equvxapl.shu.com.        IN    A    147.91.212.163
egqaxmjn.shu.com.        IN    A    253.194.70.185
xsknyjla.shu.com.        IN    A    32.24.68.79
nbwjfhuc.shu.com.        IN    A    169.230.70.223
xejouvlm.shu.com.        IN    A    136.109.224.108
lfxohcqr.shu.com.        IN    A    50.139.234.59
wcnqudso.shu.com.        IN    A    185.20.248.92
ybvfdhgj.shu.com.        IN    A    254.225.20.231
tmsefvxi.shu.com.        IN    A    146.51.204.253
tvfkwijx.shu.com.        IN    A    41.170.54.176
rdybvejq.shu.com.        IN    A    12.49.236.58
evaxlgpf.shu.com.        IN    A    27.1.190.142
yalvfjho.shu.com.        IN    A    113.180.126.159
avfhgrqs.shu.com.        IN    A    63.251.52.223
waubtivr.shu.com.        IN    A    58.139.49.208
ksgwyaix.shu.com.        IN    A    81.170.115.159
dajrmwep.shu.com.        IN    A    250.134.199.174
toydbiap.shu.com.        IN    A    110.116.122.136
fdcwsmpv.shu.com.        IN    A    29.110.33.189
hsjyntbd.shu.com.        IN    A    96.221.205.156
jdrpubqc.shu.com.        IN    A    192.158.127.215
yrdsatuj.shu.com.        IN    A    9.157.72.218
rxltcdkn.shu.com.        IN    A    244.43.179.136
qtpcyivd.shu.com.        IN    A    142.46.19.230
fehbskwm.shu.com.        IN    A    45.213.238.120
rasvmqoi.shu.com.        IN    A    11.235.224.94
olvndhwf.shu.com.        IN    A    46.135.189.218
svkgxohe.shu.com.        IN    A    67.127.12.112
wpjmeukb.shu.com.        IN    A    130.7.77.87
stexudkw.shu.com.        IN    A    242.142.186.203
