www.pku.com. 	14400	IN	SOA	ns1.www.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
www.pku.com.		    IN	NS ns1.www.pku.com.
cqutndle.www.pku.com.    IN    A    210.225.52.144
hvmtclie.www.pku.com.    IN    A    164.182.153.42
ojctvdmk.www.pku.com.    IN    A    166.123.204.93
whoaknrj.www.pku.com.    IN    A    26.116.118.128
hmcoqper.www.pku.com.    IN    A    15.123.119.92
jcongsqk.www.pku.com.    IN    A    154.159.155.107
odavprmh.www.pku.com.    IN    A    144.11.254.9
xhdfsnty.www.pku.com.    IN    A    33.235.225.24
syxrnbwj.www.pku.com.    IN    A    187.240.116.184
jbsaxfyt.www.pku.com.    IN    A    218.195.127.205
frplqsco.www.pku.com.    IN    A    147.199.135.82
enkstoqg.www.pku.com.    IN    A    1.193.233.254
swocladr.www.pku.com.    IN    A    28.40.226.27
nstxjupr.www.pku.com.    IN    A    207.103.225.213
gqrpjtki.www.pku.com.    IN    A    229.243.66.4
vhubjydn.www.pku.com.    IN    A    94.65.165.169
nslbihfu.www.pku.com.    IN    A    137.145.219.77
lmhngrkq.www.pku.com.    IN    A    247.8.226.195
mbchuely.www.pku.com.    IN    A    48.142.82.98
keyjpcrf.www.pku.com.    IN    A    216.144.114.238
qysfiheo.www.pku.com.    IN    A    188.50.130.2
cuemlaqw.www.pku.com.    IN    A    148.195.149.14
dnlhacmx.www.pku.com.    IN    A    177.148.206.149
rqbcgmoa.www.pku.com.    IN    A    30.42.205.42
cihdblsy.www.pku.com.    IN    A    102.81.141.57
nvbmqlet.www.pku.com.    IN    A    244.81.247.240
oknmghjq.www.pku.com.    IN    A    79.154.237.198
nougxlfi.www.pku.com.    IN    A    189.199.175.120
hnmdyslb.www.pku.com.    IN    A    145.250.187.35
etljbdoc.www.pku.com.    IN    A    234.43.52.107
ehpkijdw.www.pku.com.    IN    A    58.246.185.3
wjcxifvt.www.pku.com.    IN    A    214.115.118.96
fmhreidy.www.pku.com.    IN    A    23.49.88.179
npgmauye.www.pku.com.    IN    A    198.104.239.118
vayspwot.www.pku.com.    IN    A    96.43.93.179
puvcosjr.www.pku.com.    IN    A    11.133.175.26
diptnhlj.www.pku.com.    IN    A    112.24.89.149
dqimxsje.www.pku.com.    IN    A    61.161.135.92
qjgcnwpv.www.pku.com.    IN    A    142.111.72.193
qjifgndc.www.pku.com.    IN    A    213.36.226.90
ulcjiqdy.www.pku.com.    IN    A    18.155.137.176
gsjvnhad.www.pku.com.    IN    A    48.175.149.60
cxgbekhu.www.pku.com.    IN    A    122.89.137.114
ltxeyhfi.www.pku.com.    IN    A    192.202.11.157
piebmkcn.www.pku.com.    IN    A    225.149.125.12
eovnpygu.www.pku.com.    IN    A    11.217.80.132
tncwoglu.www.pku.com.    IN    A    225.166.93.47
rncwqpsl.www.pku.com.    IN    A    146.172.146.111
snklcrwo.www.pku.com.    IN    A    100.253.130.186
rwakqyno.www.pku.com.    IN    A    162.213.178.142
xqhnjcev.www.pku.com.    IN    A    175.4.229.197
jipyhutl.www.pku.com.    IN    A    191.245.80.64
bmluvfka.www.pku.com.    IN    A    98.174.130.176
bryjspxi.www.pku.com.    IN    A    231.210.24.44
newosubf.www.pku.com.    IN    A    60.67.9.252
vlpajkqd.www.pku.com.    IN    A    227.107.97.77
iecfnvha.www.pku.com.    IN    A    84.78.126.71
egnlstri.www.pku.com.    IN    A    109.64.238.209
itadvxbj.www.pku.com.    IN    A    0.141.152.148
cupefiyo.www.pku.com.    IN    A    47.166.62.231
jfernwsh.www.pku.com.    IN    A    21.175.213.201
cxmdrvty.www.pku.com.    IN    A    125.196.131.94
xwnviomj.www.pku.com.    IN    A    13.6.241.86
gakvnsbc.www.pku.com.    IN    A    115.19.103.117
rkwyhvgi.www.pku.com.    IN    A    58.27.78.234
wrfgxyni.www.pku.com.    IN    A    40.48.5.101
leryowmn.www.pku.com.    IN    A    209.36.170.149
snlmujbk.www.pku.com.    IN    A    91.247.35.126
fljnwyvq.www.pku.com.    IN    A    11.153.138.153
jeoxyghl.www.pku.com.    IN    A    82.137.30.89
besmruga.www.pku.com.    IN    A    218.238.47.219
gjxdtwem.www.pku.com.    IN    A    58.51.15.132
ymcrkapq.www.pku.com.    IN    A    253.79.95.38
kfmepocn.www.pku.com.    IN    A    186.37.246.148
vuwhfsjm.www.pku.com.    IN    A    194.218.255.41
qmrylnuo.www.pku.com.    IN    A    125.83.116.165
cwxefhpy.www.pku.com.    IN    A    170.122.43.226
epbkmsqu.www.pku.com.    IN    A    125.254.218.14
arxgiebh.www.pku.com.    IN    A    22.136.134.35
nbgehcyw.www.pku.com.    IN    A    216.83.12.240
gsaeqkrx.www.pku.com.    IN    A    126.73.204.213
gdnkqhsw.www.pku.com.    IN    A    118.65.153.124
spqtlyrb.www.pku.com.    IN    A    245.199.159.129
uxmiapvc.www.pku.com.    IN    A    117.185.118.14
utsnbhay.www.pku.com.    IN    A    209.238.241.161
ujcoaitx.www.pku.com.    IN    A    167.80.243.145
fxjdaivr.www.pku.com.    IN    A    162.117.168.102
umokwqlj.www.pku.com.    IN    A    245.162.177.233
wxturpdm.www.pku.com.    IN    A    203.140.78.66
wycdganr.www.pku.com.    IN    A    171.37.247.176
wfyhbeoa.www.pku.com.    IN    A    50.112.131.75
fbskuctm.www.pku.com.    IN    A    215.39.134.170
gjomlsrv.www.pku.com.    IN    A    38.72.33.26
phybvoej.www.pku.com.    IN    A    75.229.191.164
jktfiewm.www.pku.com.    IN    A    57.66.179.54
lnyjraop.www.pku.com.    IN    A    3.159.106.120
rtniuvap.www.pku.com.    IN    A    137.237.125.133
aonstyig.www.pku.com.    IN    A    111.95.89.191
usdhtefj.www.pku.com.    IN    A    212.60.237.111
ihxbrjfs.www.pku.com.    IN    A    54.105.249.74
yhwokvgd.www.pku.com.    IN    A    75.43.72.171
vderwijp.www.pku.com.    IN    A    207.44.66.106
kojpnrty.www.pku.com.    IN    A    9.58.199.164
ckpxhuaf.www.pku.com.    IN    A    109.114.40.40
aemwyibc.www.pku.com.    IN    A    241.235.47.126
hqmorceb.www.pku.com.    IN    A    211.114.115.251
aquvldek.www.pku.com.    IN    A    4.84.83.183
khcjyswp.www.pku.com.    IN    A    98.134.106.128
musawtkq.www.pku.com.    IN    A    32.33.44.171
ghcpuixa.www.pku.com.    IN    A    7.199.19.121
ecaupgby.www.pku.com.    IN    A    168.171.30.182
rvgbhsle.www.pku.com.    IN    A    241.183.117.197
qvebodyk.www.pku.com.    IN    A    73.132.10.157
bkxwcenq.www.pku.com.    IN    A    119.85.192.142
uitleqof.www.pku.com.    IN    A    4.121.172.117
yhaxlwqv.www.pku.com.    IN    A    18.73.184.124
ygvcpmad.www.pku.com.    IN    A    61.38.7.22
hcldksjv.www.pku.com.    IN    A    37.149.77.245
wxvtfehc.www.pku.com.    IN    A    162.201.94.166
eonlrkmv.www.pku.com.    IN    A    5.126.167.39
osxbimye.www.pku.com.    IN    A    146.18.84.247
ravhcwjy.www.pku.com.    IN    A    142.26.226.209
gdcnjlwu.www.pku.com.    IN    A    61.32.223.238
fxcenoky.www.pku.com.    IN    A    49.25.199.216
sykhqlmt.www.pku.com.    IN    A    204.217.191.72
njgsavot.www.pku.com.    IN    A    228.32.128.190
xqjktmsu.www.pku.com.    IN    A    23.154.190.126
jsaqekxp.www.pku.com.    IN    A    10.100.170.11
dycqmier.www.pku.com.    IN    A    202.160.133.17
mecbtnyr.www.pku.com.    IN    A    148.195.112.69
jwcqkmba.www.pku.com.    IN    A    182.67.247.168
thvuerjk.www.pku.com.    IN    A    90.144.22.143
jslxwgto.www.pku.com.    IN    A    171.14.11.59
kqfuhxle.www.pku.com.    IN    A    165.236.165.162
fsopbnqi.www.pku.com.    IN    A    96.182.179.104
ghfxmblt.www.pku.com.    IN    A    39.119.207.31
upbsiyhm.www.pku.com.    IN    A    182.250.161.15
nvqdchjf.www.pku.com.    IN    A    30.23.178.5
aucykbds.www.pku.com.    IN    A    145.230.254.232
logwxrmy.www.pku.com.    IN    A    69.194.35.212
bgecynrp.www.pku.com.    IN    A    197.30.169.30
jkebypfx.www.pku.com.    IN    A    6.203.64.25
fumksanw.www.pku.com.    IN    A    84.250.72.37
saqplwxd.www.pku.com.    IN    A    236.89.208.60
klsxydcn.www.pku.com.    IN    A    171.253.157.104
gutshnbi.www.pku.com.    IN    A    66.140.150.94
ajsidnwk.www.pku.com.    IN    A    182.197.159.229
krlugmiw.www.pku.com.    IN    A    24.213.20.246
xljmgtys.www.pku.com.    IN    A    161.24.229.148
ynmeoira.www.pku.com.    IN    A    119.252.156.92
mkrutvhp.www.pku.com.    IN    A    20.20.112.73
vwdcuten.www.pku.com.    IN    A    118.128.0.228
hcpojgyv.www.pku.com.    IN    A    196.14.146.31
trbcsdgo.www.pku.com.    IN    A    152.72.7.10
imodcgpe.www.pku.com.    IN    A    63.17.49.144
vbmjeodx.www.pku.com.    IN    A    31.3.89.85
qhocdvsn.www.pku.com.    IN    A    250.35.202.186
pmdlkofn.www.pku.com.    IN    A    244.220.209.72
wfvimrba.www.pku.com.    IN    A    175.104.94.254
nptkixlu.www.pku.com.    IN    A    21.77.152.181
mgpinhjo.www.pku.com.    IN    A    69.168.128.250
saqfjtrl.www.pku.com.    IN    A    109.206.114.12
gaxiplth.www.pku.com.    IN    A    200.121.222.35
mfvqlerp.www.pku.com.    IN    A    190.38.23.200
olwpnktg.www.pku.com.    IN    A    248.71.107.54
mcnpklxt.www.pku.com.    IN    A    26.169.198.88
qmxwiysh.www.pku.com.    IN    A    202.254.149.248
midykrag.www.pku.com.    IN    A    211.231.252.134
nbjodxtl.www.pku.com.    IN    A    3.199.211.92
kawgyjrl.www.pku.com.    IN    A    133.144.209.156
leyiwrbd.www.pku.com.    IN    A    95.202.0.154
heosycuv.www.pku.com.    IN    A    108.140.166.124
nixbodka.www.pku.com.    IN    A    188.124.17.42
nrcvduwb.www.pku.com.    IN    A    165.139.12.140
ulxfpwro.www.pku.com.    IN    A    160.2.69.234
xfihqnyg.www.pku.com.    IN    A    30.67.64.247
ftadisyq.www.pku.com.    IN    A    159.108.12.149
bpinvxtq.www.pku.com.    IN    A    143.35.109.63
ndlrxhag.www.pku.com.    IN    A    41.58.179.61
tufkhnwj.www.pku.com.    IN    A    151.123.140.145
lqcmigad.www.pku.com.    IN    A    232.120.19.176
ylhisvuw.www.pku.com.    IN    A    114.16.68.28
lnriumpk.www.pku.com.    IN    A    101.240.44.171
mrvbqdgi.www.pku.com.    IN    A    220.206.18.75
rydhwpki.www.pku.com.    IN    A    69.188.220.224
ygxvcnqk.www.pku.com.    IN    A    107.58.0.167
nrioxetf.www.pku.com.    IN    A    228.141.130.242
itpvdwgq.www.pku.com.    IN    A    175.249.10.166
tuqjpxyw.www.pku.com.    IN    A    89.48.183.25
rxcsaeqy.www.pku.com.    IN    A    124.29.19.68
avdqyonk.www.pku.com.    IN    A    52.160.148.117
wtniyvkh.www.pku.com.    IN    A    84.228.137.136
cuyvftlm.www.pku.com.    IN    A    178.69.136.29
oukmfxjv.www.pku.com.    IN    A    34.5.176.182
mtgvfawb.www.pku.com.    IN    A    85.12.253.140
qrwcxuol.www.pku.com.    IN    A    8.185.78.62
ydfgwicm.www.pku.com.    IN    A    150.178.172.239
stcrhupm.www.pku.com.    IN    A    231.181.233.251
hmpixkfj.www.pku.com.    IN    A    165.116.21.216
lspqxcdn.www.pku.com.    IN    A    141.144.149.13
kmygntwu.www.pku.com.    IN    A    249.105.104.175
seyjfvkh.www.pku.com.    IN    A    165.105.136.39
htqjxols.www.pku.com.    IN    A    169.198.101.60
cpjwbdot.www.pku.com.    IN    A    242.25.63.242
xkobpnti.www.pku.com.    IN    A    225.215.68.248
jdrnsetk.www.pku.com.    IN    A    151.126.32.156
snbywkod.www.pku.com.    IN    A    196.211.114.180
acyhipbk.www.pku.com.    IN    A    88.254.108.53
pklthujy.www.pku.com.    IN    A    47.81.85.155
jedkcblh.www.pku.com.    IN    A    149.22.228.20
oqdvmtje.www.pku.com.    IN    A    92.42.1.161
emuskvni.www.pku.com.    IN    A    137.8.59.215
qgadwnhv.www.pku.com.    IN    A    200.188.124.225
mwcvfpsd.www.pku.com.    IN    A    92.104.103.158
hfjxodmu.www.pku.com.    IN    A    192.188.138.85
pgxatrnc.www.pku.com.    IN    A    231.199.36.206
apvxjrli.www.pku.com.    IN    A    113.60.198.53
mxpyluov.www.pku.com.    IN    A    113.25.188.141
bvonqadm.www.pku.com.    IN    A    28.201.241.131
ovxwbdgj.www.pku.com.    IN    A    197.9.233.186
wqsebauy.www.pku.com.    IN    A    201.100.244.39
uhfanity.www.pku.com.    IN    A    41.0.162.183
hajmrdvi.www.pku.com.    IN    A    150.125.229.30
iufpklom.www.pku.com.    IN    A    94.146.32.179
oqpjnhyw.www.pku.com.    IN    A    181.177.89.102
hwykfmod.www.pku.com.    IN    A    219.115.15.96
hykdqbns.www.pku.com.    IN    A    253.44.126.167
vlqiybnt.www.pku.com.    IN    A    73.179.159.157
pnofldmv.www.pku.com.    IN    A    8.42.227.234
nblkfdio.www.pku.com.    IN    A    99.202.168.17
ptdiyvwl.www.pku.com.    IN    A    77.120.119.2
nsjixdru.www.pku.com.    IN    A    184.145.17.67
ynhsmxeo.www.pku.com.    IN    A    209.186.255.248
cgfashko.www.pku.com.    IN    A    37.183.90.170
pnwurdmt.www.pku.com.    IN    A    246.164.60.139
qoptfdbk.www.pku.com.    IN    A    166.199.155.141
ibeulwsh.www.pku.com.    IN    A    239.229.233.42
nvcdquxi.www.pku.com.    IN    A    250.213.164.170
bykpsand.www.pku.com.    IN    A    123.185.143.147
nbrvufox.www.pku.com.    IN    A    28.110.166.57
kpgqjlan.www.pku.com.    IN    A    150.99.63.226
nibgrhcw.www.pku.com.    IN    A    8.226.121.27
gwaikbxr.www.pku.com.    IN    A    198.75.81.124
xkumgcsw.www.pku.com.    IN    A    53.215.165.62
gaybiqks.www.pku.com.    IN    A    56.8.98.56
bsguilme.www.pku.com.    IN    A    113.234.82.78
nxywmdvs.www.pku.com.    IN    A    27.11.232.159
hdlyxcqv.www.pku.com.    IN    A    129.56.243.97
jgafwhxq.www.pku.com.    IN    A    159.207.156.244
gjtkdwvc.www.pku.com.    IN    A    175.16.136.79
loenmfug.www.pku.com.    IN    A    246.195.68.73
eksjpwtf.www.pku.com.    IN    A    51.216.103.30
elgcwopv.www.pku.com.    IN    A    141.59.216.175
pxtqolmg.www.pku.com.    IN    A    138.168.204.116
ksrngtyc.www.pku.com.    IN    A    142.69.229.205
axruwicf.www.pku.com.    IN    A    133.45.234.21
mkljygue.www.pku.com.    IN    A    247.113.58.122
htsfavix.www.pku.com.    IN    A    252.192.240.54
jlgvyurc.www.pku.com.    IN    A    39.75.230.203
wuosaedi.www.pku.com.    IN    A    26.250.157.55
xbcevgju.www.pku.com.    IN    A    79.110.163.247
sxtiaycu.www.pku.com.    IN    A    47.40.10.16
xbrmgdjp.www.pku.com.    IN    A    153.205.166.106
wkvtupef.www.pku.com.    IN    A    46.228.57.70
divqwuap.www.pku.com.    IN    A    193.172.172.172
artuqpwh.www.pku.com.    IN    A    43.42.161.241
tjkqnbcy.www.pku.com.    IN    A    38.29.163.123
yskojvmh.www.pku.com.    IN    A    24.229.61.103
btxjfowd.www.pku.com.    IN    A    16.145.6.194
rteakclo.www.pku.com.    IN    A    196.212.175.177
jbfcokih.www.pku.com.    IN    A    23.42.104.219
qatekxgv.www.pku.com.    IN    A    147.221.37.52
lvfmsuhx.www.pku.com.    IN    A    9.122.149.239
bdgpfjyr.www.pku.com.    IN    A    153.240.82.44
pmhkvbnw.www.pku.com.    IN    A    105.242.24.160
yoxqfrbl.www.pku.com.    IN    A    111.32.150.158
rcvglxan.www.pku.com.    IN    A    227.118.37.136
imckfjrp.www.pku.com.    IN    A    127.234.15.54
tgubrxaf.www.pku.com.    IN    A    141.108.94.2
kywmrish.www.pku.com.    IN    A    62.182.194.53
xfgitlqr.www.pku.com.    IN    A    53.58.176.204
gthsexum.www.pku.com.    IN    A    107.190.27.78
fcmisxev.www.pku.com.    IN    A    127.123.155.132
hloibwsy.www.pku.com.    IN    A    41.238.227.251
labpyfxu.www.pku.com.    IN    A    188.161.181.173
kaijlvpo.www.pku.com.    IN    A    97.176.246.1
pmdfeahx.www.pku.com.    IN    A    236.99.123.163
umntexfg.www.pku.com.    IN    A    224.27.237.143
edsifybx.www.pku.com.    IN    A    16.45.54.95
dvtnowqy.www.pku.com.    IN    A    14.28.153.162
jnliohsq.www.pku.com.    IN    A    23.116.17.165
osrdgehl.www.pku.com.    IN    A    130.178.16.221
vkfnxgwi.www.pku.com.    IN    A    39.104.219.134
aljsvmgr.www.pku.com.    IN    A    60.123.147.97
vxmrkgbf.www.pku.com.    IN    A    92.109.116.116
upjilykg.www.pku.com.    IN    A    68.230.222.107
ngsxcyiv.www.pku.com.    IN    A    90.35.149.249
qspihdyb.www.pku.com.    IN    A    15.2.159.95
bgpvcode.www.pku.com.    IN    A    108.65.133.119
bkeujvhm.www.pku.com.    IN    A    230.174.87.134
eodplfbh.www.pku.com.    IN    A    187.64.151.45
bjvdrcqe.www.pku.com.    IN    A    229.193.10.249
edgqsoxw.www.pku.com.    IN    A    222.111.167.47
huakndxs.www.pku.com.    IN    A    231.216.229.27
cxstknpr.www.pku.com.    IN    A    179.204.195.246
kntchwjv.www.pku.com.    IN    A    165.201.100.130
mbtqfewd.www.pku.com.    IN    A    225.253.53.95
bykwajhd.www.pku.com.    IN    A    41.210.83.120
jcndligq.www.pku.com.    IN    A    162.103.101.156
ewuoyjtm.www.pku.com.    IN    A    114.145.150.13
albcnsyd.www.pku.com.    IN    A    69.33.105.126
ytjhvxub.www.pku.com.    IN    A    15.248.32.238
pdirhkvf.www.pku.com.    IN    A    157.47.65.250
kcswuotr.www.pku.com.    IN    A    73.79.181.195
rftwueqg.www.pku.com.    IN    A    26.250.48.112
xhuikbwt.www.pku.com.    IN    A    200.181.244.142
rdhctysn.www.pku.com.    IN    A    130.43.157.118
qnsfecvt.www.pku.com.    IN    A    183.136.217.135
upyekmsw.www.pku.com.    IN    A    95.45.209.43
asxrdmpc.www.pku.com.    IN    A    63.231.30.87
khdnvrxw.www.pku.com.    IN    A    137.49.185.85
myxkohjs.www.pku.com.    IN    A    1.162.253.190
yxwrcoin.www.pku.com.    IN    A    14.69.206.17
gqxdvuoh.www.pku.com.    IN    A    233.236.24.90
vnkdbqoc.www.pku.com.    IN    A    159.230.33.81
pkblgriy.www.pku.com.    IN    A    224.81.51.99
crduxfeb.www.pku.com.    IN    A    228.204.222.182
romivtak.www.pku.com.    IN    A    30.252.52.253
lycormhk.www.pku.com.    IN    A    239.245.213.0
wobkleyr.www.pku.com.    IN    A    88.28.107.49
dirvcwbl.www.pku.com.    IN    A    175.16.32.164
xrientsw.www.pku.com.    IN    A    189.114.208.180
aoeyvwkp.www.pku.com.    IN    A    58.59.230.165
muepogax.www.pku.com.    IN    A    136.94.207.165
pendygwq.www.pku.com.    IN    A    187.230.248.138
cgeaymuf.www.pku.com.    IN    A    129.247.45.53
gqfdpnma.www.pku.com.    IN    A    76.90.173.228
rieltbyu.www.pku.com.    IN    A    185.0.233.75
otwsjlac.www.pku.com.    IN    A    193.192.194.168
jnrlmwpb.www.pku.com.    IN    A    20.162.207.34
siqxunah.www.pku.com.    IN    A    146.120.60.63
fbesguxh.www.pku.com.    IN    A    14.124.21.249
kijobnup.www.pku.com.    IN    A    113.89.213.29
msawkhrq.www.pku.com.    IN    A    95.65.216.217
onugrmyc.www.pku.com.    IN    A    1.240.79.34
gahdexok.www.pku.com.    IN    A    69.149.204.60
louydgcj.www.pku.com.    IN    A    177.127.159.133
jmbpoucl.www.pku.com.    IN    A    216.140.212.23
kjgvxysm.www.pku.com.    IN    A    8.49.92.217
fyvdcrup.www.pku.com.    IN    A    159.35.227.252
dyklsbhv.www.pku.com.    IN    A    145.125.170.97
niwsxrpe.www.pku.com.    IN    A    60.50.1.80
pfxgtysb.www.pku.com.    IN    A    227.61.251.161
vhsucnpq.www.pku.com.    IN    A    168.107.9.146
bxmlyest.www.pku.com.    IN    A    127.227.183.59
krvmbgih.www.pku.com.    IN    A    151.177.100.115
uifcbyqd.www.pku.com.    IN    A    242.33.220.15
rksmoxcl.www.pku.com.    IN    A    27.254.108.109
xelbdhpq.www.pku.com.    IN    A    48.17.96.106
bvwkxrmn.www.pku.com.    IN    A    232.246.173.41
frkiewgp.www.pku.com.    IN    A    102.41.6.128
dhmnfxgo.www.pku.com.    IN    A    248.8.206.57
bgnqcfai.www.pku.com.    IN    A    5.90.169.39
bliforng.www.pku.com.    IN    A    116.248.108.103
ixpsckbg.www.pku.com.    IN    A    209.0.139.231
aunprdyf.www.pku.com.    IN    A    117.41.11.69
cgosjpih.www.pku.com.    IN    A    144.230.68.13
kafxhrwi.www.pku.com.    IN    A    76.235.138.150
idhoqalg.www.pku.com.    IN    A    15.223.68.28
xwjsnyga.www.pku.com.    IN    A    68.22.191.132
gkrobewf.www.pku.com.    IN    A    59.133.13.7
uhxiawpo.www.pku.com.    IN    A    235.73.141.207
qyvtphsd.www.pku.com.    IN    A    14.167.19.160
ckrvlgih.www.pku.com.    IN    A    27.43.213.25
ukgjadrm.www.pku.com.    IN    A    198.92.82.138
gcpmwjyh.www.pku.com.    IN    A    64.103.14.175
npdkaihy.www.pku.com.    IN    A    14.53.63.114
iawdvxqk.www.pku.com.    IN    A    61.60.25.195
lmyrhunb.www.pku.com.    IN    A    250.197.64.105
dquvglnt.www.pku.com.    IN    A    87.191.136.78
spfegcuy.www.pku.com.    IN    A    144.129.32.74
mjklnvpb.www.pku.com.    IN    A    196.110.18.235
dgbnuthj.www.pku.com.    IN    A    152.54.76.220
gucjidme.www.pku.com.    IN    A    112.232.181.127
txydjvrs.www.pku.com.    IN    A    146.69.80.4
tmikoxes.www.pku.com.    IN    A    105.170.36.23
rwteimuj.www.pku.com.    IN    A    239.49.164.191
bpficwyu.www.pku.com.    IN    A    175.16.33.165
hguisoqw.www.pku.com.    IN    A    16.148.186.28
oghedmpq.www.pku.com.    IN    A    76.197.5.24
ltmpcxsr.www.pku.com.    IN    A    20.146.140.78
ckmwdrgn.www.pku.com.    IN    A    185.22.197.246
erksdmbf.www.pku.com.    IN    A    198.156.152.157
nxlcbokw.www.pku.com.    IN    A    205.25.59.12
dciqhajn.www.pku.com.    IN    A    48.209.207.176
utesyqdn.www.pku.com.    IN    A    252.26.108.235
rpmtasui.www.pku.com.    IN    A    22.89.54.160
hfwgaoqe.www.pku.com.    IN    A    15.131.195.38
eyjwvopg.www.pku.com.    IN    A    44.34.169.88
tqpnfhum.www.pku.com.    IN    A    105.39.101.37
evufxysb.www.pku.com.    IN    A    24.239.137.218
qfcudxsh.www.pku.com.    IN    A    243.104.203.174
wmugcpsl.www.pku.com.    IN    A    36.184.205.175
ombrjhca.www.pku.com.    IN    A    149.145.117.74
ankcrtjd.www.pku.com.    IN    A    28.81.19.191
ewmbklqo.www.pku.com.    IN    A    24.133.82.96
