; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR lzu.com. @ns2.lzu.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.lzu.com. james.lzu.edu. 19122302 14400 3600 2419200 14400
lzu.com.			      14400 IN NS	ns1.lzu.com.
ns1.lzu.com.			      14400 IN A	10.166.21.12

www.lzu.com.		      14400 IN NS	ns1.www.lzu.com.
ns1.www.lzu.com.		      14400 IN A		10.166.21.13

xw.lzu.com.		      14400 IN NS	ns1.xw.lzu.com.
ns1.xw.lzu.com.		      14400 IN A		10.166.21.14

zheshexi.lzu.com.		      14400 IN NS	ns1.zheshexi.lzu.com.
ns1.zheshexi.lzu.com.		      14400 IN A		10.166.21.15

lzu.com.			      14400 IN MX	10 zheshexitp.lzu.edu.
lzu.com.			      14400 IN TXT	"v=spf1 a mx ~all"
lhmntijg.lzu.com.        IN    A    176.247.207.164
nqphfcgr.lzu.com.        IN    A    153.203.12.119
wckjtnsq.lzu.com.        IN    A    29.56.255.61
wrpgxyjs.lzu.com.        IN    A    22.91.212.221
jmwgbfyr.lzu.com.        IN    A    25.97.206.114
mqhbefpj.lzu.com.        IN    A    38.58.134.67
neioaxgt.lzu.com.        IN    A    62.66.243.83
tsvbpeco.lzu.com.        IN    A    17.199.132.50
wfabipkl.lzu.com.        IN    A    95.202.45.4
medrukwv.lzu.com.        IN    A    39.116.214.95
kfdwlajc.lzu.com.        IN    A    47.179.204.158
ritulgqs.lzu.com.        IN    A    213.72.17.61
dpihsovb.lzu.com.        IN    A    120.180.138.251
cdrlvxia.lzu.com.        IN    A    83.37.51.182
aptumwgq.lzu.com.        IN    A    120.24.108.28
ronqmefx.lzu.com.        IN    A    40.231.37.215
edrgaqvm.lzu.com.        IN    A    12.92.204.26
trkpwcuv.lzu.com.        IN    A    176.43.145.78
qduspywf.lzu.com.        IN    A    36.23.228.55
adegmtyn.lzu.com.        IN    A    5.79.76.57
yvpxleda.lzu.com.        IN    A    23.151.122.240
uvksoxrc.lzu.com.        IN    A    190.102.245.130
mnevwaji.lzu.com.        IN    A    13.227.4.223
xudcjvag.lzu.com.        IN    A    201.58.225.231
xdiofgne.lzu.com.        IN    A    120.130.17.46
votxkeuq.lzu.com.        IN    A    96.59.42.113
kuiqsrva.lzu.com.        IN    A    9.140.160.109
knjisrqo.lzu.com.        IN    A    222.198.102.219
cxsmjuqh.lzu.com.        IN    A    174.244.184.141
tusmfjny.lzu.com.        IN    A    198.214.43.143
erwdxhgq.lzu.com.        IN    A    243.32.218.183
hgjbwxno.lzu.com.        IN    A    30.63.161.159
fbearcwn.lzu.com.        IN    A    187.147.97.14
qehvsjpa.lzu.com.        IN    A    73.202.169.251
ofjrhqlw.lzu.com.        IN    A    70.163.118.4
vtrodjxu.lzu.com.        IN    A    222.208.144.183
edscbmky.lzu.com.        IN    A    41.15.89.209
mfvxwgbh.lzu.com.        IN    A    213.9.204.239
bpuwqtmv.lzu.com.        IN    A    89.75.100.225
gkrpxmuc.lzu.com.        IN    A    34.226.49.144
tavujkrn.lzu.com.        IN    A    2.113.162.82
fstdiybq.lzu.com.        IN    A    44.222.233.237
gjhdkaxc.lzu.com.        IN    A    10.102.199.210
gaopsxmu.lzu.com.        IN    A    26.7.157.195
ophvlmxs.lzu.com.        IN    A    124.52.176.62
vnxgdhkc.lzu.com.        IN    A    99.80.57.117
fnhqbcux.lzu.com.        IN    A    252.248.80.122
nobwsilk.lzu.com.        IN    A    131.214.113.27
geoyvhdb.lzu.com.        IN    A    169.183.239.88
oeqhidka.lzu.com.        IN    A    12.58.248.255
tixwrjkl.lzu.com.        IN    A    221.242.94.112
xvlqpnow.lzu.com.        IN    A    238.149.72.198
qitcxgyp.lzu.com.        IN    A    114.35.124.75
iykgqlus.lzu.com.        IN    A    225.108.80.79
pdmvagse.lzu.com.        IN    A    254.167.44.2
enafrthq.lzu.com.        IN    A    48.107.164.244
kviyxstd.lzu.com.        IN    A    192.204.208.204
pkcxuslw.lzu.com.        IN    A    122.178.32.99
hdiqjnpw.lzu.com.        IN    A    34.5.135.75
oncvqley.lzu.com.        IN    A    185.145.16.227
jlaidhqn.lzu.com.        IN    A    136.63.149.169
rxavjosf.lzu.com.        IN    A    97.10.250.13
bmxciypo.lzu.com.        IN    A    100.240.75.71
dcbgxsrt.lzu.com.        IN    A    132.231.153.25
hkijgrmp.lzu.com.        IN    A    238.82.66.80
cebvhufn.lzu.com.        IN    A    150.100.28.214
vijbfpxr.lzu.com.        IN    A    149.162.110.245
ygfbnsrv.lzu.com.        IN    A    69.221.31.140
nmklbqho.lzu.com.        IN    A    40.159.117.67
ogmenrts.lzu.com.        IN    A    254.162.182.143
utcrjdfk.lzu.com.        IN    A    246.242.59.17
kobcfdpw.lzu.com.        IN    A    83.242.206.18
njpifvhx.lzu.com.        IN    A    129.247.145.205
noultapg.lzu.com.        IN    A    181.156.1.169
xdhcmqjt.lzu.com.        IN    A    174.104.184.193
rqjucfna.lzu.com.        IN    A    219.145.0.36
wkbsnplt.lzu.com.        IN    A    240.131.32.213
rfoqnjgm.lzu.com.        IN    A    39.135.163.246
imdwrstf.lzu.com.        IN    A    31.105.29.69
ofaljrpt.lzu.com.        IN    A    244.26.20.204
kmwsyjcu.lzu.com.        IN    A    129.33.130.111
sdxcruwb.lzu.com.        IN    A    187.135.137.80
knwfviog.lzu.com.        IN    A    180.129.174.198
rxmsoedj.lzu.com.        IN    A    223.12.97.67
fowylrmg.lzu.com.        IN    A    126.254.56.183
iewupatf.lzu.com.        IN    A    18.39.176.17
lrjthxya.lzu.com.        IN    A    195.34.123.183
ogihtjua.lzu.com.        IN    A    99.112.210.148
vkfsihcm.lzu.com.        IN    A    181.186.117.138
cjhfaoxv.lzu.com.        IN    A    89.96.127.151
bmknoqfh.lzu.com.        IN    A    245.223.189.41
ytjehqfp.lzu.com.        IN    A    195.230.97.243
shgeqjvn.lzu.com.        IN    A    117.174.85.252
qjrcknxl.lzu.com.        IN    A    224.174.218.84
cmspxkyb.lzu.com.        IN    A    34.42.172.163
eadrjpov.lzu.com.        IN    A    135.240.169.51
hjtkiefg.lzu.com.        IN    A    183.214.106.183
foxatiyv.lzu.com.        IN    A    115.67.184.81
tldpijfg.lzu.com.        IN    A    178.205.5.193
pijekcql.lzu.com.        IN    A    38.69.110.74
qmurjsop.lzu.com.        IN    A    159.221.79.99
otvkqail.lzu.com.        IN    A    67.96.83.75
frcsbxne.lzu.com.        IN    A    8.15.79.51
fulbwcav.lzu.com.        IN    A    179.56.205.207
wqgkljhb.lzu.com.        IN    A    239.70.102.215
lfiotkbc.lzu.com.        IN    A    159.212.63.80
ivhoyqxt.lzu.com.        IN    A    207.248.23.186
gvqcoutd.lzu.com.        IN    A    107.163.93.16
ucinalhv.lzu.com.        IN    A    118.241.217.76
yltkusob.lzu.com.        IN    A    230.60.48.192
kswlvprf.lzu.com.        IN    A    70.151.203.228
kyixvjwu.lzu.com.        IN    A    218.76.236.19
jotpquan.lzu.com.        IN    A    111.161.177.151
frutagcj.lzu.com.        IN    A    97.64.4.140
baiswlqc.lzu.com.        IN    A    196.169.34.145
tapiflon.lzu.com.        IN    A    235.79.51.217
mvptowqj.lzu.com.        IN    A    110.76.125.2
xqseolcn.lzu.com.        IN    A    179.35.221.106
hivojwra.lzu.com.        IN    A    62.153.51.4
xcgmverf.lzu.com.        IN    A    137.16.30.36
jyvhlics.lzu.com.        IN    A    37.28.185.143
xemywiok.lzu.com.        IN    A    167.80.195.163
vurbojlf.lzu.com.        IN    A    86.27.8.135
diqtgkbu.lzu.com.        IN    A    232.99.233.73
qjrvkwai.lzu.com.        IN    A    94.232.156.245
uwednmic.lzu.com.        IN    A    88.179.161.222
yieqgxov.lzu.com.        IN    A    243.175.191.216
spfbveng.lzu.com.        IN    A    165.28.209.69
dgvtfmil.lzu.com.        IN    A    4.73.3.155
nvkwbgom.lzu.com.        IN    A    180.52.159.129
jxqnhamb.lzu.com.        IN    A    191.241.75.46
gwhepvda.lzu.com.        IN    A    89.231.96.138
svtepacy.lzu.com.        IN    A    42.110.168.100
pjeywsom.lzu.com.        IN    A    30.146.119.234
bgpisxyc.lzu.com.        IN    A    39.103.63.27
cfkagohw.lzu.com.        IN    A    1.170.82.209
yrnvhdsp.lzu.com.        IN    A    22.166.202.255
bvtxnsrf.lzu.com.        IN    A    248.84.158.19
yrpdlqei.lzu.com.        IN    A    146.63.51.160
bhictgse.lzu.com.        IN    A    252.116.78.117
pwsxfhgn.lzu.com.        IN    A    220.188.80.134
mlintowu.lzu.com.        IN    A    70.91.76.145
nqedawlr.lzu.com.        IN    A    79.144.251.65
wqkudvpt.lzu.com.        IN    A    39.253.185.120
wpeovqsa.lzu.com.        IN    A    61.156.216.67
jtwocmxb.lzu.com.        IN    A    187.145.221.153
pslubmcx.lzu.com.        IN    A    223.129.10.198
clqfxspn.lzu.com.        IN    A    146.23.124.125
mbckixad.lzu.com.        IN    A    14.205.84.51
flkxmgcy.lzu.com.        IN    A    255.49.165.23
qulsjhot.lzu.com.        IN    A    52.13.87.163
fjorcvui.lzu.com.        IN    A    22.12.234.240
mecfjdhb.lzu.com.        IN    A    53.238.222.165
tnpbqhai.lzu.com.        IN    A    37.63.246.84
dcyragoj.lzu.com.        IN    A    163.209.67.178
rjxkdhpb.lzu.com.        IN    A    161.161.190.80
nlgdjtof.lzu.com.        IN    A    65.18.17.53
yatrivjs.lzu.com.        IN    A    117.80.145.51
xgaisecq.lzu.com.        IN    A    252.241.169.228
oxqaeydf.lzu.com.        IN    A    217.7.229.20
ucmgsfqb.lzu.com.        IN    A    231.18.255.245
mkuxfosb.lzu.com.        IN    A    92.8.119.253
scwpquyi.lzu.com.        IN    A    64.162.75.160
ukhcrybq.lzu.com.        IN    A    156.247.58.227
mxybpuns.lzu.com.        IN    A    105.66.23.226
rkxdltnb.lzu.com.        IN    A    119.158.113.11
dobirxau.lzu.com.        IN    A    36.97.156.148
dobkflex.lzu.com.        IN    A    196.247.113.224
pvuhleom.lzu.com.        IN    A    45.69.98.63
kpnsugfx.lzu.com.        IN    A    49.147.209.4
rotjegxi.lzu.com.        IN    A    89.74.87.106
retcmvpk.lzu.com.        IN    A    202.49.53.6
npcxrami.lzu.com.        IN    A    10.5.107.4
mxgbacnu.lzu.com.        IN    A    186.129.248.178
bskpradx.lzu.com.        IN    A    102.183.182.180
delqwhof.lzu.com.        IN    A    14.232.157.169
xsnglvut.lzu.com.        IN    A    42.105.59.188
pgmwcsrf.lzu.com.        IN    A    5.158.84.242
qnimfcpv.lzu.com.        IN    A    20.94.28.58
nhjvwqba.lzu.com.        IN    A    107.228.20.103
epiunrgo.lzu.com.        IN    A    28.207.48.215
lynpvfxd.lzu.com.        IN    A    116.120.146.16
jbfhwcav.lzu.com.        IN    A    5.21.179.204
dkcgoyni.lzu.com.        IN    A    127.52.51.65
kficgyur.lzu.com.        IN    A    41.106.177.14
urxdkpci.lzu.com.        IN    A    124.209.100.114
bxvucqak.lzu.com.        IN    A    83.202.41.58
tbreowlu.lzu.com.        IN    A    60.200.14.248
fhukeqjw.lzu.com.        IN    A    24.100.75.113
xioskejy.lzu.com.        IN    A    168.216.97.51
gufsitvo.lzu.com.        IN    A    232.95.42.224
kfvdlaye.lzu.com.        IN    A    214.101.0.114
vbjlrxui.lzu.com.        IN    A    45.238.71.136
kfebtwdl.lzu.com.        IN    A    219.249.123.81
gniemyoj.lzu.com.        IN    A    173.230.21.182
flhycgkp.lzu.com.        IN    A    44.169.92.56
dyfskrjc.lzu.com.        IN    A    118.41.176.141
xqhvejtk.lzu.com.        IN    A    157.247.91.166
wmqnrkse.lzu.com.        IN    A    200.239.121.1
idafokts.lzu.com.        IN    A    204.237.126.59
ftibpcml.lzu.com.        IN    A    154.108.129.225
wfitaprj.lzu.com.        IN    A    158.173.114.89
glnfdwmc.lzu.com.        IN    A    184.180.206.210
ldrjhmbe.lzu.com.        IN    A    210.69.249.224
hfvnrpgt.lzu.com.        IN    A    229.171.139.167
natpqmew.lzu.com.        IN    A    38.48.149.57
yguwkjic.lzu.com.        IN    A    209.184.194.161
iamjuybw.lzu.com.        IN    A    248.192.157.230
xidfwvlm.lzu.com.        IN    A    51.130.245.147
aqotndpc.lzu.com.        IN    A    165.136.49.0
vhrteiou.lzu.com.        IN    A    51.45.246.141
ydswxkfi.lzu.com.        IN    A    196.240.38.149
elakcpxm.lzu.com.        IN    A    5.55.21.80
whpceras.lzu.com.        IN    A    130.240.207.137
kxrqtngj.lzu.com.        IN    A    239.80.221.22
cgafmbhq.lzu.com.        IN    A    50.118.201.97
sdgbauio.lzu.com.        IN    A    240.111.216.32
tocydwiv.lzu.com.        IN    A    247.156.121.206
cxbewhmq.lzu.com.        IN    A    112.144.235.156
yjefqlok.lzu.com.        IN    A    105.50.106.164
ehsoidau.lzu.com.        IN    A    237.46.255.96
rdehkpvq.lzu.com.        IN    A    189.66.222.9
sphgyvre.lzu.com.        IN    A    173.193.184.73
mkntqpci.lzu.com.        IN    A    219.180.101.134
mwlitgbr.lzu.com.        IN    A    85.206.234.243
jealmugo.lzu.com.        IN    A    55.79.246.28
wevurspn.lzu.com.        IN    A    188.167.181.78
ywbugqhj.lzu.com.        IN    A    119.125.9.199
dfnyglhv.lzu.com.        IN    A    40.113.232.39
xhcioygm.lzu.com.        IN    A    135.89.1.216
tfclwgsd.lzu.com.        IN    A    27.30.88.155
pxmnektq.lzu.com.        IN    A    235.112.241.162
tgeplwsf.lzu.com.        IN    A    103.86.138.119
jgfisrmk.lzu.com.        IN    A    252.49.36.92
kntewlyj.lzu.com.        IN    A    164.33.148.91
canrdqlk.lzu.com.        IN    A    83.137.75.32
ryqgcpak.lzu.com.        IN    A    12.54.177.65
fpeosybt.lzu.com.        IN    A    83.153.176.23
kwlyvgpd.lzu.com.        IN    A    251.251.91.147
wvubqlor.lzu.com.        IN    A    18.109.239.51
wauoftci.lzu.com.        IN    A    58.10.76.95
gjaevilu.lzu.com.        IN    A    255.9.203.69
kaeqimcw.lzu.com.        IN    A    115.147.229.74
dpqsewcl.lzu.com.        IN    A    25.203.119.99
hjvlmoeg.lzu.com.        IN    A    91.100.125.152
agktydhq.lzu.com.        IN    A    251.16.65.128
ucqifjwy.lzu.com.        IN    A    104.248.70.236
atplmuxh.lzu.com.        IN    A    164.81.207.154
dfegvtlb.lzu.com.        IN    A    194.40.185.182
yqjbkowe.lzu.com.        IN    A    116.225.233.113
awkbptvd.lzu.com.        IN    A    181.20.50.121
ayikfelj.lzu.com.        IN    A    190.227.102.21
qgaubynk.lzu.com.        IN    A    11.32.154.78
xepmjhnv.lzu.com.        IN    A    221.102.201.107
plhnqxjk.lzu.com.        IN    A    252.46.24.179
wbsmkrip.lzu.com.        IN    A    122.54.182.3
citqduok.lzu.com.        IN    A    40.173.3.201
cqrpxdgb.lzu.com.        IN    A    9.42.110.198
eqnlfhku.lzu.com.        IN    A    24.90.147.22
uvqkxepj.lzu.com.        IN    A    5.230.61.8
lrsxjuvt.lzu.com.        IN    A    221.211.207.243
kejobiqu.lzu.com.        IN    A    97.70.66.30
cormibkq.lzu.com.        IN    A    114.215.186.8
ukgftwxh.lzu.com.        IN    A    232.4.90.233
xmcekgiv.lzu.com.        IN    A    123.215.85.221
kwdpughm.lzu.com.        IN    A    7.159.64.167
wxsalebh.lzu.com.        IN    A    107.152.153.129
uqanmrly.lzu.com.        IN    A    4.70.54.255
aekycisw.lzu.com.        IN    A    63.46.220.49
cdpskfqb.lzu.com.        IN    A    9.33.208.127
daougnkb.lzu.com.        IN    A    20.196.128.38
irxgphyl.lzu.com.        IN    A    122.5.234.155
irfynmga.lzu.com.        IN    A    53.2.118.43
ojbanrce.lzu.com.        IN    A    22.202.187.151
pvonfmlw.lzu.com.        IN    A    118.179.250.248
lkwdanfc.lzu.com.        IN    A    143.81.116.163
ywdmolcv.lzu.com.        IN    A    150.64.110.196
pfhtdjly.lzu.com.        IN    A    144.32.210.14
qvbhewul.lzu.com.        IN    A    51.52.44.83
umtbkcpl.lzu.com.        IN    A    119.134.211.145
caywsden.lzu.com.        IN    A    95.9.255.24
cblsqdua.lzu.com.        IN    A    207.120.59.154
owuigbfp.lzu.com.        IN    A    210.39.215.115
gcputwaf.lzu.com.        IN    A    115.209.181.144
yncbgmru.lzu.com.        IN    A    9.9.246.42
esgutdox.lzu.com.        IN    A    39.223.171.113
bldovhja.lzu.com.        IN    A    223.49.51.164
kjymrteu.lzu.com.        IN    A    157.20.205.104
yowkpvql.lzu.com.        IN    A    158.164.202.85
qgrjkhtl.lzu.com.        IN    A    176.227.58.216
yxoeavqs.lzu.com.        IN    A    202.93.208.61
vfxylwhb.lzu.com.        IN    A    209.123.209.165
xmdawcto.lzu.com.        IN    A    47.243.96.235
wjmsevrt.lzu.com.        IN    A    44.67.201.159
tihfouqy.lzu.com.        IN    A    166.32.13.80
ivdrogcn.lzu.com.        IN    A    154.139.45.212
agekjtnd.lzu.com.        IN    A    104.104.117.181
jinmhqro.lzu.com.        IN    A    131.245.214.48
lwtaufhv.lzu.com.        IN    A    163.241.173.57
swflugyc.lzu.com.        IN    A    219.234.205.48
vgncqeiw.lzu.com.        IN    A    210.86.31.41
bwytanxq.lzu.com.        IN    A    54.228.242.163
mtifcjvs.lzu.com.        IN    A    129.179.84.192
lfmxdqkc.lzu.com.        IN    A    216.243.215.81
gcrdxbmp.lzu.com.        IN    A    83.15.173.208
sefmabcu.lzu.com.        IN    A    56.205.238.40
bewyjdcq.lzu.com.        IN    A    102.70.182.198
ghrpbeyx.lzu.com.        IN    A    196.129.172.36
nijcuvlb.lzu.com.        IN    A    184.120.136.103
jtvmhaeq.lzu.com.        IN    A    236.252.130.240
jbfadqmr.lzu.com.        IN    A    21.183.184.237
vuyfklmt.lzu.com.        IN    A    1.215.98.42
cfahxkqe.lzu.com.        IN    A    55.117.184.105
pqcyfsog.lzu.com.        IN    A    217.10.236.210
wjoacxmb.lzu.com.        IN    A    95.60.101.211
ethqxlov.lzu.com.        IN    A    5.198.21.133
syrgceow.lzu.com.        IN    A    81.206.229.112
kwhxlnvg.lzu.com.        IN    A    15.237.95.194
jlybtorf.lzu.com.        IN    A    59.19.201.207
mbhyxgod.lzu.com.        IN    A    77.238.192.68
bjvhrsxa.lzu.com.        IN    A    37.225.244.190
djghkipq.lzu.com.        IN    A    90.214.70.114
ovefupdg.lzu.com.        IN    A    209.154.250.135
otbrcuxi.lzu.com.        IN    A    232.89.108.19
puhoqayk.lzu.com.        IN    A    188.180.63.173
pbvhjgie.lzu.com.        IN    A    101.242.57.241
injqwfsd.lzu.com.        IN    A    188.153.234.26
kxjtbagw.lzu.com.        IN    A    81.250.140.36
ulqjrxpn.lzu.com.        IN    A    82.166.98.114
qaeifsjt.lzu.com.        IN    A    190.248.248.180
neumxsqa.lzu.com.        IN    A    78.196.183.220
fadwlgor.lzu.com.        IN    A    144.109.231.127
lvjwngpk.lzu.com.        IN    A    212.231.69.191
ftbyixdp.lzu.com.        IN    A    67.247.19.141
glmkthuj.lzu.com.        IN    A    91.203.171.128
hxnkavtm.lzu.com.        IN    A    235.136.4.33
rsmnpydg.lzu.com.        IN    A    217.145.81.156
mkoyjvbq.lzu.com.        IN    A    234.210.51.122
jaknvpyr.lzu.com.        IN    A    189.94.131.171
mdpnwrgf.lzu.com.        IN    A    104.70.136.181
mtaqehwb.lzu.com.        IN    A    222.205.62.39
bsknhgrv.lzu.com.        IN    A    116.96.52.104
uqikjnmp.lzu.com.        IN    A    44.92.16.6
kxobcmgw.lzu.com.        IN    A    9.105.164.145
uwsxacvb.lzu.com.        IN    A    2.239.23.35
wpgnatkl.lzu.com.        IN    A    166.153.101.92
wiqktnpd.lzu.com.        IN    A    82.233.172.24
gnljsdpa.lzu.com.        IN    A    108.87.147.20
sgurkimx.lzu.com.        IN    A    212.17.225.49
imcvfjrt.lzu.com.        IN    A    199.66.252.88
lxekgurb.lzu.com.        IN    A    249.70.11.61
qfypbjdk.lzu.com.        IN    A    225.9.33.227
eifylhcg.lzu.com.        IN    A    195.21.40.184
rsplqkgd.lzu.com.        IN    A    215.185.67.252
nwdejfab.lzu.com.        IN    A    152.63.20.189
mutrhaew.lzu.com.        IN    A    6.242.43.191
wutsxmrd.lzu.com.        IN    A    36.50.58.228
fxntwbgc.lzu.com.        IN    A    166.47.76.84
qlinxwvm.lzu.com.        IN    A    39.0.60.225
cvhdtxqk.lzu.com.        IN    A    196.225.106.202
jxadwklg.lzu.com.        IN    A    178.91.105.214
jplgfstu.lzu.com.        IN    A    10.117.243.2
yopvfjnk.lzu.com.        IN    A    4.127.46.153
vejquybi.lzu.com.        IN    A    179.174.108.65
ephalgjn.lzu.com.        IN    A    252.232.123.36
hvnjukfw.lzu.com.        IN    A    115.32.179.223
ygknlpqe.lzu.com.        IN    A    174.97.170.241
asxpinhc.lzu.com.        IN    A    231.224.189.243
pcmtwxjl.lzu.com.        IN    A    23.226.87.238
prtieoba.lzu.com.        IN    A    217.252.33.187
tchnvlgw.lzu.com.        IN    A    190.61.169.142
dgbrusxa.lzu.com.        IN    A    229.232.251.154
fgipwqlr.lzu.com.        IN    A    131.30.147.166
gvbroscp.lzu.com.        IN    A    163.245.32.6
dwaqmsjo.lzu.com.        IN    A    238.159.83.238
sdhknqyw.lzu.com.        IN    A    154.66.142.79
wqbvtjgl.lzu.com.        IN    A    26.113.181.230
pnxlfwki.lzu.com.        IN    A    48.67.168.186
hvdatsil.lzu.com.        IN    A    237.189.164.106
wnrjmplg.lzu.com.        IN    A    215.128.170.144
muowixvq.lzu.com.        IN    A    72.6.253.190
xtdqhljw.lzu.com.        IN    A    46.9.52.208
vupmrgyl.lzu.com.        IN    A    31.12.134.208
qbjhfels.lzu.com.        IN    A    137.195.109.53
sbfmxojq.lzu.com.        IN    A    140.18.136.111
aqsvwebx.lzu.com.        IN    A    206.28.200.135
twlnrujq.lzu.com.        IN    A    214.104.27.10
ubfxeihj.lzu.com.        IN    A    188.92.105.43
sjihgrbc.lzu.com.        IN    A    184.169.187.255
igrsxtcq.lzu.com.        IN    A    66.250.247.236
dgyajuwr.lzu.com.        IN    A    195.112.79.181
vnfucjbp.lzu.com.        IN    A    149.214.154.218
viwogdaf.lzu.com.        IN    A    106.27.83.7
atwljcoy.lzu.com.        IN    A    208.108.115.74
neflpxbk.lzu.com.        IN    A    1.67.20.15
qesoikjc.lzu.com.        IN    A    10.162.63.218
xgcykfdt.lzu.com.        IN    A    84.163.76.211
aetdfgmr.lzu.com.        IN    A    80.3.46.88
dlxjgtym.lzu.com.        IN    A    218.76.165.45
hvibuyse.lzu.com.        IN    A    169.252.142.180
ycghwbko.lzu.com.        IN    A    242.123.250.6
sjigvbmy.lzu.com.        IN    A    159.139.165.35
