law.nju.com.	14400	IN	SOA	ns1.law.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
law.nju.com.		    IN	NS ns1.law.nju.com.
ockyqgpl.law.nju.com.    IN    A    121.156.220.178
lqashvwy.law.nju.com.    IN    A    191.107.15.9
ragbhlvq.law.nju.com.    IN    A    106.242.34.219
udolcibv.law.nju.com.    IN    A    173.99.107.249
rdmtjiol.law.nju.com.    IN    A    55.228.145.74
lymdksfc.law.nju.com.    IN    A    43.171.77.226
aoefqlwg.law.nju.com.    IN    A    78.239.42.116
lgdiktru.law.nju.com.    IN    A    183.73.112.210
lhcdwgre.law.nju.com.    IN    A    201.166.66.136
xgkwadmo.law.nju.com.    IN    A    168.188.124.166
pdikogyl.law.nju.com.    IN    A    229.71.96.60
qagtbyip.law.nju.com.    IN    A    77.227.247.218
sgidujma.law.nju.com.    IN    A    136.18.175.91
whfansiy.law.nju.com.    IN    A    144.122.139.166
otcjiwsa.law.nju.com.    IN    A    8.238.204.88
wkqvsyud.law.nju.com.    IN    A    199.51.71.221
crhgvtky.law.nju.com.    IN    A    109.200.83.233
rpwakgqh.law.nju.com.    IN    A    244.146.59.255
qpmvbuij.law.nju.com.    IN    A    89.207.58.141
uvibelxt.law.nju.com.    IN    A    47.74.125.57
yknveoqc.law.nju.com.    IN    A    7.210.183.133
eqstdxmu.law.nju.com.    IN    A    179.42.217.47
kxawounh.law.nju.com.    IN    A    105.178.84.37
yngwbutv.law.nju.com.    IN    A    202.86.132.220
hydobjwu.law.nju.com.    IN    A    250.16.255.35
htaxvfcl.law.nju.com.    IN    A    231.200.129.0
qenlwjbm.law.nju.com.    IN    A    184.126.195.174
ksmbvhwj.law.nju.com.    IN    A    215.205.172.75
kxsnqywa.law.nju.com.    IN    A    203.9.58.23
ecpsvnhu.law.nju.com.    IN    A    121.231.117.250
mhetsxcq.law.nju.com.    IN    A    109.172.74.160
alhnempd.law.nju.com.    IN    A    226.57.33.152
clnhbpqk.law.nju.com.    IN    A    12.54.142.120
fklgtbac.law.nju.com.    IN    A    110.78.212.219
isradmce.law.nju.com.    IN    A    202.10.108.55
wfmkvsqj.law.nju.com.    IN    A    163.31.47.28
lfoqrwys.law.nju.com.    IN    A    106.196.12.15
bevihlfa.law.nju.com.    IN    A    29.97.163.69
opjynrvs.law.nju.com.    IN    A    140.48.148.181
txnfglur.law.nju.com.    IN    A    184.146.222.136
msgckfun.law.nju.com.    IN    A    98.146.220.53
gdebhpjw.law.nju.com.    IN    A    77.58.139.237
slbqgpnv.law.nju.com.    IN    A    105.237.53.132
ctmuqgan.law.nju.com.    IN    A    89.120.141.130
iptvyqnc.law.nju.com.    IN    A    183.37.250.244
boucfnrx.law.nju.com.    IN    A    203.187.57.119
dlbverpc.law.nju.com.    IN    A    233.203.18.177
nruhxaey.law.nju.com.    IN    A    193.70.67.138
ltnmrbqi.law.nju.com.    IN    A    250.10.155.25
ubfvkpdj.law.nju.com.    IN    A    159.1.87.195
krqjldsv.law.nju.com.    IN    A    197.210.38.51
awjmlsqh.law.nju.com.    IN    A    56.165.239.227
asxlkiwj.law.nju.com.    IN    A    215.64.91.63
cdsnvhte.law.nju.com.    IN    A    197.99.4.158
iebtlrhu.law.nju.com.    IN    A    32.225.91.191
kblusixg.law.nju.com.    IN    A    23.170.33.41
pelqcysi.law.nju.com.    IN    A    127.18.161.101
dtoujnhs.law.nju.com.    IN    A    102.212.50.82
ftwndxco.law.nju.com.    IN    A    229.230.99.62
dchtykno.law.nju.com.    IN    A    245.194.161.193
oecuvwah.law.nju.com.    IN    A    132.218.115.129
niwurfce.law.nju.com.    IN    A    75.30.139.201
wmuckeph.law.nju.com.    IN    A    207.187.245.200
agisyrcm.law.nju.com.    IN    A    242.82.29.210
rkmneujw.law.nju.com.    IN    A    40.25.212.134
mkgpinso.law.nju.com.    IN    A    22.155.178.69
lxdjaogs.law.nju.com.    IN    A    117.15.96.227
ilnyjtuc.law.nju.com.    IN    A    42.241.132.36
hsuecmfn.law.nju.com.    IN    A    227.208.30.228
clpwjqfd.law.nju.com.    IN    A    221.46.30.143
vnkafweg.law.nju.com.    IN    A    22.254.21.194
rnqtgmla.law.nju.com.    IN    A    244.16.106.255
nemgqohi.law.nju.com.    IN    A    128.50.229.31
ybuswnji.law.nju.com.    IN    A    220.170.190.142
ypfvqats.law.nju.com.    IN    A    101.150.150.44
nhvjsidt.law.nju.com.    IN    A    241.152.59.253
cmuevtpl.law.nju.com.    IN    A    183.10.103.246
mtcpndfi.law.nju.com.    IN    A    90.64.249.20
cqofxsgb.law.nju.com.    IN    A    168.56.193.115
qulcibjf.law.nju.com.    IN    A    28.21.98.106
grnwijtp.law.nju.com.    IN    A    70.56.160.173
rpxidwje.law.nju.com.    IN    A    175.145.210.217
kuesojyb.law.nju.com.    IN    A    240.74.241.42
awjpdhxt.law.nju.com.    IN    A    96.243.169.173
fsugywne.law.nju.com.    IN    A    133.58.228.118
xpougach.law.nju.com.    IN    A    33.120.226.227
bwhilcjk.law.nju.com.    IN    A    67.0.116.141
vptfogla.law.nju.com.    IN    A    44.190.86.44
dowcnelt.law.nju.com.    IN    A    245.136.57.74
pednlrck.law.nju.com.    IN    A    17.169.85.11
fblawhdt.law.nju.com.    IN    A    209.213.172.12
wabfgcmn.law.nju.com.    IN    A    172.209.150.202
rbkshpxq.law.nju.com.    IN    A    157.15.70.60
yekqbnis.law.nju.com.    IN    A    241.104.10.226
qnxfvulp.law.nju.com.    IN    A    211.225.99.232
wdakmqxc.law.nju.com.    IN    A    141.95.37.110
dbeqxsio.law.nju.com.    IN    A    97.94.73.115
nsawqbfe.law.nju.com.    IN    A    191.15.53.235
puqhdxin.law.nju.com.    IN    A    174.222.115.6
cpixdyhq.law.nju.com.    IN    A    153.152.138.226
txoaprqu.law.nju.com.    IN    A    43.131.129.35
ibeowmvf.law.nju.com.    IN    A    243.8.60.191
egmuhofr.law.nju.com.    IN    A    165.164.182.37
tpelghmj.law.nju.com.    IN    A    218.25.36.109
olhfxewg.law.nju.com.    IN    A    243.62.26.148
xsbwlmjc.law.nju.com.    IN    A    55.205.86.4
sgxambif.law.nju.com.    IN    A    237.106.31.142
lpbduqmf.law.nju.com.    IN    A    251.117.8.68
caoxievh.law.nju.com.    IN    A    48.90.105.209
tnovjclh.law.nju.com.    IN    A    224.162.232.90
kschaygr.law.nju.com.    IN    A    3.7.111.148
evrslipk.law.nju.com.    IN    A    78.106.183.130
drjupswo.law.nju.com.    IN    A    6.135.117.199
qtwejxsu.law.nju.com.    IN    A    11.102.210.254
qnsdmfci.law.nju.com.    IN    A    214.192.41.120
fvgqhxmt.law.nju.com.    IN    A    25.147.21.163
bktqrjfd.law.nju.com.    IN    A    159.5.171.160
lygaqjur.law.nju.com.    IN    A    203.146.48.116
pwfxncjt.law.nju.com.    IN    A    159.28.159.74
ufibxyhj.law.nju.com.    IN    A    198.132.204.209
trluewji.law.nju.com.    IN    A    209.13.105.50
clndhrgx.law.nju.com.    IN    A    178.55.98.45
vqebslju.law.nju.com.    IN    A    10.28.204.240
cymbnhrk.law.nju.com.    IN    A    217.6.7.127
vowpuhfc.law.nju.com.    IN    A    86.202.201.54
oalrfjxs.law.nju.com.    IN    A    48.101.175.114
ejvbrywm.law.nju.com.    IN    A    57.248.158.150
jfiuydgp.law.nju.com.    IN    A    47.141.160.196
mgtsxnih.law.nju.com.    IN    A    244.32.130.18
lpvfoagi.law.nju.com.    IN    A    94.164.118.59
mpqjdvxc.law.nju.com.    IN    A    144.42.165.27
chmgbjek.law.nju.com.    IN    A    14.15.146.164
hqipyrkw.law.nju.com.    IN    A    141.221.168.15
kwyftqph.law.nju.com.    IN    A    254.240.39.88
wgakjqio.law.nju.com.    IN    A    132.15.41.24
lotqemng.law.nju.com.    IN    A    47.133.58.214
jghimbwc.law.nju.com.    IN    A    90.233.239.223
dswmtgui.law.nju.com.    IN    A    104.233.194.139
qtviepuc.law.nju.com.    IN    A    159.60.252.42
bhijtmuv.law.nju.com.    IN    A    7.193.78.53
rpxtklys.law.nju.com.    IN    A    34.2.26.4
nyvlqwhr.law.nju.com.    IN    A    49.70.143.141
pafbwhkv.law.nju.com.    IN    A    118.112.94.88
pkxmvjah.law.nju.com.    IN    A    57.240.127.132
pidnkcth.law.nju.com.    IN    A    95.211.170.38
jsdfhxyq.law.nju.com.    IN    A    150.69.100.138
vqtwaics.law.nju.com.    IN    A    244.90.69.108
wfnpdieg.law.nju.com.    IN    A    76.3.58.109
hjqavwrx.law.nju.com.    IN    A    110.48.246.109
apnqhtbe.law.nju.com.    IN    A    153.66.163.164
sovapygj.law.nju.com.    IN    A    192.12.153.26
npjsdlic.law.nju.com.    IN    A    128.92.211.50
qvrywblx.law.nju.com.    IN    A    54.255.35.1
hrtuaebj.law.nju.com.    IN    A    63.43.150.84
elpcfjht.law.nju.com.    IN    A    22.68.231.243
jhkmarip.law.nju.com.    IN    A    209.104.253.87
nsfuxpty.law.nju.com.    IN    A    37.185.238.232
qckhsgtw.law.nju.com.    IN    A    211.22.133.123
ocvxbskh.law.nju.com.    IN    A    135.184.161.200
prgaldyb.law.nju.com.    IN    A    117.44.50.115
cfhvgjws.law.nju.com.    IN    A    83.218.233.142
fprjghyt.law.nju.com.    IN    A    64.203.104.196
tqapkwuf.law.nju.com.    IN    A    144.15.219.132
stpxwlve.law.nju.com.    IN    A    234.178.52.18
fqbpuwhg.law.nju.com.    IN    A    7.74.158.196
ljyprsnw.law.nju.com.    IN    A    234.253.165.135
bvhpqown.law.nju.com.    IN    A    159.195.26.251
dqhmsayf.law.nju.com.    IN    A    4.70.42.20
dsqhcykr.law.nju.com.    IN    A    125.153.63.58
slharetd.law.nju.com.    IN    A    226.129.156.36
ovgrsthb.law.nju.com.    IN    A    10.1.150.64
asloiwkc.law.nju.com.    IN    A    139.109.224.80
twefmlnb.law.nju.com.    IN    A    58.194.59.213
qntkfics.law.nju.com.    IN    A    208.72.204.2
ocxtdnps.law.nju.com.    IN    A    85.182.111.75
dgpbqovj.law.nju.com.    IN    A    244.109.181.72
ipnrdbeh.law.nju.com.    IN    A    200.58.165.133
daferohv.law.nju.com.    IN    A    138.58.220.186
lxquhgkr.law.nju.com.    IN    A    175.124.148.41
dckblgma.law.nju.com.    IN    A    59.106.90.201
aiqyhend.law.nju.com.    IN    A    116.223.159.146
bciaqshp.law.nju.com.    IN    A    110.181.46.65
pvrcxfym.law.nju.com.    IN    A    88.35.167.76
xulcbsot.law.nju.com.    IN    A    16.21.92.131
imkyabng.law.nju.com.    IN    A    121.155.242.152
yeskdthj.law.nju.com.    IN    A    78.185.156.91
ervldayc.law.nju.com.    IN    A    21.120.228.59
fimasyvr.law.nju.com.    IN    A    170.9.92.183
jcdwohyb.law.nju.com.    IN    A    223.60.47.176
nxbyorhs.law.nju.com.    IN    A    203.252.94.219
nqrlkbai.law.nju.com.    IN    A    7.161.23.58
sktebopm.law.nju.com.    IN    A    33.240.153.123
gkywtrhb.law.nju.com.    IN    A    109.14.118.42
ghtemwyv.law.nju.com.    IN    A    102.38.249.104
cajvdbik.law.nju.com.    IN    A    143.226.159.45
foylbwks.law.nju.com.    IN    A    91.21.200.83
voqiapef.law.nju.com.    IN    A    30.122.135.74
mtycsnhw.law.nju.com.    IN    A    7.237.206.221
misoelfv.law.nju.com.    IN    A    1.111.161.167
rfakyvoh.law.nju.com.    IN    A    41.76.138.206
hivptlyu.law.nju.com.    IN    A    117.175.152.8
qhejlaxw.law.nju.com.    IN    A    79.218.50.168
rtieoqkd.law.nju.com.    IN    A    235.96.95.204
dpnstumj.law.nju.com.    IN    A    200.64.105.23
gwlnbmye.law.nju.com.    IN    A    8.219.204.229
yfrqxlhg.law.nju.com.    IN    A    18.68.91.67
mprqdevu.law.nju.com.    IN    A    32.86.111.138
hqmsnrob.law.nju.com.    IN    A    165.210.243.97
gmqodape.law.nju.com.    IN    A    25.242.19.123
liegvdju.law.nju.com.    IN    A    207.116.104.177
acmxpeqb.law.nju.com.    IN    A    54.120.13.5
hebomsuf.law.nju.com.    IN    A    225.126.92.104
djqbwopc.law.nju.com.    IN    A    210.254.188.244
nkxorfpv.law.nju.com.    IN    A    104.86.188.132
irqvudkt.law.nju.com.    IN    A    86.188.215.165
ctpluqvd.law.nju.com.    IN    A    70.246.1.100
bwcyskxp.law.nju.com.    IN    A    189.100.179.119
qbaxhdpj.law.nju.com.    IN    A    12.20.248.240
woktvfbj.law.nju.com.    IN    A    30.121.60.114
lnhewgio.law.nju.com.    IN    A    24.48.233.144
fxqvrkla.law.nju.com.    IN    A    3.52.186.52
kibhuymf.law.nju.com.    IN    A    233.137.64.187
rpclfmqy.law.nju.com.    IN    A    39.206.231.239
jusfbnyx.law.nju.com.    IN    A    44.46.242.142
maukencg.law.nju.com.    IN    A    121.193.129.91
tehbgxac.law.nju.com.    IN    A    63.237.73.212
ojdqivmu.law.nju.com.    IN    A    126.133.160.27
mxcpebgl.law.nju.com.    IN    A    138.28.186.18
thmyaeiu.law.nju.com.    IN    A    139.67.113.234
awklrxoy.law.nju.com.    IN    A    92.134.229.209
otmqkujc.law.nju.com.    IN    A    95.72.251.187
vwsonlpb.law.nju.com.    IN    A    198.230.84.45
tifpvbsa.law.nju.com.    IN    A    249.79.119.6
fqtrdonb.law.nju.com.    IN    A    11.169.198.108
cxsbimkd.law.nju.com.    IN    A    122.184.138.9
ekvyndla.law.nju.com.    IN    A    128.113.254.222
ciyjurqg.law.nju.com.    IN    A    129.189.47.121
otcmwner.law.nju.com.    IN    A    85.154.61.197
bgchlrky.law.nju.com.    IN    A    162.3.184.156
xcyplvbj.law.nju.com.    IN    A    228.178.18.146
gtnibusq.law.nju.com.    IN    A    176.85.215.157
coqpfnij.law.nju.com.    IN    A    212.78.112.198
ejwpldcv.law.nju.com.    IN    A    76.171.117.74
anwiylxh.law.nju.com.    IN    A    103.126.146.66
wnifudys.law.nju.com.    IN    A    28.185.235.133
nkpvgryd.law.nju.com.    IN    A    245.151.43.3
wrnetsic.law.nju.com.    IN    A    54.14.143.215
sepnwryd.law.nju.com.    IN    A    82.10.121.56
mfcixgha.law.nju.com.    IN    A    128.7.227.196
cfiroqjh.law.nju.com.    IN    A    230.16.234.6
wibnpmks.law.nju.com.    IN    A    173.57.1.47
uphsmbtg.law.nju.com.    IN    A    35.83.235.77
lubwasrt.law.nju.com.    IN    A    24.83.167.122
pxgmdqlt.law.nju.com.    IN    A    0.207.29.181
ltpsgmre.law.nju.com.    IN    A    131.252.120.158
bvjuyeli.law.nju.com.    IN    A    77.42.179.18
fryjwihe.law.nju.com.    IN    A    234.192.111.182
svxykchi.law.nju.com.    IN    A    73.102.185.186
ejuigvfs.law.nju.com.    IN    A    179.98.44.190
mbjyxsoc.law.nju.com.    IN    A    16.220.39.183
vmoaxhjq.law.nju.com.    IN    A    53.8.125.43
ojxdilym.law.nju.com.    IN    A    197.129.15.13
vamqkeps.law.nju.com.    IN    A    175.119.178.93
vwsjhfmu.law.nju.com.    IN    A    98.176.190.119
nwdmctgy.law.nju.com.    IN    A    83.180.210.102
bapwhtxl.law.nju.com.    IN    A    11.5.188.251
fgtqpnle.law.nju.com.    IN    A    91.103.130.31
qsmkthce.law.nju.com.    IN    A    149.36.137.250
krayjdbe.law.nju.com.    IN    A    152.41.235.98
guspiakx.law.nju.com.    IN    A    221.147.71.60
kemjngco.law.nju.com.    IN    A    39.111.48.117
ivlebpox.law.nju.com.    IN    A    244.85.133.54
bsuaqjic.law.nju.com.    IN    A    40.255.77.113
isajodmn.law.nju.com.    IN    A    44.215.159.126
nclembrv.law.nju.com.    IN    A    228.199.119.160
srcgjpdi.law.nju.com.    IN    A    188.179.106.67
xwtudnlc.law.nju.com.    IN    A    40.6.67.8
bokiqsag.law.nju.com.    IN    A    122.110.66.16
qkgvrdiw.law.nju.com.    IN    A    95.92.33.93
exfngoum.law.nju.com.    IN    A    233.24.199.41
scpgfvry.law.nju.com.    IN    A    106.180.108.148
npxouirh.law.nju.com.    IN    A    130.71.204.237
hquxrybc.law.nju.com.    IN    A    36.32.14.65
imnqrblk.law.nju.com.    IN    A    189.18.129.109
onhwlbut.law.nju.com.    IN    A    169.142.24.110
nfewdpok.law.nju.com.    IN    A    12.249.10.198
fmgbquvo.law.nju.com.    IN    A    172.120.157.162
aolqgjiv.law.nju.com.    IN    A    166.144.230.78
lqktagmu.law.nju.com.    IN    A    218.39.171.112
pwteaons.law.nju.com.    IN    A    8.202.227.21
sdtnmqhb.law.nju.com.    IN    A    235.221.132.88
ihdfacqe.law.nju.com.    IN    A    32.114.8.28
myharbxn.law.nju.com.    IN    A    210.110.75.200
mutjpnhe.law.nju.com.    IN    A    176.146.7.193
wfjmkaue.law.nju.com.    IN    A    158.98.177.33
fwlevnps.law.nju.com.    IN    A    4.237.40.78
fbmlqpgi.law.nju.com.    IN    A    4.50.121.14
liojyfpc.law.nju.com.    IN    A    229.85.31.219
coiwfbte.law.nju.com.    IN    A    169.132.220.227
wanivoly.law.nju.com.    IN    A    39.8.151.65
epkxqcsh.law.nju.com.    IN    A    82.232.225.124
cgibfjta.law.nju.com.    IN    A    169.183.180.154
tcxhrdal.law.nju.com.    IN    A    252.230.103.95
dwiykroq.law.nju.com.    IN    A    120.3.180.138
bgojiydf.law.nju.com.    IN    A    40.15.235.102
preuigvt.law.nju.com.    IN    A    232.241.238.119
lgovskmw.law.nju.com.    IN    A    106.33.232.2
ckvrifou.law.nju.com.    IN    A    92.170.116.20
kuqxomdv.law.nju.com.    IN    A    210.156.130.188
ncvaobwx.law.nju.com.    IN    A    181.227.2.87
ftquydmg.law.nju.com.    IN    A    25.218.181.2
vnirxplh.law.nju.com.    IN    A    52.37.106.8
gxkrilqm.law.nju.com.    IN    A    255.54.195.252
vkusphfx.law.nju.com.    IN    A    103.141.126.114
tovfmkxb.law.nju.com.    IN    A    177.224.145.48
epaukhio.law.nju.com.    IN    A    163.253.133.136
cvgntils.law.nju.com.    IN    A    241.4.209.65
grkfltnx.law.nju.com.    IN    A    218.114.95.68
pbsrteok.law.nju.com.    IN    A    85.82.252.75
ceyinual.law.nju.com.    IN    A    36.202.89.128
gbxokvji.law.nju.com.    IN    A    172.144.209.123
nkxpegqv.law.nju.com.    IN    A    22.215.70.123
lpjhotiq.law.nju.com.    IN    A    144.76.68.48
eolagvtx.law.nju.com.    IN    A    225.27.95.113
gawvjonx.law.nju.com.    IN    A    56.58.153.62
umhlajgv.law.nju.com.    IN    A    97.100.228.57
gslipafq.law.nju.com.    IN    A    29.120.19.221
miacbwds.law.nju.com.    IN    A    121.187.146.122
uxwbnrfa.law.nju.com.    IN    A    88.27.254.104
rjifvlao.law.nju.com.    IN    A    80.40.200.207
eyatsdjw.law.nju.com.    IN    A    184.53.128.219
mbrnlieq.law.nju.com.    IN    A    234.128.60.170
gmqpvecy.law.nju.com.    IN    A    112.46.185.229
xgmyvher.law.nju.com.    IN    A    254.132.58.141
xjmrnpbd.law.nju.com.    IN    A    99.207.140.180
ckysfevr.law.nju.com.    IN    A    216.215.156.113
wslrkxuj.law.nju.com.    IN    A    201.72.179.199
msbfduev.law.nju.com.    IN    A    97.82.52.209
xkqrlwbc.law.nju.com.    IN    A    145.98.239.239
ltqfawjv.law.nju.com.    IN    A    45.59.48.111
udsmpnwv.law.nju.com.    IN    A    157.31.195.73
snlxpgyq.law.nju.com.    IN    A    142.240.37.67
slanqhwm.law.nju.com.    IN    A    190.134.206.217
oeilsafy.law.nju.com.    IN    A    127.65.228.50
coamkdwh.law.nju.com.    IN    A    159.28.71.170
bexyrgav.law.nju.com.    IN    A    141.171.17.95
ukiwyhcj.law.nju.com.    IN    A    152.58.223.12
txfjdsni.law.nju.com.    IN    A    105.20.222.9
tlervudh.law.nju.com.    IN    A    6.166.113.86
icvnujwm.law.nju.com.    IN    A    32.148.222.192
rcohtkap.law.nju.com.    IN    A    0.178.103.32
bjgriqxe.law.nju.com.    IN    A    29.179.106.208
devnyfrx.law.nju.com.    IN    A    168.239.81.8
pxlmiues.law.nju.com.    IN    A    30.221.137.150
vxbyoplw.law.nju.com.    IN    A    69.136.80.221
ygvjxlwq.law.nju.com.    IN    A    211.57.143.95
sywumxpq.law.nju.com.    IN    A    244.103.165.178
xdbfnmju.law.nju.com.    IN    A    92.197.246.176
ghrtxpvm.law.nju.com.    IN    A    58.127.157.254
esnbmpai.law.nju.com.    IN    A    142.66.252.103
vlyhcprd.law.nju.com.    IN    A    244.165.228.233
cvjhrkat.law.nju.com.    IN    A    138.14.145.240
jtqfuily.law.nju.com.    IN    A    21.121.24.205
wfjxciol.law.nju.com.    IN    A    105.173.239.16
cahjfgun.law.nju.com.    IN    A    39.249.61.141
ietvngda.law.nju.com.    IN    A    75.253.96.209
kfuangph.law.nju.com.    IN    A    137.78.169.182
wyufevgk.law.nju.com.    IN    A    166.109.47.179
uocgrhpl.law.nju.com.    IN    A    48.153.45.56
cnoflphm.law.nju.com.    IN    A    238.14.54.122
qrpcwydi.law.nju.com.    IN    A    35.87.100.143
tjxysmuh.law.nju.com.    IN    A    241.219.221.206
utbyslox.law.nju.com.    IN    A    105.247.74.172
qxnoevug.law.nju.com.    IN    A    142.87.31.110
gwctsbmx.law.nju.com.    IN    A    231.198.65.98
phgwxakf.law.nju.com.    IN    A    171.62.11.12
cvxgtlmu.law.nju.com.    IN    A    56.119.133.149
iblqcnsa.law.nju.com.    IN    A    174.64.18.12
mlpgodsv.law.nju.com.    IN    A    134.241.18.209
ilrohwae.law.nju.com.    IN    A    145.161.59.231
ijhnswvc.law.nju.com.    IN    A    199.210.113.24
rdhlpcom.law.nju.com.    IN    A    215.253.48.125
htejarwq.law.nju.com.    IN    A    25.38.181.19
mlgtidfj.law.nju.com.    IN    A    250.225.81.194
pdvyowxb.law.nju.com.    IN    A    225.148.23.63
hxgmwucn.law.nju.com.    IN    A    154.16.107.226
yqtrwdgf.law.nju.com.    IN    A    227.122.189.254
iyejqdop.law.nju.com.    IN    A    150.243.29.69
lmcyjtxi.law.nju.com.    IN    A    190.100.159.23
qtpehkdl.law.nju.com.    IN    A    63.49.31.6
eclntdgk.law.nju.com.    IN    A    132.123.245.214
gflsvkmd.law.nju.com.    IN    A    24.138.153.66
lpodnkbh.law.nju.com.    IN    A    23.155.0.89
nbqafsly.law.nju.com.    IN    A    31.126.232.144
lhojegsi.law.nju.com.    IN    A    249.99.94.24
ihjumbck.law.nju.com.    IN    A    184.229.80.133
wjbkrxid.law.nju.com.    IN    A    115.159.161.185
icxfduva.law.nju.com.    IN    A    135.239.241.72
afqukgwr.law.nju.com.    IN    A    234.91.137.30
hdlirctw.law.nju.com.    IN    A    19.192.156.42
nstcfrbl.law.nju.com.    IN    A    5.23.0.52
mvchxlia.law.nju.com.    IN    A    164.174.133.85
dgnisckx.law.nju.com.    IN    A    226.247.249.219
mhqbwlri.law.nju.com.    IN    A    181.169.210.9
hnwflepj.law.nju.com.    IN    A    75.223.20.82
yaktmune.law.nju.com.    IN    A    93.20.34.36
uecbkadm.law.nju.com.    IN    A    62.82.167.191
