; <<>> DiG 9.11.3-1ubuntu1.11-Ubuntu <<>> AXFR pku.com. @ns2.pku.edu.
;; global options: +cmd

@               			      14400 IN SOA	ns1.pku.com. james.pku.edu. 19122302 14400 3600 2419200 14400
pku.com.			      14400 IN NS	ns1.pku.com.
ns1.pku.com.			      14400 IN A	10.166.21.14

www.pku.com.		      14400 IN NS	ns1.www.pku.com.
ns1.www.pku.com.		      14400 IN A		10.166.21.15

math.pku.com.		      14400 IN NS	ns1.math.pku.com.
ns1.math.pku.com.		      14400 IN A		10.166.21.12

hist.pku.com.		      14400 IN NS	ns1.hist.pku.com.
ns1.hist.pku.com.		      14400 IN A		10.166.21.13

pku.com.			      14400 IN MX	10 histtp.pku.edu.
pku.com.			      14400 IN TXT	"v=spf1 a mx ~all"
deyvwxic.pku.com.        IN    A    64.126.45.144
dvfypwls.pku.com.        IN    A    199.7.187.199
gnejpiyh.pku.com.        IN    A    158.136.10.138
nfyhjewb.pku.com.        IN    A    168.44.54.25
rlgonkcy.pku.com.        IN    A    251.38.174.39
mkrieyus.pku.com.        IN    A    39.66.198.31
dgbivepl.pku.com.        IN    A    25.251.163.93
tsgvqmfu.pku.com.        IN    A    245.20.19.5
isrntybo.pku.com.        IN    A    40.27.37.171
trsvocue.pku.com.        IN    A    162.46.236.99
ngoxbrhf.pku.com.        IN    A    193.187.128.48
eaqbjgsh.pku.com.        IN    A    160.140.230.157
mkfvqxoj.pku.com.        IN    A    131.67.172.203
rlbmfouy.pku.com.        IN    A    101.223.102.198
qmelctso.pku.com.        IN    A    207.80.192.49
mxnuthco.pku.com.        IN    A    92.254.7.238
hrcgsenk.pku.com.        IN    A    119.100.251.218
pcsqmnwv.pku.com.        IN    A    16.16.64.19
etoakudb.pku.com.        IN    A    132.139.7.231
xqkdohef.pku.com.        IN    A    64.46.43.2
jnlfagqi.pku.com.        IN    A    73.149.73.69
hgaojkuf.pku.com.        IN    A    226.4.197.101
uvgdmswq.pku.com.        IN    A    118.250.113.12
mecabvld.pku.com.        IN    A    129.177.64.94
yerswnjh.pku.com.        IN    A    41.22.207.254
paxkbclr.pku.com.        IN    A    128.178.183.252
orfpxhym.pku.com.        IN    A    138.79.188.126
ldwhmoke.pku.com.        IN    A    228.54.13.233
rdlnmjiq.pku.com.        IN    A    239.125.65.18
yflrvoig.pku.com.        IN    A    149.47.23.227
bwqhmyrf.pku.com.        IN    A    50.210.128.120
ltycifuh.pku.com.        IN    A    203.39.125.43
efxrsjtw.pku.com.        IN    A    121.236.118.71
jnwpmeti.pku.com.        IN    A    58.70.163.72
hvgfxopr.pku.com.        IN    A    135.18.246.21
anrtwpeh.pku.com.        IN    A    69.170.78.168
kegquvtm.pku.com.        IN    A    226.45.196.77
nduschie.pku.com.        IN    A    72.1.80.89
ltcaqbgm.pku.com.        IN    A    149.58.158.157
wqlbnfet.pku.com.        IN    A    60.240.107.108
sflhktby.pku.com.        IN    A    72.16.120.51
irehdfak.pku.com.        IN    A    183.108.144.177
akvlqciw.pku.com.        IN    A    226.150.142.136
rmyisjgu.pku.com.        IN    A    55.210.233.82
imvxohnc.pku.com.        IN    A    250.10.191.232
bikhdtpq.pku.com.        IN    A    102.101.222.9
tdxqwfle.pku.com.        IN    A    175.228.193.184
lbrxqjyf.pku.com.        IN    A    219.179.205.227
eykiosqj.pku.com.        IN    A    52.17.39.20
qejhbvus.pku.com.        IN    A    131.187.198.174
kvoguidb.pku.com.        IN    A    142.71.51.115
ebcdytmh.pku.com.        IN    A    171.203.100.109
qbodcmau.pku.com.        IN    A    237.182.151.4
tnlbhejp.pku.com.        IN    A    87.74.122.170
mhkldets.pku.com.        IN    A    224.60.181.70
swtkmbgq.pku.com.        IN    A    15.76.87.107
ekgrofpi.pku.com.        IN    A    72.84.98.195
kgtdyrsl.pku.com.        IN    A    20.106.128.253
uvhwqngm.pku.com.        IN    A    72.162.252.5
esxmyfkp.pku.com.        IN    A    72.17.253.22
qcgfwpsa.pku.com.        IN    A    129.199.36.127
octximqv.pku.com.        IN    A    221.219.236.7
fhuijoxy.pku.com.        IN    A    26.138.123.146
hysenurk.pku.com.        IN    A    154.151.40.194
lordpnkb.pku.com.        IN    A    22.13.228.190
sephdary.pku.com.        IN    A    61.168.15.215
wxqymjnt.pku.com.        IN    A    32.85.1.202
rpsdyiub.pku.com.        IN    A    176.31.213.144
qjudtgnf.pku.com.        IN    A    113.180.119.89
hjiamnbd.pku.com.        IN    A    197.250.55.8
jvpsryil.pku.com.        IN    A    79.67.223.117
kgnyulit.pku.com.        IN    A    142.130.252.200
ivuwpenm.pku.com.        IN    A    118.75.34.0
xdqvwbri.pku.com.        IN    A    37.156.67.242
pdoncfli.pku.com.        IN    A    174.245.133.208
uyrqgbav.pku.com.        IN    A    74.191.149.34
woclqpat.pku.com.        IN    A    90.196.241.59
ywjucetf.pku.com.        IN    A    10.248.156.206
jpkcmsaf.pku.com.        IN    A    243.147.238.130
orudakyw.pku.com.        IN    A    93.51.153.133
btqnxefy.pku.com.        IN    A    49.95.91.204
bvotgmfp.pku.com.        IN    A    97.4.69.138
ugafohep.pku.com.        IN    A    78.104.203.195
fxphoulj.pku.com.        IN    A    52.164.67.6
gyunftil.pku.com.        IN    A    171.145.174.171
tgvmdbwc.pku.com.        IN    A    162.44.177.5
tqwpyoas.pku.com.        IN    A    183.215.183.122
xqdjyogh.pku.com.        IN    A    105.184.117.254
kbhlysva.pku.com.        IN    A    236.66.71.8
agokjlcd.pku.com.        IN    A    121.0.186.191
njbdalcy.pku.com.        IN    A    166.182.114.165
jrudlpmk.pku.com.        IN    A    61.114.51.18
fixhcatn.pku.com.        IN    A    253.33.164.49
xnlsrhgy.pku.com.        IN    A    121.229.46.179
vkdtiuse.pku.com.        IN    A    120.160.191.246
wktxfnip.pku.com.        IN    A    47.79.13.223
ubjqmygn.pku.com.        IN    A    165.207.226.119
grsdhovk.pku.com.        IN    A    214.19.46.51
yeqganwu.pku.com.        IN    A    31.216.238.12
axlmqfdv.pku.com.        IN    A    33.244.85.44
wgkjhbxm.pku.com.        IN    A    38.73.17.41
daeyuobc.pku.com.        IN    A    11.88.182.9
wfhyidgl.pku.com.        IN    A    107.196.128.38
mhjyfabu.pku.com.        IN    A    143.61.202.20
clpivrxo.pku.com.        IN    A    250.159.10.123
rgsxdpyq.pku.com.        IN    A    238.20.70.34
bwhntgfu.pku.com.        IN    A    224.242.87.68
vgjluhtq.pku.com.        IN    A    129.115.62.232
swkrgxiq.pku.com.        IN    A    160.214.224.109
ypojuvef.pku.com.        IN    A    205.38.26.85
kxvjdcse.pku.com.        IN    A    145.28.112.41
xojahbte.pku.com.        IN    A    139.177.33.249
myacvqpd.pku.com.        IN    A    180.211.181.218
dhtyowrf.pku.com.        IN    A    226.140.243.98
obpntjuw.pku.com.        IN    A    39.37.12.32
auiornty.pku.com.        IN    A    85.154.13.63
dljpowky.pku.com.        IN    A    108.6.131.136
fmknqaji.pku.com.        IN    A    167.87.152.26
jgxenuty.pku.com.        IN    A    37.201.13.223
ngyfvsci.pku.com.        IN    A    28.67.216.52
gbcaupfh.pku.com.        IN    A    76.215.10.156
mfvlrceo.pku.com.        IN    A    108.226.62.124
pbxfkmsd.pku.com.        IN    A    81.214.253.44
vidtxpgu.pku.com.        IN    A    243.142.153.24
pmjehcrd.pku.com.        IN    A    153.234.81.125
clymatwv.pku.com.        IN    A    213.74.16.165
sbaeuykw.pku.com.        IN    A    66.181.10.47
uiqtyshe.pku.com.        IN    A    112.120.137.138
leyiukbw.pku.com.        IN    A    188.118.59.136
joufsldb.pku.com.        IN    A    39.157.235.18
beugorva.pku.com.        IN    A    57.249.132.10
wrpdsgui.pku.com.        IN    A    52.231.86.7
kxcbfpnv.pku.com.        IN    A    199.144.35.106
ixeopkrn.pku.com.        IN    A    248.172.172.186
xepwahnk.pku.com.        IN    A    35.73.151.113
ougeihdx.pku.com.        IN    A    128.22.6.14
mbqwtdoh.pku.com.        IN    A    154.222.102.8
mcuehswp.pku.com.        IN    A    22.59.224.13
nlodtswk.pku.com.        IN    A    235.47.104.56
ibnvgjqy.pku.com.        IN    A    98.125.173.237
utigpcad.pku.com.        IN    A    74.18.216.99
sgxbfndu.pku.com.        IN    A    252.184.141.143
dkiwyxlc.pku.com.        IN    A    47.106.83.176
hxbqfgpw.pku.com.        IN    A    229.218.155.55
jmhrvfck.pku.com.        IN    A    103.177.169.176
nxapcutf.pku.com.        IN    A    100.113.128.215
wbladisy.pku.com.        IN    A    101.242.44.248
rveyjcgq.pku.com.        IN    A    109.105.241.42
fvmdqbes.pku.com.        IN    A    69.229.43.115
wvaxmksr.pku.com.        IN    A    203.127.164.41
fmnuvpae.pku.com.        IN    A    62.226.138.217
hyjaebit.pku.com.        IN    A    171.69.133.40
vhnmtkop.pku.com.        IN    A    17.77.241.84
uhxbpwfm.pku.com.        IN    A    17.227.230.238
xihrtwps.pku.com.        IN    A    112.11.109.74
gkbxlwoj.pku.com.        IN    A    172.191.228.213
srvcjxuf.pku.com.        IN    A    0.198.184.245
ivstbxuf.pku.com.        IN    A    144.239.244.158
mpvkeowc.pku.com.        IN    A    179.17.126.156
lsycngvh.pku.com.        IN    A    131.244.167.151
jyghvlqt.pku.com.        IN    A    224.63.187.132
yhblrmqx.pku.com.        IN    A    104.79.85.139
pvlbfsie.pku.com.        IN    A    238.149.91.35
trfsapxo.pku.com.        IN    A    80.171.92.238
axdtjubl.pku.com.        IN    A    173.120.141.134
uwpmsfac.pku.com.        IN    A    58.12.132.13
ugjxlrck.pku.com.        IN    A    57.26.36.191
egmcfvub.pku.com.        IN    A    88.5.133.224
wqjbadpi.pku.com.        IN    A    102.100.10.130
icvultkm.pku.com.        IN    A    157.107.238.255
awnikems.pku.com.        IN    A    232.9.44.24
dkxlpghy.pku.com.        IN    A    137.211.238.110
igojlvey.pku.com.        IN    A    197.27.9.187
vksoeayj.pku.com.        IN    A    76.139.134.78
tnmeiwag.pku.com.        IN    A    237.56.89.147
pdwifhjk.pku.com.        IN    A    11.158.177.46
udqbfkam.pku.com.        IN    A    165.11.244.235
msquynth.pku.com.        IN    A    254.234.6.189
knqatfgo.pku.com.        IN    A    28.204.31.2
yrnldkuw.pku.com.        IN    A    192.233.81.49
yforxblc.pku.com.        IN    A    178.190.79.66
ifkbexwu.pku.com.        IN    A    234.169.97.17
dxavjenu.pku.com.        IN    A    254.21.83.109
jhfgydnr.pku.com.        IN    A    3.232.164.153
eyunhgsb.pku.com.        IN    A    223.88.243.90
bpnavqfi.pku.com.        IN    A    190.134.52.73
qtkabhvw.pku.com.        IN    A    53.193.79.108
berduwkg.pku.com.        IN    A    89.198.92.120
euvwgrsn.pku.com.        IN    A    241.178.184.113
cnltawjv.pku.com.        IN    A    118.71.180.189
suthoicx.pku.com.        IN    A    167.124.226.137
tgdlqbon.pku.com.        IN    A    20.19.98.107
nrfbacjd.pku.com.        IN    A    74.51.118.213
udmbelfc.pku.com.        IN    A    107.24.206.175
wldfsaib.pku.com.        IN    A    112.134.53.204
yvksjagb.pku.com.        IN    A    245.82.159.146
sngwqhbx.pku.com.        IN    A    131.54.11.46
djsqrepx.pku.com.        IN    A    29.96.183.129
cjtobplk.pku.com.        IN    A    18.252.3.172
yrqnhvwg.pku.com.        IN    A    186.87.93.144
kytdxvob.pku.com.        IN    A    12.84.106.74
fgapmohr.pku.com.        IN    A    93.64.138.187
ycsaxelg.pku.com.        IN    A    59.211.125.55
tugjxmcd.pku.com.        IN    A    218.128.232.249
bjxsotrk.pku.com.        IN    A    35.250.153.125
ulpveyqk.pku.com.        IN    A    136.18.224.173
plykwvti.pku.com.        IN    A    108.144.124.204
npgruxbo.pku.com.        IN    A    15.241.195.229
mwulgtdv.pku.com.        IN    A    93.90.219.246
wdqtkcyu.pku.com.        IN    A    51.52.116.143
ocgeivax.pku.com.        IN    A    46.108.18.220
atriphou.pku.com.        IN    A    157.127.42.182
fjnegxlo.pku.com.        IN    A    176.156.191.24
pxloqjnm.pku.com.        IN    A    92.67.191.246
pvscnxwj.pku.com.        IN    A    148.13.66.11
uxcmwlpy.pku.com.        IN    A    87.240.178.141
xpoynlra.pku.com.        IN    A    241.239.212.193
wlvdctap.pku.com.        IN    A    25.132.183.34
exbwygjd.pku.com.        IN    A    58.162.161.16
qkwpbamj.pku.com.        IN    A    73.37.215.183
oauiywpg.pku.com.        IN    A    163.251.103.6
xjigvqhn.pku.com.        IN    A    34.12.56.28
wohiacvb.pku.com.        IN    A    202.224.33.115
qtbofcjr.pku.com.        IN    A    96.231.241.36
ykntimle.pku.com.        IN    A    71.123.235.72
itqvxjmu.pku.com.        IN    A    167.146.208.82
rxqketoi.pku.com.        IN    A    19.84.135.171
dlxciepo.pku.com.        IN    A    201.149.159.31
ahbpoiuw.pku.com.        IN    A    135.11.103.35
onirbskf.pku.com.        IN    A    248.96.237.151
tfpyaxer.pku.com.        IN    A    175.104.56.45
berfcomg.pku.com.        IN    A    197.6.31.190
bnxitkgw.pku.com.        IN    A    185.20.94.46
xtfjhuld.pku.com.        IN    A    91.117.252.219
kbcehnya.pku.com.        IN    A    113.208.136.240
guwpfbrh.pku.com.        IN    A    230.155.174.46
kihmfepw.pku.com.        IN    A    27.77.112.155
gdqnausj.pku.com.        IN    A    248.70.50.203
mderxpfs.pku.com.        IN    A    77.140.40.149
hlgokftn.pku.com.        IN    A    149.77.145.60
ghsktpad.pku.com.        IN    A    164.91.105.122
ruwingvx.pku.com.        IN    A    23.206.32.251
yfhpeagd.pku.com.        IN    A    155.203.158.71
glyfudnj.pku.com.        IN    A    177.148.22.90
amrncjlt.pku.com.        IN    A    64.220.206.39
iqcpjgfm.pku.com.        IN    A    253.253.26.154
ywkhxnut.pku.com.        IN    A    107.203.229.140
nvybtlmo.pku.com.        IN    A    202.21.66.56
hockgexp.pku.com.        IN    A    194.149.69.103
xscbmlpa.pku.com.        IN    A    116.208.105.63
enywcdmp.pku.com.        IN    A    78.99.205.38
enuyktfa.pku.com.        IN    A    173.113.150.240
obljvnfr.pku.com.        IN    A    11.8.125.94
sjuikhyd.pku.com.        IN    A    5.27.83.50
cdkvxwyt.pku.com.        IN    A    234.61.124.224
lywgdbnv.pku.com.        IN    A    86.176.7.11
cubnefxa.pku.com.        IN    A    141.183.178.61
ufdiwogb.pku.com.        IN    A    120.74.211.169
uygwcorq.pku.com.        IN    A    222.164.243.40
hvwrdmpn.pku.com.        IN    A    240.24.54.148
vofxialr.pku.com.        IN    A    226.105.21.4
cwipbfey.pku.com.        IN    A    162.60.86.200
mcbxwiah.pku.com.        IN    A    216.144.53.90
bvapjkus.pku.com.        IN    A    82.227.155.106
yukdwrme.pku.com.        IN    A    150.44.212.198
ebvmcwip.pku.com.        IN    A    241.74.17.20
qvxalsmr.pku.com.        IN    A    186.5.170.208
iagencts.pku.com.        IN    A    16.125.115.226
kxrywlta.pku.com.        IN    A    174.140.77.28
pdreyjbh.pku.com.        IN    A    235.13.241.112
hcryjfdt.pku.com.        IN    A    9.144.122.167
blkijsnu.pku.com.        IN    A    118.34.102.99
lhofgnuw.pku.com.        IN    A    104.173.37.123
opbthdis.pku.com.        IN    A    249.67.221.156
cfuprldn.pku.com.        IN    A    119.78.38.197
hmrpogyc.pku.com.        IN    A    111.152.98.188
sbfmpahg.pku.com.        IN    A    90.162.20.50
lteyfpgn.pku.com.        IN    A    207.126.129.203
mdsiwftk.pku.com.        IN    A    151.94.104.11
ikhjovcp.pku.com.        IN    A    57.108.158.21
fcyejktu.pku.com.        IN    A    105.101.171.130
idhuspbo.pku.com.        IN    A    242.255.205.107
peisabvd.pku.com.        IN    A    170.45.32.115
athsnkir.pku.com.        IN    A    115.198.190.84
uohykinr.pku.com.        IN    A    110.55.224.118
hcukvjsn.pku.com.        IN    A    94.181.228.208
ryekwbfg.pku.com.        IN    A    111.27.16.203
rvdmjiey.pku.com.        IN    A    31.48.120.50
gfpsbwqa.pku.com.        IN    A    193.202.46.189
lohywneb.pku.com.        IN    A    141.224.177.32
vyhqbsjf.pku.com.        IN    A    19.217.249.97
dbgiucko.pku.com.        IN    A    0.97.146.17
vsxamify.pku.com.        IN    A    146.160.154.41
jounbats.pku.com.        IN    A    99.146.96.69
vxalfnms.pku.com.        IN    A    156.139.168.115
ovswlhpf.pku.com.        IN    A    101.79.80.238
jklwhrma.pku.com.        IN    A    199.90.224.193
vnacuwmj.pku.com.        IN    A    140.182.56.142
blqudgcp.pku.com.        IN    A    50.236.80.173
homjtrvq.pku.com.        IN    A    211.250.203.90
patlfxjd.pku.com.        IN    A    195.125.154.105
wmhrbdgn.pku.com.        IN    A    210.2.147.116
jqfogihv.pku.com.        IN    A    8.233.197.17
fxcnhwyl.pku.com.        IN    A    77.195.190.120
bsyfrqpd.pku.com.        IN    A    238.140.194.75
dcavwmox.pku.com.        IN    A    88.246.13.62
atnloksc.pku.com.        IN    A    45.252.5.251
uflvtnqm.pku.com.        IN    A    142.13.67.75
gokpmuxs.pku.com.        IN    A    61.84.201.217
erbmahvo.pku.com.        IN    A    238.103.150.22
uonwjkcs.pku.com.        IN    A    245.93.156.227
jlbwftyo.pku.com.        IN    A    100.245.173.50
vsouwfjt.pku.com.        IN    A    97.223.135.51
rntxhsgv.pku.com.        IN    A    210.131.8.247
koxiaphq.pku.com.        IN    A    1.184.59.27
bkytjfxa.pku.com.        IN    A    10.70.189.51
ietxqflp.pku.com.        IN    A    66.201.50.209
ehpdlqkx.pku.com.        IN    A    1.156.88.175
dujmvqfp.pku.com.        IN    A    42.140.12.199
rtikmygp.pku.com.        IN    A    149.34.137.240
qanueboj.pku.com.        IN    A    226.202.214.82
mjdkxsbr.pku.com.        IN    A    33.235.187.224
jsovktxc.pku.com.        IN    A    8.155.1.194
gwdsflub.pku.com.        IN    A    120.142.176.81
otlkamgh.pku.com.        IN    A    84.104.218.162
gvxyneso.pku.com.        IN    A    80.184.158.5
vxpbfycg.pku.com.        IN    A    33.163.167.189
mnfpjrke.pku.com.        IN    A    47.41.159.99
bygruehn.pku.com.        IN    A    88.1.12.66
anqefgvr.pku.com.        IN    A    253.157.12.225
bpehjkti.pku.com.        IN    A    62.119.177.221
qlphongd.pku.com.        IN    A    198.149.57.201
wxbgokvl.pku.com.        IN    A    156.135.74.218
xehgbdnk.pku.com.        IN    A    131.50.103.194
qemiwagc.pku.com.        IN    A    209.72.241.1
knipwfcu.pku.com.        IN    A    52.196.149.86
sryntikw.pku.com.        IN    A    84.246.248.84
pgtjovmf.pku.com.        IN    A    170.63.185.51
ypvnubdc.pku.com.        IN    A    51.138.6.44
jskdfitl.pku.com.        IN    A    115.96.93.55
dhrvifap.pku.com.        IN    A    232.177.156.224
jgqrutbk.pku.com.        IN    A    206.17.170.110
gbjyonsf.pku.com.        IN    A    181.197.207.212
hsyftknd.pku.com.        IN    A    232.46.13.183
onulgrfi.pku.com.        IN    A    118.202.171.194
celvxbds.pku.com.        IN    A    115.50.233.26
eudwrmca.pku.com.        IN    A    64.8.167.18
sobcpwgi.pku.com.        IN    A    184.107.30.197
csavqrhd.pku.com.        IN    A    11.52.42.93
rvxeiosm.pku.com.        IN    A    82.167.210.117
hwjbukie.pku.com.        IN    A    247.186.145.190
xhmwnjce.pku.com.        IN    A    74.29.210.212
oysxdvmc.pku.com.        IN    A    216.153.12.158
oembatcp.pku.com.        IN    A    76.143.234.149
rbpjiawu.pku.com.        IN    A    229.3.130.6
keqwmsga.pku.com.        IN    A    132.146.122.122
ndihkyfv.pku.com.        IN    A    236.107.223.134
yewapjrs.pku.com.        IN    A    103.191.166.148
ifhwspqm.pku.com.        IN    A    73.0.41.245
jlmntdhq.pku.com.        IN    A    29.70.227.71
fqxtauks.pku.com.        IN    A    136.98.73.33
qvplobig.pku.com.        IN    A    157.169.58.219
pcdflvih.pku.com.        IN    A    43.50.65.9
flrpwxsm.pku.com.        IN    A    19.207.232.144
nckowhbf.pku.com.        IN    A    175.96.84.77
usiowrqk.pku.com.        IN    A    7.132.27.206
ykvxjlbs.pku.com.        IN    A    207.223.168.85
ethykmav.pku.com.        IN    A    73.127.168.90
laskdcxq.pku.com.        IN    A    182.14.51.156
tleakyxm.pku.com.        IN    A    23.44.215.145
enobtumx.pku.com.        IN    A    222.86.176.59
cwgluonm.pku.com.        IN    A    178.61.244.28
ugloksde.pku.com.        IN    A    136.231.214.157
sqalvjmn.pku.com.        IN    A    220.33.220.29
plcgtfrd.pku.com.        IN    A    0.144.69.213
ukwdxheo.pku.com.        IN    A    176.187.133.238
domvrcpw.pku.com.        IN    A    79.39.253.37
bctvapjo.pku.com.        IN    A    10.216.109.89
lturaydi.pku.com.        IN    A    19.118.217.23
irwvnobf.pku.com.        IN    A    235.175.125.107
