www.nju.com. 	14400	IN	SOA	ns1.www.nju.com. james.nju.edu. 19122302 14400 3600 2419200 14400
www.nju.com.		    IN	NS ns1.www.nju.com.
keryioal.www.nju.com.    IN    A    6.222.26.25
ldkvhtob.www.nju.com.    IN    A    119.225.17.214
atsecolu.www.nju.com.    IN    A    93.219.249.119
ogpresth.www.nju.com.    IN    A    5.76.176.218
qakdliwn.www.nju.com.    IN    A    158.45.180.251
cbwumdtr.www.nju.com.    IN    A    226.62.26.30
aixebsft.www.nju.com.    IN    A    65.159.142.105
sigbhdlj.www.nju.com.    IN    A    135.145.149.169
lxpqaefv.www.nju.com.    IN    A    226.165.227.219
gdsnopwx.www.nju.com.    IN    A    165.45.139.184
axnibtrh.www.nju.com.    IN    A    122.59.251.198
rlmtikap.www.nju.com.    IN    A    3.163.222.116
jxlqifos.www.nju.com.    IN    A    48.251.184.254
qulhaxts.www.nju.com.    IN    A    87.70.248.198
yqibntwo.www.nju.com.    IN    A    18.3.133.86
mhsgtnur.www.nju.com.    IN    A    232.48.30.15
yabwepnl.www.nju.com.    IN    A    216.206.81.180
ikcewftb.www.nju.com.    IN    A    245.136.118.126
krqtagxu.www.nju.com.    IN    A    218.45.213.28
bjmcfwnv.www.nju.com.    IN    A    100.140.253.192
grcvhybk.www.nju.com.    IN    A    113.162.176.103
dykvexwb.www.nju.com.    IN    A    10.21.148.25
gxedwrkn.www.nju.com.    IN    A    35.100.6.193
fawtmrgx.www.nju.com.    IN    A    13.162.127.4
ivonjphe.www.nju.com.    IN    A    82.175.230.243
iekuhjwr.www.nju.com.    IN    A    118.182.10.252
bamntidh.www.nju.com.    IN    A    184.234.93.27
svdonhjx.www.nju.com.    IN    A    47.255.124.39
dabqrjnp.www.nju.com.    IN    A    55.82.172.189
ghmyavfx.www.nju.com.    IN    A    98.10.86.218
xcrnhikd.www.nju.com.    IN    A    11.247.23.89
okxihvyw.www.nju.com.    IN    A    226.108.105.174
gtkusaoj.www.nju.com.    IN    A    85.51.133.244
puchxwyq.www.nju.com.    IN    A    208.88.1.55
aqhwumnp.www.nju.com.    IN    A    221.222.6.168
icwuotnq.www.nju.com.    IN    A    3.49.6.151
wnmtrfey.www.nju.com.    IN    A    83.179.161.69
weqkjhgm.www.nju.com.    IN    A    174.107.85.145
mwnhtjeb.www.nju.com.    IN    A    227.160.203.120
swgkcymr.www.nju.com.    IN    A    196.105.216.70
vefmdaot.www.nju.com.    IN    A    105.60.131.126
qjgbtrvo.www.nju.com.    IN    A    146.155.58.245
jvlatsbk.www.nju.com.    IN    A    251.44.138.41
fbgpryou.www.nju.com.    IN    A    164.137.223.226
aorsdpku.www.nju.com.    IN    A    54.134.120.96
tkqjexdl.www.nju.com.    IN    A    212.141.187.82
unaxsedc.www.nju.com.    IN    A    167.84.120.195
xfjrnetq.www.nju.com.    IN    A    244.210.14.229
oqvedrjh.www.nju.com.    IN    A    184.120.224.96
kmbnhuso.www.nju.com.    IN    A    161.66.127.249
ofgudpsl.www.nju.com.    IN    A    15.132.167.197
qnsfgpxw.www.nju.com.    IN    A    214.76.15.68
ksydtjuw.www.nju.com.    IN    A    5.150.208.231
qteumbds.www.nju.com.    IN    A    101.36.161.72
oeniwdvj.www.nju.com.    IN    A    152.250.154.48
dmwgtsho.www.nju.com.    IN    A    15.253.58.206
mefujltx.www.nju.com.    IN    A    115.133.17.19
cbqmsxgj.www.nju.com.    IN    A    180.120.72.8
ynugkpqa.www.nju.com.    IN    A    129.112.119.91
wrkhalnq.www.nju.com.    IN    A    46.84.171.132
atnmeykh.www.nju.com.    IN    A    227.185.124.60
ulexbsyk.www.nju.com.    IN    A    5.143.72.181
pwxghsvy.www.nju.com.    IN    A    254.88.169.70
diafwmnk.www.nju.com.    IN    A    36.26.107.195
jnlyvfgu.www.nju.com.    IN    A    174.177.103.237
aosdyhbr.www.nju.com.    IN    A    5.31.60.195
nqotsgex.www.nju.com.    IN    A    173.232.114.35
htwsfcjp.www.nju.com.    IN    A    96.135.66.201
nkjaterx.www.nju.com.    IN    A    128.46.235.90
dncwfoul.www.nju.com.    IN    A    62.214.89.73
geilxtsn.www.nju.com.    IN    A    200.220.56.207
prhvtwsj.www.nju.com.    IN    A    246.203.141.48
puhikqxe.www.nju.com.    IN    A    37.180.36.134
ohnwyqpj.www.nju.com.    IN    A    103.174.87.136
gnreotif.www.nju.com.    IN    A    203.195.143.102
xrcvdnma.www.nju.com.    IN    A    161.193.71.51
ptsrluhd.www.nju.com.    IN    A    26.35.182.171
jmisglvh.www.nju.com.    IN    A    219.128.55.170
vlrcgsnm.www.nju.com.    IN    A    245.135.21.218
bnkpjyme.www.nju.com.    IN    A    21.167.138.117
asdgkqpl.www.nju.com.    IN    A    162.149.224.126
detyobjf.www.nju.com.    IN    A    101.168.67.245
ufaeoilb.www.nju.com.    IN    A    219.147.131.235
xvdrsuiq.www.nju.com.    IN    A    69.147.222.30
qlvcjkwh.www.nju.com.    IN    A    211.196.243.137
pwguoajf.www.nju.com.    IN    A    3.231.246.52
wsmnujpf.www.nju.com.    IN    A    33.108.221.201
bakphtex.www.nju.com.    IN    A    216.176.232.145
fomuvkpi.www.nju.com.    IN    A    4.46.125.133
qnwxartj.www.nju.com.    IN    A    109.94.58.241
klnfdmrg.www.nju.com.    IN    A    92.20.238.160
phcqensm.www.nju.com.    IN    A    128.142.8.63
gvhmbewy.www.nju.com.    IN    A    199.163.118.52
lmuiynks.www.nju.com.    IN    A    94.62.197.118
bdfsamlg.www.nju.com.    IN    A    205.158.222.112
tsrmwvux.www.nju.com.    IN    A    159.229.13.64
uotsdhbq.www.nju.com.    IN    A    207.254.202.186
mfljgoyw.www.nju.com.    IN    A    42.180.143.188
gkqtdmac.www.nju.com.    IN    A    246.142.132.156
awfmcdih.www.nju.com.    IN    A    113.207.8.89
mnfctsro.www.nju.com.    IN    A    130.89.83.12
kymtpucw.www.nju.com.    IN    A    213.160.20.243
pykgxwdf.www.nju.com.    IN    A    61.27.190.255
lphubdwr.www.nju.com.    IN    A    114.196.76.85
sodialwf.www.nju.com.    IN    A    23.111.181.165
rakecqyj.www.nju.com.    IN    A    134.121.165.204
ywnkrqbj.www.nju.com.    IN    A    237.220.195.55
iabhruoq.www.nju.com.    IN    A    54.239.213.198
mwysqcov.www.nju.com.    IN    A    183.148.83.36
lwxcprem.www.nju.com.    IN    A    144.128.225.37
rpkdofcw.www.nju.com.    IN    A    174.219.179.131
clqoabue.www.nju.com.    IN    A    106.20.8.121
jfcegwsx.www.nju.com.    IN    A    33.66.118.164
gqkmuawj.www.nju.com.    IN    A    160.250.133.253
efvbrdhx.www.nju.com.    IN    A    54.255.84.183
jxsvinwp.www.nju.com.    IN    A    91.126.225.206
dgylufmx.www.nju.com.    IN    A    71.151.239.142
fhstkuxv.www.nju.com.    IN    A    86.91.139.3
puifjbod.www.nju.com.    IN    A    63.85.176.57
uotqcivs.www.nju.com.    IN    A    40.163.191.246
hlwpqked.www.nju.com.    IN    A    63.159.250.121
okpvngjl.www.nju.com.    IN    A    25.208.113.194
myhlqxnj.www.nju.com.    IN    A    28.72.118.233
bwtapkfm.www.nju.com.    IN    A    4.171.100.173
wygkuebh.www.nju.com.    IN    A    86.130.228.46
uexjptkh.www.nju.com.    IN    A    158.190.191.125
corvkanw.www.nju.com.    IN    A    117.92.238.203
dxfbpyaw.www.nju.com.    IN    A    20.246.223.196
jcpelrdy.www.nju.com.    IN    A    98.82.214.141
kqjaxonr.www.nju.com.    IN    A    114.76.165.186
ybsrkdnp.www.nju.com.    IN    A    133.116.140.114
hacjkytl.www.nju.com.    IN    A    61.158.45.97
mwdlpbrx.www.nju.com.    IN    A    19.173.63.172
giybardf.www.nju.com.    IN    A    244.63.173.198
dntqyume.www.nju.com.    IN    A    153.182.39.41
ahxjesdr.www.nju.com.    IN    A    18.77.110.85
wskypdct.www.nju.com.    IN    A    59.122.128.205
rfjvwtlc.www.nju.com.    IN    A    137.152.106.114
ejatluvs.www.nju.com.    IN    A    99.254.164.172
vqgrteoy.www.nju.com.    IN    A    96.68.173.41
tdsrxfuc.www.nju.com.    IN    A    197.193.5.55
chomuipg.www.nju.com.    IN    A    69.188.210.64
oysedwgp.www.nju.com.    IN    A    229.227.109.81
djtfvlhu.www.nju.com.    IN    A    22.19.188.13
mgqwaidp.www.nju.com.    IN    A    225.45.75.175
ymgavnrd.www.nju.com.    IN    A    195.229.14.126
vwnxrumc.www.nju.com.    IN    A    201.128.197.125
ugftqwhv.www.nju.com.    IN    A    147.18.227.61
opskxjny.www.nju.com.    IN    A    195.97.22.47
ntjcahxu.www.nju.com.    IN    A    156.128.23.176
xlctorgw.www.nju.com.    IN    A    208.236.92.216
urqaoidy.www.nju.com.    IN    A    249.19.63.254
scgrknuf.www.nju.com.    IN    A    7.95.59.67
pwaghkvx.www.nju.com.    IN    A    44.154.85.82
qwdsljbn.www.nju.com.    IN    A    14.96.191.222
dkvmesnw.www.nju.com.    IN    A    214.197.143.145
mgediwjv.www.nju.com.    IN    A    101.201.161.255
gjvtamiy.www.nju.com.    IN    A    217.189.203.253
iabxdkfp.www.nju.com.    IN    A    93.181.3.62
brahumgs.www.nju.com.    IN    A    54.42.184.133
xyhpsrgc.www.nju.com.    IN    A    10.155.91.18
ywkibrjh.www.nju.com.    IN    A    199.124.20.20
qvftghpn.www.nju.com.    IN    A    65.181.40.98
lekxgwib.www.nju.com.    IN    A    224.104.151.44
qumxerah.www.nju.com.    IN    A    54.68.212.4
ksbcgmji.www.nju.com.    IN    A    65.172.78.120
dhtcymrg.www.nju.com.    IN    A    83.38.35.218
kpjsdguh.www.nju.com.    IN    A    153.105.206.250
ycepbogw.www.nju.com.    IN    A    108.2.47.136
qgxehotj.www.nju.com.    IN    A    72.66.33.43
bmklcoaq.www.nju.com.    IN    A    4.63.104.166
etjuqrlb.www.nju.com.    IN    A    176.209.107.28
cnsrtbgf.www.nju.com.    IN    A    202.33.24.102
fciekhsd.www.nju.com.    IN    A    201.254.65.17
thfudyin.www.nju.com.    IN    A    215.102.133.46
mavoktew.www.nju.com.    IN    A    241.8.46.33
qaeibdgv.www.nju.com.    IN    A    99.62.199.72
lragnmds.www.nju.com.    IN    A    59.204.109.211
vflugows.www.nju.com.    IN    A    114.87.33.0
rnadpwhj.www.nju.com.    IN    A    143.105.193.118
tmiraojw.www.nju.com.    IN    A    12.70.67.247
cwpukfle.www.nju.com.    IN    A    96.72.238.222
hkatsrop.www.nju.com.    IN    A    20.154.39.117
gkvjfutb.www.nju.com.    IN    A    170.14.25.119
xlcwnpmr.www.nju.com.    IN    A    48.162.48.31
nkdvcjoq.www.nju.com.    IN    A    91.34.249.19
lqgntysj.www.nju.com.    IN    A    146.157.240.87
aihwokdm.www.nju.com.    IN    A    98.212.135.162
dubfqmnj.www.nju.com.    IN    A    99.225.174.47
rlokwxng.www.nju.com.    IN    A    13.249.142.72
glriency.www.nju.com.    IN    A    26.177.248.20
thgjkulp.www.nju.com.    IN    A    94.150.229.121
vlhqeiwo.www.nju.com.    IN    A    4.142.23.166
kxlihcpv.www.nju.com.    IN    A    245.64.109.171
yrvjthla.www.nju.com.    IN    A    164.101.85.231
kwydqnsg.www.nju.com.    IN    A    79.220.167.156
vfkpndmo.www.nju.com.    IN    A    165.73.154.127
kmblnate.www.nju.com.    IN    A    12.151.128.115
jwfhuokc.www.nju.com.    IN    A    189.100.198.74
lsjhqton.www.nju.com.    IN    A    73.155.216.100
xognamwb.www.nju.com.    IN    A    87.174.243.254
wyixksel.www.nju.com.    IN    A    40.29.102.46
tviudfqn.www.nju.com.    IN    A    76.123.196.95
alpcyeij.www.nju.com.    IN    A    75.75.31.184
mkcoqylt.www.nju.com.    IN    A    225.247.67.144
aqthwkug.www.nju.com.    IN    A    147.162.79.57
vafmroth.www.nju.com.    IN    A    36.66.14.234
clxmjuoi.www.nju.com.    IN    A    86.135.249.167
apjvdboh.www.nju.com.    IN    A    195.192.174.149
gwqufmde.www.nju.com.    IN    A    108.225.133.243
juliarmg.www.nju.com.    IN    A    124.231.204.29
nuqlrmoj.www.nju.com.    IN    A    183.52.13.204
lbvixphd.www.nju.com.    IN    A    245.86.134.130
vkhibuyr.www.nju.com.    IN    A    47.171.6.205
irktsydl.www.nju.com.    IN    A    66.233.17.138
ienbwrdv.www.nju.com.    IN    A    203.162.12.37
dlwsaqfh.www.nju.com.    IN    A    189.45.235.42
ecgnvmja.www.nju.com.    IN    A    188.183.210.172
ewjbaphm.www.nju.com.    IN    A    86.228.50.14
yxmpgevj.www.nju.com.    IN    A    127.81.139.4
sgtmqcfw.www.nju.com.    IN    A    33.84.58.61
edqmfuoi.www.nju.com.    IN    A    33.141.144.215
tlcriuyp.www.nju.com.    IN    A    210.161.243.210
yrvhicso.www.nju.com.    IN    A    135.246.28.61
sygnflpb.www.nju.com.    IN    A    4.87.226.14
eabqsgxw.www.nju.com.    IN    A    252.90.22.210
ihrlcwub.www.nju.com.    IN    A    164.120.192.165
cqroblfj.www.nju.com.    IN    A    142.71.222.84
ofdthclq.www.nju.com.    IN    A    167.156.63.177
liorbquk.www.nju.com.    IN    A    50.253.4.169
nmhtarkw.www.nju.com.    IN    A    108.234.117.215
ejdoqxkr.www.nju.com.    IN    A    73.97.130.20
rawxstvm.www.nju.com.    IN    A    164.30.43.215
wjrodsqa.www.nju.com.    IN    A    110.224.247.21
ikfepory.www.nju.com.    IN    A    99.21.64.249
poibnkdc.www.nju.com.    IN    A    200.108.235.64
wugpbevl.www.nju.com.    IN    A    176.98.211.173
cmapuwkx.www.nju.com.    IN    A    61.127.172.30
emvsxqhp.www.nju.com.    IN    A    86.26.141.29
tpydbuoc.www.nju.com.    IN    A    178.185.134.204
yjrtadon.www.nju.com.    IN    A    55.132.189.144
fuhptsra.www.nju.com.    IN    A    36.210.5.64
mdchnfko.www.nju.com.    IN    A    71.145.157.29
pdgvulqm.www.nju.com.    IN    A    222.87.130.180
xbudcnlv.www.nju.com.    IN    A    106.239.127.200
rcawgyfh.www.nju.com.    IN    A    163.78.88.58
qfyvatuh.www.nju.com.    IN    A    42.66.157.85
fkvybhou.www.nju.com.    IN    A    160.32.173.157
cspmbehx.www.nju.com.    IN    A    241.173.247.164
wcqfaxlp.www.nju.com.    IN    A    153.215.192.208
rnlebdha.www.nju.com.    IN    A    77.76.143.94
xhtwbgdc.www.nju.com.    IN    A    163.72.137.226
sncmbfoq.www.nju.com.    IN    A    129.18.242.240
eiruvmlp.www.nju.com.    IN    A    5.136.3.193
tsfrpmej.www.nju.com.    IN    A    70.201.237.160
exatrikp.www.nju.com.    IN    A    10.136.95.77
lkhbjvpc.www.nju.com.    IN    A    200.10.86.158
hyktwevd.www.nju.com.    IN    A    117.201.90.38
clvustbh.www.nju.com.    IN    A    146.83.238.49
mrqefbkh.www.nju.com.    IN    A    90.147.250.161
anfpbjyx.www.nju.com.    IN    A    98.132.231.189
umnscolv.www.nju.com.    IN    A    69.250.34.119
lhrcqxtw.www.nju.com.    IN    A    55.89.17.15
thmwlvny.www.nju.com.    IN    A    16.97.77.47
fbavprcx.www.nju.com.    IN    A    80.249.31.32
badwfjsm.www.nju.com.    IN    A    38.94.171.125
lfrsxiyk.www.nju.com.    IN    A    246.214.117.228
vxsterdp.www.nju.com.    IN    A    10.119.5.252
ubflgmhk.www.nju.com.    IN    A    4.66.160.196
hbicwngj.www.nju.com.    IN    A    160.113.181.198
isctlgxb.www.nju.com.    IN    A    227.107.211.224
gmwvneqi.www.nju.com.    IN    A    153.106.140.60
pgtsmnvx.www.nju.com.    IN    A    46.132.249.208
fvickrpt.www.nju.com.    IN    A    234.146.242.172
plmdwycs.www.nju.com.    IN    A    214.225.22.240
cqupbowf.www.nju.com.    IN    A    23.240.9.241
cevxjrtk.www.nju.com.    IN    A    68.16.255.241
hawoexnm.www.nju.com.    IN    A    150.61.53.183
xbsycjof.www.nju.com.    IN    A    13.237.153.49
ynsaetkp.www.nju.com.    IN    A    4.238.42.1
pnbfucyx.www.nju.com.    IN    A    87.125.68.121
hgsnevrm.www.nju.com.    IN    A    152.124.26.69
tjxadhpc.www.nju.com.    IN    A    159.89.138.153
thkevmax.www.nju.com.    IN    A    195.29.31.4
txbvyldi.www.nju.com.    IN    A    202.42.165.91
xbuyarhw.www.nju.com.    IN    A    138.157.135.64
ethkivyg.www.nju.com.    IN    A    213.16.130.118
lqvcrxse.www.nju.com.    IN    A    238.32.153.54
vaxyqltu.www.nju.com.    IN    A    210.190.231.232
gpewbict.www.nju.com.    IN    A    73.227.177.224
ygaqeobr.www.nju.com.    IN    A    204.145.152.148
fbiojqah.www.nju.com.    IN    A    69.222.10.1
gmsbnxpd.www.nju.com.    IN    A    147.6.248.49
eocaujxi.www.nju.com.    IN    A    27.22.219.19
clgbxjty.www.nju.com.    IN    A    167.134.236.25
mjnrgkse.www.nju.com.    IN    A    199.234.96.85
iyxavcrs.www.nju.com.    IN    A    226.34.125.153
qsekvpui.www.nju.com.    IN    A    231.229.230.132
cuwlsrit.www.nju.com.    IN    A    184.30.100.138
ltwscngh.www.nju.com.    IN    A    68.150.238.190
ptweydov.www.nju.com.    IN    A    56.235.189.40
bjaqcgdy.www.nju.com.    IN    A    66.34.165.114
mycvdsna.www.nju.com.    IN    A    218.26.33.71
hdtbonwi.www.nju.com.    IN    A    120.139.194.105
bhimrfwd.www.nju.com.    IN    A    5.247.231.113
muendjcb.www.nju.com.    IN    A    111.234.63.172
cdgbkvrl.www.nju.com.    IN    A    229.246.144.147
enlsimux.www.nju.com.    IN    A    235.16.90.139
foytrebg.www.nju.com.    IN    A    27.171.131.143
ayorftlw.www.nju.com.    IN    A    25.70.57.176
tvrblngq.www.nju.com.    IN    A    137.143.51.218
ikvomrfg.www.nju.com.    IN    A    132.45.49.94
xmgwvnca.www.nju.com.    IN    A    221.152.103.37
pgydlbha.www.nju.com.    IN    A    107.87.194.175
cpgashei.www.nju.com.    IN    A    101.216.156.111
netmhjyg.www.nju.com.    IN    A    51.50.71.29
thdunayj.www.nju.com.    IN    A    161.221.192.85
ebsayfwo.www.nju.com.    IN    A    144.46.188.216
gmisywdp.www.nju.com.    IN    A    203.77.252.240
nqhcmgku.www.nju.com.    IN    A    144.244.94.87
xsmtrvgd.www.nju.com.    IN    A    72.104.189.244
akmfsytd.www.nju.com.    IN    A    239.170.235.251
ubtpqhjc.www.nju.com.    IN    A    96.187.157.114
bxiwpuon.www.nju.com.    IN    A    186.69.155.134
fkcylorv.www.nju.com.    IN    A    47.74.132.6
xavkitrf.www.nju.com.    IN    A    90.152.236.191
jkopwlef.www.nju.com.    IN    A    138.80.135.202
lxdeipvc.www.nju.com.    IN    A    28.161.48.153
mcvtskfg.www.nju.com.    IN    A    220.183.142.1
dhbognmt.www.nju.com.    IN    A    83.217.72.78
vrmqucts.www.nju.com.    IN    A    14.132.222.218
divmuaco.www.nju.com.    IN    A    8.96.42.49
wlsbnxpi.www.nju.com.    IN    A    4.95.240.137
sflygjmr.www.nju.com.    IN    A    103.245.247.62
dagorsbq.www.nju.com.    IN    A    57.27.244.192
ydwbtjvn.www.nju.com.    IN    A    16.138.208.100
bdvmilke.www.nju.com.    IN    A    231.209.172.236
umsebhny.www.nju.com.    IN    A    136.170.235.7
nlsftgoy.www.nju.com.    IN    A    66.64.119.151
mfnlbqes.www.nju.com.    IN    A    38.77.130.182
jwueobig.www.nju.com.    IN    A    97.5.65.80
vsdjakxe.www.nju.com.    IN    A    157.162.134.134
bpvgctsm.www.nju.com.    IN    A    111.136.105.71
dpgykomb.www.nju.com.    IN    A    236.81.132.68
fbwunesr.www.nju.com.    IN    A    232.110.77.181
eqbtgipr.www.nju.com.    IN    A    168.52.181.103
ckpodxru.www.nju.com.    IN    A    169.115.192.236
emxgidrh.www.nju.com.    IN    A    240.178.212.183
jrbhitmg.www.nju.com.    IN    A    10.66.251.93
spkeoqdx.www.nju.com.    IN    A    160.196.146.243
pamihyus.www.nju.com.    IN    A    102.179.124.197
bhmqxtpg.www.nju.com.    IN    A    134.81.3.140
iydptvaw.www.nju.com.    IN    A    195.132.242.206
mltyukph.www.nju.com.    IN    A    219.250.1.92
bywmfxqj.www.nju.com.    IN    A    89.229.181.239
prehgtib.www.nju.com.    IN    A    192.178.214.201
ofcdvwgk.www.nju.com.    IN    A    236.131.237.203
vqephtln.www.nju.com.    IN    A    158.209.134.73
gmyjdcpb.www.nju.com.    IN    A    111.115.5.250
shwvlcbd.www.nju.com.    IN    A    213.191.100.203
crobqjwp.www.nju.com.    IN    A    25.171.59.101
fcyednpk.www.nju.com.    IN    A    140.94.7.223
jtxulrkn.www.nju.com.    IN    A    56.181.155.90
nhckblpv.www.nju.com.    IN    A    233.225.61.180
fdnobhtg.www.nju.com.    IN    A    174.248.162.9
kgdvawfy.www.nju.com.    IN    A    7.181.102.78
mhxuyivs.www.nju.com.    IN    A    244.101.216.69
vedxlajn.www.nju.com.    IN    A    137.155.215.106
jfurteop.www.nju.com.    IN    A    197.188.77.89
nadfsoeg.www.nju.com.    IN    A    197.11.95.99
bpifhrtm.www.nju.com.    IN    A    103.103.204.184
wkighjvf.www.nju.com.    IN    A    13.205.129.66
boxnlrpi.www.nju.com.    IN    A    32.45.100.111
ubntorvc.www.nju.com.    IN    A    143.0.180.72
qjgtdcni.www.nju.com.    IN    A    206.202.143.19
metqcvni.www.nju.com.    IN    A    136.130.36.61
ueqcvkty.www.nju.com.    IN    A    182.197.30.154
fgyxkhob.www.nju.com.    IN    A    21.182.141.223
pjiwdfht.www.nju.com.    IN    A    64.191.92.12
uvxdekgj.www.nju.com.    IN    A    94.106.54.209
kbyxepli.www.nju.com.    IN    A    48.117.70.103
xmqhtsoc.www.nju.com.    IN    A    23.74.97.99
iqceolvp.www.nju.com.    IN    A    189.251.102.250
uqjvoirh.www.nju.com.    IN    A    229.232.38.123
wtgjfniy.www.nju.com.    IN    A    235.190.115.126
hifpayvb.www.nju.com.    IN    A    50.97.200.212
gbxylckh.www.nju.com.    IN    A    78.28.183.172
tbohpesu.www.nju.com.    IN    A    4.236.97.229
dfbohpcs.www.nju.com.    IN    A    108.0.204.244
ohckxrgf.www.nju.com.    IN    A    31.111.215.195
ypqteosc.www.nju.com.    IN    A    222.247.73.16
lqmvnfwe.www.nju.com.    IN    A    148.53.79.107
cbsjuqaf.www.nju.com.    IN    A    203.168.14.3
owjrpxyk.www.nju.com.    IN    A    222.192.3.89
hefpkgay.www.nju.com.    IN    A    15.81.147.83
htcsbwov.www.nju.com.    IN    A    103.234.231.159
dfgrmjuy.www.nju.com.    IN    A    132.116.183.43
fdlsemxj.www.nju.com.    IN    A    171.162.43.118
sdhrbvtu.www.nju.com.    IN    A    84.137.223.167
uhnqsmyi.www.nju.com.    IN    A    49.118.243.125
fspvkwna.www.nju.com.    IN    A    86.58.169.76
bewpjmvd.www.nju.com.    IN    A    203.17.18.155
dtjyinuk.www.nju.com.    IN    A    99.8.187.185
ioufynem.www.nju.com.    IN    A    183.184.229.161
mpthgcvl.www.nju.com.    IN    A    45.186.153.38
