sci.cqu.com.	14400	IN	SOA	ns1.sci.cqu.com. james.cqu.edu. 19122302 14400 3600 2419200 14400
sci.cqu.com.		    IN	NS ns1.sci.cqu.com.
wpagejnh.sci.cqu.com.    IN    A    129.189.178.179
xwyncjkh.sci.cqu.com.    IN    A    192.63.155.27
aqfnclor.sci.cqu.com.    IN    A    105.217.134.206
cshplgjw.sci.cqu.com.    IN    A    235.72.150.213
bewaoxlj.sci.cqu.com.    IN    A    53.251.142.104
upmwvikc.sci.cqu.com.    IN    A    215.88.165.201
mvfdpuwt.sci.cqu.com.    IN    A    197.41.182.204
rpvgbojs.sci.cqu.com.    IN    A    32.47.229.198
wxruhnyi.sci.cqu.com.    IN    A    218.159.109.19
gdutiofe.sci.cqu.com.    IN    A    27.140.101.172
nsrdbouv.sci.cqu.com.    IN    A    60.73.21.86
sdhoeyqb.sci.cqu.com.    IN    A    130.194.2.36
mcobwqhn.sci.cqu.com.    IN    A    75.169.101.26
hbowpitu.sci.cqu.com.    IN    A    111.195.0.174
oyckulpg.sci.cqu.com.    IN    A    86.70.30.225
dpkcoxga.sci.cqu.com.    IN    A    116.237.138.146
wioaxshl.sci.cqu.com.    IN    A    97.252.17.69
jfpcnmab.sci.cqu.com.    IN    A    245.248.207.171
pdxbjynh.sci.cqu.com.    IN    A    116.9.25.66
rlwmygif.sci.cqu.com.    IN    A    103.231.186.51
myvoxhke.sci.cqu.com.    IN    A    253.245.158.214
yjnavtol.sci.cqu.com.    IN    A    27.175.227.178
tdfiquav.sci.cqu.com.    IN    A    37.225.176.124
qcmlfyno.sci.cqu.com.    IN    A    172.100.119.180
aglijprm.sci.cqu.com.    IN    A    5.85.31.147
anpxjyvw.sci.cqu.com.    IN    A    88.253.123.104
fpgcvxuo.sci.cqu.com.    IN    A    147.209.140.228
pumovsxr.sci.cqu.com.    IN    A    231.63.15.95
qbijnxev.sci.cqu.com.    IN    A    229.83.59.153
mhitukvb.sci.cqu.com.    IN    A    50.199.242.151
ihqmcslp.sci.cqu.com.    IN    A    127.127.239.158
kyrotcwq.sci.cqu.com.    IN    A    196.184.155.157
rbvexiak.sci.cqu.com.    IN    A    11.119.87.88
vjripwco.sci.cqu.com.    IN    A    124.168.67.210
ctojbdae.sci.cqu.com.    IN    A    155.23.84.102
ojdfuynv.sci.cqu.com.    IN    A    24.5.139.151
qwbcayej.sci.cqu.com.    IN    A    118.188.133.9
usnfvrlg.sci.cqu.com.    IN    A    39.195.76.122
mnrgiqsk.sci.cqu.com.    IN    A    70.165.17.180
vqwaromb.sci.cqu.com.    IN    A    148.100.202.41
efsmviao.sci.cqu.com.    IN    A    163.246.17.83
cpmrvosi.sci.cqu.com.    IN    A    137.60.228.188
uyromjvw.sci.cqu.com.    IN    A    81.102.128.208
udmbtjaw.sci.cqu.com.    IN    A    236.106.130.237
kowjdtlx.sci.cqu.com.    IN    A    255.210.89.21
leidvrsp.sci.cqu.com.    IN    A    164.47.224.0
kapjioey.sci.cqu.com.    IN    A    96.251.139.58
wxgnketq.sci.cqu.com.    IN    A    37.163.163.132
jbkwlaxs.sci.cqu.com.    IN    A    154.2.87.250
vlqbmyst.sci.cqu.com.    IN    A    48.141.24.57
skafuowe.sci.cqu.com.    IN    A    22.33.32.185
rtsxhiqg.sci.cqu.com.    IN    A    180.208.121.148
ewvonmdc.sci.cqu.com.    IN    A    251.222.53.68
tsbxonul.sci.cqu.com.    IN    A    234.119.100.92
yvxqujlp.sci.cqu.com.    IN    A    137.26.36.158
vwmypsfo.sci.cqu.com.    IN    A    63.43.54.82
twjqfnkr.sci.cqu.com.    IN    A    211.108.70.97
lriecmog.sci.cqu.com.    IN    A    13.240.183.180
fuajqotm.sci.cqu.com.    IN    A    199.63.179.17
nydfaevr.sci.cqu.com.    IN    A    220.82.193.222
cnhmapru.sci.cqu.com.    IN    A    109.114.246.179
vcphfwtg.sci.cqu.com.    IN    A    132.21.243.238
dcyitvom.sci.cqu.com.    IN    A    215.111.14.122
xbgrtdfn.sci.cqu.com.    IN    A    124.243.223.134
ldurwgjq.sci.cqu.com.    IN    A    132.116.73.95
xlmnqrec.sci.cqu.com.    IN    A    154.251.5.49
slyoikxw.sci.cqu.com.    IN    A    119.133.248.30
lamndvpj.sci.cqu.com.    IN    A    191.140.186.192
uirexhnw.sci.cqu.com.    IN    A    109.0.103.243
ogiqcdxr.sci.cqu.com.    IN    A    150.9.32.121
hocgqwby.sci.cqu.com.    IN    A    236.127.178.110
ahytmvdl.sci.cqu.com.    IN    A    13.152.77.10
gyqfuexi.sci.cqu.com.    IN    A    213.243.78.188
nfwdopcg.sci.cqu.com.    IN    A    49.23.8.151
qcgnsreu.sci.cqu.com.    IN    A    107.102.12.14
ktpicwlu.sci.cqu.com.    IN    A    46.229.108.40
jkndwybq.sci.cqu.com.    IN    A    111.100.239.134
miycdwfa.sci.cqu.com.    IN    A    81.217.20.228
vbeodcwq.sci.cqu.com.    IN    A    149.37.183.103
wqcmfipv.sci.cqu.com.    IN    A    245.52.123.34
whepftmx.sci.cqu.com.    IN    A    176.113.110.93
notbaheu.sci.cqu.com.    IN    A    107.67.139.149
qfsxdmeb.sci.cqu.com.    IN    A    118.116.80.224
bnqpcorl.sci.cqu.com.    IN    A    189.56.48.99
imygrvdj.sci.cqu.com.    IN    A    33.99.150.69
ldfugqnj.sci.cqu.com.    IN    A    0.27.197.134
ovxrgmnt.sci.cqu.com.    IN    A    2.71.79.247
fopwtbgi.sci.cqu.com.    IN    A    153.141.188.13
kgaejmfi.sci.cqu.com.    IN    A    73.7.226.191
htgenixo.sci.cqu.com.    IN    A    163.220.170.8
cropkdih.sci.cqu.com.    IN    A    104.97.199.4
rwqkuijx.sci.cqu.com.    IN    A    176.95.18.5
xatwugdk.sci.cqu.com.    IN    A    161.202.194.222
kljiwsct.sci.cqu.com.    IN    A    100.22.245.35
xvehnwcr.sci.cqu.com.    IN    A    74.138.220.251
umnpevci.sci.cqu.com.    IN    A    37.208.54.159
fyswqeon.sci.cqu.com.    IN    A    48.51.92.167
holctesg.sci.cqu.com.    IN    A    143.2.208.185
kuamgfhq.sci.cqu.com.    IN    A    9.124.7.198
dpxktrmj.sci.cqu.com.    IN    A    49.73.230.133
cwaxekdt.sci.cqu.com.    IN    A    155.145.185.195
gourltjb.sci.cqu.com.    IN    A    24.37.103.255
xgsdamyh.sci.cqu.com.    IN    A    46.14.139.123
dlmtxhbr.sci.cqu.com.    IN    A    12.17.131.229
nwgvuehf.sci.cqu.com.    IN    A    69.159.233.195
cfpjaovx.sci.cqu.com.    IN    A    32.139.37.192
omcvlxaj.sci.cqu.com.    IN    A    235.150.132.226
qatwfemo.sci.cqu.com.    IN    A    63.78.95.224
mvnueiwj.sci.cqu.com.    IN    A    253.77.200.54
pirgkcej.sci.cqu.com.    IN    A    132.120.234.43
hgbvtslk.sci.cqu.com.    IN    A    94.82.187.87
phnotxas.sci.cqu.com.    IN    A    239.185.78.135
ipjeohns.sci.cqu.com.    IN    A    18.125.102.124
mwrhjsay.sci.cqu.com.    IN    A    177.163.201.135
hlgnraxq.sci.cqu.com.    IN    A    189.162.226.156
vtscgohb.sci.cqu.com.    IN    A    156.141.6.229
qfjyhsec.sci.cqu.com.    IN    A    17.21.83.60
lhiaeywb.sci.cqu.com.    IN    A    49.33.174.33
kepldtwr.sci.cqu.com.    IN    A    143.75.251.244
eldthxsi.sci.cqu.com.    IN    A    34.15.121.48
caufesjn.sci.cqu.com.    IN    A    75.217.35.25
qlvbiyrx.sci.cqu.com.    IN    A    28.49.177.68
aciusbrj.sci.cqu.com.    IN    A    16.139.97.128
vmjyeqng.sci.cqu.com.    IN    A    220.114.100.91
ogbwlfxp.sci.cqu.com.    IN    A    113.44.25.206
unlsmgdt.sci.cqu.com.    IN    A    244.9.124.237
gjrhdpea.sci.cqu.com.    IN    A    45.101.23.192
dnjivpkr.sci.cqu.com.    IN    A    57.190.116.79
kufyvlsd.sci.cqu.com.    IN    A    26.57.112.65
ctshqwjx.sci.cqu.com.    IN    A    47.244.229.8
knjldwyf.sci.cqu.com.    IN    A    33.2.85.28
ienlpqwh.sci.cqu.com.    IN    A    70.122.166.224
flvaqeki.sci.cqu.com.    IN    A    74.55.72.42
slhpwjtd.sci.cqu.com.    IN    A    172.177.124.174
prsjofby.sci.cqu.com.    IN    A    251.2.82.238
nybodqlr.sci.cqu.com.    IN    A    29.230.114.82
gcauhjbe.sci.cqu.com.    IN    A    174.81.155.14
kflmabje.sci.cqu.com.    IN    A    232.86.181.69
kalmcvie.sci.cqu.com.    IN    A    101.33.116.81
qdsubrle.sci.cqu.com.    IN    A    60.62.228.65
swtgvocm.sci.cqu.com.    IN    A    248.26.26.41
ivcoyrnf.sci.cqu.com.    IN    A    73.165.136.163
hieowxmj.sci.cqu.com.    IN    A    156.7.101.255
dxgcwusj.sci.cqu.com.    IN    A    120.37.178.238
vmfernby.sci.cqu.com.    IN    A    123.163.21.43
eocfwmtb.sci.cqu.com.    IN    A    63.162.104.108
nrvymtue.sci.cqu.com.    IN    A    197.199.177.41
rbljhxcp.sci.cqu.com.    IN    A    183.166.152.226
eipbdmnj.sci.cqu.com.    IN    A    98.75.227.236
siuqdwvb.sci.cqu.com.    IN    A    58.183.237.35
ujraimof.sci.cqu.com.    IN    A    154.147.148.23
bdtaxium.sci.cqu.com.    IN    A    13.106.121.113
kymildwg.sci.cqu.com.    IN    A    181.186.168.158
kopnrgqs.sci.cqu.com.    IN    A    58.137.72.217
iuwxactd.sci.cqu.com.    IN    A    213.96.132.151
lmrudieh.sci.cqu.com.    IN    A    176.86.148.70
cvqujwxs.sci.cqu.com.    IN    A    111.81.210.127
frudceov.sci.cqu.com.    IN    A    165.11.210.103
vxtplgfn.sci.cqu.com.    IN    A    219.50.149.223
qsyhvakx.sci.cqu.com.    IN    A    94.223.90.179
mehloyvs.sci.cqu.com.    IN    A    4.40.157.219
jqaswprl.sci.cqu.com.    IN    A    216.187.64.1
oxesdybc.sci.cqu.com.    IN    A    59.27.3.129
mpkqcbts.sci.cqu.com.    IN    A    155.134.196.235
varmxcdk.sci.cqu.com.    IN    A    178.186.142.219
lswebihd.sci.cqu.com.    IN    A    164.8.243.200
vfuibnwe.sci.cqu.com.    IN    A    63.41.39.212
jlwvfqar.sci.cqu.com.    IN    A    192.115.139.172
ctkhlbgj.sci.cqu.com.    IN    A    57.99.20.33
dhpmyeng.sci.cqu.com.    IN    A    19.61.111.159
jldwkity.sci.cqu.com.    IN    A    127.241.238.190
mqowlhgy.sci.cqu.com.    IN    A    14.125.186.28
qegmnjsc.sci.cqu.com.    IN    A    165.86.103.122
iluqkybc.sci.cqu.com.    IN    A    82.202.104.134
tbaqhivw.sci.cqu.com.    IN    A    243.159.248.116
ulfgrmso.sci.cqu.com.    IN    A    198.225.144.27
wvnerchx.sci.cqu.com.    IN    A    63.249.119.221
nyrskelt.sci.cqu.com.    IN    A    153.151.185.228
thpsfvwx.sci.cqu.com.    IN    A    199.163.61.94
npukfveg.sci.cqu.com.    IN    A    146.141.187.80
xjfcowqi.sci.cqu.com.    IN    A    146.29.40.203
tklgwmvh.sci.cqu.com.    IN    A    173.132.217.94
qvrasfbw.sci.cqu.com.    IN    A    42.206.152.116
hfyprqik.sci.cqu.com.    IN    A    139.196.34.69
lcowndfr.sci.cqu.com.    IN    A    3.172.72.248
jgbwyrit.sci.cqu.com.    IN    A    1.113.202.57
yhdovmra.sci.cqu.com.    IN    A    108.159.176.82
ovbwpyaf.sci.cqu.com.    IN    A    201.246.47.16
bufdothg.sci.cqu.com.    IN    A    6.17.115.211
mtvuydon.sci.cqu.com.    IN    A    131.137.114.196
rmgyitsu.sci.cqu.com.    IN    A    191.13.211.35
qsvpcwaf.sci.cqu.com.    IN    A    91.247.167.180
ikxvpmef.sci.cqu.com.    IN    A    44.200.9.150
qpbgdsxn.sci.cqu.com.    IN    A    206.112.116.70
kysrgvom.sci.cqu.com.    IN    A    149.119.190.100
dqpifrex.sci.cqu.com.    IN    A    205.58.162.215
lufovsbe.sci.cqu.com.    IN    A    19.124.210.47
osbdxqel.sci.cqu.com.    IN    A    81.21.100.76
tjqxmlcd.sci.cqu.com.    IN    A    212.139.253.179
btwargmn.sci.cqu.com.    IN    A    161.141.128.227
riwjhxop.sci.cqu.com.    IN    A    44.126.151.79
fhwjdiml.sci.cqu.com.    IN    A    100.248.16.177
unsyktal.sci.cqu.com.    IN    A    47.11.181.11
lqgjwryv.sci.cqu.com.    IN    A    139.255.181.161
tqhdjbga.sci.cqu.com.    IN    A    88.37.179.20
qsnjoxhp.sci.cqu.com.    IN    A    22.138.225.9
rsxhfmlv.sci.cqu.com.    IN    A    1.251.184.213
iwoynlrq.sci.cqu.com.    IN    A    19.135.163.192
vgiontue.sci.cqu.com.    IN    A    230.52.45.70
ehitponq.sci.cqu.com.    IN    A    211.85.197.48
tqahxwfm.sci.cqu.com.    IN    A    82.19.64.219
txwqjvhc.sci.cqu.com.    IN    A    166.7.41.49
mschnuyt.sci.cqu.com.    IN    A    211.167.250.13
avoqywth.sci.cqu.com.    IN    A    220.91.209.237
dasyxbnk.sci.cqu.com.    IN    A    8.86.132.216
knyptdog.sci.cqu.com.    IN    A    42.42.33.250
ldmbnvtg.sci.cqu.com.    IN    A    18.207.222.49
txwuvmre.sci.cqu.com.    IN    A    223.227.101.46
hcsyofxp.sci.cqu.com.    IN    A    123.17.144.231
gfltarxq.sci.cqu.com.    IN    A    83.180.188.93
gfjthcud.sci.cqu.com.    IN    A    66.105.87.244
ptjhuiyl.sci.cqu.com.    IN    A    169.126.57.128
dimpyvxl.sci.cqu.com.    IN    A    205.67.56.132
twquisdl.sci.cqu.com.    IN    A    155.238.171.146
upyeoali.sci.cqu.com.    IN    A    29.125.0.222
fchqijty.sci.cqu.com.    IN    A    239.239.171.67
mnqhaykj.sci.cqu.com.    IN    A    17.218.244.69
xbckojsr.sci.cqu.com.    IN    A    12.10.149.38
ewbojgvc.sci.cqu.com.    IN    A    20.77.124.47
gbvtkmnc.sci.cqu.com.    IN    A    111.55.46.51
mfwhyrnk.sci.cqu.com.    IN    A    97.58.223.253
rkmhaexp.sci.cqu.com.    IN    A    57.17.74.77
dpqxfons.sci.cqu.com.    IN    A    150.61.9.252
ergcuxfh.sci.cqu.com.    IN    A    161.237.71.48
khdacest.sci.cqu.com.    IN    A    68.76.51.21
tqkrwyom.sci.cqu.com.    IN    A    10.15.121.155
tqicogym.sci.cqu.com.    IN    A    112.24.110.7
woljvkau.sci.cqu.com.    IN    A    94.210.153.112
luprdcsx.sci.cqu.com.    IN    A    46.159.191.252
rjfkdsco.sci.cqu.com.    IN    A    211.122.46.190
kysgudba.sci.cqu.com.    IN    A    124.12.122.40
xdiypgjo.sci.cqu.com.    IN    A    60.146.97.232
wxdmcnry.sci.cqu.com.    IN    A    62.193.37.154
itubycex.sci.cqu.com.    IN    A    27.139.70.89
dkxyimpo.sci.cqu.com.    IN    A    53.93.209.122
uonkicwm.sci.cqu.com.    IN    A    39.208.6.62
ebpysgoq.sci.cqu.com.    IN    A    108.117.130.102
msnliaeo.sci.cqu.com.    IN    A    232.66.93.220
uxgtahqd.sci.cqu.com.    IN    A    213.94.140.66
nsmctlby.sci.cqu.com.    IN    A    100.134.178.190
mxpjaogf.sci.cqu.com.    IN    A    135.208.7.107
wyegqkdn.sci.cqu.com.    IN    A    72.24.115.106
xlomanvb.sci.cqu.com.    IN    A    147.165.51.116
nbrofgmc.sci.cqu.com.    IN    A    100.244.5.6
hnbmtvpd.sci.cqu.com.    IN    A    156.207.236.173
lvfnicwq.sci.cqu.com.    IN    A    133.234.199.203
ocpxvfwq.sci.cqu.com.    IN    A    236.129.13.188
gqklocjv.sci.cqu.com.    IN    A    26.18.85.134
luaqewpg.sci.cqu.com.    IN    A    11.247.166.250
xokgtunh.sci.cqu.com.    IN    A    180.151.217.224
rkbpecnt.sci.cqu.com.    IN    A    130.85.91.45
bocudmlv.sci.cqu.com.    IN    A    116.86.207.74
mndpauex.sci.cqu.com.    IN    A    43.195.155.104
idcmvhxa.sci.cqu.com.    IN    A    134.152.188.20
xhvidfeb.sci.cqu.com.    IN    A    80.190.117.23
vcfwtrgu.sci.cqu.com.    IN    A    159.81.242.44
isqgamou.sci.cqu.com.    IN    A    129.204.71.75
gypcbswu.sci.cqu.com.    IN    A    173.136.222.24
tkuqprmf.sci.cqu.com.    IN    A    113.102.105.208
iwrxvuyt.sci.cqu.com.    IN    A    199.39.148.6
fmgqdsti.sci.cqu.com.    IN    A    32.174.215.207
nqgbayhw.sci.cqu.com.    IN    A    133.247.40.25
kysgdjon.sci.cqu.com.    IN    A    175.158.188.176
qgtfsvoe.sci.cqu.com.    IN    A    216.28.128.111
aloykbiu.sci.cqu.com.    IN    A    195.169.5.51
qjyamuvs.sci.cqu.com.    IN    A    171.223.214.176
dqhgaoxt.sci.cqu.com.    IN    A    187.114.4.51
rwbclodp.sci.cqu.com.    IN    A    61.211.225.204
owlpmbre.sci.cqu.com.    IN    A    185.217.74.103
veoxdwth.sci.cqu.com.    IN    A    56.82.22.46
gtxviqfk.sci.cqu.com.    IN    A    66.35.114.137
xjptdguv.sci.cqu.com.    IN    A    92.6.206.175
fwcatsrl.sci.cqu.com.    IN    A    107.204.83.194
jpibgudv.sci.cqu.com.    IN    A    94.31.112.243
codeylwg.sci.cqu.com.    IN    A    161.105.109.55
fuxveorg.sci.cqu.com.    IN    A    122.49.102.105
saxbdihm.sci.cqu.com.    IN    A    122.72.145.30
olpxvakh.sci.cqu.com.    IN    A    240.178.51.147
hqugvaie.sci.cqu.com.    IN    A    198.183.151.199
oxbufmrj.sci.cqu.com.    IN    A    231.221.97.148
ufatohsx.sci.cqu.com.    IN    A    54.123.67.85
qncdefwj.sci.cqu.com.    IN    A    19.18.139.129
tuqnrobs.sci.cqu.com.    IN    A    103.66.146.36
avlpycib.sci.cqu.com.    IN    A    57.40.39.50
dbwxycrg.sci.cqu.com.    IN    A    154.140.67.220
ogdexlir.sci.cqu.com.    IN    A    145.77.20.11
dusxlfpj.sci.cqu.com.    IN    A    171.62.55.130
tnilpdge.sci.cqu.com.    IN    A    28.148.206.252
frmejxpy.sci.cqu.com.    IN    A    130.67.116.243
ocfuvtbi.sci.cqu.com.    IN    A    98.47.87.49
meslnhuf.sci.cqu.com.    IN    A    30.100.142.96
pfhjemsi.sci.cqu.com.    IN    A    29.237.149.4
adpgikso.sci.cqu.com.    IN    A    174.62.2.189
rixygemu.sci.cqu.com.    IN    A    86.230.197.67
oxqnugcr.sci.cqu.com.    IN    A    115.124.117.60
rmdvpxyu.sci.cqu.com.    IN    A    231.185.140.41
oymxinfv.sci.cqu.com.    IN    A    181.73.89.152
incgpdsr.sci.cqu.com.    IN    A    112.23.57.85
jnudyqir.sci.cqu.com.    IN    A    240.99.208.197
goweacvh.sci.cqu.com.    IN    A    215.68.190.37
apnlrxcj.sci.cqu.com.    IN    A    44.149.118.93
kgnsmfjd.sci.cqu.com.    IN    A    206.248.39.102
sljkawdn.sci.cqu.com.    IN    A    238.238.131.67
higedxpq.sci.cqu.com.    IN    A    169.48.94.190
bidewjut.sci.cqu.com.    IN    A    255.156.33.133
vtjqosxc.sci.cqu.com.    IN    A    100.72.181.110
mnqstajx.sci.cqu.com.    IN    A    229.219.183.186
bxnwudro.sci.cqu.com.    IN    A    251.5.137.15
fwjudbrq.sci.cqu.com.    IN    A    144.135.116.18
vdwsbajk.sci.cqu.com.    IN    A    217.133.230.23
locnfxrb.sci.cqu.com.    IN    A    96.232.164.105
dqutyhsr.sci.cqu.com.    IN    A    104.251.41.119
weiqvdnp.sci.cqu.com.    IN    A    169.137.192.240
edgsnour.sci.cqu.com.    IN    A    206.6.30.95
hlxsqikm.sci.cqu.com.    IN    A    179.194.221.93
jsuvqngw.sci.cqu.com.    IN    A    170.13.12.214
tbcagkyu.sci.cqu.com.    IN    A    194.48.162.239
dhcqwjnu.sci.cqu.com.    IN    A    121.84.166.203
ykacsupj.sci.cqu.com.    IN    A    108.213.167.85
towligaf.sci.cqu.com.    IN    A    191.81.94.53
gdapsewc.sci.cqu.com.    IN    A    1.240.200.137
rdsbctkw.sci.cqu.com.    IN    A    190.215.151.154
vimyeawk.sci.cqu.com.    IN    A    41.160.221.5
jwofkyag.sci.cqu.com.    IN    A    252.76.192.48
bxocgmal.sci.cqu.com.    IN    A    253.194.107.27
oibxqfmg.sci.cqu.com.    IN    A    54.98.53.198
ixocrpvj.sci.cqu.com.    IN    A    33.73.13.58
mwyatelu.sci.cqu.com.    IN    A    14.77.59.88
siqjnuwd.sci.cqu.com.    IN    A    51.126.120.194
hiquswrm.sci.cqu.com.    IN    A    173.178.230.243
riawlxem.sci.cqu.com.    IN    A    180.34.47.120
atlhjvky.sci.cqu.com.    IN    A    52.249.6.81
msgkthqr.sci.cqu.com.    IN    A    177.202.66.232
ruclgjxy.sci.cqu.com.    IN    A    227.131.253.240
ftcmgqyk.sci.cqu.com.    IN    A    191.40.94.45
vjnxwrms.sci.cqu.com.    IN    A    213.140.109.5
bnfxewlg.sci.cqu.com.    IN    A    109.254.202.137
eaxfoshg.sci.cqu.com.    IN    A    165.41.127.166
wcfmxnaj.sci.cqu.com.    IN    A    66.186.189.11
uhyoqnjg.sci.cqu.com.    IN    A    119.102.54.123
wqpajuge.sci.cqu.com.    IN    A    124.8.18.7
yxspdrwk.sci.cqu.com.    IN    A    243.80.226.80
etopslfa.sci.cqu.com.    IN    A    199.151.61.100
yqpvkdir.sci.cqu.com.    IN    A    170.131.146.132
wvtycnlb.sci.cqu.com.    IN    A    85.113.49.43
dewqibav.sci.cqu.com.    IN    A    121.245.134.100
nptqgjys.sci.cqu.com.    IN    A    231.23.128.137
buwiqntj.sci.cqu.com.    IN    A    2.117.108.134
syknjltd.sci.cqu.com.    IN    A    170.137.164.72
goadjptx.sci.cqu.com.    IN    A    62.41.82.179
dlfctswh.sci.cqu.com.    IN    A    11.201.227.70
bgirwlxq.sci.cqu.com.    IN    A    176.21.158.227
xdsqhiyv.sci.cqu.com.    IN    A    57.138.127.207
tamgrcje.sci.cqu.com.    IN    A    213.148.166.39
lswbktif.sci.cqu.com.    IN    A    188.27.239.239
jpisenob.sci.cqu.com.    IN    A    151.168.145.122
imuoqvgj.sci.cqu.com.    IN    A    113.168.121.155
hfwectpo.sci.cqu.com.    IN    A    154.244.19.128
btapkvuf.sci.cqu.com.    IN    A    209.203.198.32
frolspqh.sci.cqu.com.    IN    A    102.223.166.111
hrkyquib.sci.cqu.com.    IN    A    139.137.78.254
jxictlum.sci.cqu.com.    IN    A    235.142.31.186
mvatfsku.sci.cqu.com.    IN    A    151.13.7.80
imfpwbvn.sci.cqu.com.    IN    A    138.115.30.90
bultnjgm.sci.cqu.com.    IN    A    250.121.241.24
ryaouwvk.sci.cqu.com.    IN    A    74.14.25.248
hajncfsw.sci.cqu.com.    IN    A    100.17.32.246
kwurphsa.sci.cqu.com.    IN    A    211.230.205.237
lemqtjcb.sci.cqu.com.    IN    A    226.212.220.211
xemrfkso.sci.cqu.com.    IN    A    41.41.25.72
twrfuclk.sci.cqu.com.    IN    A    211.22.255.161
srvijgmt.sci.cqu.com.    IN    A    149.64.219.107
mqbugjst.sci.cqu.com.    IN    A    23.22.146.157
dambvsof.sci.cqu.com.    IN    A    111.176.236.86
haeljkdr.sci.cqu.com.    IN    A    255.231.18.255
takeryln.sci.cqu.com.    IN    A    181.17.1.172
daponhgt.sci.cqu.com.    IN    A    70.3.212.80
ksrngxfi.sci.cqu.com.    IN    A    195.162.225.35
jxabcfwm.sci.cqu.com.    IN    A    6.240.96.162
xabqdoke.sci.cqu.com.    IN    A    42.220.101.152
asiqxpgy.sci.cqu.com.    IN    A    130.94.32.155
nkjmoxil.sci.cqu.com.    IN    A    211.98.115.106
etrclidj.sci.cqu.com.    IN    A    44.29.84.113
egyjfdni.sci.cqu.com.    IN    A    50.199.152.54
bfgquwcs.sci.cqu.com.    IN    A    114.42.76.185
gbyxlpfo.sci.cqu.com.    IN    A    164.146.69.63
wqlkntsx.sci.cqu.com.    IN    A    252.104.59.218
yifswvad.sci.cqu.com.    IN    A    196.73.64.78
mfioewtb.sci.cqu.com.    IN    A    232.201.147.76
wsefiykb.sci.cqu.com.    IN    A    186.24.24.19
mrgwcdus.sci.cqu.com.    IN    A    215.115.141.148
cbotlarp.sci.cqu.com.    IN    A    186.141.222.205
blghurwt.sci.cqu.com.    IN    A    68.246.134.43
xrmcqgou.sci.cqu.com.    IN    A    253.250.93.217
lchypjmv.sci.cqu.com.    IN    A    104.133.133.92
dfwkjtgh.sci.cqu.com.    IN    A    172.172.5.211
hokxanvy.sci.cqu.com.    IN    A    125.236.98.130
pyuvwnfq.sci.cqu.com.    IN    A    50.161.185.49
jybpawqx.sci.cqu.com.    IN    A    137.197.250.153
pxnluygq.sci.cqu.com.    IN    A    142.127.68.125
pbmkyouq.sci.cqu.com.    IN    A    154.181.147.209
wpouxenv.sci.cqu.com.    IN    A    20.144.235.70
gypncwdx.sci.cqu.com.    IN    A    174.190.52.100
stnaolcj.sci.cqu.com.    IN    A    25.197.119.234
lxhemqbp.sci.cqu.com.    IN    A    43.23.67.0
peabloft.sci.cqu.com.    IN    A    240.155.62.79
rujdmnib.sci.cqu.com.    IN    A    81.154.71.178
dsqvgrou.sci.cqu.com.    IN    A    5.255.41.85
ydlnxcsu.sci.cqu.com.    IN    A    53.0.203.5
kpcshobl.sci.cqu.com.    IN    A    217.187.92.117
dyrulpsa.sci.cqu.com.    IN    A    175.90.226.77
iqtpvfoe.sci.cqu.com.    IN    A    25.10.65.81
uqmdtcpf.sci.cqu.com.    IN    A    241.201.148.133
deqskgta.sci.cqu.com.    IN    A    74.94.112.33
uqrlomig.sci.cqu.com.    IN    A    233.150.13.61
ubijondh.sci.cqu.com.    IN    A    97.89.190.124
xugwontk.sci.cqu.com.    IN    A    57.78.251.13
kptqfdjs.sci.cqu.com.    IN    A    211.38.60.112
jhgfntux.sci.cqu.com.    IN    A    246.168.61.112
nqkadvgx.sci.cqu.com.    IN    A    13.70.167.178
cplxogws.sci.cqu.com.    IN    A    172.211.225.183
qhsmapny.sci.cqu.com.    IN    A    87.144.245.252
pyoaifqt.sci.cqu.com.    IN    A    211.72.217.142
cqdsmhiu.sci.cqu.com.    IN    A    137.122.236.99
jdnfmptw.sci.cqu.com.    IN    A    70.80.154.242
qiwkbcof.sci.cqu.com.    IN    A    237.50.68.228
nmijksfv.sci.cqu.com.    IN    A    180.137.108.222
ovsqgfxc.sci.cqu.com.    IN    A    228.15.67.127
qtxlcoib.sci.cqu.com.    IN    A    149.145.202.105
